941672	20376	1547.73
987944	20378	1547.6
34212	20377	1547.6
80484	20379	1547.6
126740	20378	1547.73
173012	20383	1547.73
219272	20374	1547.73
265536	20376	1547.6
311800	20374	1547.6
358052	20375	1547.6
404308	20378	1547.6
450580	20377	1547.73
496848	20373	1547.73
543124	20377	1547.73
589404	20375	1547.73
635672	20373	1547.73
681944	20376	1547.73
728212	20379	1547.6
774476	20373	1547.6
820728	20376	1547.73
866988	20373	1547.6
913252	20377	1547.73
959520	20379	1547.6
5796	20376	1547.73
52060	20373	1547.73
98340	20373	1547.6
144604	20374	1547.73
190868	20374	1547.73
237132	20375	1547.6
283392	20380	1547.73
329656	20372	1547.6
375932	20383	1547.6
422180	20380	1547.73
468460	20376	1547.73
514728	20378	1547.6
561000	20376	1547.6
607268	20372	1547.6
653536	20376	1547.6
699804	20376	1547.73
746072	20378	1547.73
792340	20375	1547.73
838604	20376	1547.73
884868	20378	1547.73
931124	20376	1547.6
977404	20373	1547.73
23668	20377	1547.6
69936	20375	1547.73
116204	20372	1547.6
162488	20374	1547.73
208744	20376	1547.73
255032	20373	1547.73
301336	20371	1547.73
347608	20375	1547.86
393876	20371	1547.73
440148	20374	1547.6
486416	20377	1547.73
532672	20379	1547.73
578944	20372	1547.6
625204	20370	1547.6
671456	20378	1547.6
717728	20379	1547.6
763996	20378	1547.6
810268	20375	1547.73
856540	20374	1547.6
902812	20379	1547.6
949076	20375	1547.73
995344	20378	1547.6
41604	20371	1547.73
87868	20375	1547.73
134140	20376	1547.6
180400	20377	1547.73
226672	20372	1547.73
272940	20375	1547.6
319212	20375	1547.73
365476	20377	1547.6
411760	20373	1547.6
458024	20375	1547.73
504312	20380	1547.6
550600	20372	1547.6
596860	20374	1547.6
643120	20379	1547.6
689380	20378	1547.73
735644	20375	1547.6
781908	20371	1547.6
828168	20373	1547.73
874432	20375	1547.73
920700	20378	1547.6
966964	20375	1547.6
13236	20373	1547.6
59516	20374	1547.73
105780	20375	1547.6
152044	20376	1547.6
198296	20373	1547.73
244568	20375	1547.6
290836	20373	1547.6
337100	20374	1547.6
383360	20370	1547.73
429620	20378	1547.6
475884	20375	1547.6
522164	20375	1547.73
568444	20374	1547.73
614708	20375	1547.6
660972	20373	1547.6
707224	20379	1547.6
753492	20377	1547.6
799744	20377	1547.73
845996	20380	1547.73
892268	20372	1547.6
938552	20376	1547.6
984812	20375	1547.73
31092	20373	1547.6
77380	20375	1547.6
123636	20369	1547.6
169896	20375	1547.6
216152	20379	1547.6
262420	20374	1547.73
308684	20375	1547.6
354952	20374	1547.73
401220	20374	1547.47
447484	20369	1547.6
493748	20374	1547.6
540024	20374	1547.47
586296	20374	1547.6
632564	20372	1547.6
678824	20375	1547.6
725088	20378	1547.6
771356	20373	1547.73
817616	20370	1547.73
863888	20371	1547.6
910156	20376	1547.6
956404	20379	1547.6
2672	20376	1547.73
48948	20369	1547.6
95232	20375	1547.73
141496	20377	1547.73
187768	20375	1547.6
234036	20377	1547.6
280292	20375	1547.6
326560	20373	1547.6
372816	20377	1547.47
419076	20379	1547.6
465348	20374	1547.6
511612	20375	1547.6
557892	20377	1547.6
604164	20374	1547.6
650420	20375	1547.6
696684	20372	1547.6
742948	20374	1547.6
789212	20374	1547.6
835472	20373	1547.73
881728	20374	1547.6
927996	20372	1547.6
974264	20380	1547.6
20524	20374	1547.47
66792	20377	1547.73
113072	20375	1547.6
159344	20375	1547.6
205612	20374	1547.6
251876	20373	1547.6
298132	20378	1547.6
344396	20376	1547.6
390656	20375	1547.6
436928	20371	1547.6
483188	20374	1547.6
529456	20376	1547.6
575732	20380	1547.6
622012	20373	1547.6
668276	20375	1547.6
714536	20370	1547.6
760796	20379	1547.6
807068	20377	1547.73
853328	20383	1547.6
899596	20379	1547.47
945856	20376	1547.73
992120	20377	1547.73
38388	20374	1547.6
84712	20377	1547.6
131028	20375	1547.6
177328	20376	1547.6
223612	20377	1547.73
269920	20379	1547.6
316236	20373	1547.6
362548	20374	1547.6
408836	20376	1547.73
455124	20375	1547.6
501428	20371	1547.6
547756	20376	1547.6
594076	20377	1547.6
640400	20380	1547.6
686700	20375	1547.47
733004	20377	1547.6
779312	20376	1547.6
825616	20377	1547.47
871908	20377	1547.6
918220	20377	1547.6
964544	20374	1547.6
1010848	20375	1547.6
1057156	20374	1547.6
1103472	20374	1547.6
1149776	20370	1547.6
1196072	20381	1547.6
1242368	20377	1547.6
1288656	20379	1547.47
1334956	20374	1547.6
1381268	20376	1547.6
1427592	20374	1547.6
1473904	20375	1547.73
1520224	20372	1547.6
1566532	20372	1547.6
1612840	20377	1547.6
1659132	20373	1547.73
1705444	20378	1547.6
1751756	20379	1547.6
1798092	20374	1547.6
1844396	20374	1547.6
1890700	20375	1547.6
1937008	20376	1547.6
1983316	20377	1547.6
2029612	20374	1547.47
2075908	20379	1547.73
2122196	20371	1547.6
2168528	20375	1547.6
2214856	20377	1547.73
2261164	20374	1547.6
2307460	20380	1547.73
2353768	20373	1547.6
2400076	20375	1547.6
2446384	20376	1547.6
2492676	20377	1547.73
2538964	20373	1547.6
2585272	20378	1547.6
2631616	20379	1547.6
2677924	20369	1547.6
2724224	20370	1547.6
2770536	20369	1547.6
2816844	20380	1547.6
2863152	20379	1547.6
2909448	20374	1547.73
2955768	20375	1547.6
3002092	20377	1547.47
3048404	20374	1547.6
3094708	20375	1547.6
3141004	20372	1547.47
3187308	20375	1547.47
3233616	20378	1547.6
3279928	20373	1547.6
3326228	20375	1547.47
3372512	20370	1547.47
3418828	20374	1547.6
3465156	20376	1547.6
3511468	20377	1547.47
3557772	20378	1547.6
3604088	20377	1547.6
3650396	20373	1547.6
3696692	20375	1547.6
3742992	20377	1547.6
3789280	20377	1547.73
3835596	20371	1547.6
3881924	20379	1547.47
3928240	20374	1547.6
3974528	20378	1547.6
4020848	20375	1547.6
4067152	20372	1547.6
4113452	20373	1547.6
4159760	20375	1547.6
4206056	20375	1547.47
4252376	20374	1547.6
4298700	20373	1547.6
4345004	20380	1547.73
4391304	20375	1547.6
4437620	20372	1547.6
4483936	20380	1547.6
4530232	20376	1547.6
4576524	20373	1547.6
4622840	20375	1547.6
4669152	20381	1547.47
4715464	20371	1547.6
4761780	20375	1547.47
4808072	20369	1547.6
4854384	20375	1547.6
4900704	20376	1547.6
4946996	20372	1547.6
4993292	20372	1547.6
5039604	20376	1547.6
5085924	20377	1547.6
5132244	20372	1547.47
5178544	20377	1547.6
5224832	20377	1547.6
5271152	20371	1547.6
5317456	20379	1547.6
5363752	20380	1547.6
5410060	20394	1547.73
5456352	20396	1547.6
5502660	20400	1547.6
5548992	20405	1547.6
5595300	20415	1547.47
5641600	20412	1547.6
5687920	20421	1547.73
5734236	20427	1547.47
5780540	20428	1547.47
5826840	20432	1547.6
5873152	20441	1547.47
5919476	20452	1547.6
5965784	20460	1547.47
6012092	20457	1547.6
6058376	20474	1547.47
6104696	20473	1547.47
6150996	20482	1547.6
6197312	20485	1547.6
6243612	20500	1547.6
6289912	20501	1547.47
6336236	20511	1547.6
6382548	20518	1547.6
6428856	20524	1547.47
6475148	20530	1547.47
6521464	20540	1547.6
6567776	20551	1547.6
6614084	20552	1547.6
6660372	20564	1547.6
6706656	20571	1547.6
6752968	20578	1547.6
6799292	20582	1547.6
6845604	20586	1547.47
6891904	20604	1547.6
6938220	20614	1547.47
6984532	20618	1547.6
7030828	20623	1547.6
7077132	20638	1547.47
7123424	20643	1547.6
7169740	20657	1547.47
7216064	20664	1547.47
7262372	20672	1547.47
7308692	20685	1547.6
7355016	20691	1547.6
7401324	20701	1547.6
7447628	20711	1547.47
7493916	20725	1547.47
7540228	20734	1547.47
7586556	20742	1547.47
7632868	20751	1547.6
7679168	20769	1547.47
7725468	20776	1547.6
7771776	20789	1547.6
7818084	20803	1547.47
7864388	20817	1547.47
7910680	20826	1547.47
7956996	20837	1547.47
8003324	20855	1547.6
8049632	20863	1547.47
8095936	20883	1547.47
8142220	20886	1547.6
8188540	20910	1547.47
8234848	20917	1547.47
8281152	20935	1547.47
8327456	20954	1547.6
8373772	20966	1547.6
8420096	20988	1547.47
8466392	21003	1547.6
8512696	21017	1547.6
8558992	21033	1547.6
8605304	21052	1547.47
8651600	21064	1547.47
8697900	21085	1547.6
8744212	21102	1547.6
8790524	21122	1547.6
8836844	21139	1547.6
8883148	21155	1547.6
8929452	21180	1547.47
8975756	21202	1547.47
9022072	21216	1547.6
9068388	21233	1547.47
9114696	21260	1547.47
9160988	21277	1547.47
9207296	21301	1547.6
9253624	21328	1547.6
9299928	21345	1547.47
9346228	21374	1547.6
9392516	21401	1547.6
9438836	21421	1547.6
9485144	21449	1547.47
9531436	21474	1547.6
9577736	21507	1547.47
9624040	21530	1547.47
9670360	21563	1547.6
9716692	21591	1547.6
9762996	21619	1547.86
9809284	21645	1548.75
9855600	21650	1549.01
9901920	21670	1549.65
9948232	21699	1550.8
9994532	21727	1552.08
40836	21746	1553.23
87152	21784	1554.5
133468	21805	1555.4
179772	21832	1556.17
226064	21864	1556.93
272384	21899	1557.44
318700	21934	1557.83
365012	21980	1557.83
411316	22028	1557.57
457624	22077	1554.5
503940	22137	1552.2
550240	22204	1549.9
596528	22273	1547.6
642812	22360	1546.07
689128	22460	1544.53
735432	22578	1543.26
781740	22700	1542.36
828056	22824	1541.98
874368	22935	1542.23
920696	23039	1542.87
967012	23086	1543.77
1013324	23079	1544.79
1059628	22962	1545.56
1105944	22715	1546.58
1152252	22270	1547.6
1198572	21483	1548.62
1244868	20358	1549.77
1291168	18887	1550.92
1337484	15485	1552.46
1383800	12483	1553.74
1430104	12353	1546.96
1476404	12934	1519.61
1522728	13297	1517.69
1569056	13590	1516.54
1615380	13799	1515.52
1661704	14026	1514.75
1708028	14211	1514.24
1754340	14360	1513.99
1800652	14408	1513.86
1846972	14440	1513.99
1893272	14458	1513.6
1939592	14455	1512.58
1985896	14430	1511.56
2032192	14422	1507.98
2078492	14397	1506.7
2124808	14366	1505.42
2171116	14342	1504.27
2217416	14318	1503.38
2263724	14287	1502.48
2310040	14250	1501.84
2356356	14204	1501.33
2402672	14147	1501.33
2448976	14115	1501.46
2495284	14080	1501.84
2541604	14024	1502.48
2587920	13922	1503.12
2634244	13651	1503.89
2680560	13239	1504.78
2726884	12985	1505.81
2773204	12821	1507.09
2819516	12707	1508.49
2865824	12597	1510.02
2912124	12516	1511.56
2958452	12459	1513.22
3004764	12419	1515.14
3051080	12422	1516.8
3097396	12446	1518.33
3143708	12484	1519.74
3190012	12528	1521.14
3236332	12574	1522.81
3282660	12619	1523.96
3328988	12673	1525.36
3375308	12726	1526.51
3421620	12781	1527.66
3467940	12838	1528.69
3514256	12898	1529.84
3560580	12962	1530.86
3606888	13023	1531.88
3653188	13140	1533.03
3699488	13450	1533.93
3745800	13832	1535.08
3792104	14160	1535.97
3838408	14709	1536.74
3884700	15224	1537.12
3931012	15602	1537.76
3977340	15862	1538.02
4023648	16017	1538.4
4069952	16132	1538.53
4116244	16278	1538.91
4162552	16426	1539.29
4208868	16555	1539.42
4255176	16634	1539.55
4301480	16693	1539.81
4347796	16746	1539.93
4394116	16812	1540.06
4440424	16867	1540.32
4486720	16922	1540.44
4533016	16956	1540.57
4579340	16981	1540.83
4625652	17000	1540.83
4671972	17025	1540.96
4718276	17044	1541.08
4764584	17064	1541.21
4810892	17094	1541.21
4857196	17114	1541.21
4903516	17132	1540.96
4949836	17148	1541.08
4996148	17172	1541.08
5042492	17180	1541.21
5088800	17196	1541.21
5135108	17215	1541.21
5181428	17230	1541.21
5227752	17245	1541.08
5274060	17277	1541.21
5320376	17291	1541.21
5366676	17306	1541.08
5413000	17316	1541.34
5459304	17326	1541.21
5505596	17338	1541.08
5551904	17348	1541.21
5598216	17361	1541.21
5644536	17370	1541.21
5690844	17385	1541.21
5737144	17400	1541.21
5783472	17406	1541.21
5829792	17417	1541.21
5876104	17423	1541.21
5922436	17433	1541.21
5968768	17440	1541.21
6015096	17450	1541.21
6061408	17458	1541.21
6107720	17471	1541.08
6154040	17481	1541.21
6200352	17495	1541.21
6246660	17512	1541.21
6292972	17544	1541.21
6339292	17567	1541.08
6385628	17592	1541.21
6431940	17668	1541.21
6478256	17703	1541.21
6524568	17716	1541.08
6570876	17729	1541.21
6617200	17741	1541.21
6663516	17763	1541.21
6709828	17776	1541.08
6756144	17798	1541.08
6802448	17810	1541.21
6848748	17820	1541.21
6895052	17824	1541.08
6941368	17832	1541.21
6987664	17834	1541.21
7033980	17841	1541.08
7080296	17840	1541.08
7126592	17840	1541.21
7172880	17847	1541.21
7219192	17845	1541.08
7265508	17847	1541.34
7311808	17850	1541.21
7358104	17849	1541.21
7404420	17850	1541.21
7450752	17849	1541.21
7497064	17848	1541.21
7543384	17853	1541.21
7589708	17857	1541.21
7636032	17858	1541.08
7682372	17859	1541.08
7728688	17859	1541.21
7774976	17857	1541.21
7821296	17853	1541.21
7867612	17857	1541.21
7913924	17856	1541.08
7960252	17855	1541.21
8006568	17852	1541.21
8052876	17855	1541.21
8099188	17856	1541.34
8145508	17854	1541.21
8191820	17862	1541.08
8238144	17859	1541.08
8284476	17862	1541.21
8330784	17861	1541.21
8377104	17865	1541.21
8423420	17859	1541.21
8469736	17861	1541.21
8516048	17862	1541.34
8562368	17861	1541.21
8608688	17869	1541.21
8655008	17874	1541.21
8701324	17878	1541.08
8747648	17883	1541.21
8793964	17884	1541.08
8840288	17890	1541.08
8886596	17887	1541.21
8932904	17894	1541.08
8979212	17908	1541.21
9025524	17904	1541.21
9071832	17904	1541.21
9118148	17911	1541.21
9164468	17911	1541.21
9210784	17920	1541.08
9257100	17918	1541.08
9303404	17921	1541.21
9349696	17925	1541.21
9395984	17923	1541.21
9442308	17927	1541.21
9488620	17935	1541.21
9534936	17932	1541.21
9581256	17940	1541.21
9627580	17942	1541.21
9673900	17943	1541.08
9720212	17941	1541.21
9766536	17953	1541.21
9812840	17956	1541.21
9859176	17957	1541.21
9905500	17961	1541.21
9951816	17957	1541.21
9998136	17970	1541.21
44456	17973	1541.08
90780	17971	1541.21
137096	17977	1541.21
183424	17977	1541.21
229748	17982	1541.21
276056	17979	1541.21
322372	17982	1541.21
368692	17985	1541.21
415012	17995	1541.21
461324	17994	1541.21
507640	17994	1541.21
553960	17999	1541.21
600272	18001	1541.21
646608	18004	1541.08
692936	18008	1541.08
739244	18010	1541.21
785540	18008	1541.21
831856	18011	1541.21
878172	18013	1541.21
924480	18013	1541.08
970800	18016	1541.21
1017112	18024	1541.08
1063432	18031	1541.21
1109732	18024	1541.08
1156032	18030	1541.08
1202336	18036	1541.21
