""
"Test Method","Radhen_Load_Cntrl_Cmprsn_250N_12-7.msm"
"Sample I. D.","Sample1.mss"
"Specimen Number","2"

"TheCycle_Output ()","_Time (s)","_Load (N)","_Extension (mm)","RealTimeDepth (mm)","CycleNumber ()"

1,0.250,0.01,0.0278,0.02780,1.000
1,0.300,0.00,0.0776,0.07760,1.000
1,0.350,0.00,0.1277,0.12770,1.000
1,0.400,-0.01,0.1776,0.17760,1.000
1,0.450,0.00,0.2277,0.22770,1.000
1,0.500,-0.01,0.2777,0.27770,1.000
1,0.550,0.00,0.3277,0.32770,1.000
1,0.600,0.00,0.3777,0.37770,1.000
1,0.650,0.00,0.4279,0.42790,1.000
1,0.700,-0.01,0.4779,0.47790,1.000
1,0.750,0.00,0.5278,0.52780,1.000
1,0.800,-0.01,0.5776,0.57760,1.000
1,0.850,0.00,0.6277,0.62770,1.000
1,0.900,-0.01,0.6778,0.67780,1.000
1,0.950,0.00,0.7277,0.72770,1.000
1,1.000,0.00,0.7777,0.77770,1.000
1,1.050,0.00,0.8277,0.82770,1.000
1,1.100,0.00,0.8778,0.87780,1.000
1,1.150,0.00,0.9278,0.92780,1.000
1,1.200,0.00,0.9777,0.97770,1.000
1,1.250,0.00,1.0278,1.02780,1.000
1,1.300,0.00,1.0779,1.07790,1.000
1,1.350,0.00,1.1278,1.12780,1.000
1,1.400,0.00,1.1776,1.17760,1.000
1,1.450,-0.01,1.2277,1.22770,1.000
1,1.500,0.00,1.2778,1.27780,1.000
1,1.550,0.00,1.3277,1.32770,1.000
1,1.600,0.00,1.3777,1.37770,1.000
1,1.650,0.00,1.4278,1.42780,1.000
1,1.700,0.00,1.4778,1.47780,1.000
1,1.750,0.01,1.5278,1.52780,1.000
1,1.800,0.01,1.5778,1.57780,1.000
1,1.850,0.02,1.6277,1.62770,1.000
1,1.900,0.01,1.6779,1.67790,1.000
1,1.950,0.02,1.7279,1.72790,1.000
1,2.000,0.02,1.7778,1.77780,1.000
1,2.050,0.03,1.8279,1.82790,1.000
1,2.100,0.04,1.8779,1.87790,1.000
1,2.150,0.04,1.9280,1.92800,1.000
1,2.200,0.06,1.9777,1.97770,1.000
1,2.250,0.09,2.0277,2.02770,1.000
1,2.300,0.15,2.0779,2.07790,1.000
1,2.350,0.21,2.1280,2.12800,1.000
1,2.400,0.27,2.1778,2.17780,1.000
1,2.450,0.35,2.2278,2.22780,1.000
1,2.500,0.44,2.2779,2.27790,1.000
1,2.550,0.54,2.3279,2.32790,1.000
1,2.600,0.65,2.3778,2.37780,1.000
1,2.650,0.77,2.4279,2.42790,1.000
1,2.700,0.90,2.4779,2.47790,1.000
1,2.750,1.06,2.5279,2.52790,1.000
1,2.800,1.23,2.5778,2.57780,1.000
1,2.850,1.42,2.6278,2.62780,1.000
1,2.900,1.62,2.6779,2.67790,1.000
1,2.950,1.85,2.7280,2.72800,1.000
1,3.000,2.10,2.7777,2.77770,1.000
1,3.050,2.37,2.8277,2.82770,1.000
1,3.100,2.66,2.8779,2.87790,1.000
1,3.150,2.97,2.9278,2.92780,1.000
1,3.200,3.30,2.9777,2.97770,1.000
1,3.250,3.66,3.0278,3.02780,1.000
1,3.300,4.03,3.0780,3.07800,1.000
1,3.350,4.42,3.1280,3.12800,1.000
1,3.400,4.84,3.1778,3.17780,1.000
1,3.450,5.29,3.2279,3.22790,1.000
1,3.500,5.76,3.2779,3.27790,1.000
1,3.550,6.26,3.3278,3.32780,1.000
1,3.600,6.78,3.3777,3.37770,1.000
1,3.650,7.32,3.4278,3.42780,1.000
1,3.700,7.90,3.4779,3.47790,1.000
1,3.750,8.51,3.5279,3.52790,1.000
1,3.800,9.14,3.5777,3.57770,1.000
1,3.850,9.81,3.6277,3.62770,1.000
1,3.900,10.51,3.6779,3.67790,1.000
1,3.950,11.25,3.7280,3.72800,1.000
1,4.000,12.03,3.7778,3.77780,1.000
1,4.050,12.84,3.8278,3.82780,1.000
1,4.100,13.69,3.8779,3.87790,1.000
1,4.150,14.58,3.9280,3.92800,1.000
1,4.200,15.51,3.9778,3.97780,1.000
1,4.250,16.48,4.0279,4.02790,1.000
1,4.300,17.50,4.0779,4.07790,1.000
1,4.350,18.56,4.1279,4.12790,1.000
1,4.400,19.68,4.1778,4.17780,1.000
1,4.450,20.85,4.2279,4.22790,1.000
1,4.500,22.07,4.2779,4.27790,1.000
1,4.550,23.33,4.3281,4.32810,1.000
1,4.600,24.62,4.3778,4.37780,1.000
1,4.650,25.96,4.4278,4.42780,1.000
1,4.700,27.30,4.4778,4.47780,1.000
1,4.750,28.65,4.5280,4.52800,1.000
1,4.800,30.06,4.5777,4.57770,1.000
1,4.900,31.54,4.6175,4.61750,1.000
1,4.950,28.80,4.5687,4.56870,1.000
1,5.000,26.20,4.5187,4.51870,1.000
1,5.050,23.98,4.4686,4.46860,1.000
