""
"Test Method","Radhen_Load_Cntrl_Cmprsn_250N_12-7.msm"
"Sample I. D.","Sample1.mss"
"Specimen Number","11"

"TheCycle_Output ()","_Time (s)","_Load (N)","_Extension (mm)","RealTimeDepth (mm)","CycleNumber ()"

0,0.180,0.02,0.0000,0.00000,0.000
1,0.190,0.00,0.0000,0.00000,1.000
1,0.210,0.01,0.0000,0.00000,1.000
1,0.220,0.01,0.0000,0.00000,1.000
1,0.230,0.01,0.0002,0.00020,1.000
1,0.240,0.00,0.0036,0.00360,1.000
1,0.250,0.01,0.0091,0.00910,1.000
1,0.260,0.01,0.0172,0.01720,1.000
1,0.270,0.00,0.0276,0.02760,1.000
1,0.280,0.01,0.0374,0.03740,1.000
1,0.290,0.01,0.0476,0.04760,1.000
1,0.300,0.01,0.0574,0.05740,1.000
1,0.310,0.01,0.0674,0.06740,1.000
1,0.320,0.01,0.0775,0.07750,1.000
1,0.330,0.00,0.0876,0.08760,1.000
1,0.340,0.01,0.0974,0.09740,1.000
1,0.350,0.00,0.1074,0.10740,1.000
1,0.360,0.01,0.1174,0.11740,1.000
1,0.370,0.01,0.1276,0.12760,1.000
1,0.380,0.01,0.1374,0.13740,1.000
1,0.390,0.00,0.1475,0.14750,1.000
1,0.400,0.01,0.1575,0.15750,1.000
1,0.410,0.00,0.1677,0.16770,1.000
1,0.420,0.01,0.1775,0.17750,1.000
1,0.430,0.00,0.1876,0.18760,1.000
1,0.440,0.01,0.1976,0.19760,1.000
1,0.450,0.01,0.2078,0.20780,1.000
1,0.460,0.01,0.2176,0.21760,1.000
1,0.470,0.01,0.2276,0.22760,1.000
1,0.480,0.00,0.2377,0.23770,1.000
1,0.490,0.01,0.2478,0.24780,1.000
1,0.500,0.01,0.2576,0.25760,1.000
1,0.510,0.01,0.2677,0.26770,1.000
1,0.520,0.01,0.2776,0.27760,1.000
1,0.530,0.01,0.2878,0.28780,1.000
1,0.540,0.01,0.2976,0.29760,1.000
1,0.550,0.01,0.3076,0.30760,1.000
1,0.560,0.01,0.3177,0.31770,1.000
1,0.570,0.01,0.3277,0.32770,1.000
1,0.580,0.01,0.3377,0.33770,1.000
