""
"Test Method","Radhen_Load_Cntrl_Cmprsn_250N_12-7.msm"
"Sample I. D.","Sample1.mss"
"Specimen Number","12"

"TheCycle_Output ()","_Time (s)","_Load (N)","_Extension (mm)","RealTimeDepth (mm)","CycleNumber ()"

0,0.150,0.00,0.0000,0.00000,0.000
1,0.170,-0.01,0.0000,0.00000,1.000
1,0.180,0.00,0.0000,0.00000,1.000
1,0.190,-0.01,0.0000,0.00000,1.000
1,0.200,-0.01,0.0004,0.00040,1.000
1,0.210,-0.01,0.0038,0.00380,1.000
1,0.220,0.00,0.0097,0.00970,1.000
1,0.230,-0.01,0.0181,0.01810,1.000
1,0.240,0.00,0.0287,0.02870,1.000
1,0.250,0.00,0.0381,0.03810,1.000
1,0.260,-0.01,0.0483,0.04830,1.000
1,0.270,0.00,0.0582,0.05820,1.000
1,0.280,-0.01,0.0684,0.06840,1.000
1,0.290,0.00,0.0782,0.07820,1.000
1,0.300,-0.01,0.0883,0.08830,1.000
1,0.310,-0.01,0.0983,0.09830,1.000
1,0.320,-0.01,0.1083,0.10830,1.000
1,0.330,-0.01,0.1183,0.11830,1.000
1,0.340,-0.01,0.1282,0.12820,1.000
1,0.350,0.00,0.1384,0.13840,1.000
1,0.360,-0.01,0.1484,0.14840,1.000
1,0.370,-0.01,0.1584,0.15840,1.000
1,0.380,-0.01,0.1683,0.16830,1.000
1,0.390,0.00,0.1783,0.17830,1.000
1,0.400,0.00,0.1885,0.18850,1.000
1,0.410,-0.01,0.1984,0.19840,1.000
1,0.420,-0.01,0.2084,0.20840,1.000
1,0.430,-0.01,0.2185,0.21850,1.000
1,0.440,-0.01,0.2286,0.22860,1.000
1,0.450,0.00,0.2385,0.23850,1.000
1,0.460,-0.01,0.2484,0.24840,1.000
1,0.470,-0.01,0.2585,0.25850,1.000
1,0.480,-0.01,0.2686,0.26860,1.000
1,0.490,-0.01,0.2785,0.27850,1.000
1,0.500,0.00,0.2883,0.28830,1.000
1,0.510,-0.01,0.2986,0.29860,1.000
1,0.520,0.00,0.3085,0.30850,1.000
1,0.530,-0.01,0.3185,0.31850,1.000
1,0.540,-0.01,0.3284,0.32840,1.000
1,0.550,-0.01,0.3385,0.33850,1.000
1,0.560,-0.01,0.3485,0.34850,1.000
1,0.570,-0.01,0.3585,0.35850,1.000
1,0.580,0.00,0.3683,0.36830,1.000
1,0.590,-0.01,0.3785,0.37850,1.000
1,0.600,0.00,0.3885,0.38850,1.000
1,0.610,0.00,0.3984,0.39840,1.000
1,0.620,-0.01,0.4083,0.40830,1.000
1,0.630,-0.01,0.4185,0.41850,1.000
1,0.640,-0.01,0.4285,0.42850,1.000
1,0.650,-0.01,0.4384,0.43840,1.000
1,0.660,0.00,0.4484,0.44840,1.000
1,0.670,-0.01,0.4584,0.45840,1.000
1,0.680,0.00,0.4686,0.46860,1.000
1,0.690,-0.01,0.4784,0.47840,1.000
1,0.700,0.00,0.4885,0.48850,1.000
1,0.710,-0.01,0.4984,0.49840,1.000
1,0.720,-0.01,0.5086,0.50860,1.000
1,0.730,-0.02,0.5184,0.51840,1.000
1,0.740,0.00,0.5285,0.52850,1.000
1,0.750,-0.01,0.5384,0.53840,1.000
1,0.760,-0.01,0.5487,0.54870,1.000
1,0.770,-0.01,0.5584,0.55840,1.000
1,0.780,-0.01,0.5685,0.56850,1.000
1,0.790,-0.01,0.5784,0.57840,1.000
1,0.800,-0.01,0.5886,0.58860,1.000
1,0.810,-0.01,0.5984,0.59840,1.000
1,0.820,-0.01,0.6084,0.60840,1.000
1,0.830,-0.01,0.6184,0.61840,1.000
1,0.840,-0.01,0.6286,0.62860,1.000
1,0.850,-0.01,0.6385,0.63850,1.000
1,0.860,-0.01,0.6483,0.64830,1.000
1,0.870,0.00,0.6585,0.65850,1.000
1,0.880,-0.01,0.6685,0.66850,1.000
1,0.890,-0.01,0.6785,0.67850,1.000
1,0.900,-0.01,0.6884,0.68840,1.000
1,0.910,-0.01,0.6984,0.69840,1.000
1,0.920,-0.01,0.7086,0.70860,1.000
1,0.930,-0.01,0.7184,0.71840,1.000
1,0.940,-0.01,0.7285,0.72850,1.000
1,0.950,-0.01,0.7384,0.73840,1.000
1,0.960,0.00,0.7486,0.74860,1.000
1,0.970,-0.01,0.7585,0.75850,1.000
1,0.980,-0.01,0.7684,0.76840,1.000
1,0.990,-0.01,0.7785,0.77850,1.000
1,1.000,-0.01,0.7885,0.78850,1.000
1,1.010,0.00,0.7986,0.79860,1.000
1,1.020,-0.01,0.8084,0.80840,1.000
1,1.030,-0.01,0.8186,0.81860,1.000
1,1.040,0.00,0.8285,0.82850,1.000
1,1.050,0.00,0.8386,0.83860,1.000
1,1.060,0.00,0.8484,0.84840,1.000
1,1.070,-0.01,0.8585,0.85850,1.000
1,1.080,0.00,0.8686,0.86860,1.000
1,1.090,-0.01,0.8785,0.87850,1.000
1,1.100,-0.01,0.8883,0.88830,1.000
1,1.110,0.00,0.8985,0.89850,1.000
1,1.120,-0.01,0.9085,0.90850,1.000
1,1.130,-0.01,0.9186,0.91860,1.000
1,1.140,0.00,0.9284,0.92840,1.000
1,1.150,-0.01,0.9385,0.93850,1.000
1,1.160,0.00,0.9486,0.94860,1.000
1,1.170,-0.01,0.9586,0.95860,1.000
1,1.180,0.00,0.9684,0.96840,1.000
1,1.190,-0.01,0.9785,0.97850,1.000
1,1.200,-0.01,0.9885,0.98850,1.000
1,1.210,-0.01,0.9986,0.99860,1.000
1,1.220,0.00,1.0084,1.00840,1.000
1,1.230,-0.01,1.0186,1.01860,1.000
1,1.240,-0.01,1.0286,1.02860,1.000
1,1.250,-0.01,1.0386,1.03860,1.000
1,1.260,0.00,1.0485,1.04850,1.000
1,1.270,-0.01,1.0586,1.05860,1.000
1,1.280,-0.01,1.0688,1.06880,1.000
1,1.290,-0.01,1.0786,1.07860,1.000
1,1.300,0.00,1.0885,1.08850,1.000
1,1.310,0.00,1.0986,1.09860,1.000
1,1.320,-0.01,1.1086,1.10860,1.000
1,1.330,0.00,1.1187,1.11870,1.000
1,1.340,0.00,1.1285,1.12850,1.000
1,1.350,-0.01,1.1386,1.13860,1.000
1,1.360,-0.01,1.1486,1.14860,1.000
1,1.370,0.00,1.1587,1.15870,1.000
1,1.380,-0.01,1.1684,1.16840,1.000
1,1.390,0.00,1.1786,1.17860,1.000
1,1.400,0.00,1.1886,1.18860,1.000
1,1.410,-0.01,1.1986,1.19860,1.000
1,1.420,-0.01,1.2085,1.20850,1.000
1,1.430,-0.01,1.2186,1.21860,1.000
1,1.440,-0.01,1.2286,1.22860,1.000
1,1.450,-0.01,1.2385,1.23850,1.000
1,1.460,-0.01,1.2485,1.24850,1.000
1,1.470,-0.01,1.2586,1.25860,1.000
1,1.480,0.00,1.2686,1.26860,1.000
1,1.490,0.00,1.2786,1.27860,1.000
1,1.500,-0.01,1.2884,1.28840,1.000
1,1.510,0.00,1.2986,1.29860,1.000
1,1.520,-0.01,1.3086,1.30860,1.000
1,1.530,-0.01,1.3186,1.31860,1.000
1,1.540,0.00,1.3285,1.32850,1.000
1,1.550,-0.01,1.3385,1.33850,1.000
1,1.560,-0.01,1.3485,1.34850,1.000
1,1.570,0.00,1.3587,1.35870,1.000
1,1.580,-0.01,1.3684,1.36840,1.000
1,1.590,-0.01,1.3786,1.37860,1.000
1,1.600,0.00,1.3886,1.38860,1.000
1,1.610,-0.01,1.3986,1.39860,1.000
1,1.620,-0.01,1.4085,1.40850,1.000
1,1.630,-0.01,1.4185,1.41850,1.000
1,1.640,-0.01,1.4287,1.42870,1.000
1,1.650,0.00,1.4387,1.43870,1.000
1,1.660,0.00,1.4485,1.44850,1.000
1,1.670,-0.01,1.4586,1.45860,1.000
1,1.680,-0.01,1.4687,1.46870,1.000
1,1.690,-0.01,1.4787,1.47870,1.000
1,1.700,-0.01,1.4886,1.48860,1.000
1,1.710,-0.01,1.4986,1.49860,1.000
1,1.720,-0.01,1.5088,1.50880,1.000
1,1.730,-0.01,1.5187,1.51870,1.000
1,1.740,0.00,1.5286,1.52860,1.000
1,1.750,-0.01,1.5387,1.53870,1.000
1,1.760,-0.01,1.5487,1.54870,1.000
1,1.770,0.00,1.5587,1.55870,1.000
1,1.780,-0.01,1.5686,1.56860,1.000
1,1.790,-0.01,1.5787,1.57870,1.000
1,1.800,0.00,1.5887,1.58870,1.000
1,1.810,-0.01,1.5986,1.59860,1.000
1,1.820,-0.01,1.6085,1.60850,1.000
1,1.830,-0.01,1.6186,1.61860,1.000
1,1.840,-0.01,1.6287,1.62870,1.000
1,1.850,0.00,1.6386,1.63860,1.000
1,1.860,0.00,1.6485,1.64850,1.000
1,1.870,-0.01,1.6586,1.65860,1.000
1,1.880,-0.01,1.6687,1.66870,1.000
1,1.890,0.00,1.6788,1.67880,1.000
1,1.900,-0.01,1.6885,1.68850,1.000
1,1.910,-0.01,1.6986,1.69860,1.000
1,1.920,-0.01,1.7086,1.70860,1.000
1,1.930,-0.01,1.7188,1.71880,1.000
1,1.940,-0.01,1.7285,1.72850,1.000
1,1.950,-0.01,1.7387,1.73870,1.000
1,1.960,0.00,1.7486,1.74860,1.000
1,1.970,-0.01,1.7588,1.75880,1.000
1,1.980,-0.01,1.7685,1.76850,1.000
1,1.990,-0.01,1.7786,1.77860,1.000
1,2.000,-0.01,1.7886,1.78860,1.000
1,2.010,-0.01,1.7986,1.79860,1.000
1,2.020,0.00,1.8085,1.80850,1.000
1,2.030,0.00,1.8186,1.81860,1.000
1,2.040,0.00,1.8287,1.82870,1.000
1,2.050,-0.01,1.8386,1.83860,1.000
1,2.060,0.00,1.8485,1.84850,1.000
1,2.070,0.00,1.8586,1.85860,1.000
1,2.080,0.00,1.8686,1.86860,1.000
1,2.090,-0.01,1.8787,1.87870,1.000
1,2.100,-0.01,1.8885,1.88850,1.000
1,2.110,-0.01,1.8986,1.89860,1.000
1,2.120,-0.01,1.9086,1.90860,1.000
1,2.130,0.00,1.9187,1.91870,1.000
1,2.140,0.00,1.9286,1.92860,1.000
1,2.150,0.00,1.9386,1.93860,1.000
