"0,0.170,-0.01,0.0000,0.00010,0.000"
"1,16.090,0.00,1.3613,1.36130,1.000"
"1,16.100,0.01,1.3510,1.35100,1.000"
"1,16.110,0.00,1.3412,1.34120,1.000"
"1,16.120,0.01,1.3312,1.33120,1.000"
"1,16.130,0.01,1.3213,1.32130,1.000"
"1,16.140,0.00,1.3110,1.31100,1.000"
"1,16.150,0.01,1.3012,1.30120,1.000"
"1,16.160,0.01,1.2912,1.29120,1.000"
"1,16.170,0.01,1.2813,1.28130,1.000"
"1,16.180,0.00,1.2710,1.27100,1.000"
"1,16.190,0.01,1.2613,1.26130,1.000"
"1,16.200,0.01,1.2512,1.25120,1.000"
"1,16.210,0.01,1.2413,1.24130,1.000"
"1,16.220,0.01,1.2311,1.23110,1.000"
"1,16.230,0.00,1.2212,1.22120,1.000"
"1,16.240,0.01,1.2112,1.21120,1.000"
"1,16.250,0.00,1.2014,1.20140,1.000"
"1,16.260,0.01,1.1911,1.19110,1.000"
"1,16.270,0.01,1.1811,1.18110,1.000"
"1,16.280,0.01,1.1712,1.17120,1.000"
"1,16.290,0.00,1.1613,1.16130,1.000"
"1,16.300,0.00,1.1510,1.15100,1.000"
"1,16.310,0.00,1.1411,1.14110,1.000"
"1,16.320,0.00,1.1312,1.13120,1.000"
"1,16.330,0.00,1.1212,1.12120,1.000"
"1,16.340,0.01,1.1111,1.11110,1.000"
"1,16.350,0.01,1.1011,1.10110,1.000"
"1,16.360,0.00,1.0912,1.09120,1.000"
"1,16.370,0.00,1.0812,1.08120,1.000"
"1,16.380,0.00,1.0710,1.07100,1.000"
"1,16.390,0.01,1.0610,1.06100,1.000"
"1,16.400,0.00,1.0512,1.05120,1.000"
"1,16.410,0.00,1.0411,1.04110,1.000"
"1,16.420,0.00,1.0311,1.03110,1.000"
"1,16.430,0.01,1.0211,1.02110,1.000"
"1,16.440,0.00,1.0111,1.01110,1.000"
"1,16.450,0.01,1.0012,1.00120,1.000"
"1,16.460,0.00,0.9910,0.99100,1.000"
"1,16.470,0.00,0.9811,0.98110,1.000"
"1,16.480,0.00,0.9711,0.97110,1.000"
"1,16.490,0.00,0.9613,0.96130,1.000"
"1,16.500,0.00,0.9510,0.95100,1.000"
"1,16.510,0.00,0.9412,0.94120,1.000"
"1,16.520,0.01,0.9312,0.93120,1.000"
"1,16.530,0.01,0.9213,0.92130,1.000"
"1,16.540,0.00,0.9111,0.91110,1.000"
"1,16.550,0.00,0.9011,0.90110,1.000"
"1,16.560,0.00,0.8912,0.89120,1.000"
"1,16.570,0.01,0.8813,0.88130,1.000"
"1,16.580,0.00,0.8711,0.87110,1.000"
"1,16.590,0.01,0.8611,0.86110,1.000"
"1,16.600,0.00,0.8513,0.85130,1.000"
"1,16.610,0.00,0.8412,0.84120,1.000"
"1,16.620,0.01,0.8312,0.83120,1.000"
"1,16.630,0.00,0.8211,0.82110,1.000"
"1,16.640,0.00,0.8113,0.81130,1.000"
"1,16.650,0.00,0.8013,0.80130,1.000"
"1,16.660,0.00,0.7911,0.79110,1.000"
"1,16.670,0.01,0.7811,0.78110,1.000"
"1,16.680,0.01,0.7713,0.77130,1.000"
"1,16.690,0.01,0.7612,0.76120,1.000"
"1,16.700,0.01,0.7512,0.75120,1.000"
"1,16.710,0.00,0.7410,0.74100,1.000"
"1,16.720,0.00,0.7313,0.73130,1.000"
"1,16.730,0.01,0.7212,0.72120,1.000"
"1,16.740,0.01,0.7111,0.71110,1.000"
"1,16.750,0.00,0.7011,0.70110,1.000"
"1,16.760,0.01,0.6912,0.69120,1.000"
"1,16.770,0.01,0.6813,0.68130,1.000"
"1,16.780,0.00,0.6711,0.67110,1.000"
"1,16.790,0.00,0.6612,0.66120,1.000"
"1,16.800,0.01,0.6512,0.65120,1.000"
"1,16.810,0.01,0.6413,0.64130,1.000"
"1,16.820,0.01,0.6311,0.63110,1.000"
"1,16.830,0.00,0.6212,0.62120,1.000"
"1,16.840,0.00,0.6112,0.61120,1.000"
"1,16.850,0.01,0.6013,0.60130,1.000"
"1,16.860,0.01,0.5911,0.59110,1.000"
"1,16.870,0.01,0.5811,0.58110,1.000"
"1,16.880,0.00,0.5711,0.57110,1.000"
"1,16.890,0.01,0.5612,0.56120,1.000"
"1,16.900,0.00,0.5512,0.55120,1.000"
"1,16.910,0.00,0.5410,0.54100,1.000"
"1,16.920,0.01,0.5312,0.53120,1.000"
"1,16.930,0.00,0.5211,0.52110,1.000"
"1,16.940,0.00,0.5111,0.51110,1.000"
"1,16.950,0.01,0.5009,0.50090,1.000"
"1,16.960,0.01,0.4911,0.49110,1.000"
"1,16.970,0.00,0.4811,0.48110,1.000"
"1,16.980,0.00,0.4711,0.47110,1.000"
"1,16.990,0.01,0.4611,0.46110,1.000"
"1,17.000,0.01,0.4510,0.45100,1.000"
"1,17.010,0.01,0.4412,0.44120,1.000"
"1,17.020,0.01,0.4310,0.43100,1.000"
"1,17.030,0.01,0.4210,0.42100,1.000"
"1,17.040,0.00,0.4111,0.41110,1.000"
"1,17.050,0.01,0.4012,0.40120,1.000"
"1,17.060,0.00,0.3911,0.39110,1.000"
"1,17.070,0.00,0.3811,0.38110,1.000"
"1,17.080,0.01,0.3712,0.37120,1.000"
"1,17.090,0.00,0.3612,0.36120,1.000"
"1,17.100,0.01,0.3511,0.35110,1.000"
"1,17.110,0.00,0.3410,0.34100,1.000"
"1,17.120,0.00,0.3312,0.33120,1.000"
"1,17.130,0.00,0.3211,0.32110,1.000"
"1,17.140,0.00,0.3111,0.31110,1.000"
"1,17.150,0.01,0.3010,0.30100,1.000"
"1,17.160,0.01,0.2912,0.29120,1.000"
"1,17.170,0.01,0.2812,0.28120,1.000"
"1,17.180,0.01,0.2710,0.27100,1.000"
"1,17.190,0.01,0.2611,0.26110,1.000"
"1,17.200,0.00,0.2511,0.25110,1.000"
"1,17.210,0.01,0.2413,0.24130,1.000"
"1,17.220,0.00,0.2311,0.23110,1.000"
"1,17.230,0.00,0.2211,0.22110,1.000"
"1,17.240,0.01,0.2110,0.21100,1.000"
"1,17.250,0.00,0.2013,0.20130,1.000"
"1,17.260,0.01,0.1911,0.19110,1.000"
"1,17.270,0.00,0.1810,0.18100,1.000"
"1,17.280,0.00,0.1712,0.17120,1.000"
"1,17.290,0.01,0.1612,0.16120,1.000"
"1,17.300,0.00,0.1511,0.15110,1.000"
"1,17.310,0.01,0.1411,0.14110,1.000"
"1,17.320,0.01,0.1311,0.13110,1.000"
"1,17.330,0.00,0.1212,0.12120,1.000"
"1,17.340,0.00,0.1111,0.11110,1.000"
"1,17.350,0.00,0.1009,0.10090,1.000"
"1,17.360,0.01,0.0911,0.09110,1.000"
"1,17.370,0.00,0.0812,0.08120,1.000"
"1,17.380,0.00,0.0711,0.07110,1.000"
"1,17.390,0.01,0.0610,0.06100,1.000"
"1,17.400,0.00,0.0511,0.05110,1.000"
"1,17.410,0.00,0.0413,0.04130,1.000"
"1,17.420,0.00,0.0311,0.03110,1.000"
"1,17.430,0.00,0.0211,0.02110,1.000"
"1,17.440,0.01,0.0112,0.01120,1.000"
"1,17.450,0.00,0.0013,0.00130,1.000"
"1,17.460,0.00,-0.0088,-0.00880,1.000"
"1,17.490,0.01,-0.0380,-0.03798,1.000"
"1,17.500,0.00,-0.0445,-0.04450,1.000"
"1,17.510,0.01,-0.0489,-0.04890,1.000"
"1,17.520,0.01,-0.0502,-0.05020,1.000"
"1,17.530,0.01,-0.0493,-0.04930,1.000"
"1,17.540,0.01,-0.0458,-0.04580,1.000"
"1,17.550,0.00,-0.0400,-0.04000,1.000"
"1,17.560,0.01,-0.0315,-0.03150,1.000"
"1,17.570,0.01,-0.0208,-0.02080,1.000"
"1,17.580,0.00,-0.0112,-0.01120,1.000"
"1,17.590,0.01,-0.0050,-0.00500,1.000"
"1,17.600,0.00,-0.0007,-0.00070,1.000"
"1,17.610,0.00,0.0007,0.00070,1.000"
"1,17.620,0.00,-0.0004,-0.00040,1.000"
"1,17.630,0.00,-0.0003,-0.00030,1.000"
"1,17.640,0.01,-0.0003,-0.00030,1.000"
"1,17.650,0.01,-0.0003,-0.00030,1.000"
"1,17.660,0.00,-0.0003,-0.00030,1.000"
"1,17.670,0.00,-0.0003,-0.00030,1.000"
"1,17.680,0.01,-0.0003,-0.00030,1.000"
"1,17.690,0.00,-0.0003,-0.00030,1.000"
"1,17.700,0.00,-0.0003,-0.00030,1.000"
"1,17.710,0.01,-0.0003,-0.00030,1.000"
"1,17.720,0.00,-0.0003,-0.00030,1.000"
"1,17.730,0.01,-0.0003,-0.00030,1.000"
"1,17.740,0.00,-0.0003,-0.00030,1.000"
"1,17.750,0.01,-0.0003,-0.00030,1.000"
"1,17.760,0.00,-0.0003,-0.00030,1.000"
"1,17.770,0.01,-0.0003,-0.00030,1.000"
"1,17.780,0.00,-0.0003,-0.00030,1.000"
"1,17.790,0.01,-0.0003,-0.00030,1.000"
"1,17.800,0.01,-0.0003,-0.00030,1.000"
"1,17.810,0.00,-0.0003,-0.00030,1.000"
"1,17.820,0.00,-0.0003,-0.00030,1.000"
"1,17.830,0.00,-0.0003,-0.00030,1.000"
"1,17.840,0.01,-0.0003,-0.00030,1.000"
"1,17.850,0.01,-0.0003,-0.00030,1.000"
"1,17.860,0.01,-0.0003,-0.00030,1.000"
"1,17.870,0.00,-0.0003,-0.00030,1.000"
"1,17.880,0.01,-0.0003,-0.00030,1.000"
"1,17.890,0.01,-0.0003,-0.00030,1.000"
"1,17.900,0.00,-0.0003,-0.00030,1.000"
"1,17.910,0.01,-0.0003,-0.00030,1.000"
"1,17.920,0.00,-0.0003,-0.00030,1.000"
"1,17.930,0.01,-0.0003,-0.00030,1.000"
"1,17.940,0.00,-0.0003,-0.00030,1.000"
"1,17.950,0.00,-0.0003,-0.00030,1.000"
"1,17.960,0.00,-0.0003,-0.00030,1.000"
"1,17.970,0.00,-0.0003,-0.00030,1.000"
"1,17.980,0.01,-0.0003,-0.00030,1.000"
"1,17.990,0.00,-0.0003,-0.00030,1.000"
"1,18.000,0.01,-0.0003,-0.00030,1.000"
"1,18.010,0.01,-0.0003,-0.00030,1.000"
"1,18.020,0.01,-0.0003,-0.00030,1.000"
"1,18.030,0.00,-0.0003,-0.00030,1.000"
"1,18.040,0.00,-0.0003,-0.00030,1.000"
"1,18.050,0.01,-0.0003,-0.00030,1.000"
"1,18.060,0.00,-0.0003,-0.00030,1.000"
"1,18.070,0.01,-0.0003,-0.00030,1.000"
"1,18.080,0.01,-0.0003,-0.00030,1.000"
"1,18.090,0.00,-0.0003,-0.00030,1.000"
"1,18.100,0.00,-0.0003,-0.00030,1.000"
"1,18.110,0.00,-0.0003,-0.00030,1.000"
"1,18.120,0.01,-0.0003,-0.00030,1.000"
"1,18.130,0.00,-0.0003,-0.00030,1.000"
"1,18.140,0.01,-0.0003,-0.00030,1.000"
"1,18.150,0.01,-0.0003,-0.00030,1.000"
"1,18.160,0.01,-0.0003,-0.00030,1.000"
"1,18.170,0.01,-0.0003,-0.00030,1.000"
"1,18.180,0.01,-0.0003,-0.00030,1.000"
"1,18.190,0.00,-0.0003,-0.00030,1.000"
"1,18.200,0.00,-0.0003,-0.00030,1.000"
"1,18.210,0.01,-0.0003,-0.00030,1.000"
"1,18.220,0.00,-0.0003,-0.00030,1.000"
"1,18.230,0.00,-0.0003,-0.00030,1.000"
"1,18.240,0.01,-0.0003,-0.00030,1.000"
"1,18.250,0.00,-0.0003,-0.00030,1.000"
"1,18.260,0.01,-0.0003,-0.00030,1.000"
"1,18.270,0.01,-0.0003,-0.00030,1.000"
"1,18.280,0.00,-0.0003,-0.00030,1.000"
"1,18.290,0.01,-0.0003,-0.00030,1.000"
"1,18.300,0.00,-0.0003,-0.00030,1.000"
"1,18.310,0.00,-0.0003,-0.00030,1.000"
"1,18.320,0.01,-0.0003,-0.00030,1.000"
"1,18.330,0.01,-0.0003,-0.00030,1.000"
"1,18.340,0.00,-0.0003,-0.00030,1.000"
"1,18.350,0.00,-0.0003,-0.00030,1.000"
"1,18.360,0.01,-0.0003,-0.00030,1.000"
"1,18.370,0.00,-0.0003,-0.00030,1.000"
"1,18.380,0.01,-0.0003,-0.00030,1.000"
"1,18.390,0.01,-0.0003,-0.00030,1.000"
"1,18.400,0.00,-0.0003,-0.00030,1.000"
"1,18.410,0.01,-0.0003,-0.00030,1.000"
"1,18.420,0.01,-0.0003,-0.00030,1.000"
"1,18.430,0.00,-0.0003,-0.00030,1.000"
"1,18.440,0.00,-0.0003,-0.00030,1.000"
"1,18.450,0.00,-0.0003,-0.00030,1.000"
"1,18.460,0.01,-0.0003,-0.00030,1.000"
"1,18.470,0.01,-0.0003,-0.00030,1.000"
"1,18.480,0.01,-0.0003,-0.00030,1.000"
"1,18.490,0.00,-0.0003,-0.00030,1.000"
"1,18.500,0.01,-0.0003,-0.00030,1.000"
"1,18.510,0.01,-0.0003,-0.00030,1.000"
"1,18.520,0.01,-0.0003,-0.00030,1.000"
"1,18.530,0.00,-0.0003,-0.00030,1.000"
"1,18.540,0.01,-0.0003,-0.00030,1.000"
"1,18.550,0.01,-0.0003,-0.00030,1.000"
"1,18.560,0.01,-0.0003,-0.00030,1.000"
"1,18.570,0.01,-0.0003,-0.00030,1.000"
"1,18.580,0.00,-0.0003,-0.00030,1.000"
"1,18.590,0.01,-0.0003,-0.00030,1.000"
"1,18.600,0.00,-0.0003,-0.00030,1.000"
"1,18.610,0.01,-0.0003,-0.00030,1.000"
"1,18.620,0.00,-0.0003,-0.00030,1.000"
"1,18.630,0.00,-0.0003,-0.00030,1.000"
"1,18.640,0.01,-0.0003,-0.00030,1.000"
"1,18.650,0.01,-0.0003,-0.00030,1.000"
"1,18.660,0.01,-0.0003,-0.00030,1.000"
"1,18.670,0.01,-0.0003,-0.00030,1.000"
"1,18.680,0.01,-0.0003,-0.00030,1.000"
"1,18.690,0.01,-0.0003,-0.00030,1.000"
"1,18.700,0.01,-0.0003,-0.00030,1.000"
"1,18.710,0.00,-0.0003,-0.00030,1.000"
"1,18.720,0.00,-0.0003,-0.00030,1.000"
"1,18.730,0.01,-0.0003,-0.00030,1.000"
"1,18.740,0.01,-0.0003,-0.00030,1.000"
"1,18.750,0.00,-0.0003,-0.00030,1.000"
"1,18.760,0.01,-0.0003,-0.00030,1.000"
"1,18.770,0.01,-0.0003,-0.00030,1.000"
"1,18.780,0.01,-0.0003,-0.00030,1.000"
"1,18.790,0.01,-0.0003,-0.00030,1.000"
"1,18.800,0.00,-0.0003,-0.00030,1.000"
"1,18.810,0.01,-0.0003,-0.00030,1.000"
"1,18.820,0.01,-0.0003,-0.00030,1.000"
"1,18.830,0.01,-0.0003,-0.00030,1.000"
"1,18.840,0.01,-0.0003,-0.00030,1.000"
"1,18.850,0.01,-0.0003,-0.00030,1.000"
"1,18.860,0.01,-0.0003,-0.00030,1.000"
"1,18.870,0.01,-0.0003,-0.00030,1.000"
"1,18.880,0.01,-0.0003,-0.00030,1.000"
"1,18.890,0.01,-0.0003,-0.00030,1.000"
"1,18.900,0.01,-0.0003,-0.00030,1.000"
"1,18.910,0.00,-0.0003,-0.00030,1.000"
"1,18.920,0.01,-0.0003,-0.00030,1.000"
"1,18.930,0.00,-0.0003,-0.00030,1.000"
"1,18.940,0.01,-0.0003,-0.00030,1.000"
"1,18.950,0.01,-0.0003,-0.00030,1.000"
"1,18.960,0.01,-0.0003,-0.00030,1.000"
"1,18.970,0.01,-0.0003,-0.00030,1.000"
"1,18.980,0.01,-0.0002,-0.00020,1.000"
"1,18.990,0.01,-0.0002,-0.00020,1.000"
"1,19.000,0.01,-0.0002,-0.00020,1.000"
"1,19.010,0.01,-0.0002,-0.00020,1.000"
"1,19.020,0.00,-0.0002,-0.00020,1.000"
"1,19.030,0.01,-0.0002,-0.00020,1.000"
"1,19.040,0.01,-0.0002,-0.00020,1.000"
"1,19.050,0.01,-0.0002,-0.00020,1.000"
"1,19.060,0.01,-0.0002,-0.00020,1.000"
"1,19.070,0.00,-0.0002,-0.00020,1.000"
"1,19.080,0.01,-0.0002,-0.00020,1.000"
"1,19.090,0.01,-0.0002,-0.00020,1.000"
"1,19.100,0.01,-0.0002,-0.00020,1.000"
"1,19.110,0.01,-0.0002,-0.00020,1.000"
"1,19.120,0.01,-0.0002,-0.00020,1.000"
"1,19.130,0.01,-0.0002,-0.00020,1.000"
"1,19.140,0.01,-0.0002,-0.00020,1.000"
"1,19.150,0.01,-0.0002,-0.00020,1.000"
"1,19.160,0.01,-0.0002,-0.00020,1.000"
"1,19.170,0.00,-0.0002,-0.00020,1.000"
"1,19.180,0.01,-0.0002,-0.00020,1.000"
"1,19.190,0.01,-0.0002,-0.00020,1.000"
"1,19.200,0.01,-0.0002,-0.00020,1.000"
"1,19.210,0.00,-0.0002,-0.00020,1.000"
"1,19.220,0.01,-0.0002,-0.00020,1.000"
"1,19.230,0.01,-0.0002,-0.00020,1.000"
"1,19.240,0.01,-0.0002,-0.00020,1.000"
"1,19.250,0.01,-0.0002,-0.00020,1.000"
"1,19.260,0.00,-0.0002,-0.00020,1.000"
"1,19.270,0.01,-0.0002,-0.00020,1.000"
"1,19.280,0.00,-0.0002,-0.00020,1.000"
"1,19.290,0.01,-0.0002,-0.00020,1.000"
"1,19.300,0.01,-0.0002,-0.00020,1.000"
"1,19.310,0.00,-0.0002,-0.00020,1.000"
"1,19.320,0.00,-0.0002,-0.00020,1.000"
"1,19.330,0.01,-0.0002,-0.00020,1.000"
"1,19.340,0.01,-0.0002,-0.00020,1.000"
"1,19.350,0.00,-0.0002,-0.00020,1.000"
"1,19.360,0.01,-0.0002,-0.00020,1.000"
"1,19.370,0.01,-0.0002,-0.00020,1.000"
"1,19.380,0.01,-0.0002,-0.00020,1.000"
"1,19.390,0.00,-0.0002,-0.00020,1.000"
"1,19.400,0.00,-0.0002,-0.00020,1.000"
"1,19.410,0.00,-0.0002,-0.00020,1.000"
"1,19.420,0.01,-0.0002,-0.00020,1.000"
"1,19.430,0.01,-0.0002,-0.00020,1.000"
"1,19.440,0.01,-0.0002,-0.00020,1.000"
"1,19.450,0.01,-0.0002,-0.00020,1.000"
"1,19.460,0.01,-0.0002,-0.00020,1.000"
"1,19.470,0.01,-0.0002,-0.00020,1.000"
"1,19.480,0.01,-0.0002,-0.00020,1.000"
"1,19.490,0.01,-0.0002,-0.00020,1.000"
"1,19.500,0.00,-0.0002,-0.00020,1.000"
"1,19.510,0.00,-0.0002,-0.00020,1.000"
"1,19.520,0.01,-0.0002,-0.00020,1.000"
"1,19.530,0.01,-0.0002,-0.00020,1.000"
"1,19.540,0.00,-0.0002,-0.00020,1.000"
"1,19.550,0.01,-0.0002,-0.00020,1.000"
"1,19.560,0.01,-0.0002,-0.00020,1.000"
"1,19.570,0.00,-0.0002,-0.00020,1.000"
"1,19.580,0.01,-0.0002,-0.00020,1.000"
"1,19.590,0.01,-0.0002,-0.00020,1.000"
"1,19.600,0.01,-0.0002,-0.00020,1.000"
"1,19.610,0.01,-0.0002,-0.00020,1.000"
"1,19.620,0.01,-0.0002,-0.00020,1.000"
"1,19.630,0.01,-0.0002,-0.00020,1.000"
"1,19.640,0.01,-0.0002,-0.00020,1.000"
"1,19.650,0.01,-0.0002,-0.00020,1.000"
"1,19.660,0.01,-0.0002,-0.00020,1.000"
"1,19.670,0.00,-0.0002,-0.00020,1.000"
"1,19.680,0.00,-0.0002,-0.00020,1.000"
"1,19.690,0.00,-0.0002,-0.00020,1.000"
"1,19.700,0.01,-0.0002,-0.00020,1.000"
"1,19.710,0.01,-0.0002,-0.00020,1.000"
"1,19.720,0.01,-0.0002,-0.00020,1.000"
"1,19.730,0.01,-0.0002,-0.00020,1.000"
"1,19.740,0.01,-0.0002,-0.00020,1.000"
"1,19.750,0.01,-0.0002,-0.00020,1.000"
"1,19.760,0.01,-0.0002,-0.00020,1.000"
"1,19.770,0.00,-0.0002,-0.00020,1.000"
"1,19.780,0.00,-0.0002,-0.00020,1.000"
"1,19.790,0.00,-0.0002,-0.00020,1.000"
"1,19.800,0.01,-0.0002,-0.00020,1.000"
"1,19.810,0.01,-0.0002,-0.00020,1.000"
"1,19.820,0.01,-0.0002,-0.00020,1.000"
"1,19.830,0.00,-0.0002,-0.00020,1.000"
"1,19.840,0.00,-0.0002,-0.00020,1.000"
"1,19.850,0.00,-0.0002,-0.00020,1.000"
"1,19.860,0.00,-0.0002,-0.00020,1.000"
"1,19.870,0.00,-0.0002,-0.00020,1.000"
"1,19.880,0.01,-0.0002,-0.00020,1.000"
"1,19.890,0.01,-0.0002,-0.00020,1.000"
"1,19.900,0.01,-0.0002,-0.00020,1.000"
"1,19.910,0.01,-0.0002,-0.00020,1.000"
"1,19.920,0.00,-0.0002,-0.00020,1.000"
"1,19.930,0.01,-0.0002,-0.00020,1.000"
"1,19.940,0.01,-0.0002,-0.00020,1.000"
"1,19.950,0.00,-0.0002,-0.00020,1.000"
"1,19.960,0.00,-0.0002,-0.00020,1.000"
"1,19.970,0.01,-0.0002,-0.00020,1.000"
"1,19.980,0.01,-0.0002,-0.00020,1.000"
"1,19.990,0.00,-0.0002,-0.00020,1.000"
"1,20.000,0.01,-0.0002,-0.00020,1.000"
"1,20.010,0.01,-0.0002,-0.00020,1.000"
"1,20.020,0.00,-0.0002,-0.00020,1.000"
"1,20.030,0.01,-0.0002,-0.00020,1.000"
"1,20.040,0.01,-0.0002,-0.00020,1.000"
"1,20.050,0.01,-0.0002,-0.00020,1.000"
"1,20.060,0.00,-0.0002,-0.00020,1.000"
"1,20.070,0.00,-0.0002,-0.00020,1.000"
"1,20.080,0.01,-0.0002,-0.00020,1.000"
"1,20.090,0.00,-0.0002,-0.00020,1.000"
"1,20.100,0.00,-0.0002,-0.00020,1.000"
"1,20.110,0.01,-0.0002,-0.00020,1.000"
"1,20.120,0.01,-0.0002,-0.00020,1.000"
"1,20.130,0.01,-0.0002,-0.00020,1.000"
"1,20.140,0.01,-0.0002,-0.00020,1.000"
"1,20.150,0.00,-0.0002,-0.00020,1.000"
"1,20.160,0.01,-0.0002,-0.00020,1.000"
"1,20.170,0.00,-0.0002,-0.00020,1.000"
"1,20.180,0.00,-0.0002,-0.00020,1.000"
"1,20.190,0.00,-0.0002,-0.00020,1.000"
"1,20.200,0.01,-0.0002,-0.00020,1.000"
"1,20.210,0.01,-0.0002,-0.00020,1.000"
"1,20.220,0.01,-0.0002,-0.00020,1.000"
"1,20.230,0.01,-0.0002,-0.00020,1.000"
"1,20.240,0.01,-0.0002,-0.00020,1.000"
"1,20.250,0.01,-0.0002,-0.00020,1.000"
"1,20.260,0.00,-0.0002,-0.00020,1.000"
"1,20.270,0.01,-0.0002,-0.00020,1.000"
"1,20.280,0.01,-0.0002,-0.00020,1.000"
"1,20.290,0.01,-0.0002,-0.00020,1.000"
"1,20.300,0.00,-0.0002,-0.00020,1.000"
"1,20.310,0.01,-0.0002,-0.00020,1.000"
"1,20.320,0.00,-0.0002,-0.00020,1.000"
"1,20.330,0.01,-0.0002,-0.00020,1.000"
"1,20.340,0.01,-0.0002,-0.00020,1.000"
"1,20.350,0.01,-0.0002,-0.00020,1.000"
"1,20.360,0.01,-0.0002,-0.00020,1.000"
"1,20.370,0.00,-0.0002,-0.00020,1.000"
"1,20.380,0.01,-0.0002,-0.00020,1.000"
"1,20.390,0.01,-0.0002,-0.00020,1.000"
"1,20.400,0.01,-0.0002,-0.00020,1.000"
"1,20.410,0.01,-0.0002,-0.00020,1.000"
"1,20.420,0.00,-0.0002,-0.00020,1.000"
"1,20.430,0.01,-0.0002,-0.00020,1.000"
"1,20.440,0.01,-0.0002,-0.00020,1.000"
"1,20.450,0.01,-0.0002,-0.00020,1.000"
"1,20.460,0.01,-0.0002,-0.00020,1.000"
"1,20.470,0.00,-0.0002,-0.00020,1.000"
"1,20.480,0.00,-0.0002,-0.00020,1.000"
"1,20.490,0.01,-0.0002,-0.00020,1.000"
"1,20.500,0.01,-0.0002,-0.00020,1.000"
"1,20.510,0.00,-0.0002,-0.00020,1.000"
"1,20.520,0.00,-0.0002,-0.00020,1.000"
"1,20.530,0.01,-0.0002,-0.00020,1.000"
"1,20.540,0.00,-0.0002,-0.00020,1.000"
"1,20.560,0.01,-0.0002,-0.00020,1.000"
"1,20.570,0.00,-0.0002,-0.00020,1.000"
"1,20.580,0.00,-0.0002,-0.00020,1.000"
"1,20.590,0.01,-0.0002,-0.00020,1.000"
"1,20.600,0.00,-0.0002,-0.00020,1.000"
"1,20.610,0.00,-0.0002,-0.00020,1.000"
"1,20.620,0.01,-0.0002,-0.00020,1.000"
"1,20.630,0.01,-0.0002,-0.00020,1.000"
"1,20.640,0.00,-0.0002,-0.00020,1.000"
"1,20.650,0.01,-0.0002,-0.00020,1.000"
"1,20.660,0.00,-0.0002,-0.00020,1.000"
"1,20.670,0.00,-0.0002,-0.00020,1.000"
"1,20.680,0.00,-0.0002,-0.00020,1.000"
"1,20.690,0.00,-0.0002,-0.00020,1.000"
"1,20.700,0.01,-0.0002,-0.00020,1.000"
"1,20.710,0.01,-0.0002,-0.00020,1.000"
"1,20.720,0.01,-0.0002,-0.00020,1.000"
"1,20.730,0.01,-0.0002,-0.00020,1.000"
"1,20.740,0.00,-0.0002,-0.00020,1.000"
"1,20.750,0.01,-0.0002,-0.00020,1.000"
"1,20.760,0.00,-0.0002,-0.00020,1.000"
"1,20.770,0.01,-0.0002,-0.00020,1.000"
"1,20.780,0.01,-0.0002,-0.00020,1.000"
"1,20.790,0.01,-0.0002,-0.00020,1.000"
"1,20.800,0.00,-0.0002,-0.00020,1.000"
"1,20.810,0.01,-0.0002,-0.00020,1.000"
"1,20.820,0.00,-0.0002,-0.00020,1.000"
"1,20.830,0.00,-0.0002,-0.00020,1.000"
"1,20.840,0.00,-0.0002,-0.00020,1.000"
"1,20.850,0.00,-0.0002,-0.00020,1.000"
"1,20.860,0.00,-0.0002,-0.00020,1.000"
"1,20.870,0.01,-0.0002,-0.00020,1.000"
"1,20.880,0.00,-0.0002,-0.00020,1.000"
"1,20.890,0.00,-0.0002,-0.00020,1.000"
"1,20.900,0.00,-0.0002,-0.00020,1.000"
"1,20.910,0.00,-0.0002,-0.00020,1.000"
"1,20.920,0.00,-0.0002,-0.00020,1.000"
"1,20.930,0.01,-0.0002,-0.00020,1.000"
"1,20.940,0.00,-0.0002,-0.00020,1.000"
"1,20.950,0.01,-0.0002,-0.00020,1.000"
"1,20.960,0.00,-0.0002,-0.00020,1.000"
"1,20.970,0.00,-0.0002,-0.00020,1.000"
"1,20.980,0.00,-0.0002,-0.00020,1.000"
"1,20.990,0.00,-0.0002,-0.00020,1.000"
"1,21.000,0.01,-0.0002,-0.00020,1.000"
"1,21.010,0.00,-0.0002,-0.00020,1.000"
"1,21.020,0.00,-0.0002,-0.00020,1.000"
"1,21.030,0.01,-0.0002,-0.00020,1.000"
"1,21.040,0.01,-0.0002,-0.00020,1.000"
"1,21.050,0.01,-0.0002,-0.00020,1.000"
"1,21.060,0.01,-0.0002,-0.00020,1.000"
"1,21.070,0.00,-0.0002,-0.00020,1.000"
"1,21.080,0.01,-0.0002,-0.00020,1.000"
"1,21.090,0.00,-0.0002,-0.00020,1.000"
"1,21.100,0.01,-0.0002,-0.00020,1.000"
"1,21.110,0.00,-0.0002,-0.00020,1.000"
"1,21.120,0.01,-0.0002,-0.00020,1.000"
"1,21.130,0.01,-0.0002,-0.00020,1.000"
"1,21.140,0.01,-0.0002,-0.00020,1.000"
"1,21.150,0.01,-0.0002,-0.00020,1.000"
"1,21.160,0.01,-0.0002,-0.00020,1.000"
"1,21.170,0.01,-0.0002,-0.00020,1.000"
"1,21.180,0.01,-0.0002,-0.00020,1.000"
"1,21.190,0.00,-0.0002,-0.00020,1.000"
