""
"Test Method","Radhen_Load_Cntrl_Cmprsn_250N_12-7.msm"
"Sample I. D.","Sample1.mss"
"Specimen Number","14"

"TheCycle_Output ()","_Time (s)","_Load (N)","_Extension (mm)","RealTimeDepth (mm)","CycleNumber ()"

0,0.170,0.00,0.0000,0.00000,0.000
1,0.180,0.00,0.0000,0.00000,1.000
1,0.200,0.00,0.0000,0.00000,1.000
1,0.210,0.00,0.0000,0.00000,1.000
1,0.220,0.00,0.0000,0.00000,1.000
1,0.230,0.00,0.0012,0.00120,1.000
1,0.240,0.00,0.0055,0.00550,1.000
1,0.250,0.00,0.0121,0.01210,1.000
1,0.260,0.00,0.0212,0.02120,1.000
1,0.270,0.00,0.0317,0.03170,1.000
1,0.280,0.00,0.0414,0.04140,1.000
1,0.290,0.00,0.0516,0.05160,1.000
1,0.300,0.00,0.0613,0.06130,1.000
1,0.310,0.00,0.0715,0.07150,1.000
1,0.320,0.00,0.0815,0.08150,1.000
1,0.330,0.00,0.0915,0.09150,1.000
1,0.340,0.00,0.1014,0.10140,1.000
1,0.350,0.00,0.1114,0.11140,1.000
1,0.360,0.00,0.1215,0.12150,1.000
1,0.370,0.00,0.1315,0.13150,1.000
1,0.380,0.00,0.1414,0.14140,1.000
1,0.390,0.00,0.1513,0.15130,1.000
1,0.400,0.00,0.1616,0.16160,1.000
1,0.410,0.00,0.1716,0.17160,1.000
1,0.420,0.00,0.1816,0.18160,1.000
1,0.430,0.00,0.1915,0.19150,1.000
1,0.440,0.00,0.2016,0.20160,1.000
1,0.450,0.00,0.2117,0.21170,1.000
1,0.460,0.00,0.2216,0.22160,1.000
1,0.470,0.00,0.2316,0.23160,1.000
1,0.480,0.00,0.2416,0.24160,1.000
1,0.490,0.00,0.2518,0.25180,1.000
1,0.500,0.00,0.2616,0.26160,1.000
1,0.510,0.00,0.2717,0.27170,1.000
1,0.520,0.00,0.2816,0.28160,1.000
1,0.530,0.00,0.2918,0.29180,1.000
1,0.540,0.00,0.3017,0.30170,1.000
1,0.550,0.00,0.3117,0.31170,1.000
1,0.560,0.00,0.3216,0.32160,1.000
1,0.570,0.00,0.3318,0.33180,1.000
1,0.580,0.00,0.3416,0.34160,1.000
1,0.590,0.00,0.3516,0.35160,1.000
1,0.600,0.00,0.3616,0.36160,1.000
1,0.610,0.00,0.3718,0.37180,1.000
1,0.620,0.00,0.3816,0.38160,1.000
1,0.630,0.00,0.3916,0.39160,1.000
1,0.640,0.00,0.4017,0.40170,1.000
1,0.650,0.00,0.4117,0.41170,1.000
1,0.660,0.00,0.4215,0.42150,1.000
1,0.670,0.00,0.4316,0.43160,1.000
1,0.680,0.00,0.4416,0.44160,1.000
1,0.690,0.00,0.4518,0.45180,1.000
1,0.700,0.00,0.4616,0.46160,1.000
1,0.710,0.00,0.4717,0.47170,1.000
1,0.720,0.00,0.4816,0.48160,1.000
1,0.730,0.00,0.4918,0.49180,1.000
1,0.740,0.00,0.5017,0.50170,1.000
1,0.750,0.00,0.5115,0.51150,1.000
1,0.760,0.00,0.5217,0.52170,1.000
1,0.770,0.00,0.5318,0.53180,1.000
1,0.780,0.00,0.5416,0.54160,1.000
1,0.790,0.00,0.5516,0.55160,1.000
1,0.800,0.00,0.5616,0.56160,1.000
1,0.810,0.00,0.5718,0.57180,1.000
1,0.820,0.00,0.5816,0.58160,1.000
1,0.830,0.00,0.5915,0.59150,1.000
1,0.840,0.00,0.6018,0.60180,1.000
1,0.850,0.00,0.6117,0.61170,1.000
1,0.860,0.00,0.6217,0.62170,1.000
1,0.870,0.00,0.6316,0.63160,1.000
1,0.880,0.00,0.6417,0.64170,1.000
1,0.890,0.00,0.6517,0.65170,1.000
1,0.900,0.00,0.6617,0.66170,1.000
1,0.910,0.00,0.6715,0.67150,1.000
1,0.920,0.00,0.6817,0.68170,1.000
1,0.930,0.00,0.6917,0.69170,1.000
1,0.940,0.00,0.7016,0.70160,1.000
1,0.950,0.00,0.7116,0.71160,1.000
1,0.960,0.00,0.7217,0.72170,1.000
1,0.970,0.00,0.7317,0.73170,1.000
1,0.980,0.00,0.7416,0.74160,1.000
1,0.990,0.00,0.7516,0.75160,1.000
1,1.000,0.00,0.7616,0.76160,1.000
1,1.010,0.00,0.7718,0.77180,1.000
1,1.020,0.00,0.7816,0.78160,1.000
1,1.030,0.00,0.7916,0.79160,1.000
1,1.040,0.00,0.8017,0.80170,1.000
1,1.050,0.00,0.8117,0.81170,1.000
1,1.060,0.00,0.8217,0.82170,1.000
1,1.070,0.00,0.8316,0.83160,1.000
1,1.080,0.00,0.8417,0.84170,1.000
1,1.090,0.00,0.8517,0.85170,1.000
1,1.100,0.00,0.8617,0.86170,1.000
1,1.110,0.00,0.8716,0.87160,1.000
1,1.120,0.00,0.8817,0.88170,1.000
1,1.130,0.00,0.8917,0.89170,1.000
1,1.140,0.00,0.9017,0.90170,1.000
1,1.150,0.00,0.9115,0.91150,1.000
1,1.160,0.00,0.9217,0.92170,1.000
1,1.170,0.00,0.9317,0.93170,1.000
1,1.180,0.00,0.9418,0.94180,1.000
1,1.190,0.00,0.9515,0.95150,1.000
1,1.200,0.00,0.9617,0.96170,1.000
1,1.210,0.00,0.9718,0.97180,1.000
1,1.220,0.00,0.9817,0.98170,1.000
1,1.230,0.00,0.9916,0.99160,1.000
1,1.240,0.00,1.0017,1.00170,1.000
1,1.250,0.00,1.0118,1.01180,1.000
1,1.260,0.00,1.0217,1.02170,1.000
1,1.270,0.00,1.0317,1.03170,1.000
1,1.280,0.00,1.0418,1.04180,1.000
1,1.290,0.00,1.0518,1.05180,1.000
1,1.300,0.00,1.0619,1.06190,1.000
1,1.310,0.00,1.0717,1.07170,1.000
1,1.320,0.00,1.0818,1.08180,1.000
1,1.330,0.00,1.0918,1.09180,1.000
1,1.340,0.00,1.1019,1.10190,1.000
1,1.350,0.00,1.1117,1.11170,1.000
1,1.360,0.00,1.1218,1.12180,1.000
1,1.370,0.00,1.1319,1.13190,1.000
1,1.380,0.00,1.1418,1.14180,1.000
1,1.390,0.00,1.1517,1.15170,1.000
1,1.400,0.00,1.1617,1.16170,1.000
1,1.410,0.00,1.1719,1.17190,1.000
1,1.420,0.00,1.1817,1.18170,1.000
1,1.430,0.00,1.1917,1.19170,1.000
1,1.440,0.00,1.2016,1.20160,1.000
1,1.450,0.00,1.2119,1.21190,1.000
1,1.460,0.00,1.2217,1.22170,1.000
1,1.470,0.00,1.2317,1.23170,1.000
1,1.480,0.00,1.2416,1.24160,1.000
1,1.490,0.00,1.2519,1.25190,1.000
1,1.500,0.00,1.2617,1.26170,1.000
1,1.510,0.00,1.2717,1.27170,1.000
