Loop Time (ms)	IR (16 bit)	Force (N)	Force (N)	Color	Speed (mm/s)	Spatial (mm)	Angle (deg)
255.000	7432.000	1568.570	20.000	0.000	6.000	0.000	0.000
3283.000	7428.000	1568.570	20.000	0.000	6.000	0.000	0.000
64.000	7428.000	1568.700	20.000	0.000	6.000	0.000	0.000
65.000	7425.000	1568.700	20.000	0.000	6.000	0.000	0.000
80.000	7426.000	1568.700	20.000	0.000	6.000	0.000	0.000
63.000	7428.000	1568.570	20.000	0.000	6.000	0.000	0.000
64.000	7430.000	1568.700	20.000	0.000	6.000	0.000	0.000
64.000	7424.000	1568.570	20.000	0.000	6.000	0.000	0.000
64.000	7428.000	1568.570	20.000	0.000	6.000	0.000	0.000
64.000	7422.000	1568.570	20.000	0.000	6.000	0.000	0.000
64.000	7424.000	1568.700	20.000	0.000	6.000	0.000	0.000
64.000	7428.000	1568.700	20.000	0.000	6.000	0.000	0.000
64.000	7424.000	1568.700	20.000	0.000	6.000	0.000	0.000
63.000	7428.000	1568.700	20.000	0.000	6.000	0.000	0.000
64.000	7429.000	1568.700	20.000	0.000	6.000	0.000	0.000
65.000	7432.000	1568.700	20.000	0.000	6.000	0.000	0.000
80.000	7430.000	1568.700	20.000	0.000	6.000	0.000	0.000
63.000	7424.000	1568.700	20.000	0.000	6.000	0.000	0.000
64.000	7429.000	1568.700	20.000	0.000	6.000	0.000	0.000
64.000	7426.000	1568.570	20.000	0.000	6.000	0.000	0.000
64.000	7426.000	1568.700	20.000	0.000	6.000	0.000	0.000
63.000	7431.000	1568.700	20.000	0.000	6.000	0.000	0.000
64.000	7433.000	1568.700	20.000	0.000	6.000	0.000	0.000
64.000	7431.000	1568.700	20.000	0.000	6.000	0.000	0.000
65.000	7426.000	1568.700	20.000	0.000	6.000	0.000	0.000
63.000	7427.000	1568.700	20.000	0.000	6.000	0.000	0.000
65.000	7434.000	1568.700	20.000	0.000	6.000	0.000	0.000
63.000	7431.000	1568.700	20.000	0.000	6.000	0.000	0.000
80.000	7431.000	1568.700	20.000	0.000	6.000	0.000	0.000
64.000	7426.000	1568.830	20.000	0.000	6.000	0.000	0.000
64.000	7428.000	1568.700	20.000	0.000	6.000	0.000	0.000
64.000	7425.000	1568.830	20.000	0.000	6.000	0.000	0.000
64.000	7426.000	1568.700	20.000	0.000	6.000	0.000	0.000
64.000	7430.000	1568.570	20.000	0.000	6.000	0.000	0.000
65.000	7426.000	1568.830	20.000	0.000	6.000	0.000	0.000
63.000	7430.000	1568.570	20.000	0.000	6.000	0.000	0.000
64.000	7431.000	1568.700	20.000	0.000	6.000	0.000	0.000
63.000	7429.000	1568.700	20.000	0.000	6.000	0.000	0.000
