""
"Test Method","Radhen_Load_Cntrl_Cmprsn_250N_12-7.msm"
"Sample I. D.","Sample1.mss"
"Specimen Number","18"

"TheCycle_Output ()","_Time (s)","_Load (N)","_Extension (mm)","RealTimeDepth (mm)","CycleNumber ()"

0,0.160,0.01,0.0000,0.00000,0.000
1,0.170,0.02,0.0000,0.00000,1.000
1,0.190,0.01,0.0000,0.00000,1.000
1,0.200,0.01,0.0000,0.00000,1.000
1,0.210,0.01,0.0002,0.00020,1.000
1,0.220,0.01,0.0036,0.00360,1.000
1,0.230,0.02,0.0089,0.00890,1.000
1,0.240,0.01,0.0172,0.01720,1.000
1,0.250,0.02,0.0275,0.02750,1.000
1,0.260,0.02,0.0373,0.03730,1.000
1,0.270,0.01,0.0475,0.04750,1.000
1,0.280,0.02,0.0573,0.05730,1.000
1,0.290,0.01,0.0672,0.06720,1.000
1,0.300,0.01,0.0774,0.07740,1.000
1,0.310,0.02,0.0874,0.08740,1.000
1,0.320,0.01,0.0973,0.09730,1.000
1,0.330,0.01,0.1072,0.10720,1.000
1,0.340,0.01,0.1173,0.11730,1.000
1,0.350,0.02,0.1274,0.12740,1.000
1,0.360,0.01,0.1373,0.13730,1.000
1,0.370,0.01,0.1473,0.14730,1.000
1,0.380,0.02,0.1572,0.15720,1.000
1,0.390,0.01,0.1674,0.16740,1.000
1,0.400,0.01,0.1772,0.17720,1.000
1,0.410,0.01,0.1873,0.18730,1.000
1,0.420,0.00,0.1974,0.19740,1.000
1,0.430,0.00,0.2074,0.20740,1.000
1,0.440,0.00,0.2174,0.21740,1.000
1,0.450,0.01,0.2272,0.22720,1.000
1,0.460,-0.01,0.2374,0.23740,1.000
1,0.470,0.01,0.2474,0.24740,1.000
1,0.480,0.02,0.2573,0.25730,1.000
1,0.490,0.03,0.2672,0.26720,1.000
1,0.500,0.02,0.2774,0.27740,1.000
1,0.510,0.01,0.2874,0.28740,1.000
1,0.520,0.02,0.2974,0.29740,1.000
1,0.530,0.02,0.3073,0.30730,1.000
1,0.540,0.01,0.3175,0.31750,1.000
1,0.550,0.00,0.3274,0.32740,1.000
1,0.560,0.01,0.3375,0.33750,1.000
1,0.570,0.01,0.3473,0.34730,1.000
1,0.580,0.01,0.3574,0.35740,1.000
1,0.590,0.01,0.3675,0.36750,1.000
1,0.600,0.01,0.3775,0.37750,1.000
1,0.610,0.02,0.3873,0.38730,1.000
1,0.620,0.01,0.3975,0.39750,1.000
1,0.630,0.00,0.4074,0.40740,1.000
1,0.640,0.01,0.4175,0.41750,1.000
