%time,field0,field1
1561004880564156055,28578.0,6244848.0
1561004880613965034,28575.0,6245360.0
1561004880664340019,28581.0,6244848.0
1561004880714282035,28570.0,6245872.0
1561004880764535903,28585.0,6244848.0
1561004880814059019,28573.0,6243824.0
1561004880864305019,28581.0,6243824.0
1561004880914434909,28581.0,6244336.0
1561004880964353084,28564.0,6244848.0
1561004880991092920,28564.0,6245360.0
1561004881064251899,28575.0,6244848.0
1561004881114382982,28577.0,6245872.0
1561004881140479087,28579.0,6245360.0
1561004881190427064,28573.0,6245360.0
1561004881240649938,28580.0,6243824.0
1561004881290699005,28572.0,6245872.0
1561004881340631961,28578.0,6245360.0
1561004881390405893,28570.0,6244336.0
1561004881417144060,28580.0,6244848.0
1561004881467261075,28572.0,6244336.0
1561004881517142057,28584.0,6244336.0
1561004881567461967,28590.0,6244336.0
1561004881617130994,28578.0,6244336.0
1561004881667145967,28572.0,6245360.0
1561004881717447996,28584.0,6244848.0
1561004881767499923,28575.0,6245360.0
1561004881817457914,28580.0,6244848.0
1561004881867347002,28567.0,6245360.0
1561004881917340040,28590.0,6243824.0
1561004881967343091,28582.0,6245360.0
1561004881993663072,28577.0,6244848.0
1561004882044034004,28574.0,6245360.0
1561004882094245910,28558.0,6244848.0
1561004882143785953,28576.0,6245360.0
1561004882194202899,28565.0,6244336.0
1561004882244278907,28563.0,6244336.0
1561004882294286012,28571.0,6245872.0
1561004882343677043,28571.0,6244336.0
1561004882393937110,28578.0,6244848.0
1561004882443891048,28554.0,6244848.0
1561004882470527887,28567.0,6244336.0
1561004882543858051,28555.0,6245360.0
1561004882570542097,28555.0,6243824.0
1561004882667105913,28565.0,6245872.0
1561004882717266082,28569.0,6244848.0
1561004882743798017,28566.0,6244848.0
1561004882793782949,28581.0,6245360.0
1561004882843791961,28577.0,6244336.0
1561004882893780946,28566.0,6244848.0
1561004882943897962,28574.0,6245872.0
1561004882993947029,28557.0,6244848.0
1561004883043977022,28570.0,6244848.0
1561004883117177963,28562.0,6244336.0
1561004883167332887,28573.0,6244336.0
1561004883217164039,28581.0,6244848.0
1561004883243854999,28581.0,6245360.0
1561004883293804883,28578.0,6245360.0
1561004883343827962,28566.0,6245360.0
1561004883393898010,28565.0,6245360.0
1561004883443814039,28562.0,6243824.0
1561004883493763923,28570.0,6244336.0
1561004883543833017,28560.0,6244848.0
1561004883570513010,28594.0,6244336.0
1561004883643815040,28570.0,6244848.0
1561004883693866014,28564.0,6243824.0
1561004883720470905,28578.0,6244848.0
1561004883770452022,28583.0,6244848.0
1561004883843766927,28570.0,6244336.0
1561004883893785953,28575.0,6244848.0
1561004883920428991,28570.0,6244336.0
1561004883970465898,28558.0,6244336.0
1561004884020397901,28562.0,6244848.0
1561004884070552110,28571.0,6244848.0
1561004884120589017,28555.0,6244848.0
1561004884170716047,28572.0,6244336.0
1561004884190612077,28572.0,6244848.0
1561004884217545032,28564.0,6244848.0
1561004884267422914,28567.0,6243824.0
1561004884293796062,28580.0,6243824.0
1561004884343871116,28580.0,6245360.0
1561004884393919944,28564.0,6244336.0
1561004884444041967,28580.0,6244848.0
1561004884493832111,28560.0,6245360.0
1561004884544037103,28579.0,6244848.0
1561004884570393085,28573.0,6244848.0
1561004884643910884,28560.0,6244336.0
1561004884670406103,28563.0,6243824.0
1561004884743731021,28559.0,6245360.0
1561004884770576000,28572.0,6245872.0
1561004884844202995,28557.0,6243824.0
1561004884893738031,28579.0,6245360.0
1561004884920454025,28575.0,6243824.0
1561004884970505952,28576.0,6244848.0
1561004885020699977,28574.0,6246896.0
1561004885070697069,28570.0,6245360.0
1561004885120754003,28568.0,6245360.0
1561004885170806884,28575.0,6244848.0
1561004885221029043,28572.0,6244848.0
1561004885271183967,28577.0,6245872.0
1561004885321129083,28567.0,6244336.0
1561004885370980024,28580.0,6243824.0
1561004885444405078,28562.0,6244848.0
1561004885470948934,28559.0,6244336.0
1561004885520457983,28575.0,6244336.0
1561004885570746898,28560.0,6244336.0
1561004885620714902,28572.0,6243824.0
1561004885670423984,28573.0,6244336.0
1561004885697127103,28562.0,6244336.0
1561004885770452022,28563.0,6245360.0
1561004885820554971,28574.0,6245872.0
1561004885870631933,28564.0,6243824.0
1561004885920630931,28581.0,6244336.0
1561004885970458984,28566.0,6245360.0
1561004886020387887,28563.0,6244336.0
1561004886093802928,28575.0,6244848.0
1561004886144119977,28582.0,6244848.0
1561004886170414924,28556.0,6244848.0
1561004886220541000,28561.0,6244848.0
1561004886270523071,28566.0,6245360.0
1561004886320518970,28565.0,6245360.0
1561004886370774984,28569.0,6245360.0
1561004886420798063,28574.0,6245360.0
1561004886470910072,28560.0,6244848.0
1561004886520489931,28564.0,6244848.0
1561004886570574998,28574.0,6244848.0
1561004886597390890,28574.0,6244848.0
1561004886647540092,28564.0,6245872.0
1561004886720776081,28556.0,6245360.0
1561004886747253894,28556.0,6244336.0
1561004886797439098,28550.0,6245360.0
1561004886847481012,28566.0,6245872.0
1561004886897551059,28553.0,6245872.0
1561004886947561979,28564.0,6244336.0
1561004886997720003,28562.0,6244336.0
1561004887047708988,28568.0,6245360.0
1561004887097656965,28565.0,6245360.0
1561004887147691965,28570.0,6245360.0
1561004887197675943,28569.0,6245360.0
1561004887247631072,28567.0,6244336.0
1561004887297795057,28569.0,6244336.0
1561004887347554922,28580.0,6243824.0
1561004887397634029,28574.0,6245360.0
1561004887424058914,28574.0,6244848.0
1561004887473820924,28566.0,6244336.0
1561004887524221897,28575.0,6244848.0
1561004887573930978,28569.0,6245360.0
1561004887623910903,28569.0,6243824.0
1561004887674166917,28561.0,6244848.0
1561004887723898887,28564.0,6245360.0
1561004887750525951,28580.0,6244848.0
1561004887800667047,28571.0,6245360.0
1561004887850542068,28580.0,6245360.0
1561004887924026966,28567.0,6244848.0
1561004887950484991,28579.0,6243824.0
1561004888000441074,28564.0,6244848.0
1561004888050658941,28569.0,6246384.0
1561004888100480079,28573.0,6243824.0
1561004888150538921,28559.0,6244336.0
1561004888200398921,28565.0,6244848.0
1561004888250500917,28565.0,6244848.0
1561004888300637960,28563.0,6245360.0
1561004888350778102,28567.0,6244848.0
1561004888370861053,28567.0,6244848.0
1561004888397641897,28569.0,6244336.0
1561004888447243928,28576.0,6243824.0
1561004888497044086,28577.0,6245872.0
1561004888523719072,28577.0,6244848.0
1561004888573975086,28572.0,6244336.0
1561004888647495985,28570.0,6245360.0
1561004888697669029,28574.0,6244336.0
1561004888747649908,28568.0,6245872.0
1561004888797807931,28568.0,6244848.0
1561004888823899030,28569.0,6244336.0
1561004888874052047,28566.0,6244848.0
1561004888947571039,28572.0,6245360.0
1561004888974250078,28568.0,6244336.0
1561004889024477958,28565.0,6246384.0
1561004889074376106,28574.0,6244336.0
1561004889124345064,28580.0,6245360.0
1561004889174521923,28575.0,6245360.0
1561004889224360942,28567.0,6244848.0
1561004889274369001,28573.0,6244848.0
1561004889371023893,28566.0,6243824.0
1561004889421117067,28572.0,6245360.0
1561004889471160888,28571.0,6244336.0
1561004889521032094,28582.0,6244336.0
1561004889547318935,28582.0,6245360.0
1561004889621081113,28564.0,6244848.0
1561004889671144962,28574.0,6244336.0
1561004889721061944,28575.0,6244848.0
1561004889770953893,28558.0,6244336.0
1561004889820921897,28568.0,6245360.0
1561004889847646951,28579.0,6245360.0
1561004889897609949,28564.0,6245360.0
1561004889947657108,28577.0,6243824.0
1561004889997762918,28558.0,6245360.0
1561004890047424077,28565.0,6245872.0
1561004890073801040,28554.0,6244848.0
1561004890147433996,28576.0,6245360.0
1561004890197663068,28576.0,6243824.0
1561004890247760057,28562.0,6243824.0
1561004890274157047,28567.0,6244848.0
1561004890324316978,28571.0,6244336.0
1561004890397492885,28553.0,6245360.0
1561004890447607040,28581.0,6244848.0
1561004890497689962,28586.0,6244336.0
1561004890524369001,28578.0,6244336.0
1561004890574143886,28575.0,6244848.0
1561004890647600889,28571.0,6244848.0
1561004890674293041,28563.0,6245360.0
1561004890724462985,28556.0,6245360.0
1561004890797416925,28564.0,6244848.0
1561004890824107885,28566.0,6245360.0
1561004890897455930,28564.0,6244848.0
1561004890947087049,28547.0,6245360.0
1561004890973766088,28547.0,6244848.0
1561004891023684978,28562.0,6244848.0
1561004891073864936,28566.0,6244848.0
1561004891124305963,28564.0,6245360.0
1561004891174309968,28559.0,6243824.0
1561004891200810909,28559.0,6244848.0
1561004891274300098,28555.0,6245360.0
1561004891323708057,28560.0,6244848.0
1561004891350483894,28568.0,6244336.0
1561004891400691986,28572.0,6245360.0
1561004891450766086,28583.0,6244336.0
1561004891500771045,28581.0,6244336.0
1561004891550807952,28568.0,6244848.0
1561004891601109027,28565.0,6245872.0
1561004891651221036,28576.0,6244848.0
1561004891701209068,28560.0,6244848.0
1561004891727703094,28561.0,6244336.0
1561004891800966978,28575.0,6245360.0
1561004891850836992,28567.0,6244336.0
1561004891900837898,28563.0,6243824.0
1561004891950745105,28571.0,6244848.0
1561004892000559091,28573.0,6245872.0
1561004892050612926,28564.0,6244848.0
1561004892077274084,28564.0,6244336.0
1561004892127346992,28576.0,6244848.0
1561004892177570104,28568.0,6245360.0
1561004892251173973,28563.0,6244336.0
1561004892300688982,28574.0,6245360.0
1561004892327402114,28581.0,6245872.0
1561004892377752065,28563.0,6244336.0
1561004892427795886,28567.0,6244848.0
1561004892501288890,28575.0,6245360.0
1561004892527455091,28570.0,6245360.0
1561004892577526092,28554.0,6244336.0
1561004892604023933,28554.0,6244848.0
1561004892677777051,28552.0,6244336.0
1561004892727754116,28567.0,6245360.0
1561004892777738094,28563.0,6244336.0
1561004892827553033,28559.0,6245872.0
1561004892877633094,28565.0,6244336.0
1561004892927615880,28565.0,6244848.0
1561004892977766990,28575.0,6244848.0
1561004893027684926,28569.0,6244848.0
1561004893077610015,28573.0,6244336.0
1561004893104160070,28573.0,6244848.0
1561004893177874088,28575.0,6244336.0
1561004893203773975,28563.0,6243824.0
1561004893253962039,28576.0,6244848.0
1561004893304133892,28569.0,6244848.0
1561004893354319095,28571.0,6244336.0
1561004893404426097,28579.0,6244848.0
1561004893454356908,28582.0,6245360.0
1561004893504255056,28558.0,6244848.0
1561004893554636001,28564.0,6244848.0
1561004893604079961,28569.0,6244848.0
1561004893654256105,28574.0,6244848.0
1561004893704185962,28572.0,6245872.0
1561004893754259109,28564.0,6244848.0
1561004893780972957,28563.0,6243824.0
1561004893854446887,28575.0,6244848.0
1561004893880790948,28563.0,6244848.0
1561004893930826902,28564.0,6244848.0
1561004893981100082,28572.0,6243824.0
1561004894031254053,28576.0,6244848.0
1561004894080446004,28587.0,6244336.0
1561004894107012987,28564.0,6244848.0
1561004894180768013,28571.0,6245360.0
1561004894207442045,28571.0,6243824.0
1561004894257400035,28571.0,6244848.0
1561004894330713033,28575.0,6245360.0
1561004894404083013,28572.0,6245360.0
1561004894431109905,28569.0,6245360.0
1561004894480452060,28574.0,6245872.0
1561004894507469892,28569.0,6245360.0
1561004894603904962,28568.0,6241776.0
1561004894630525112,28575.0,6243824.0
1561004894680627107,28562.0,6245872.0
1561004894730859041,28570.0,6245360.0
1561004894781107902,28574.0,6244336.0
1561004894831059932,28581.0,6243824.0
1561004894880973100,28574.0,6244336.0
1561004894907577037,28578.0,6246384.0
1561004894957037925,28573.0,6244336.0
1561004895007179975,28564.0,6244336.0
1561004895057496070,28582.0,6244336.0
1561004895107275009,28578.0,6245360.0
1561004895157521009,28571.0,6244848.0
1561004895207691907,28561.0,6244848.0
1561004895257651090,28574.0,6244848.0
1561004895307317972,28583.0,6244336.0
1561004895333736896,28586.0,6245872.0
1561004895383730888,28567.0,6244848.0
1561004895433784961,28568.0,6245360.0
1561004895507270097,28579.0,6244336.0
1561004895533797979,28582.0,6244336.0
1561004895584168910,28575.0,6244336.0
1561004895634324073,28577.0,6244336.0
1561004895707209110,28563.0,6244848.0
1561004895734004020,28572.0,6244848.0
1561004895784002065,28574.0,6245360.0
1561004895833980083,28585.0,6244848.0
1561004895884190082,28586.0,6244848.0
1561004895934333086,28565.0,6245872.0
1561004895984421968,28580.0,6246896.0
1561004896081141948,28567.0,6243824.0
1561004896106992006,28564.0,6245360.0
1561004896157397031,28569.0,6245360.0
1561004896207583904,28562.0,6243824.0
1561004896257658004,28567.0,6244336.0
1561004896307789087,28570.0,6244848.0
1561004896357759952,28582.0,6244848.0
1561004896407660007,28571.0,6244848.0
1561004896457904100,28565.0,6245360.0
1561004896507014036,28573.0,6245360.0
1561004896533859968,28573.0,6245360.0
1561004896583913087,28582.0,6244336.0
1561004896633887052,28570.0,6244848.0
1561004896683887958,28571.0,6244336.0
1561004896734055995,28576.0,6244848.0
1561004896784272909,28572.0,6244848.0
1561004896834500074,28578.0,6244848.0
1561004896884103059,28575.0,6244336.0
1561004896934273958,28578.0,6245360.0
1561004896984169006,28575.0,6244848.0
1561004897034324884,28577.0,6244336.0
1561004897060936927,28580.0,6244336.0
1561004897134139060,28578.0,6244336.0
1561004897184397935,28589.0,6244848.0
1561004897234353065,28572.0,6244848.0
1561004897284549951,28573.0,6244336.0
1561004897311093091,28571.0,6245360.0
1561004897361042976,28584.0,6244848.0
1561004897410798072,28588.0,6244336.0
1561004897460613012,28570.0,6245360.0
1561004897510962963,28576.0,6244336.0
1561004897561161994,28559.0,6244848.0
1561004897587704896,28572.0,6245360.0
1561004897661236047,28577.0,6243824.0
1561004897687683105,28583.0,6244336.0
1561004897737773895,28592.0,6245360.0
1561004897787317991,28586.0,6244848.0
1561004897860907077,28571.0,6244336.0
1561004897887437105,28582.0,6244336.0
1561004897937172889,28568.0,6244848.0
1561004897987569093,28560.0,6244336.0
1561004898037734985,28578.0,6244336.0
1561004898087229967,28574.0,6244336.0
1561004898137131929,28573.0,6244848.0
1561004898163765907,28582.0,6244848.0
1561004898214232921,28579.0,6245360.0
1561004898263734102,28573.0,6244848.0
1561004898313991069,28582.0,6245360.0
1561004898363943099,28582.0,6244336.0
1561004898414331912,28587.0,6244336.0
1561004898464386940,28583.0,6245360.0
1561004898514261007,28592.0,6244848.0
1561004898563821077,28580.0,6244336.0
1561004898613867044,28581.0,6245360.0
1561004898640719890,28600.0,6243824.0
1561004898713960886,28565.0,6245360.0
1561004898764034986,28581.0,6245872.0
1561004898813752889,28578.0,6244848.0
1561004898840456008,28578.0,6244848.0
1561004898867158889,28579.0,6245360.0
1561004898987241983,28581.0,6244336.0
1561004899037107944,28591.0,6243312.0
1561004899087248086,28584.0,6244336.0
1561004899137360095,28579.0,8388607.0
1561004899187325954,28573.0,6245360.0
1561004899213792085,28573.0,6245360.0
1561004899287242889,28599.0,6244848.0
1561004899337323904,28583.0,6244336.0
1561004899363796949,28583.0,6245360.0
1561004899413872957,28572.0,6244848.0
1561004899463994979,28579.0,6245360.0
1561004899513946056,28579.0,6244848.0
1561004899563922882,28583.0,6244848.0
1561004899613712072,28583.0,6244848.0
1561004899664104938,28567.0,6244336.0
1561004899713660955,28571.0,6243824.0
1561004899763952016,28566.0,6244336.0
1561004899814110040,28575.0,6244336.0
1561004899863751888,28578.0,6244336.0
1561004899890491962,28568.0,6243824.0
1561004899963929891,28571.0,6244848.0
1561004900013761043,28580.0,6245360.0
1561004900040416955,28580.0,6244848.0
1561004900090575933,28578.0,6245872.0
1561004900140408992,28566.0,6245360.0
1561004900213880062,28579.0,6244848.0
1561004900240483045,28579.0,6244848.0
1561004900290518999,28572.0,6244848.0
1561004900317030906,28572.0,6244848.0
1561004900390813112,28584.0,6245360.0
1561004900441026926,28576.0,6243824.0
1561004900491045951,28567.0,6244848.0
1561004900540667057,28586.0,6243824.0
1561004900567656993,28577.0,6244848.0
1561004900617136001,28578.0,6245360.0
1561004900690937042,28582.0,6245360.0
1561004900717292070,28582.0,6244848.0
1561004900767349958,28573.0,6244336.0
1561004900817307949,28576.0,6245360.0
1561004900867340087,28579.0,6244848.0
1561004900887285947,28584.0,6243824.0
1561004900913969039,28584.0,6243824.0
1561004900963979005,28565.0,6245360.0
1561004901013921976,28570.0,6244336.0
1561004901064218044,28568.0,6245360.0
1561004901113850116,28570.0,6244848.0
1561004901164078950,28574.0,6245360.0
1561004901213974952,28577.0,6244848.0
1561004901263955116,28563.0,6245872.0
1561004901314132928,28592.0,6243824.0
1561004901363969087,28565.0,6245360.0
1561004901390647888,28573.0,6244336.0
1561004901464054107,28584.0,6244336.0
1561004901490902900,28588.0,6244848.0
1561004901540601968,28580.0,6244848.0
1561004901590601921,28579.0,6244848.0
1561004901640547037,28572.0,6244848.0
1561004901660589933,28572.0,6245360.0
1561004901687100887,28581.0,6244336.0
1561004901713704109,28576.0,6244848.0
1561004901787095069,28580.0,6245872.0
1561004901813829898,28580.0,6244848.0
1561004901864028930,28583.0,6245872.0
1561004901913784980,28580.0,6244848.0
1561004901987107992,28570.0,6244848.0
1561004902013783931,28570.0,6245360.0
1561004902063766002,28568.0,6244336.0
1561004902113754034,28579.0,6244336.0
1561004902163789987,28560.0,6243824.0
1561004902213852882,28576.0,6244848.0
1561004902263853073,28584.0,6245872.0
1561004902313833951,28586.0,6244848.0
1561004902340620994,28580.0,6244336.0
1561004902413773059,28569.0,6244848.0
1561004902463968992,28587.0,6244336.0
1561004902490458011,28587.0,6244848.0
1561004902540523052,28591.0,6244336.0
1561004902613874912,28589.0,6243824.0
1561004902663786888,28586.0,6244336.0
1561004902713865995,28568.0,6243824.0
1561004902763854980,28589.0,6244336.0
1561004902813802003,28570.0,6244848.0
1561004902863816976,28578.0,6243312.0
1561004902913886070,28590.0,6244336.0
1561004902963723897,28571.0,6245872.0
1561004902990478992,28584.0,6244336.0
1561004903040594100,28574.0,6244848.0
1561004903090533971,28562.0,6243824.0
1561004903140661001,28576.0,6244336.0
1561004903190546989,28579.0,6245360.0
1561004903240801095,28575.0,6243824.0
1561004903290558099,28590.0,6244848.0
1561004903340532064,28586.0,6244848.0
1561004903390686035,28580.0,6244848.0
1561004903440593004,28576.0,6244848.0
1561004903490941047,28568.0,6245360.0
1561004903517534017,28568.0,6244336.0
1561004903590557098,28585.0,6244336.0
1561004903640501976,28579.0,6244848.0
1561004903667259931,28579.0,6246384.0
1561004903717608928,28585.0,6245360.0
1561004903767297983,28571.0,6244848.0
1561004903817611932,28586.0,6245360.0
1561004903867120027,28576.0,6245360.0
1561004903917135000,28591.0,6244848.0
1561004903943958997,28591.0,6244336.0
1561004904017219066,28589.0,6244848.0
1561004904067364931,28570.0,6244336.0
1561004904117463111,28586.0,6244848.0
1561004904167001008,28585.0,6244848.0
1561004904193860054,28582.0,6243824.0
1561004904267338991,28581.0,6243824.0
1561004904293731927,28581.0,6244336.0
1561004904343852996,28588.0,6244848.0
1561004904440387964,28587.0,6245360.0
1561004904467206954,28575.0,6244336.0
1561004904540909051,28582.0,6244336.0
1561004904590950965,28588.0,6243824.0
1561004904640331029,28571.0,6243824.0
1561004904667140007,28572.0,6244848.0
1561004904717437982,28593.0,6243824.0
1561004904737550020,28593.0,6245360.0
1561004904764180898,28594.0,6245872.0
1561004904813824892,28585.0,6244848.0
1561004904863770961,28587.0,6244336.0
1561004904913805961,28587.0,6244848.0
1561004904963794946,28591.0,6244336.0
1561004905014153003,28575.0,6244848.0
1561004905064518928,28585.0,6244848.0
1561004905114483118,28576.0,6244848.0
1561004905164247035,28579.0,6245360.0
1561004905214289903,28576.0,6245360.0
1561004905241076946,28576.0,6244848.0
1561004905290467023,28577.0,6244848.0
1561004905340595006,28580.0,6244336.0
1561004905390767097,28594.0,6244848.0
1561004905440632104,28580.0,6244336.0
1561004905490945100,28585.0,6244848.0
1561004905540956020,28576.0,6245360.0
1561004905590466022,28582.0,6244848.0
1561004905640656948,28586.0,6244848.0
1561004905690785884,28589.0,6243824.0
1561004905740969896,28593.0,6244336.0
1561004905814475059,28580.0,6244848.0
1561004905863954067,28588.0,6244848.0
1561004905890830039,28591.0,6244336.0
1561004905940860033,28591.0,6245360.0
1561004905991059064,28585.0,6244336.0
1561004906040945053,28583.0,6244848.0
1561004906091074943,28570.0,6244848.0
1561004906141130924,28594.0,6244848.0
1561004906190402030,28590.0,6243824.0
1561004906217106103,28591.0,6244336.0
1561004906291033029,28592.0,6244848.0
1561004906340874910,28584.0,6244848.0
1561004906367614984,28584.0,6243824.0
1561004906417537927,28584.0,6244848.0
1561004906467664003,28584.0,6244336.0
1561004906540436029,28593.0,6244848.0
1561004906567193984,28584.0,6244336.0
1561004906617255926,28589.0,6243824.0
1561004906644085884,28573.0,6244848.0
1561004906717904090,28583.0,6244848.0
1561004906790889978,28585.0,6245360.0
1561004906840653896,28595.0,6244336.0
1561004906890520095,28583.0,6245360.0
1561004906917129993,28579.0,6244336.0
1561004906990600109,28589.0,6243824.0
1561004907041153907,28591.0,6245360.0
1561004907090425968,28594.0,6244336.0
1561004907117126941,28589.0,6243824.0
1561004907167301893,28586.0,6244848.0
1561004907217118978,28575.0,6245360.0
1561004907267116069,28577.0,6243824.0
1561004907317128896,28588.0,6243824.0
1561004907367253065,28590.0,6244848.0
1561004907417321920,28584.0,6244848.0
1561004907467744112,28575.0,6245360.0
1561004907517105102,28590.0,6244848.0
1561004907567538976,28594.0,6244848.0
1561004907594003915,28575.0,6244336.0
1561004907644129037,28594.0,6243824.0
1561004907717658042,28584.0,6244336.0
1561004907744105100,28580.0,6243824.0
1561004907794120073,28584.0,6243824.0
1561004907844130039,28586.0,6245872.0
1561004907893851041,28590.0,6245872.0
1561004907990803003,28589.0,6244848.0
1561004908064465045,28591.0,6244848.0
1561004908114453077,28594.0,6244336.0
1561004908141120910,28595.0,6245872.0
1561004908191096067,28594.0,6245360.0
1561004908240468978,28594.0,6244848.0
1561004908290945053,28585.0,6244336.0
1561004908340444087,28597.0,6244336.0
1561004908367053031,28597.0,6245360.0
1561004908417234897,28588.0,6244848.0
1561004908467176914,28588.0,6244848.0
1561004908540484905,28583.0,6244336.0
1561004908567182064,28574.0,6243824.0
1561004908617160081,28576.0,6244848.0
1561004908667072057,28582.0,6244848.0
1561004908717173099,28592.0,6243312.0
1561004908767287015,28577.0,6244848.0
1561004908817585945,28585.0,6245360.0
1561004908867551088,28591.0,6244336.0
1561004908917319059,28582.0,6243824.0
1561004908967609882,28578.0,6244336.0
1561004909017693042,28575.0,6244848.0
1561004909067771911,28579.0,6244336.0
1561004909117784976,28580.0,6243824.0
1561004909167802095,28579.0,6244336.0
1561004909217787027,28592.0,6245360.0
1561004909267772912,28580.0,6243824.0
1561004909294337987,28584.0,6244848.0
1561004909320429086,28586.0,6243824.0
1561004909394094944,28591.0,6244336.0
1561004909444083929,28572.0,6244336.0
1561004909494235038,28583.0,6244336.0
1561004909543936967,28582.0,6244848.0
1561004909594449996,28578.0,6244336.0
1561004909620368957,28578.0,6244336.0
1561004909670577049,28572.0,6244848.0
1561004909720700979,28583.0,6244336.0
1561004909771055936,28582.0,6243312.0
1561004909844520092,28578.0,6244848.0
1561004909870621919,28593.0,6243824.0
1561004909920979976,28581.0,6245360.0
1561004909970925092,28577.0,6243824.0
1561004910020421028,28582.0,6243824.0
1561004910070552110,28584.0,6244336.0
1561004910120594978,28585.0,6244848.0
1561004910170552968,28576.0,6243824.0
1561004910220558881,28583.0,6244336.0
1561004910247142076,28575.0,6244848.0
1561004910297204971,28568.0,6245360.0
1561004910347573041,28589.0,6243824.0
1561004910397166013,28582.0,6245360.0
1561004910447643041,28579.0,6243312.0
1561004910497462987,28572.0,6244848.0
1561004910547358036,28592.0,6243824.0
1561004910597210884,28603.0,6244336.0
1561004910647423982,28583.0,6244336.0
1561004910673999071,28580.0,6243824.0
1561004910747699022,28590.0,6244848.0
1561004910797570943,28589.0,6244336.0
1561004910847511053,28582.0,6244848.0
1561004910874253034,28586.0,6244336.0
1561004910924035072,28599.0,6244336.0
1561004910973794937,28589.0,6244336.0
1561004911024091958,28598.0,6244848.0
1561004911074034929,28588.0,6244336.0
1561004911124237060,28584.0,6244848.0
1561004911174264907,28595.0,6243824.0
1561004911224338054,28601.0,6244848.0
1561004911244338035,28601.0,6244336.0
1561004911271018028,28604.0,6244336.0
1561004911321026086,28584.0,6243824.0
1561004911371180057,28575.0,6243824.0
1561004911420990943,28581.0,6244336.0
1561004911471028089,28587.0,6243824.0
1561004911521014928,28599.0,6244848.0
1561004911570753097,28586.0,6244336.0
1561004911597306013,28586.0,6244848.0
1561004911647598981,28594.0,6244848.0
1561004911697523117,28584.0,6244336.0
1561004911747428894,28598.0,6243824.0
1561004911797265052,28593.0,6244336.0
1561004911847614049,28584.0,6243824.0
1561004911897268056,28587.0,6245360.0
1561004911923897027,28584.0,6244848.0
1561004911997298002,28587.0,6245360.0
1561004912047583103,28595.0,6244336.0
1561004912073919057,28595.0,6244336.0
1561004912147471904,28595.0,6244848.0
1561004912197520017,28579.0,6243824.0
1561004912247210979,28566.0,6244848.0
1561004912297621965,28585.0,6244336.0
1561004912347492933,28586.0,6245360.0
1561004912420665979,28593.0,6243824.0
1561004912470979928,28577.0,6244336.0
1561004912520611047,28588.0,6244848.0
1561004912570743083,28582.0,6244848.0
1561004912597388029,28576.0,6244336.0
1561004912647439002,28584.0,6243824.0
1561004912697499036,28581.0,6244336.0
1561004912794523954,28592.0,6243312.0
1561004912821476936,28592.0,6244336.0
1561004912870460033,28580.0,6243824.0
1561004912897125959,28580.0,6244848.0
1561004912947185039,28580.0,6244336.0
1561004913020677089,28574.0,6244848.0
1561004913070842027,28572.0,6244336.0
1561004913121195077,28582.0,6244848.0
1561004913147213935,28566.0,6243824.0
1561004913197328090,28580.0,6244336.0
1561004913247104883,28582.0,6244848.0
1561004913297300100,28582.0,6243824.0
1561004913347342967,28600.0,6245360.0
1561004913397376060,28575.0,6244848.0
1561004913447509050,28583.0,6245872.0
1561004913497674942,28586.0,6243824.0
1561004913547770977,28589.0,6244336.0
1561004913573661088,28589.0,6243824.0
1561004913623965978,28586.0,6244848.0
1561004913673830986,28590.0,6244848.0
1561004913723820924,28587.0,6245360.0
1561004913773756027,28586.0,6243824.0
1561004913823754072,28580.0,6243824.0
1561004913873724937,28575.0,6244336.0
1561004913923886060,28585.0,6244336.0
1561004913974050045,28578.0,6244336.0
1561004914023905992,28578.0,6244336.0
1561004914050502061,28582.0,6244336.0
1561004914123930931,28571.0,6244848.0
1561004914174105882,28567.0,6244336.0
1561004914224080085,28578.0,6244848.0
1561004914250292062,28583.0,6243824.0
1561004914300535917,28570.0,6243824.0
1561004914374002933,28576.0,6244848.0
1561004914400708913,28576.0,6244336.0
1561004914450937032,28582.0,6244848.0
1561004914500993967,28593.0,6245360.0
1561004914551071882,28578.0,6244336.0
1561004914600657939,28587.0,6243824.0
1561004914650893926,28586.0,6244336.0
1561004914701111078,28583.0,6243824.0
1561004914727256059,28583.0,6244336.0
1561004914800827026,28586.0,6244848.0
1561004914851023912,28605.0,6244336.0
1561004914877578973,28593.0,6244336.0
1561004914927534103,28574.0,6244336.0
1561004914977428913,28584.0,6244336.0
1561004915051260948,28592.0,6244848.0
1561004915077321052,28589.0,6244848.0
1561004915127495050,28576.0,6244336.0
1561004915177628993,28588.0,6243312.0
1561004915227260112,28575.0,6243824.0
1561004915277087926,28574.0,6244848.0
1561004915327141046,28585.0,6243824.0
1561004915377381086,28599.0,6244848.0
1561004915403872966,28583.0,6244336.0
1561004915453826904,28577.0,6243824.0
1561004915503628969,28582.0,6244336.0
1561004915553808927,28594.0,6244336.0
1561004915650691032,28584.0,6244336.0
1561004915677208900,28590.0,6244336.0
1561004915727153062,28590.0,6243824.0
1561004915777292966,28585.0,6244336.0
1561004915827606916,28588.0,6243824.0
1561004915900780916,28596.0,6244336.0
1561004915950643062,28594.0,6244848.0
1561004916000646114,28602.0,6245360.0
1561004916074387073,28576.0,6245360.0
1561004916124069929,28584.0,6244848.0
1561004916150942087,28588.0,6244336.0
1561004916200431108,28576.0,6243824.0
