""
"Test Method","Radhen_Load_Cntrl_Cmprsn_250N_12-7.msm"
"Sample I. D.","Sample1.mss"
"Specimen Number","15"

"TheCycle_Output ()","_Time (s)","_Load (N)","_Extension (mm)","RealTimeDepth (mm)","CycleNumber ()"

0,0.160,0.01,0.0000,0.00000,0.000
1,0.170,0.01,0.0000,0.00000,1.000
1,0.190,0.01,0.0000,0.00000,1.000
1,0.200,0.00,0.0000,0.00000,1.000
1,0.210,0.01,0.0001,0.00010,1.000
1,0.220,0.00,0.0028,0.00280,1.000
1,0.230,0.01,0.0078,0.00780,1.000
1,0.240,0.01,0.0156,0.01560,1.000
1,0.250,0.01,0.0256,0.02560,1.000
1,0.260,0.00,0.0357,0.03570,1.000
1,0.270,0.00,0.0457,0.04570,1.000
1,0.280,0.00,0.0558,0.05580,1.000
1,0.290,0.00,0.0656,0.06560,1.000
1,0.300,0.01,0.0756,0.07560,1.000
1,0.310,0.00,0.0858,0.08580,1.000
1,0.320,0.00,0.0959,0.09590,1.000
1,0.330,0.00,0.1056,0.10560,1.000
1,0.340,0.00,0.1157,0.11570,1.000
1,0.350,0.01,0.1258,0.12580,1.000
1,0.360,0.00,0.1359,0.13590,1.000
1,0.370,0.00,0.1457,0.14570,1.000
1,0.380,0.00,0.1557,0.15570,1.000
1,0.390,0.00,0.1657,0.16570,1.000
1,0.400,0.00,0.1759,0.17590,1.000
1,0.410,0.01,0.1856,0.18560,1.000
1,0.420,0.01,0.1957,0.19570,1.000
1,0.430,0.00,0.2058,0.20580,1.000
1,0.440,0.00,0.2159,0.21590,1.000
1,0.450,0.00,0.2256,0.22560,1.000
1,0.460,0.01,0.2357,0.23570,1.000
1,0.470,0.00,0.2457,0.24570,1.000
1,0.480,0.00,0.2559,0.25590,1.000
1,0.490,0.01,0.2656,0.26560,1.000
1,0.500,0.00,0.2757,0.27570,1.000
1,0.510,0.00,0.2858,0.28580,1.000
1,0.520,0.00,0.2958,0.29580,1.000
1,0.530,0.01,0.3057,0.30570,1.000
1,0.540,0.00,0.3157,0.31570,1.000
1,0.550,0.00,0.3258,0.32580,1.000
1,0.560,0.00,0.3357,0.33570,1.000
1,0.570,0.00,0.3458,0.34580,1.000
1,0.580,0.00,0.3557,0.35570,1.000
1,0.590,0.00,0.3658,0.36580,1.000
1,0.600,0.00,0.3758,0.37580,1.000
1,0.610,0.00,0.3857,0.38570,1.000
1,0.620,0.00,0.3957,0.39570,1.000
1,0.630,0.01,0.4057,0.40570,1.000
1,0.640,0.00,0.4158,0.41580,1.000
