time	IR (20)	baro(20)
7184780	16099	1562.51
7231096	15870	1560.67
7277404	15660	1559.1
7323728	15418	1557.92
7370052	15220	1556.73
7416364	15047	1556.08
7462676	14903	1555.55
7508996	14788	1555.03
7555320	14370	1555.03
7601624	13742	1554.77
7647940	13380	1554.77
7694236	13202	1554.63
7740556	13086	1554.63
7786872	12999	1554.63
7833184	12935	1554.77
7879480	12874	1554.77
7925784	12827	1554.9
7972100	12776	1554.9
8018404	12735	1554.9
8064692	12706	1554.9
8110980	12667	1554.9
8157288	12631	1555.03
8203592	12599	1555.03
8249892	12570	1555.03
8296216	12541	1555.03
8342524	12514	1555.29
8388848	12487	1555.16
8435160	12459	1555.16
8481472	12424	1555.29
8527792	12407	1555.42
8574108	12377	1555.55
8620420	12365	1555.55
8666740	12329	1555.42
8713068	12308	1555.55
8759392	12284	1555.68
8805712	12257	1555.68
8852024	12230	1555.82
8898328	12206	1555.68
8944640	12194	1555.82
8990968	12155	1555.82
9037276	12140	1555.95
9083592	12118	1555.82
9129896	12119	1555.95
9176216	12140	1556.08
9222528	12133	1556.08
9268840	12137	1555.95
9315132	12144	1556.08
9361428	12155	1556.21
9407744	12149	1556.21
9454052	12151	1556.21
9500360	12150	1556.21
9546680	12143	1556.21
9593000	12152	1556.21
9639320	12151	1556.34
9685656	12160	1556.34
9731988	12153	1556.47
9778308	12151	1556.34
9824616	12148	1556.47
9870932	12155	1556.6
9917248	12157	1556.6
9963560	12158	1556.6
9876	12162	1556.47
56192	12170	1556.6
102484	12161	1556.73
148796	12166	1556.73
195108	12166	1556.6
241432	12165	1556.73
287760	12171	1556.6
334088	12165	1556.73
380404	12167	1556.87
426712	12172	1556.87
473028	12169	1556.87
519336	12173	1556.87
565640	12167	1556.87
611968	12177	1556.87
658284	12173	1556.87
704604	12177	1556.87
750904	12185	1557.13
797224	12175	1557
843544	12171	1557.13
889864	12178	1557
936184	12179	1557.13
982500	12179	1557.13
1028804	12181	1557.26
1075120	12182	1557.26
1121436	12185	1557.26
1167752	12181	1557.26
1214084	12189	1557.26
1260396	12187	1557.26
1306712	12187	1557.39
1353036	12184	1557.52
1399352	12188	1557.52
1445704	12191	1557.39
1492016	12189	1557.39
1538316	12192	1557.52
1584636	12193	1557.65
1630952	12192	1557.65
1677264	12194	1557.65
1723584	12188	1557.65
1769888	12191	1557.78
1816208	12196	1557.78
1862520	12188	1557.78
1908820	12207	1557.92
1955120	12197	1557.92
2001440	12198	1557.92
2047764	12195	1557.92
2094096	12199	1557.92
2140428	12192	1558.05
2186748	12201	1557.92
2233056	12196	1558.05
2279384	12197	1558.18
2325692	12203	1558.05
2371992	12203	1558.05
2418304	12203	1558.18
2464620	12207	1558.18
2510916	12203	1558.18
2557220	12204	1558.31
2603540	12198	1558.31
2649848	12208	1558.31
2696168	12206	1558.31
2742496	12208	1558.31
2788832	12207	1558.31
2835152	12216	1558.31
2881464	12206	1558.44
2927776	12210	1558.31
2974096	12210	1558.31
3020424	12208	1558.44
3066740	12213	1558.44
3113056	12215	1558.44
3159372	12211	1558.57
3205688	12219	1558.44
3252024	12213	1558.57
3298340	12213	1558.44
3344652	12228	1558.57
3390972	12241	1558.7
3437284	12279	1558.57
3483588	12301	1558.57
3529896	12328	1558.7
3576208	12356	1558.7
3622528	12381	1558.7
3668836	12409	1558.7
3715128	12435	1558.83
3761428	12469	1558.7
3807752	12497	1558.7
3854064	12529	1558.83
3900376	12558	1558.83
3946688	12591	1558.7
3993008	12623	1558.7
4039324	12660	1558.83
4085636	12690	1558.83
4131924	12724	1558.83
4178224	12760	1558.97
4224544	12792	1558.83
4270868	12833	1558.97
4317196	12866	1558.97
4363520	12915	1558.97
4409836	12956	1558.97
4456152	13007	1559.1
4502460	13050	1559.1
4548756	13091	1559.1
4595064	13131	1559.1
4641396	13178	1559.23
4687712	13225	1559.49
4734012	13261	1560.54
4780324	13305	1562.12
4826640	13352	1564.35
4872952	13400	1567.1
4919268	13454	1569.99
4965600	13509	1573.53
5011916	13633	1577.21
5058248	13901	1581.41
5104560	14356	1585.74
5150876	14544	1590.47
5197200	14804	1595.58
5243528	14984	1600.97
5289836	15166	1606.87
5336132	15320	1613.3
5382436	15485	1619.73
5428756	15680	1626.69
5475060	15893	1633.78
5521376	16101	1640.87
5567680	16279	1647.95
5613992	16444	1655.17
5660312	16588	1662.92
5706632	16657	1671.32
5752944	16671	1679.85
5799244	16662	1689.03
5845556	16619	1698.62
5891904	16553	1708.33
5938220	16477	1717.91
5984520	16426	1727.88
6030836	16380	1738.25
6077152	16351	1748.88
6123472	16286	1759.78
6169772	16214	1770.67
6216080	16101	1781.83
6262404	15999	1792.98
6308712	15922	1804.14
6355012	15869	1816.08
6401320	16320	1828.03
6447628	16494	1840.37
6493924	17412	1852.97
6540228	18722	1865.83
6586532	19232	1878.69
6632836	19602	1891.68
6679164	19930	1904.68
6725476	20171	1919.12
6771776	20397	1933.95
6818080	20688	1949.96
6864396	20913	1966.23
6910716	21145	1982.9
6957036	21302	1980.67
7003360	21411	1937.36
7049664	21424	1893.39
7095980	21435	1859.79
7142304	21412	1831.44
7188628	21401	1805.85
7234948	21377	1782.75
7281276	21371	1761.75
7327588	21380	1742.58
7373892	21389	1724.87
7420196	21397	1708.85
7466508	21421	1694.68
7512816	21425	1681.42
7559132	21435	1669.48
7605440	21427	1658.45
7651740	21367	1648.61
7698060	21319	1639.55
7744372	21308	1631.42
7790676	21269	1624.2
7836976	21252	1617.9
7883284	21186	1612.65
7929584	21095	1607.79
7975888	20952	1603.33
8022192	20780	1599.26
8068496	20496	1595.19
8114820	20113	1591.65
8161132	19871	1588.23
8207444	19647	1585.08
8253748	19328	1582.59
8300060	18974	1580.1
8346364	18609	1578
8392680	18251	1576.29
8438988	17866	1574.32
8485292	17494	1572.09
8531608	17132	1569.73
8577916	16833	1567.76
8624216	16581	1565.92
8670536	16368	1564.22
8716864	16180	1562.51
8763204	15974	1560.8
8809528	15777	1559.23
8855840	15515	1557.92
8902152	15324	1556.73
8948468	15147	1555.82
8994780	15006	1555.29
9041096	14864	1554.77
9087408	14250	1554.5
9133728	13575	1554.37
9180032	13228	1554.24
9226332	13042	1554.11
9272648	12923	1554.11
9318980	12843	1554.11
9365320	12777	1554.11
9411636	12731	1554.24
9457956	12680	1554.24
9504272	12624	1554.37
9550592	12585	1554.5
9596912	12534	1554.37
9643232	12484	1554.5
9689544	12447	1554.5
9735868	12414	1554.5
9782180	12373	1554.63
9828476	12346	1554.63
9874776	12309	1554.63
9921104	12282	1554.63
9967428	12256	1554.77
13744	12227	1554.77
60052	12209	1554.63
106364	12177	1554.77
152680	12151	1554.77
198992	12124	1555.03
245296	12107	1555.03
291612	12080	1555.03
337928	12055	1555.03
384244	12029	1555.16
430544	12011	1555.16
476832	11989	1555.16
523148	11969	1555.16
569464	11947	1555.29
615780	11923	1555.42
662116	11910	1555.29
708444	11932	1555.42
754764	11952	1555.42
801076	11953	1555.42
847388	11957	1555.42
893700	11952	1555.55
940028	11955	1555.42
986344	11961	1555.55
1032648	11966	1555.68
1078972	11969	1555.68
1125288	11969	1555.55
1171616	11974	1555.68
1217944	11974	1555.82
1264260	11979	1555.82
1310588	11982	1555.82
1356900	11990	1555.82
1403212	11986	1555.95
1449528	11988	1555.82
1495852	11992	1555.95
1542168	11987	1555.82
1588484	12001	1556.08
1634812	11987	1556.08
1681124	12003	1556.08
1727476	12003	1556.08
1773784	12002	1556.21
1820084	12009	1556.21
1866372	12006	1556.08
1912696	12011	1556.08
1959008	12005	1556.21
2005308	12015	1556.21
2051616	12023	1556.21
2097936	12021	1556.34
2144260	12017	1556.34
2190568	12021	1556.34
2236872	12018	1556.34
2283184	12028	1556.34
2329504	12024	1556.47
2375812	12017	1556.47
2422128	12032	1556.47
2468456	12026	1556.47
2514784	12035	1556.34
2561100	12040	1556.47
2607416	12037	1556.47
2653736	12044	1556.6
2700048	12045	1556.73
2746364	12049	1556.87
2792684	12052	1556.73
2839000	12054	1556.73
2885304	12057	1556.6
2931624	12057	1556.87
2977940	12065	1556.87
3024268	12064	1557
3070592	12071	1556.87
3116908	12073	1556.87
3163208	12084	1557
3209516	12082	1557
3255820	12079	1557.13
3302112	12081	1557
3348428	12077	1557.13
3394744	12090	1557.13
3441056	12086	1557.13
3487372	12092	1557.26
3533692	12094	1557.13
3580008	12093	1557.13
3626324	12094	1557.26
3672640	12095	1557.13
3718956	12101	1557.26
3765276	12105	1557.26
3811592	12104	1557.39
3857904	12103	1557.39
3904208	12110	1557.26
3950540	12113	1557.39
3996868	12115	1557.26
4043184	12113	1557.39
4089492	12110	1557.39
4135816	12112	1557.52
4182132	12119	1557.52
4228444	12115	1557.52
4274764	12113	1557.52
4321084	12121	1557.52
4367400	12120	1557.52
4413716	12121	1557.65
4460040	12123	1557.65
4506372	12118	1557.78
4552700	12127	1557.65
4599012	12124	1557.65
4645312	12118	1557.65
4691616	12124	1557.78
4737932	12127	1557.78
4784248	12127	1557.92
4830556	12131	1557.78
4876864	12136	1557.78
4923180	12156	1557.78
4969500	12186	1557.92
5015812	12208	1557.92
5062116	12230	1557.92
5108432	12255	1557.78
5154768	12285	1557.92
5201092	12310	1557.92
5247408	12340	1558.05
5293720	12369	1558.05
5340036	12403	1558.05
5386348	12428	1558.05
5432656	12459	1558.05
5478948	12495	1558.05
5525252	12529	1558.05
5571576	12559	1558.18
5617876	12601	1558.18
5664184	12632	1558.31
5710500	12670	1558.05
5756816	12707	1558.18
5803120	12736	1558.18
5849424	12774	1558.31
5895744	12818	1558.18
5942068	12852	1558.31
5988384	12897	1558.18
6034700	12942	1558.18
6081016	12983	1558.31
6127316	13028	1558.44
6173648	13072	1558.31
6219972	13119	1558.7
6266296	13161	1559.36
6312608	13216	1560.8
6358924	13250	1562.77
6405232	13301	1565.27
6451536	13353	1568.15
6497852	13402	1571.57
6544176	13545	1575.24
6590496	13878	1579.31
6636804	14335	1583.38
6683128	14507	1588.1
6729452	14771	1593.09
6775796	14929	1598.34
6822108	15106	1603.98
6868428	15261	1610.28
6914740	15421	1616.85
6961060	15602	1623.54
7007384	15821	1630.63
7053708	16029	1637.72
7100032	16227	1644.93
7146360	16402	1652.15
7192684	16549	1659.77
7239000	16643	1667.77
7285316	16686	1676.43
7331640	16678	1685.36
7377956	16643	1694.81
7424268	16584	1704.39
7470596	16513	1714.23
7516932	16453	1723.82
7563260	16405	1734.32
7609576	16368	1744.82
7655896	16302	1755.58
7702208	16221	1766.34
7748528	16124	1777.37
7794864	15998	1788.26
7841196	15927	1799.81
7887512	15880	1811.23
7933836	15885	1823.3
7980148	16177	1835.38
8026460	16433	1847.85
8072768	18132	1860.58
8119092	18548	1873.18
8165408	19069	1886.3
8211728	19575	1899.43
8258048	19938	1912.82
8304360	20179	1927.38
8350688	20484	1942.74
8397008	20772	1958.75
8443324	20997	1975.16
8489640	21206	1984.74
8535960	21383	1953.63
8582276	21424	1904.55
8628596	21442	1868.72
8674928	21417	1839.05
8721260	21399	1812.67
8767576	21384	1789.05
8813880	21371	1767.52
8860180	21376	1747.57
8906476	21382	1729.46
8952828	21408	1712.92
8999140	21445	1698.09
9045452	21448	1684.7
9091744	21441	1672.37
9138052	21401	1661.08
9184364	21337	1650.84
9230672	21277	1641.52
9276968	21268	1633.12
9323284	21221	1625.64
9369612	21190	1618.95
9415924	21161	1613.43
9462228	21076	1608.58
9508536	20971	1603.72
9554848	20816	1599.92
9601156	20588	1595.85
9647472	20233	1591.91
9693804	19936	1588.5
9740128	19716	1585.35
9786440	19392	1582.59
9832752	18974	1580.23
9879068	18623	1577.87
9925392	18309	1576.16
9971716	17940	1574.32
18028	17540	1572.35
64344	17181	1569.99
110636	16884	1567.76
156952	16633	1566.05
203260	16420	1564.22
249568	16239	1562.77
295868	16060	1560.93
342192	15876	1559.36
388508	15671	1557.78
434820	15446	1556.6
481124	15262	1555.68
527424	15100	1555.03
573728	14954	1554.37
620044	14830	1553.98
666380	14721	1553.98
712716	14612	1553.72
759036	14296	1553.72
805352	13894	1553.85
851656	13577	1553.58
897976	13381	1553.72
944280	13276	1553.58
990600	13216	1553.72
1036912	13166	1553.85
1083220	13114	1553.85
1129524	13060	1553.98
1175840	13024	1553.98
1222148	12971	1553.98
1268472	12935	1553.98
1314788	12893	1554.11
1361116	12857	1554.11
1407440	12814	1554.24
1453756	12790	1554.24
1500076	12754	1554.24
1546396	12732	1554.24
1592712	12694	1554.37
1639020	12667	1554.24
1685340	12641	1554.37
1731660	12616	1554.37
1777976	12584	1554.5
1824328	12561	1554.63
1870636	12541	1554.63
1916944	12506	1554.63
1963268	12483	1554.77
2009576	12452	1554.77
2055884	12424	1554.77
2102188	12402	1554.77
2148496	12380	1554.77
2194820	12363	1554.9
2241128	12363	1554.77
2287420	12377	1554.9
2333708	12380	1554.9
2380020	12383	1555.03
2426320	12379	1555.03
2472616	12376	1555.16
2518916	12381	1555.16
2565220	12383	1555.16
2611548	12377	1555.16
2657868	12390	1555.03
2704176	12384	1555.16
2750492	12387	1555.16
2796800	12380	1555.29
2843112	12380	1555.29
2889428	12385	1555.29
2935728	12388	1555.42
2982036	12386	1555.42
3028356	12386	1555.42
3074668	12390	1555.42
3120980	12386	1555.42
3167284	12387	1555.42
3213604	12387	1555.55
3259920	12390	1555.68
3306244	12387	1555.55
3352556	12392	1555.55
3398888	12390	1555.68
3445204	12391	1555.55
3491512	12383	1555.82
3537820	12387	1555.82
3584144	12389	1555.68
3630468	12388	1555.68
3676776	12389	1555.82
3723080	12391	1555.82
3769384	12388	1555.82
3815700	12395	1555.82
3862016	12392	1555.82
3908336	12394	1555.82
3954660	12395	1555.82
4000988	12394	1555.82
4047308	12393	1555.95
4093616	12397	1555.95
4139924	12391	1555.95
4186244	12400	1556.08
4232568	12393	1556.08
4278876	12397	1556.08
4325168	12400	1556.21
4371452	12391	1556.21
4417764	12401	1556.34
4464084	12403	1556.21
4510400	12400	1556.21
4556708	12394	1556.21
4603032	12400	1556.34
4649352	12399	1556.47
4695664	12400	1556.34
4741968	12404	1556.47
4788272	12403	1556.47
4834588	12398	1556.47
4880904	12413	1556.47
4927228	12403	1556.47
4973548	12408	1556.47
5019876	12413	1556.47
5066196	12404	1556.6
5112508	12404	1556.6
5158804	12405	1556.6
5205112	12409	1556.73
5251436	12418	1556.73
5297748	12412	1556.6
5344060	12410	1556.73
5390364	12415	1556.87
5436676	12411	1556.87
5482984	12417	1556.73
5529296	12415	1556.73
5575604	12412	1557
5621908	12415	1556.87
5668216	12415	1557
5714520	12419	1557
5760820	12421	1557
5807104	12411	1557
5853412	12416	1557
5899704	12409	1557
5946016	12411	1557.13
5992300	12417	1557.13
6038604	12424	1557.13
6084920	12418	1557.13
6131268	12415	1557.13
6177592	12412	1557.13
6223908	12413	1557.26
6270228	12419	1557.13
6316536	12415	1557.13
6362856	12416	1557.26
6409184	12416	1557.26
6455516	12434	1557.26
6501836	12459	1557.39
6548152	12488	1557.26
6594464	12503	1557.39
6640772	12536	1557.39
6687104	12565	1557.26
6733420	12589	1557.39
6779720	12621	1557.26
6826024	12648	1557.39
6872340	12676	1557.39
6918652	12702	1557.39
6964964	12737	1557.39
7011264	12773	1557.52
7057572	12798	1557.39
7103892	12833	1557.52
7150200	12872	1557.52
7196516	12896	1557.39
7242828	12936	1557.52
7289144	12973	1557.65
7335492	13025	1557.65
7381808	13059	1557.52
7428108	13096	1557.65
7474432	13139	1557.65
7520748	13174	1557.65
7567060	13220	1557.78
7613372	13258	1557.65
7659696	13305	1557.65
7706012	13356	1557.78
7752320	13407	1557.92
7798620	13440	1558.31
7844928	13493	1559.49
7891248	13538	1561.2
7937572	13579	1563.3
7983892	13629	1565.92
8030216	13674	1569.07
8076540	13730	1572.62
8122848	13815	1576.42
8169156	14110	1580.49
8215476	14424	1584.95
8261780	14592	1589.68
8308100	14848	1594.8
8354416	15032	1600.44
8400708	15206	1606.35
8446996	15370	1612.65
8493320	15538	1619.34
8539632	15735	1626.43
8585948	15959	1633.65
8632252	16162	1640.73
8678552	16341	1647.82
8724868	16520	1655.17
8771180	16639	1663.05
8817484	16706	1671.45
8863796	16715	1680.24
8910104	16691	1689.17
8956416	16644	1698.88
9002740	16580	1708.72
9049060	16500	1718.3
9095392	16442	1728.02
9141704	16379	1738.65
9188016	16325	1749.28
9234320	16233	1759.91
9280636	16135	1771.07
9326972	16009	1781.96
9373280	15925	1793.12
9419588	15841	1804.4
9465896	15776	1816.35
9512208	16191	1828.29
9558516	16979	1840.23
9604828	18360	1852.97
9651144	19087	1865.43
9697456	19484	1878.3
9743772	19797	1890.9
9790084	20070	1904.02
9836392	20264	1918.46
9882684	20497	1933.42
9929012	20786	1948.91
9975340	21050	1964.66
21664	21230	1981.46
67984	21391	1972.53
114300	21457	1925.42
160612	21466	1884.99
206920	21463	1852.57
253220	21454	1824.75
299528	21444	1799.68
345852	21439	1776.97
392160	21445	1756.5
438468	21454	1737.47
484764	21469	1720.4
531068	21509	1704.52
577376	21541	1690.74
623680	21564	1677.62
669988	21610	1665.93
716308	21629	1655.04
762628	21540	1645.33
808936	21494	1636.53
855232	21445	1628.53
901544	21409	1621.31
947864	21384	1615.4
994180	21327	1610.28
1040492	21228	1605.3
1086788	21078	1600.97
1133084	20875	1597.03
1179404	20587	1592.96
1225712	20205	1589.42
1272004	19943	1586
1318304	19712	1582.98
1364608	19458	1580.75
1410916	19243	1578.39
1457228	19038	1576.16
1503536	18786	1574.58
1549856	18489	1572.75
1596172	18137	1570.52
1642484	17752	1568.15
1688792	17404	1566.05
1735100	17023	1564.35
1781412	16734	1562.77
1827752	16483	1561.2
1874080	16274	1559.62
1920392	16099	1558.05
1966704	15895	1556.73
2013012	15707	1555.68
2059336	15482	1554.77
2105656	15279	1554.11
2151960	15141	1553.72
2198284	14994	1553.58
2244592	14868	1553.45
2290904	14759	1553.32
2337204	14586	1553.32
2383520	14194	1553.32
2429836	13813	1553.32
2476156	13585	1553.19
2522496	13449	1553.32
2568816	13368	1553.32
2615144	13292	1553.45
2661452	13225	1553.45
2707772	13175	1553.45
2754096	13134	1553.58
2800416	13083	1553.72
2846724	13037	1553.72
2893032	12991	1553.72
2939340	12955	1553.72
2985680	12908	1553.98
3032016	12871	1553.72
3078324	12833	1553.72
3124628	12803	1553.85
3170940	12768	1553.85
3217264	12740	1553.85
3263576	12704	1553.98
3309880	12676	1554.11
3356204	12647	1554.11
3402528	12615	1554.11
3448844	12587	1554.24
3495168	12560	1554.24
3541508	12532	1554.24
3587844	12508	1554.37
3634156	12480	1554.37
3680480	12459	1554.37
3726796	12434	1554.5
3773112	12418	1554.5
3819456	12436	1554.5
3865776	12442	1554.5
3912060	12451	1554.5
3958376	12440	1554.63
4004684	12443	1554.77
4050996	12437	1554.63
4097316	12440	1554.63
4143632	12438	1554.77
4189960	12440	1554.77
4236268	12439	1554.9
4282588	12436	1554.9
4328880	12440	1554.77
4375184	12438	1554.9
4421488	12431	1554.9
4467792	12437	1554.9
4514076	12433	1555.03
4560384	12437	1555.03
4606708	12431	1555.03
4653020	12428	1555.03
4699336	12435	1555.03
4745644	12432	1555.16
4791960	12439	1555.03
4838268	12435	1555.16
4884576	12437	1555.16
4930888	12434	1555.16
4977208	12434	1555.29
5023528	12433	1555.29
5069848	12434	1555.29
5116172	12435	1555.42
5162492	12438	1555.29
5208828	12437	1555.42
5255140	12437	1555.55
5301448	12443	1555.42
5347764	12442	1555.55
5394080	12435	1555.42
5440400	12443	1555.42
5486712	12431	1555.55
5533032	12437	1555.55
5579360	12436	1555.42
5625680	12435	1555.55
5671992	12440	1555.55
5718316	12437	1555.55
5764632	12439	1555.55
5810952	12440	1555.68
5857264	12441	1555.68
5903584	12444	1555.82
5949892	12447	1555.68
5996208	12443	1555.82
6042536	12443	1555.82
6088864	12441	1555.82
6135188	12448	1555.82
6181504	12442	1555.95
6227816	12444	1555.95
6274132	12442	1556.08
6320452	12443	1555.82
6366744	12441	1555.95
6413060	12443	1555.95
6459368	12442	1556.08
6505672	12447	1555.95
6551984	12439	1556.08
6598296	12442	1556.08
6644604	12437	1556.08
6690924	12450	1556.08
6737216	12445	1556.21
6783500	12438	1556.21
6829820	12442	1556.21
6876132	12444	1556.34
6922456	12442	1556.21
6968768	12447	1556.21
7015092	12442	1556.34
7061420	12436	1556.34
7107752	12446	1556.47
7154072	12446	1556.34
7200392	12450	1556.47
7246708	12441	1556.34
7293024	12445	1556.6
7339336	12451	1556.6
7385644	12447	1556.47
7431960	12449	1556.6
7478264	12453	1556.6
7524576	12442	1556.73
7570872	12448	1556.73
7617196	12444	1556.6
7663532	12447	1556.73
7709856	12449	1556.6
7756184	12447	1556.73
7802500	12448	1556.73
7848820	12453	1556.87
7895132	12453	1556.73
7941448	12452	1556.73
7987760	12451	1556.73
8034080	12480	1556.73
8080396	12506	1556.87
8126724	12529	1556.87
8173060	12558	1556.87
8219388	12586	1556.87
8265704	12617	1556.87
8312020	12640	1557
8358320	12671	1557
8404624	12702	1557
8450908	12733	1557
8497196	12760	1557
8543484	12786	1557
8589784	12822	1557
8636072	12853	1557
8682360	12890	1557
8728640	12924	1557.13
8774924	12968	1557.13
8821224	13004	1557.13
8867560	13038	1557.13
8913880	13082	1557.13
8960196	13116	1557.13
9006508	13154	1557.13
9052828	13202	1557.39
9099144	13239	1557.26
9145472	13287	1557.39
9191804	13331	1557.26
9238128	13378	1557.26
9284444	13417	1557.39
9330756	13472	1557.65
9377076	13513	1558.18
9423384	13555	1559.49
9469704	13607	1561.59
9516016	13657	1563.95
9562336	13704	1566.84
9608652	13758	1569.99
9654968	13857	1573.67
9701316	13971	1577.6
9747632	14357	1581.8
9793940	14544	1586.4
9840260	14782	1591.25
9886556	14984	1596.77
9932864	15140	1602.41
9979180	15312	1608.58
25500	15479	1615.14
71860	15661	1621.97
118236	15864	1629.05
164584	16094	1636.27
210968	16277	1643.49
257324	16463	1650.71
303704	16617	1658.19
350056	16711	1666.2
396452	16747	1674.86
442828	16744	1683.92
489168	16715	1693.1
535528	16651	1702.82
581908	16566	1712.53
628276	16496	1722.11
674624	16444	1732.48
721020	16395	1742.98
767396	16315	1753.74
813752	16218	1764.5
860112	16103	1775.79
906488	16000	1786.42
952840	15914	1797.84
999212	15817	1809.26
1045596	15787	1821.2
1091976	15879	1833.41
1138356	16816	1845.62
1184716	18525	1858.22
1231100	19134	1870.68
1277492	19623	1883.81
1323832	19998	1896.54
1370220	20220	1909.8
1416600	20396	1924.1
1462964	20694	1939.46
1509320	20944	1955.47
1555692	21132	1971.75
1602076	21330	1981.46
1648440	21431	1950.75
1694820	21442	1901.79
1741192	21441	1866.35
1787580	21435	1836.56
1833932	21415	1810.31
1880312	21414	1786.82
1926700	21415	1765.29
1973080	21411	1745.47
2019476	21441	1727.36
2065856	21468	1711.08
2112208	21521	1696.38
2158596	21555	1682.87
2204956	21615	1670.53
2251332	21574	1659.24
2297680	21502	1649.13
2344068	21474	1639.82
2390452	21426	1631.55
2436816	21396	1623.93
2483172	21372	1617.37
2529540	21345	1611.86
2575928	21252	1606.87
2622280	21124	1602.15
2668664	20951	1598.21
2715032	20733	1594.27
2761400	20361	1590.47
2807756	20033	1587.05
2854144	19805	1583.9
2900520	19550	1581.15
2946856	19313	1578.92
2993212	19118	1576.68
3039600	18892	1575.11
3085980	18505	1573.27
3132344	18160	1570.91
3178728	17787	1568.55
3225108	17433	1566.58
3271468	17092	1564.61
3317852	16813	1563.03
3364240	16562	1561.46
3410616	16368	1559.75
3456956	16195	1558.18
3503336	16013	1556.87
3549720	15810	1555.68
3596088	15618	1554.63
3642468	15404	1553.98
3688844	15226	1553.58
3735224	15071	1553.19
3781580	14932	1553.32
3827960	14805	1553.06
3874348	14679	1553.06
3920688	14580	1552.93
3967040	14489	1552.8
4013424	14409	1552.93
4059800	14280	1552.93
4106156	13993	1552.93
4152544	13736	1553.06
4198928	13545	1553.06
4245296	13377	1553.06
4291652	13278	1553.19
4338028	13200	1553.06
4384384	13145	1553.32
4430736	13075	1553.32
4477108	13024	1553.45
4523484	12970	1553.32
4569836	12929	1553.32
4616228	12873	1553.45
4662612	12842	1553.45
4708992	12800	1553.45
4755368	12767	1553.58
4801752	12732	1553.58
4848128	12700	1553.72
4894500	12667	1553.72
4940880	12635	1553.72
4987268	12598	1553.72
5033648	12572	1553.85
5080004	12550	1553.85
5126376	12517	1553.85
5172736	12485	1553.98
5219108	12468	1553.85
5265496	12437	1553.98
5311872	12413	1554.11
5358248	12420	1554.11
5404608	12434	1554.11
5450992	12432	1554.24
5497380	12427	1554.24
5543736	12419	1554.24
5590116	12422	1554.24
5636492	12421	1554.37
5682868	12429	1554.37
5729224	12427	1554.37
5775608	12419	1554.5
5822000	12423	1554.37
5868340	12424	1554.37
5914700	12416	1554.5
5961084	12417	1554.5
6007460	12417	1554.5
6053816	12415	1554.63
6100168	12409	1554.5
6146524	12414	1554.63
6192876	12410	1554.5
6239260	12411	1554.77
6285636	12411	1554.63
6331984	12412	1554.77
6378344	12412	1554.77
6424736	12404	1554.9
6471120	12410	1554.77
6517468	12406	1554.9
6563856	12411	1554.9
6610212	12409	1554.77
6656588	12410	1554.9
6702924	12407	1555.03
6749312	12408	1555.03
6795664	12406	1555.03
6842036	12407	1555.03
6888376	12401	1555.03
6934736	12404	1555.03
6981088	12400	1554.9
7027424	12401	1555.16
7073784	12408	1555.16
7120144	12400	1555.16
7166532	12411	1555.16
7212888	12406	1555.16
7259284	12402	1555.16
7305664	12408	1555.29
7352024	12405	1555.16
7398384	12400	1555.29
7444764	12401	1555.29
7491144	12401	1555.29
7537496	12404	1555.42
7583888	12405	1555.29
7630272	12402	1555.42
7676628	12398	1555.29
7722988	12397	1555.42
7769368	12393	1555.42
7815748	12399	1555.55
7862104	12398	1555.42
7908492	12397	1555.55
7954872	12394	1555.55
8001228	12392	1555.55
8047588	12392	1555.55
8093968	12391	1555.68
8140356	12393	1555.68
8186708	12400	1555.68
8233080	12396	1555.82
8279444	12393	1555.68
8325816	12399	1555.82
8372168	12390	1555.68
8418552	12393	1555.82
8464932	12394	1555.82
8511284	12387	1555.82
8557668	12391	1555.82
8604044	12395	1555.82
8650424	12390	1555.95
8696776	12388	1555.82
8743156	12388	1555.95
8789548	12385	1555.95
8835896	12386	1555.95
8882284	12389	1556.08
8928648	12388	1556.08
8975008	12389	1556.08
9021344	12386	1556.21
9067700	12382	1556.21
9114064	12390	1556.21
9160420	12386	1556.08
9206808	12389	1556.21
9253188	12382	1556.21
9299556	12384	1556.34
9345912	12381	1556.34
9392308	12379	1556.21
9438684	12383	1556.34
9485052	12387	1556.47
9531432	12386	1556.47
9577824	12402	1556.34
9624200	12432	1556.47
9670572	12452	1556.47
9716952	12478	1556.21
9763328	12504	1556.47
9809692	12531	1556.34
9856072	12555	1556.47
9902460	12582	1556.47
9948836	12616	1556.6
9995196	12637	1556.47
10041580	12681	1556.6
10087952	12703	1556.6
10134316	12732	1556.6
10180664	12760	1556.6
10227028	12797	1556.6
10273376	12836	1556.6
10319708	12871	1556.6
10366080	12904	1556.6
10412428	12941	1556.6
10458764	12985	1556.73
10505104	13020	1556.73
10551476	13067	1556.73
10597852	13105	1556.87
10644204	13146	1556.87
10690592	13192	1556.73
10736972	13224	1556.73
10783352	13271	1556.87
10829716	13317	1556.73
10876096	13354	1557
10922480	13407	1557.39
10968836	13453	1558.57
11015184	13499	1560.54
11061576	13548	1562.77
11107952	13594	1565.53
11154308	13644	1568.81
11200692	13691	1572.35
11247072	13759	1576.16
11293436	13895	1580.36
11339820	14206	1584.95
11386208	14521	1589.68
11432588	14768	1595.06
11478952	14997	1600.57
11525332	15185	1606.61
11571680	15370	1612.91
11618032	15550	1619.73
11664420	15753	1626.95
11710804	15991	1633.91
