Loop Time (ms)	IR (16 bit)	Force (N)
64	11400	1544.18
64	11415	1544.31
64	11438	1544.18
64	11450	1544.18
80	11469	1544.18
64	11487	1544.18
64	11507	1544.31
64	11520	1544.31
64	11540	1544.31
64	11560	1544.18
63	11587	1544.18
65	11600	1544.18
64	11627	1544.18
64	11653	1544.18
64	11673	1544.31
63	11704	1544.31
81	11729	1544.31
63	11752	1544.18
64	11776	1544.31
65	11805	1544.31
64	11835	1544.18
63	11865	1544.18
64	11898	1544.31
65	11928	1544.18
64	11960	1544.18
63	11994	1544.18
65	12028	1544.18
63	12067	1544.31
80	12105	1544.31
64	12145	1544.31
64	12185	1544.31
64	12222	1544.31
64	12261	1544.18
64	12302	1544.18
64	12349	1544.18
64	12395	1544.18
63	12444	1544.31
65	12495	1544.18
64	12546	1544.31
64	12602	1544.18
80	12655	1544.18
63	12715	1544.18
65	12776	1544.18
64	12836	1544.18
64	12901	1544.18
64	12971	1544.31
64	13033	1544.44
64	13103	1544.57
64	13187	1544.82
64	13261	1545.08
63	13345	1545.33
65	13428	1545.84
79	13527	1546.35
65	13580	1546.48
63	13485	1545.97
64	13384	1545.46
64	13301	1545.2
65	13216	1544.82
63	13142	1544.57
64	13072	1544.57
64	13009	1544.31
65	12938	1544.31
63	12872	1544.31
64	12811	1544.31
80	12751	1544.31
64	12691	1544.31
64	12631	1544.31
64	12579	1544.31
63	12527	1544.18
65	12475	1544.31
64	12422	1544.31
63	12376	1544.18
65	12335	1544.18
63	12288	1544.18
65	12245	1544.18
64	12202	1544.31
79	12169	1544.31
64	12126	1544.31
64	12087	1544.18
64	12052	1544.31
64	12013	1544.18
64	11985	1544.18
64	11944	1544.18
64	11914	1544.31
64	11887	1544.18
64	11852	1544.18
64	11829	1544.18
64	11795	1544.18
80	11764	1544.18
64	11744	1544.31
64	11712	1544.18
64	11693	1544.18
64	11662	1544.18
64	11645	1544.18
64	11618	1544.18
64	11597	1544.31
64	11576	1544.18
64	11550	1544.18
63	11533	1544.18
65	11513	1544.18
79	11494	1544.18
64	11475	1544.31
64	11459	1544.18
65	11447	1544.18
63	11426	1544.31
65	11414	1544.18
63	11394	1544.18
65	11377	1544.18
63	11364	1544.18
64	11345	1544.18
65	11330	1544.18
63	11325	1544.18
80	11309	1544.18
65	11299	1544.31
64	11279	1544.31
63	11270	1544.18
65	11262	1544.31
63	11246	1544.18
65	11241	1544.18
63	11223	1544.18
64	11214	1544.18
64	11197	1544.18
64	11195	1544.05
63	11180	1544.31
81	11171	1544.31
64	11168	1544.18
64	11152	1544.31
64	11149	1544.31
63	11135	1544.18
64	11130	1544.31
64	11121	1544.31
65	11115	1544.18
63	11105	1544.05
64	11101	1544.18
65	11087	1544.31
64	11082	1544.18
80	11080	1544.31
63	11065	1544.18
64	11063	1544.31
65	11055	1544.31
63	11046	1544.31
64	11041	1544.05
64	11031	1544.18
64	11028	1544.18
65	11027	1544.18
63	11031	1544.31
64	11030	1544.31
64	11030	1544.31
80	11033	1544.31
64	11032	1544.18
64	11028	1544.31
64	11032	1544.44
64	11024	1544.31
64	11030	1544.05
64	11038	1544.31
63	11036	1544.18
65	11032	1544.31
64	11029	1544.18
63	11028	1544.18
65	11026	1544.05
79	11030	1544.18
64	11033	1544.18
65	11028	1544.31
63	11029	1544.05
65	11027	1544.18
64	11032	1544.18
63	11028	1544.18
64	11030	1544.18
64	11031	1544.18
64	11031	1544.31
64	11037	1544.31
64	11032	1544.18
80	11031	1544.31
64	11038	1544.18
65	11031	1544.18
63	11030	1544.31
64	11025	1544.18
64	11034	1544.18
64	11028	1544.18
64	11027	1544.31
64	11032	1544.18
64	11034	1544.18
64	11030	1544.31
64	11032	1544.18
80	11032	1544.18
64	11031	1544.18
64	11030	1544.18
64	11029	1544.18
63	11029	1544.31
65	11037	1544.18
64	11030	1544.18
63	11030	1544.18
64	11030	1544.05
64	11026	1544.18
64	11028	1544.31
64	11033	1544.18
65	11028	1544.18
79	11034	1544.05
65	11032	1544.18
64	11038	1544.18
63	11030	1544.18
64	11031	1544.18
65	11028	1544.31
63	11032	1544.31
64	11031	1544.18
64	11037	1544.18
64	11030	1544.31
64	11032	1544.18
64	11030	1544.31
80	11024	1544.18
64	11026	1544.18
64	11028	1544.31
64	11028	1544.18
64	11030	1544.18
64	11028	1544.18
64	11029	1544.18
64	11027	1544.18
64	11029	1544.31
63	11025	1544.18
65	11031	1544.18
64	11031	1544.18
80	11033	1544.18
63	11027	1544.18
65	11035	1544.18
63	11034	1544.18
64	11031	1544.18
64	11026	1544.18
64	11034	1544.18
65	11027	1544.18
64	11025	1544.18
64	11030	1544.18
64	11031	1544.05
64	11024	1544.18
79	11030	1544.18
65	11023	1544.31
63	11032	1544.18
65	11028	1544.18
63	11031	1544.18
64	11032	1544.18
63	11031	1544.31
65	11039	1544.18
64	11046	1544.31
64	11050	1544.18
64	11060	1544.05
63	11062	1544.18
81	11076	1544.18
64	11080	1544.31
64	11088	1544.31
64	11101	1544.18
64	11102	1544.18
64	11113	1544.18
63	11116	1544.18
64	11128	1544.31
65	11136	1544.18
64	11147	1544.18
64	11157	1544.18
63	11166	1544.18
80	11170	1544.05
64	11182	1544.18
65	11194	1544.18
64	11203	1544.18
64	11213	1544.18
64	11221	1544.18
63	11235	1544.18
64	11249	1544.18
64	11259	1544.05
64	11266	1544.18
64	11282	1544.18
64	11298	1544.31
79	11308	1544.31
65	11319	1544.18
64	11332	1544.18
64	11345	1544.31
64	11363	1544.18
64	11380	1544.31
64	11394	1544.05
63	11408	1544.18
64	11424	1544.31
64	11439	1544.18
64	11461	1544.18
65	11472	1544.05
80	11494	1544.18
63	11509	1544.18
64	11532	1544.05
64	11551	1544.31
64	11571	1544.18
64	11596	1544.31
65	11615	1544.18
63	11643	1544.31
64	11663	1544.18
64	11686	1544.18
64	11712	1544.18
64	11733	1544.18
80	11773	1544.31
64	11794	1544.18
64	11819	1544.18
64	11849	1544.18
64	11882	1544.18
64	11918	1544.31
64	11943	1544.18
64	11976	1544.18
64	12007	1544.05
64	12041	1544.18
64	12085	1544.18
64	12128	1544.18
79	12157	1544.18
65	12198	1544.18
63	12238	1544.18
64	12284	1544.18
65	12325	1544.18
63	12371	1544.31
64	12414	1544.18
64	12469	1544.18
64	12522	1544.18
64	12573	1544.18
65	12625	1544.18
63	12681	1544.31
80	12741	1544.31
65	12804	1544.18
64	12864	1544.31
64	12930	1544.18
63	12996	1544.44
64	13065	1544.44
64	13143	1544.57
64	13221	1544.82
65	13302	1545.2
63	13387	1545.59
64	13477	1545.84
64	13587	1546.35
80	13613	1546.48
64	13507	1545.97
64	13411	1545.46
64	13327	1545.2
64	13238	1544.69
64	13165	1544.57
64	13087	1544.31
63	13023	1544.31
65	12957	1544.18
63	12890	1544.31
64	12821	1544.18
64	12760	1544.18
81	12705	1544.18
64	12644	1544.31
63	12589	1544.18
65	12536	1544.18
63	12482	1544.18
64	12433	1544.18
64	12385	1544.18
64	12338	1544.18
65	12295	1544.18
63	12252	1544.18
64	12215	1544.18
64	12174	1544.18
81	12135	1544.05
63	12094	1544.18
64	12063	1544.18
64	12022	1544.18
64	11987	1544.18
64	11956	1544.18
64	11920	1544.18
64	11891	1544.18
64	11861	1544.31
64	11831	1544.18
63	11805	1544.18
65	11777	1544.18
80	11744	1544.31
63	11716	1544.18
64	11697	1544.18
64	11674	1544.18
64	11649	1544.18
65	11619	1544.05
64	11600	1544.18
64	11579	1544.18
64	11562	1544.31
64	11537	1544.18
64	11518	1544.18
64	11497	1544.18
63	11481	1544.05
80	11463	1544.18
64	11448	1544.18
64	11427	1544.18
64	11412	1544.05
64	11395	1544.18
64	11385	1544.18
64	11367	1544.05
64	11350	1544.18
64	11340	1544.05
64	11325	1544.18
63	11310	1544.18
65	11301	1544.18
80	11288	1544.18
64	11273	1544.18
64	11259	1544.18
64	11251	1544.18
63	11239	1544.31
64	11228	1544.31
65	11218	1544.18
64	11205	1544.18
63	11199	1544.18
65	11185	1544.18
64	11175	1544.18
63	11167	1544.18
81	11159	1544.31
64	11148	1544.18
63	11143	1544.18
64	11130	1544.18
64	11124	1544.05
64	11116	1544.18
64	11106	1544.18
64	11095	1544.31
64	11096	1544.05
64	11086	1544.18
64	11074	1544.18
64	11072	1544.18
80	11065	1544.18
64	11058	1544.18
64	11045	1544.18
64	11042	1544.31
64	11036	1544.31
64	11030	1544.18
63	11026	1544.18
65	11033	1544.18
64	11036	1544.18
64	11031	1544.05
63	11029	1544.31
65	11033	1544.18
79	11030	1544.18
65	11029	1544.18
64	11031	1544.05
64	11030	1544.05
63	11032	1544.18
64	11033	1544.18
65	11032	1544.05
64	11028	1544.18
63	11037	1544.18
65	11034	1544.18
63	11031	1544.18
64	11030	1544.05
81	11033	1544.05
63	11029	1544.31
65	11037	1544.18
63	11031	1544.18
64	11034	1544.18
64	11033	1544.18
63	11031	1544.18
65	11033	1544.31
64	11029	1544.18
63	11033	1544.18
65	11035	1544.18
64	11032	1544.18
79	11031	1544.31
65	11026	1544.05
63	11035	1544.31
64	11028	1544.05
64	11035	1544.18
64	11032	1544.18
64	11031	1544.05
64	11030	1544.18
64	11026	1544.05
65	11035	1544.05
63	11029	1544.18
64	11032	1544.31
80	11026	1544.31
64	11032	1544.18
64	11032	1544.18
64	11028	1544.18
64	11029	1544.18
64	11030	1544.18
65	11030	1544.18
63	11031	1544.18
64	11029	1544.05
64	11033	1544.18
64	11029	1544.18
64	11036	1544.31
80	11034	1544.18
63	11031	1544.05
65	11038	1544.18
64	11027	1544.05
64	11032	1544.18
63	11031	1544.18
65	11035	1544.18
63	11032	1544.18
64	11031	1544.18
65	11025	1544.18
64	11032	1544.31
64	11032	1544.05
79	11036	1544.05
64	11036	1544.31
65	11032	1544.18
63	11031	1544.44
65	11034	1544.05
64	11031	1544.18
63	11031	1544.18
64	11031	1544.18
64	11034	1544.05
64	11035	1544.18
64	11031	1544.05
64	11032	1544.18
80	11038	1544.05
64	11032	1544.18
64	11032	1544.18
64	11030	1544.18
64	11030	1544.18
64	11033	1544.18
64	11033	1544.05
64	11029	1544.18
64	11029	1544.18
64	11033	1544.05
64	11037	1544.05
64	11032	1544.05
80	11031	1544.18
64	11031	1544.18
64	11030	1544.18
64	11032	1544.18
63	11031	1544.18
64	11032	1544.18
64	11034	1544.18
64	11038	1544.18
64	11053	1544.18
65	11059	1544.05
63	11071	1544.05
64	11074	1544.18
81	11083	1544.18
63	11083	1544.05
64	11093	1544.05
64	11105	1544.05
64	11109	1544.05
64	11119	1544.18
64	11127	1544.18
64	11134	1544.18
63	11142	1544.18
64	11156	1544.05
65	11159	1544.05
63	11176	1544.18
81	11180	1544.18
64	11191	1544.18
64	11204	1544.05
64	11212	1544.05
64	11220	1544.31
64	11231	1544.18
63	11245	1544.05
64	11255	1544.18
64	11267	1544.18
65	11277	1544.18
64	11287	1544.18
63	11299	1544.18
80	11319	1544.18
65	11330	1544.18
63	11345	1544.31
64	11356	1544.31
64	11370	1544.18
65	11385	1544.18
64	11405	1544.18
64	11417	1544.05
63	11434	1544.31
64	11451	1544.18
65	11467	1544.18
64	11490	1544.18
79	11505	1544.18
64	11521	1544.18
64	11541	1544.31
64	11559	1544.18
64	11587	1544.18
64	11604	1544.05
64	11634	1544.18
63	11660	1544.18
65	11681	1544.05
64	11705	1544.18
63	11730	1544.18
65	11757	1544.05
63	11785	1544.05
81	11813	1544.05
63	11841	1544.18
64	11873	1544.18
64	11898	1544.18
65	11938	1544.18
63	11963	1544.18
64	11996	1544.18
64	12033	1544.05
64	12068	1544.18
65	12108	1544.18
64	12144	1544.18
63	12184	1544.18
80	12224	1544.05
64	12270	1544.18
64	12307	1544.05
64	12351	1544.18
65	12398	1544.18
63	12446	1544.05
64	12501	1544.18
64	12550	1544.18
63	12600	1544.18
65	12659	1544.18
64	12720	1544.18
63	12777	1544.18
81	12839	1544.18
64	12897	1544.05
64	12970	1544.18
63	13039	1544.31
65	13111	1544.44
64	13187	1544.82
64	13267	1544.95
63	13348	1545.2
64	13435	1545.72
65	13537	1546.23
63	13614	1546.48
65	13538	1546.1
80	13436	1545.59
64	13347	1545.2
64	13264	1544.82
64	13199	1544.57
63	13115	1544.44
64	13043	1544.31
65	12981	1544.18
64	12908	1544.18
63	12848	1544.05
64	12784	1544.31
64	12721	1544.18
64	12666	1544.18
80	12605	1544.18
64	12554	1544.18
64	12507	1544.18
64	12452	1544.18
64	12401	1544.05
64	12361	1544.18
63	12312	1544.18
65	12270	1544.18
64	12225	1544.18
63	12190	1544.18
64	12151	1544.18
64	12111	1544.18
81	12068	1544.18
63	12036	1544.18
64	11997	1544.18
65	11965	1544.18
64	11930	1544.18
64	11905	1544.05
63	11872	1544.18
64	11838	1544.31
65	11811	1544.05
63	11787	1544.18
64	11752	1544.18
64	11734	1544.18
80	11705	1544.05
64	11678	1544.18
64	11654	1544.18
65	11632	1544.18
63	11608	1544.18
64	11591	1544.05
64	11558	1544.05
64	11540	1544.05
63	11520	1544.05
65	11504	1544.05
63	11482	1544.18
65	11468	1544.05
79	11453	1544.18
64	11431	1544.18
64	11419	1544.18
64	11403	1544.05
64	11387	1544.05
65	11372	1544.05
64	11351	1544.18
63	11341	1544.18
64	11327	1544.18
65	11318	1544.18
63	11304	1544.18
64	11291	1544.05
80	11278	1544.05
64	11267	1544.18
64	11255	1544.18
64	11242	1544.18
64	11234	1544.18
64	11219	1544.05
64	11210	1544.05
64	11202	1544.05
64	11196	1544.05
64	11181	1544.05
64	11174	1544.05
64	11169	1544.18
79	11157	1544.18
65	11148	1544.18
64	11139	1544.18
64	11124	1544.18
64	11125	1544.18
63	11112	1544.18
65	11100	1544.05
63	11100	1544.18
64	11088	1544.05
65	11079	1544.05
64	11068	1544.05
63	11067	1544.18
80	11056	1544.18
64	11058	1544.31
64	11043	1544.18
65	11037	1544.05
64	11034	1544.05
63	11032	1544.05
64	11029	1544.18
64	11031	1544.05
64	11030	1544.05
64	11026	1544.05
64	11030	1544.18
64	11030	1544.05
80	11034	1544.05
64	11035	1544.05
64	11031	1544.18
64	11034	1544.05
64	11030	1544.05
64	11034	1544.18
64	11033	1544.05
64	11029	1544.18
63	11035	1544.05
65	11035	1544.18
63	11032	1544.05
64	11031	1544.05
81	11028	1544.18
64	11034	1544.18
64	11036	1543.93
64	11030	1544.18
63	11029	1544.05
65	11030	1544.18
64	11032	1544.05
63	11029	1544.05
64	11035	1544.18
65	11033	1544.05
64	11026	1544.18
63	11036	1544.18
80	11031	1544.05
64	11031	1544.05
64	11033	1544.18
64	11035	1544.18
64	11031	1544.18
64	11030	1544.05
64	11029	1544.18
64	11031	1544.18
64	11031	1544.18
64	11028	1544.18
64	11037	1544.05
64	11029	1544.18
80	11030	1544.18
64	11032	1544.05
64	11028	1544.05
63	11032	1544.18
65	11028	1544.18
64	11029	1544.18
64	11026	1544.18
64	11033	1544.05
64	11034	1544.05
63	11030	1544.18
64	11031	1544.05
64	11029	1544.18
64	11025	1544.05
80	11027	1544.18
64	11028	1544.18
64	11030	1544.05
64	11025	1544.05
65	11033	1544.05
63	11029	1544.18
64	11036	1544.18
64	11035	1544.05
64	11028	1544.05
64	11035	1544.18
64	11027	1544.18
64	11031	1544.05
80	11033	1544.05
64	11029	1544.18
64	11031	1544.18
64	11032	1544.05
64	11029	1544.05
63	11030	1544.05
65	11033	1544.18
64	11031	1544.18
64	11036	1544.18
63	11033	1544.18
65	11033	1544.05
64	11031	1544.18
79	11032	1544.05
65	11032	1544.05
63	11032	1544.05
64	11030	1544.18
64	11032	1544.18
64	11031	1544.18
64	11032	1544.18
64	11027	1544.18
65	11034	1544.05
63	11031	1544.18
64	11032	1544.05
64	11028	1544.18
80	11030	1544.05
64	11028	1544.18
64	11028	1544.05
64	11030	1544.18
64	11035	1544.05
64	11039	1544.18
63	11051	1544.18
65	11063	1544.05
64	11060	1544.18
64	11076	1544.05
64	11076	1544.05
64	11085	1544.05
80	11094	1544.18
63	11107	1544.18
64	11107	1544.05
64	11117	1544.05
64	11130	1544.18
64	11123	1544.18
65	11145	1544.18
63	11154	1544.18
64	11158	1544.18
64	11173	1544.05
64	11179	1544.18
65	11189	1544.18
80	11194	1544.18
63	11209	1544.05
64	11215	1544.05
64	11224	1544.05
64	11237	1544.18
64	11251	1544.18
64	11264	1544.18
64	11271	1544.18
64	11290	1544.05
64	11300	1544.18
64	11312	1544.31
64	11321	1544.05
80	11338	1544.05
64	11354	1544.05
64	11368	1544.05
63	11380	1544.05
64	11397	1544.05
65	11417	1544.05
64	11432	1544.05
64	11445	1544.18
64	11462	1544.18
63	11481	1544.18
65	11501	1544.18
63	11519	1544.18
81	11534	1544.05
63	11554	1544.05
65	11577	1544.18
63	11604	1544.05
64	11624	1544.18
65	11650	1544.05
63	11674	1544.18
64	11694	1544.05
65	11720	1544.05
64	11752	1544.18
63	11774	1544.18
64	11798	1544.18
80	11823	1544.05
64	11856	1544.05
64	11884	1544.05
64	11923	1544.18
64	11957	1544.18
64	11986	1544.05
64	12024	1543.93
64	12056	1544.18
65	12099	1544.05
63	12131	1544.05
63	12173	1544.05
64	12208	1543.93
80	12256	1544.05
65	12293	1544.05
64	12338	1544.05
64	12386	1544.05
64	12434	1544.05
64	12483	1544.18
63	12533	1544.05
65	12583	1544.05
63	12636	1544.05
64	12699	1544.18
64	12759	1544.18
65	12818	1544.05
79	12883	1544.18
64	12951	1544.18
64	13018	1544.18
64	13082	1544.44
64	13162	1544.44
64	13240	1544.82
65	13322	1545.2
63	13412	1545.59
64	13510	1545.97
63	13588	1546.35
65	13511	1545.97
64	13423	1545.59
80	13337	1545.2
64	13245	1544.69
64	13175	1544.57
64	13094	1544.44
63	13032	1544.18
65	12965	1544.05
63	12895	1544.05
64	12831	1544.18
64	12771	1544.18
65	12707	1544.05
64	12651	1544.18
64	12595	1544.05
79	12546	1544.18
64	12491	1544.18
65	12440	1544.05
64	12393	1544.05
63	12344	1544.18
64	12302	1544.05
64	12258	1544.05
64	12219	1544.05
65	12177	1544.18
63	12138	1544.05
64	12103	1544.18
64	12062	1544.05
80	12029	1544.05
64	11988	1544.18
64	11962	1543.93
64	11922	1544.18
64	11891	1544.18
64	11859	1544.05
64	11837	1544.18
64	11810	1544.18
64	11772	1544.18
64	11745	1544.05
64	11723	1544.05
64	11700	1544.05
80	11670	1543.93
64	11652	1544.05
63	11630	1544.18
65	11604	1544.18
63	11579	1544.18
65	11567	1544.05
64	11540	1544.05
64	11520	1544.18
63	11503	1544.05
65	11484	1544.05
63	11467	1544.05
64	11444	1544.18
80	11430	1544.05
64	11415	1544.05
64	11398	1544.18
64	11384	1544.05
64	11363	1544.05
64	11352	1544.18
64	11341	1544.05
64	11320	1544.05
64	11316	1544.05
64	11296	1544.05
63	11290	1544.05
64	11279	1544.05
65	11264	1544.18
80	11252	1544.05
63	11237	1544.05
65	11230	1544.05
63	11217	1544.05
65	11204	1544.18
64	11200	1544.05
64	11186	1544.18
64	11176	1544.18
63	11172	1544.05
65	11160	1544.05
64	11148	1544.05
64	11140	1544.05
79	11133	1544.18
64	11127	1544.05
64	11117	1544.05
64	11105	1544.05
64	11102	1544.05
64	11095	1544.18
64	11083	1544.05
64	11078	1544.18
64	11079	1544.05
64	11061	1544.05
64	11058	1544.05
64	11043	1544.05
80	11044	1544.18
64	11043	1544.18
63	11028	1544.05
65	11025	1544.05
64	11034	1544.05
64	11032	1544.05
64	11032	1544.18
64	11030	1544.18
64	11031	1544.18
63	11032	1544.05
64	11034	1544.05
65	11025	1544.05
79	11027	1544.05
65	11025	1544.18
64	11032	1544.05
63	11034	1544.18
65	11035	1544.18
64	11033	1544.18
63	11028	1544.18
64	11030	1544.05
64	11029	1544.05
64	11031	1544.05
64	11032	1544.05
64	11028	1544.18
80	11032	1544.18
63	11033	1544.18
65	11033	1544.18
64	11032	1544.05
64	11030	1544.18
64	11030	1544.18
64	11033	1543.93
64	11032	1544.05
63	11033	1544.05
64	11029	1544.05
65	11028	1544.18
64	11030	1544.05
80	11028	1544.05
63	11032	1544.05
64	11031	1544.05
64	11027	1544.05
64	11029	1544.05
64	11034	1544.05
65	11023	1544.18
63	11033	1544.05
65	11031	1544.05
64	11027	1544.05
63	11032	1544.18
64	11027	1544.18
80	11031	1544.05
64	11037	1544.05
64	11030	1544.18
64	11029	1544.05
64	11029	1544.05
64	11029	1544.05
64	11031	1544.05
63	11029	1544.18
65	11035	1544.18
64	11033	1544.05
64	11027	1544.05
64	11027	1544.05
80	11034	1544.05
