""
"Test Method","Radhen_Load_Cntrl_Cmprsn_250N_12-7.msm"
"Sample I. D.","Sample1.mss"
"Specimen Number","10"

"TheCycle_Output ()","_Time (s)","_Load (N)","_Extension (mm)","RealTimeDepth (mm)","CycleNumber ()"

1,0.250,0.00,0.0373,0.03730,1.000
1,0.300,0.00,0.0874,0.08740,1.000
1,0.350,0.00,0.1375,0.13750,1.000
1,0.400,0.00,0.1875,0.18750,1.000
1,0.450,0.00,0.2374,0.23740,1.000
1,0.500,0.00,0.2876,0.28760,1.000
1,0.550,0.00,0.3377,0.33770,1.000
1,0.600,0.00,0.3877,0.38770,1.000
1,0.650,0.00,0.4376,0.43760,1.000
1,0.700,0.00,0.4874,0.48740,1.000
1,0.750,0.00,0.5377,0.53770,1.000
1,0.800,0.00,0.5876,0.58760,1.000
1,0.850,0.00,0.6375,0.63750,1.000
1,0.900,0.00,0.6877,0.68770,1.000
1,0.950,0.00,0.7376,0.73760,1.000
1,1.000,0.00,0.7877,0.78770,1.000
1,1.050,0.00,0.8375,0.83750,1.000
1,1.100,0.00,0.8876,0.88760,1.000
1,1.150,0.00,0.9376,0.93760,1.000
1,1.200,0.00,0.9877,0.98770,1.000
1,1.250,0.00,1.0375,1.03750,1.000
1,1.300,0.00,1.0876,1.08760,1.000
1,1.350,0.00,1.1376,1.13760,1.000
1,1.400,0.00,1.1878,1.18780,1.000
1,1.450,0.00,1.2376,1.23760,1.000
1,1.500,0.00,1.2876,1.28760,1.000
1,1.550,0.00,1.3378,1.33780,1.000
1,1.600,0.01,1.3877,1.38770,1.000
1,1.650,0.00,1.4376,1.43760,1.000
1,1.700,0.00,1.4876,1.48760,1.000
1,1.750,0.00,1.5377,1.53770,1.000
1,1.800,0.00,1.5877,1.58770,1.000
1,1.850,0.00,1.6376,1.63760,1.000
1,1.900,0.00,1.6876,1.68760,1.000
1,1.950,0.00,1.7376,1.73760,1.000
1,2.000,0.00,1.7879,1.78790,1.000
1,2.050,0.00,1.8376,1.83760,1.000
1,2.100,0.00,1.8876,1.88760,1.000
1,2.150,0.00,1.9376,1.93760,1.000
1,2.200,0.00,1.9878,1.98780,1.000
1,2.250,0.00,2.0377,2.03770,1.000
1,2.300,0.00,2.0877,2.08770,1.000
1,2.350,0.00,2.1378,2.13780,1.000
1,2.400,0.00,2.1879,2.18790,1.000
1,2.450,0.00,2.2377,2.23770,1.000
1,2.500,0.00,2.2876,2.28760,1.000
1,2.550,0.00,2.3376,2.33760,1.000
1,2.600,0.00,2.3877,2.38770,1.000
1,2.650,0.00,2.4378,2.43780,1.000
1,2.700,0.00,2.4877,2.48770,1.000
1,2.750,0.00,2.5378,2.53780,1.000
1,2.800,0.00,2.5878,2.58780,1.000
1,2.850,0.00,2.6379,2.63790,1.000
1,2.900,0.00,2.6877,2.68770,1.000
1,2.950,0.00,2.7378,2.73780,1.000
1,3.000,0.00,2.7879,2.78790,1.000
1,3.050,0.00,2.8377,2.83770,1.000
1,3.100,0.00,2.8877,2.88770,1.000
1,3.150,0.00,2.9378,2.93780,1.000
1,3.200,0.00,2.9878,2.98780,1.000
1,3.250,0.00,3.0378,3.03780,1.000
1,3.300,0.00,3.0876,3.08760,1.000
1,3.350,0.00,3.1377,3.13770,1.000
1,3.400,0.00,3.1878,3.18780,1.000
1,3.450,0.01,3.2378,3.23780,1.000
1,3.500,0.00,3.2877,3.28770,1.000
1,3.550,0.00,3.3379,3.33790,1.000
1,3.600,0.00,3.3878,3.38780,1.000
1,3.650,0.00,3.4379,3.43790,1.000
1,3.700,0.00,3.4877,3.48770,1.000
1,3.750,0.00,3.5378,3.53780,1.000
1,3.800,0.00,3.5879,3.58790,1.000
1,3.850,0.00,3.6378,3.63780,1.000
1,3.900,0.00,3.6877,3.68770,1.000
1,3.950,0.00,3.7377,3.73770,1.000
1,4.000,0.00,3.7877,3.78770,1.000
1,4.050,0.00,3.8378,3.83780,1.000
1,4.100,0.00,3.8877,3.88770,1.000
1,4.150,0.00,3.9378,3.93780,1.000
1,4.200,0.00,3.9879,3.98790,1.000
1,4.250,0.00,4.0379,4.03790,1.000
1,4.300,0.00,4.0877,4.08770,1.000
1,4.350,0.00,4.1378,4.13780,1.000
1,4.400,0.00,4.1879,4.18790,1.000
1,4.450,0.00,4.2380,4.23800,1.000
1,4.500,0.00,4.2877,4.28770,1.000
1,4.550,0.00,4.3377,4.33770,1.000
1,4.600,0.00,4.3879,4.38790,1.000
1,4.650,0.00,4.4378,4.43780,1.000
1,4.700,0.00,4.4877,4.48770,1.000
1,4.750,0.00,4.5378,4.53780,1.000
1,4.800,0.01,4.5879,4.58790,1.000
1,4.850,0.05,4.6378,4.63780,1.000
1,4.900,0.07,4.6877,4.68770,1.000
1,4.950,0.14,4.7378,4.73780,1.000
1,5.000,0.21,4.7879,4.78790,1.000
1,5.050,0.27,4.8378,4.83780,1.000
1,5.100,0.35,4.8877,4.88770,1.000
1,5.150,0.47,4.9378,4.93780,1.000
1,5.200,0.62,4.9878,4.98780,1.000
1,5.250,0.79,5.0379,5.03790,1.000
1,5.300,0.97,5.0876,5.08760,1.000
1,5.350,1.19,5.1377,5.13770,1.000
1,5.400,1.42,5.1878,5.18780,1.000
1,5.450,1.68,5.2380,5.23800,1.000
1,5.500,1.97,5.2878,5.28780,1.000
1,5.550,2.27,5.3379,5.33790,1.000
1,5.600,2.61,5.3879,5.38790,1.000
1,5.650,2.97,5.4379,5.43790,1.000
1,5.700,3.35,5.4877,5.48770,1.000
1,5.750,3.76,5.5380,5.53800,1.000
1,5.800,4.21,5.5879,5.58790,1.000
1,5.850,4.68,5.6380,5.63800,1.000
1,5.900,5.18,5.6878,5.68780,1.000
1,5.950,5.71,5.7378,5.73780,1.000
1,6.000,6.16,5.7877,5.78770,1.000
1,6.050,6.78,5.8379,5.83790,1.000
1,6.100,7.45,5.8877,5.88770,1.000
1,6.150,8.18,5.9377,5.93770,1.000
1,6.200,8.93,5.9878,5.98780,1.000
1,6.250,9.74,6.0380,6.03800,1.000
1,6.300,10.61,6.0879,6.08790,1.000
1,6.350,11.51,6.1379,6.13790,1.000
1,6.400,12.46,6.1879,6.18790,1.000
1,6.450,13.49,6.2380,6.23800,1.000
1,6.500,14.58,6.2879,6.28790,1.000
1,6.550,15.74,6.3378,6.33780,1.000
1,6.600,16.96,6.3879,6.38790,1.000
1,6.650,18.27,6.4381,6.43810,1.000
1,6.700,19.64,6.4878,6.48780,1.000
1,6.750,21.12,6.5378,6.53780,1.000
1,6.800,22.69,6.5878,6.58780,1.000
1,6.850,24.39,6.6378,6.63780,1.000
1,6.900,26.22,6.6877,6.68770,1.000
1,6.950,28.10,6.7378,6.73780,1.000
1,7.000,30.04,6.7879,6.78790,1.000
1,7.100,31.56,6.8257,6.82570,1.000
1,7.150,27.16,6.7765,6.77650,1.000
1,7.200,23.43,6.7265,6.72650,1.000
1,7.250,20.51,6.6766,6.67660,1.000
1,7.300,18.08,6.6267,6.62670,1.000
1,7.350,16.01,6.5764,6.57640,1.000
1,7.400,14.24,6.5267,6.52670,1.000
1,7.450,12.67,6.4766,6.47660,1.000
1,7.500,11.32,6.4267,6.42670,1.000
1,7.550,10.11,6.3766,6.37660,1.000
1,7.600,9.02,6.3265,6.32650,1.000
1,7.650,8.07,6.2767,6.27670,1.000
1,7.700,7.25,6.2267,6.22670,1.000
1,7.750,6.52,6.1765,6.17650,1.000
1,7.800,5.86,6.1266,6.12660,1.000
1,7.850,5.26,6.0767,6.07670,1.000
1,7.900,4.71,6.0267,6.02670,1.000
1,7.950,4.22,5.9765,5.97650,1.000
1,8.000,3.79,5.9265,5.92650,1.000
1,8.050,3.41,5.8766,5.87660,1.000
1,8.100,3.07,5.8266,5.82660,1.000
1,8.150,2.77,5.7763,5.77630,1.000
1,8.200,2.49,5.7264,5.72640,1.000
1,8.250,2.23,5.6766,5.67660,1.000
1,8.300,1.96,5.6267,5.62670,1.000
1,8.350,1.71,5.5765,5.57650,1.000
1,8.400,1.49,5.5266,5.52660,1.000
1,8.450,1.28,5.4765,5.47650,1.000
1,8.500,1.10,5.4267,5.42670,1.000
1,8.550,0.92,5.3765,5.37650,1.000
1,8.600,0.78,5.3266,5.32660,1.000
1,8.650,0.64,5.2767,5.27670,1.000
1,8.700,0.52,5.2267,5.22670,1.000
1,8.750,0.42,5.1765,5.17650,1.000
1,8.800,0.33,5.1264,5.12640,1.000
1,8.850,0.25,5.0765,5.07650,1.000
1,8.900,0.18,5.0266,5.02660,1.000
1,8.950,0.13,4.9764,4.97640,1.000
1,9.000,0.10,4.9264,4.92640,1.000
1,9.050,0.06,4.8766,4.87660,1.000
1,9.100,0.02,4.8266,4.82660,1.000
1,9.150,0.01,4.7764,4.77640,1.000
1,9.200,0.00,4.7263,4.72630,1.000
1,9.250,0.00,4.6765,4.67650,1.000
1,9.300,0.00,4.6265,4.62650,1.000
1,9.350,0.00,4.5764,4.57640,1.000
1,9.400,0.00,4.5264,4.52640,1.000
1,9.450,0.00,4.4764,4.47640,1.000
1,9.500,0.00,4.4265,4.42650,1.000
1,9.550,0.00,4.3763,4.37630,1.000
1,9.600,0.00,4.3264,4.32640,1.000
1,9.650,0.00,4.2764,4.27640,1.000
1,9.700,0.00,4.2265,4.22650,1.000
1,9.750,0.00,4.1764,4.17640,1.000
1,9.800,0.00,4.1264,4.12640,1.000
1,9.850,0.00,4.0764,4.07640,1.000
1,9.900,0.00,4.0264,4.02640,1.000
1,9.950,0.00,3.9765,3.97650,1.000
1,10.000,0.00,3.9264,3.92640,1.000
1,10.050,0.00,3.8764,3.87640,1.000
1,10.100,0.00,3.8264,3.82640,1.000
1,10.150,0.00,3.7762,3.77620,1.000
1,10.200,0.00,3.7263,3.72630,1.000
1,10.250,0.00,3.6763,3.67630,1.000
1,10.300,0.01,3.6265,3.62650,1.000
1,10.350,0.00,3.5764,3.57640,1.000
1,10.400,0.00,3.5264,3.52640,1.000
1,10.450,0.00,3.4763,3.47630,1.000
1,10.500,0.00,3.4265,3.42650,1.000
1,10.550,0.00,3.3764,3.37640,1.000
1,10.600,0.00,3.3264,3.32640,1.000
1,10.650,0.00,3.2765,3.27650,1.000
1,10.700,0.00,3.2265,3.22650,1.000
1,10.750,0.00,3.1763,3.17630,1.000
1,10.800,0.00,3.1262,3.12620,1.000
1,10.850,0.00,3.0763,3.07630,1.000
1,10.900,0.00,3.0264,3.02640,1.000
1,10.950,0.00,2.9762,2.97620,1.000
1,11.000,0.00,2.9262,2.92620,1.000
1,11.050,0.00,2.8764,2.87640,1.000
1,11.100,0.00,2.8264,2.82640,1.000
1,11.150,0.01,2.7763,2.77630,1.000
1,11.200,0.00,2.7263,2.72630,1.000
1,11.250,0.00,2.6764,2.67640,1.000
1,11.300,0.00,2.6265,2.62650,1.000
1,11.350,0.00,2.5763,2.57630,1.000
1,11.400,0.00,2.5262,2.52620,1.000
1,11.450,0.00,2.4763,2.47630,1.000
1,11.500,0.00,2.4264,2.42640,1.000
1,11.550,0.00,2.3764,2.37640,1.000
1,11.600,0.00,2.3262,2.32620,1.000
1,11.650,0.00,2.2763,2.27630,1.000
1,11.700,0.00,2.2263,2.22630,1.000
1,11.750,0.00,2.1764,2.17640,1.000
1,11.800,0.00,2.1263,2.12630,1.000
1,11.850,0.00,2.0765,2.07650,1.000
1,11.900,0.00,2.0264,2.02640,1.000
1,11.950,0.00,1.9764,1.97640,1.000
1,12.000,0.00,1.9261,1.92610,1.000
1,12.050,0.00,1.8763,1.87630,1.000
1,12.100,0.00,1.8263,1.82630,1.000
1,12.150,0.00,1.7763,1.77630,1.000
1,12.200,0.00,1.7262,1.72620,1.000
1,12.250,0.00,1.6763,1.67630,1.000
1,12.300,0.00,1.6264,1.62640,1.000
1,12.350,0.00,1.5763,1.57630,1.000
1,12.400,0.00,1.5262,1.52620,1.000
1,12.450,0.00,1.4761,1.47610,1.000
1,12.500,0.00,1.4262,1.42620,1.000
1,12.550,0.00,1.3763,1.37630,1.000
1,12.600,0.00,1.3262,1.32620,1.000
1,12.650,0.00,1.2762,1.27620,1.000
1,12.700,0.00,1.2264,1.22640,1.000
1,12.750,0.00,1.1762,1.17620,1.000
1,12.800,0.00,1.1261,1.12610,1.000
1,12.850,0.00,1.0763,1.07630,1.000
1,12.900,0.00,1.0263,1.02630,1.000
1,12.950,0.00,0.9762,0.97620,1.000
1,13.000,0.00,0.9261,0.92610,1.000
1,13.050,0.00,0.8762,0.87620,1.000
1,13.100,0.00,0.8262,0.82620,1.000
1,13.150,0.00,0.7762,0.77620,1.000
1,13.200,0.00,0.7261,0.72610,1.000
1,13.250,0.00,0.6762,0.67620,1.000
1,13.300,0.00,0.6264,0.62640,1.000
1,13.350,0.00,0.5763,0.57630,1.000
1,13.400,0.00,0.5261,0.52610,1.000
1,13.450,-0.01,0.4762,0.47620,1.000
1,13.500,0.00,0.4263,0.42630,1.000
1,13.550,0.00,0.3764,0.37640,1.000
1,13.600,0.00,0.3261,0.32610,1.000
1,13.650,0.00,0.2762,0.27620,1.000
1,13.700,0.00,0.2261,0.22610,1.000
1,13.750,0.00,0.1762,0.17620,1.000
1,13.800,0.00,0.1260,0.12600,1.000
1,13.850,0.00,0.0760,0.07600,1.000
1,13.900,0.00,0.0262,0.02620,1.000
1,14.000,0.00,-0.0418,-0.04180,1.000
1,14.050,0.00,-0.0064,-0.00640,1.000
1,14.100,0.00,-0.0004,-0.00040,1.000
1,14.150,-0.01,-0.0004,-0.00040,1.000
1,14.200,0.00,-0.0004,-0.00040,1.000
1,14.250,0.00,-0.0004,-0.00040,1.000
1,14.300,0.00,-0.0004,-0.00040,1.000
1,14.350,0.00,-0.0004,-0.00040,1.000
1,14.400,0.00,-0.0004,-0.00040,1.000
1,14.450,0.00,-0.0004,-0.00040,1.000
1,14.500,0.00,-0.0004,-0.00040,1.000
1,14.550,0.00,-0.0004,-0.00040,1.000
1,14.600,0.00,-0.0004,-0.00040,1.000
1,14.650,0.00,-0.0004,-0.00040,1.000
1,14.700,0.00,-0.0004,-0.00040,1.000
1,14.750,0.00,-0.0004,-0.00040,1.000
1,14.800,0.00,-0.0004,-0.00040,1.000
1,14.850,0.00,-0.0004,-0.00040,1.000
1,14.900,0.00,-0.0004,-0.00040,1.000
1,14.950,0.00,-0.0004,-0.00040,1.000
1,15.000,0.00,-0.0004,-0.00040,1.000
1,15.050,0.00,-0.0004,-0.00040,1.000
1,15.100,0.00,-0.0004,-0.00040,1.000
1,15.150,0.00,-0.0004,-0.00040,1.000
1,15.200,0.00,-0.0004,-0.00040,1.000
1,15.250,0.00,-0.0004,-0.00040,1.000
1,15.300,-0.01,-0.0004,-0.00040,1.000
1,15.350,0.00,-0.0004,-0.00040,1.000
1,15.400,0.00,-0.0004,-0.00040,1.000
1,15.450,0.00,-0.0004,-0.00040,1.000
1,15.500,0.00,-0.0004,-0.00040,1.000
1,15.550,0.00,-0.0004,-0.00040,1.000
1,15.600,0.00,-0.0004,-0.00040,1.000
1,15.650,0.00,-0.0003,-0.00030,1.000
1,15.700,0.00,-0.0003,-0.00030,1.000
1,15.750,0.00,-0.0003,-0.00030,1.000
1,15.800,0.00,-0.0003,-0.00030,1.000
1,15.850,0.00,-0.0003,-0.00030,1.000
1,15.900,0.00,-0.0003,-0.00030,1.000
1,15.950,0.00,-0.0003,-0.00030,1.000
1,16.000,0.00,-0.0003,-0.00030,1.000
1,16.050,0.00,-0.0003,-0.00030,1.000
1,16.100,0.00,-0.0003,-0.00030,1.000
1,16.150,-0.01,-0.0003,-0.00030,1.000
1,16.200,0.00,-0.0003,-0.00030,1.000
1,16.250,0.00,-0.0003,-0.00030,1.000
1,16.300,0.00,-0.0003,-0.00030,1.000
1,16.350,0.00,-0.0003,-0.00030,1.000
