%time,field.layout.dim0.label,field.layout.dim0.size,field.layout.dim0.stride,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3,field.data4,field.data5,field.data6,field.data7,field.data8,field.data9,field.data10,field.data11,field.data12,field.data13,field.data14
1558989690401650905,sensor data,15,1,1,0.119999997318,0.140000000596,0.189999997616,0.280000001192,0.140000000596,0.297349005938,0.168108999729,0.207209005952,0.0073290001601,0.0114519996569,0.189999997616,0.170000001788,0.219999998808,0.340000003576,0.209999993443
1558989690438565969,sensor data,15,1,1,0.119999997318,0.140000000596,0.189999997616,0.289999991655,0.140000000596,0.297349005938,0.168108999729,0.207209005952,0.00659599993378,0.0101789999753,0.189999997616,0.170000001788,0.219999998808,0.340000003576,0.209999993443
1558989690475225925,sensor data,15,1,1,0.119999997318,0.129999995232,0.189999997616,0.259999990463,0.140000000596,0.314839988947,0.177998006344,0.303907006979,0.00439799996093,0.0101789999753,0.209999993443,0.159999996424,0.230000004172,0.319999992847,0.209999993443
1558989690511859893,sensor data,15,1,1,0.119999997318,0.0900000035763,0.189999997616,0.280000001192,0.0299999993294,0.244875997305,0.177998006344,0.207209005952,0.0051299999468,0.0127240000293,0.159999996424,0.129999995232,0.219999998808,0.340000003576,0.140000000596
1558989690551568984,sensor data,15,1,1,0.119999997318,0.129999995232,0.109999999404,0.289999991655,0.140000000596,0.279857993126,0.197775006294,0.276279002428,0.00439799996093,0.0114519996569,0.170000001788,0.159999996424,0.159999996424,0.340000003576,0.209999993443
1558989690588517904,sensor data,15,1,1,0.119999997318,0.140000000596,0.189999997616,0.280000001192,0.129999995232,0.227384999394,0.18788599968,0.0966980010271,0.0051299999468,0.0101789999753,0.15000000596,0.170000001788,0.219999998808,0.340000003576,0.209999993443
1558989690625061988,sensor data,15,1,1,0.119999997318,0.140000000596,0.189999997616,0.280000001192,0.0799999982119,0.279857993126,0.168108999729,0.207209005952,0.00659599993378,0.0101789999753,0.170000001788,0.170000001788,0.219999998808,0.340000003576,0.159999996424
1558989690661698102,sensor data,15,1,1,0.119999997318,0.140000000596,0.189999997616,0.289999991655,0.129999995232,0.297349005938,0.168108999729,0.15195299685,0.00586300017312,0.0127240000293,0.189999997616,0.170000001788,0.219999998808,0.340000003576,0.20000000298
1558989690705069065,sensor data,15,1,1,0.119999997318,0.140000000596,0.189999997616,0.289999991655,0.129999995232,0.297349005938,0.177998006344,0.138138994575,0.00586300017312,0.0114519996569,0.189999997616,0.170000001788,0.209999993443,0.340000003576,0.20000000298
1558989690741868019,sensor data,15,1,1,0.119999997318,0.129999995232,0.180000007153,0.289999991655,0.0799999982119,0.297349005938,0.177998006344,0.207209005952,0.0051299999468,0.0114519996569,0.189999997616,0.159999996424,0.209999993443,0.340000003576,0.170000001788
1558989690778146982,sensor data,15,1,1,0.0299999993294,0.10000000149,0.189999997616,0.280000001192,0.0900000035763,0.332331001759,0.177998006344,0.234836995602,0.0051299999468,0.0101789999753,0.140000000596,0.129999995232,0.219999998808,0.340000003576,0.170000001788
