%time,field.layout.dim0.label,field.layout.dim0.size,field.layout.dim0.stride,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3,field.data4,field.data5,field.data6,field.data7,field.data8,field.data9,field.data10,field.data11,field.data12,field.data13,field.data14
1558988718055571079,sensor data,15,1,1,0.109999999404,0.129999995232,0.20000000298,0.230000004172,0.070000000298,0.314839988947,0.189225003123,0.240997999907,0.023785000667,0.0758259966969,0.20000000298,0.159999996424,0.230000004172,0.280000001192,0.129999995232
1558988718092004060,sensor data,15,1,1,0.140000000596,0.129999995232,0.20000000298,0.230000004172,0.15000000596,0.34982201457,0.189225003123,0.225935995579,0.0245280005038,0.0810559988022,0.25,0.159999996424,0.219999998808,0.280000001192,0.180000007153
1558988718131644964,sensor data,15,1,1,0.140000000596,0.140000000596,0.189999997616,0.0599999986589,0.070000000298,0.297349005938,0.168200001121,0.225935995579,0.0245280005038,0.0797479972243,0.20000000298,0.159999996424,0.219999998808,0.15000000596,0.129999995232
1558988718168286085,sensor data,15,1,1,0.140000000596,0.129999995232,0.189999997616,0.239999994636,0.15000000596,0.314839988947,0.168200001121,0.195811003447,0.0252710003406,0.0784410014749,0.219999998808,0.159999996424,0.219999998808,0.280000001192,0.180000007153
1558988718205323934,sensor data,15,1,1,0.140000000596,0.129999995232,0.20000000298,0.239999994636,0.15000000596,0.297349005938,0.178711995482,0.225935995579,0.0260140001774,0.0771339982748,0.20000000298,0.159999996424,0.219999998808,0.280000001192,0.180000007153
1558988718241698026,sensor data,15,1,1,0.140000000596,0.129999995232,0.20000000298,0.239999994636,0.15000000596,0.314839988947,0.0630749985576,0.240997999907,0.0222980007529,0.0771339982748,0.219999998808,0.170000001788,0.219999998808,0.289999991655,0.180000007153
1558988718278633117,sensor data,15,1,1,0.119999997318,0.129999995232,0.189999997616,0.230000004172,0.15000000596,0.314839988947,0.220761999488,0.256060004234,0.023785000667,0.0758259966969,0.209999993443,0.159999996424,0.219999998808,0.280000001192,0.180000007153
1558988718322016000,sensor data,15,1,1,0.140000000596,0.129999995232,0.0599999986589,0.230000004172,0.15000000596,0.279857993126,0.168200001121,0.225935995579,0.0245280005038,0.0771339982748,0.180000007153,0.159999996424,0.109999999404,0.280000001192,0.180000007153
1558988718358599901,sensor data,15,1,1,0.0900000035763,0.129999995232,0.15000000596,0.0599999986589,0.15000000596,0.314839988947,0.168200001121,0.225935995579,0.0245280005038,0.0771339982748,0.180000007153,0.159999996424,0.180000007153,0.15000000596,0.180000007153
1558988718395085096,sensor data,15,1,1,0.140000000596,0.129999995232,0.20000000298,0.230000004172,0.070000000298,0.314839988947,0.168200001121,0.240997999907,0.023785000667,0.0784410014749,0.219999998808,0.159999996424,0.219999998808,0.280000001192,0.129999995232
1558988718431777000,sensor data,15,1,1,0.140000000596,0.129999995232,0.20000000298,0.10000000149,0.140000000596,0.314839988947,0.15768699348,0.225935995579,0.0245280005038,0.0771339982748,0.219999998808,0.159999996424,0.219999998808,0.170000001788,0.180000007153
1558988718468559980,sensor data,15,1,1,0.140000000596,0.129999995232,0.20000000298,0.230000004172,0.15000000596,0.314839988947,0.168200001121,0.240997999907,0.0252710003406,0.0784410014749,0.219999998808,0.159999996424,0.219999998808,0.280000001192,0.180000007153
1558988718508661985,sensor data,15,1,1,0.140000000596,0.129999995232,0.20000000298,0.230000004172,0.15000000596,0.279857993126,0.178711995482,0.240997999907,0.0252710003406,0.0771339982748,0.180000007153,0.159999996424,0.219999998808,0.280000001192,0.180000007153
1558988718545312881,sensor data,15,1,1,0.140000000596,0.129999995232,0.20000000298,0.230000004172,0.15000000596,0.332331001759,0.178711995482,0.240997999907,0.0245280005038,0.0771339982748,0.239999994636,0.159999996424,0.219999998808,0.280000001192,0.180000007153
