Loop Time (ms)	IR (16 bit)	Force (N)	Force (N)	Color	Speed (mm/s)	Spatial (mm)	Angle (deg)
245.000	7166.000	1608.940	1.000	0.000	1.000	4.000	0.000
3283.000	7166.000	1608.940	1.000	0.000	1.000	4.000	0.000
64.000	7169.000	1608.940	1.000	0.000	1.000	4.000	0.000
64.000	7167.000	1609.080	1.000	0.000	1.000	4.000	0.000
80.000	7165.000	1609.080	1.000	0.000	1.000	4.000	0.000
64.000	7167.000	1609.080	1.000	0.000	1.000	4.000	0.000
64.000	7166.000	1609.080	1.000	0.000	1.000	4.000	0.000
64.000	7171.000	1609.210	1.000	0.000	1.000	4.000	0.000
64.000	7164.000	1608.940	1.000	0.000	1.000	4.000	0.000
63.000	7165.000	1609.080	1.000	0.000	1.000	4.000	0.000
65.000	7165.000	1609.080	1.000	0.000	1.000	4.000	0.000
64.000	7167.000	1609.210	1.000	0.000	1.000	4.000	0.000
64.000	7171.000	1609.080	1.000	0.000	1.000	4.000	0.000
63.000	7163.000	1609.080	1.000	0.000	1.000	4.000	0.000
64.000	7163.000	1609.080	1.000	0.000	1.000	4.000	0.000
65.000	7174.000	1609.210	1.000	0.000	1.000	4.000	0.000
80.000	7165.000	1609.080	1.000	0.000	1.000	4.000	0.000
63.000	7166.000	1609.080	1.000	0.000	1.000	4.000	0.000
64.000	7164.000	1609.080	1.000	0.000	1.000	4.000	0.000
64.000	7168.000	1609.210	1.000	0.000	1.000	4.000	0.000
64.000	7161.000	1609.080	1.000	0.000	1.000	4.000	0.000
64.000	7158.000	1609.080	1.000	0.000	1.000	4.000	0.000
63.000	7165.000	1609.210	1.000	0.000	1.000	4.000	0.000
65.000	7169.000	1609.080	1.000	0.000	1.000	4.000	0.000
64.000	7163.000	1609.080	1.000	0.000	1.000	4.000	0.000
64.000	7164.000	1609.210	1.000	0.000	1.000	4.000	0.000
63.000	7162.000	1609.210	1.000	0.000	1.000	4.000	0.000
65.000	7160.000	1609.080	1.000	0.000	1.000	4.000	0.000
79.000	7168.000	1609.340	1.000	0.000	1.000	4.000	0.000
64.000	7162.000	1609.210	1.000	0.000	1.000	4.000	0.000
64.000	7159.000	1609.210	1.000	0.000	1.000	4.000	0.000
64.000	7165.000	1609.080	1.000	0.000	1.000	4.000	0.000
64.000	7163.000	1609.210	1.000	0.000	1.000	4.000	0.000
63.000	7156.000	1609.210	1.000	0.000	1.000	4.000	0.000
65.000	7160.000	1609.210	1.000	0.000	1.000	4.000	0.000
64.000	7164.000	1609.080	1.000	0.000	1.000	4.000	0.000
64.000	7163.000	1609.080	1.000	0.000	1.000	4.000	0.000
63.000	7163.000	1609.080	1.000	0.000	1.000	4.000	0.000
65.000	7163.000	1609.080	1.000	0.000	1.000	4.000	0.000
63.000	7159.000	1609.210	1.000	0.000	1.000	4.000	0.000
80.000	7166.000	1609.210	1.000	0.000	1.000	4.000	0.000
64.000	7161.000	1609.210	1.000	0.000	1.000	4.000	0.000
64.000	7155.000	1609.210	1.000	0.000	1.000	4.000	0.000
64.000	7160.000	1609.210	1.000	0.000	1.000	4.000	0.000
64.000	7162.000	1609.210	1.000	0.000	1.000	4.000	0.000
64.000	7166.000	1609.210	1.000	0.000	1.000	4.000	0.000
64.000	7165.000	1609.340	1.000	0.000	1.000	4.000	0.000
64.000	7161.000	1609.210	1.000	0.000	1.000	4.000	0.000
64.000	7159.000	1609.080	1.000	0.000	1.000	4.000	0.000
64.000	7165.000	1609.210	1.000	0.000	1.000	4.000	0.000
64.000	7164.000	1609.210	1.000	0.000	1.000	4.000	0.000
79.000	7153.000	1609.210	1.000	0.000	1.000	4.000	0.000
64.000	7162.000	1609.210	1.000	0.000	1.000	4.000	0.000
64.000	7162.000	1609.210	1.000	0.000	1.000	4.000	0.000
64.000	7162.000	1609.210	1.000	0.000	1.000	4.000	0.000
65.000	7159.000	1609.210	1.000	0.000	1.000	4.000	0.000
63.000	7158.000	1609.210	1.000	0.000	1.000	4.000	0.000
64.000	7163.000	1609.080	1.000	0.000	1.000	4.000	0.000
64.000	7161.000	1609.210	1.000	0.000	1.000	4.000	0.000
64.000	7162.000	1609.210	1.000	0.000	1.000	4.000	0.000
64.000	7162.000	1609.210	1.000	0.000	1.000	4.000	0.000
64.000	7164.000	1609.210	1.000	0.000	1.000	4.000	0.000
63.000	7162.000	1609.340	1.000	0.000	1.000	4.000	0.000
81.000	7171.000	1609.210	1.000	0.000	1.000	4.000	0.000
63.000	7160.000	1609.340	1.000	0.000	1.000	4.000	0.000
64.000	7162.000	1609.210	1.000	0.000	1.000	4.000	0.000
64.000	7158.000	1609.210	1.000	0.000	1.000	4.000	0.000
65.000	7161.000	1609.210	1.000	0.000	1.000	4.000	0.000
64.000	7163.000	1609.210	1.000	0.000	1.000	4.000	0.000
