Loop Time (ms)	IR (16 bit)	Force (N)	Force (N)	Color	Speed (mm/s)	Spatial (mm)	Angle (deg)
253.000	7131.000	1583.220	5.000	0.000	1.000	1.000	0.000
71.000	7134.000	1583.090	5.000	0.000	1.000	1.000	0.000
65.000	7133.000	1583.220	5.000	0.000	1.000	1.000	0.000
63.000	7132.000	1583.220	5.000	0.000	1.000	1.000	0.000
64.000	7134.000	1583.090	5.000	0.000	1.000	1.000	0.000
64.000	7133.000	1583.090	5.000	0.000	1.000	1.000	0.000
64.000	7129.000	1583.220	5.000	0.000	1.000	1.000	0.000
63.000	7135.000	1583.220	5.000	0.000	1.000	1.000	0.000
65.000	7134.000	1583.090	5.000	0.000	1.000	1.000	0.000
63.000	7133.000	1583.220	5.000	0.000	1.000	1.000	0.000
65.000	7134.000	1583.090	5.000	0.000	1.000	1.000	0.000
64.000	7135.000	1583.220	5.000	0.000	1.000	1.000	0.000
79.000	7131.000	1583.220	5.000	0.000	1.000	1.000	0.000
64.000	7136.000	1583.220	5.000	0.000	1.000	1.000	0.000
65.000	7131.000	1583.090	5.000	0.000	1.000	1.000	0.000
63.000	7136.000	1583.090	5.000	0.000	1.000	1.000	0.000
64.000	7138.000	1583.090	5.000	0.000	1.000	1.000	0.000
64.000	7132.000	1583.090	5.000	0.000	1.000	1.000	0.000
64.000	7135.000	1583.090	5.000	0.000	1.000	1.000	0.000
64.000	7135.000	1583.090	5.000	0.000	1.000	1.000	0.000
64.000	7139.000	1583.220	5.000	0.000	1.000	1.000	0.000
64.000	7133.000	1583.090	5.000	0.000	1.000	1.000	0.000
63.000	7130.000	1583.090	5.000	0.000	1.000	1.000	0.000
81.000	7123.000	1583.220	5.000	0.000	1.000	1.000	0.000
64.000	7139.000	1583.090	5.000	0.000	1.000	1.000	0.000
63.000	7136.000	1583.220	5.000	0.000	1.000	1.000	0.000
65.000	7131.000	1583.090	5.000	0.000	1.000	1.000	0.000
63.000	7133.000	1583.090	5.000	0.000	1.000	1.000	0.000
64.000	7129.000	1583.090	5.000	0.000	1.000	1.000	0.000
64.000	7133.000	1583.220	5.000	0.000	1.000	1.000	0.000
64.000	7131.000	1583.090	5.000	0.000	1.000	1.000	0.000
64.000	7130.000	1583.220	5.000	0.000	1.000	1.000	0.000
64.000	7134.000	1583.090	5.000	0.000	1.000	1.000	0.000
64.000	7138.000	1583.090	5.000	0.000	1.000	1.000	0.000
64.000	7130.000	1583.090	5.000	0.000	1.000	1.000	0.000
80.000	7130.000	1583.090	5.000	0.000	1.000	1.000	0.000
63.000	7130.000	1583.090	5.000	0.000	1.000	1.000	0.000
64.000	7136.000	1583.090	5.000	0.000	1.000	1.000	0.000
65.000	7133.000	1583.090	5.000	0.000	1.000	1.000	0.000
63.000	7134.000	1583.090	5.000	0.000	1.000	1.000	0.000
64.000	7132.000	1583.220	5.000	0.000	1.000	1.000	0.000
64.000	7134.000	1583.090	5.000	0.000	1.000	1.000	0.000
64.000	7138.000	1583.090	5.000	0.000	1.000	1.000	0.000
64.000	7136.000	1583.090	5.000	0.000	1.000	1.000	0.000
64.000	7136.000	1582.960	5.000	0.000	1.000	1.000	0.000
65.000	7135.000	1583.090	5.000	0.000	1.000	1.000	0.000
63.000	7129.000	1583.090	5.000	0.000	1.000	1.000	0.000
81.000	7130.000	1583.090	5.000	0.000	1.000	1.000	0.000
63.000	7127.000	1583.090	5.000	0.000	1.000	1.000	0.000
63.000	7131.000	1583.090	5.000	0.000	1.000	1.000	0.000
65.000	7132.000	1582.960	5.000	0.000	1.000	1.000	0.000
64.000	7130.000	1582.960	5.000	0.000	1.000	1.000	0.000
64.000	7125.000	1583.090	5.000	0.000	1.000	1.000	0.000
63.000	7126.000	1582.960	5.000	0.000	1.000	1.000	0.000
65.000	7134.000	1583.090	5.000	0.000	1.000	1.000	0.000
113.000	7121.000	1583.090	5.000	0.000	1.000	1.000	0.000
23.000	7135.000	1582.960	5.000	0.000	1.000	1.000	0.000
55.000	7131.000	1583.090	5.000	0.000	1.000	1.000	0.000
80.000	7128.000	1583.220	5.000	0.000	1.000	1.000	0.000
63.000	7133.000	1582.960	5.000	0.000	1.000	1.000	0.000
64.000	7136.000	1583.090	5.000	0.000	1.000	1.000	0.000
64.000	7131.000	1583.090	5.000	0.000	1.000	1.000	0.000
65.000	7126.000	1583.090	5.000	0.000	1.000	1.000	0.000
63.000	7137.000	1583.090	5.000	0.000	1.000	1.000	0.000
64.000	7135.000	1582.960	5.000	0.000	1.000	1.000	0.000
64.000	7137.000	1583.090	5.000	0.000	1.000	1.000	0.000
64.000	7131.000	1582.960	5.000	0.000	1.000	1.000	0.000
64.000	7137.000	1583.090	5.000	0.000	1.000	1.000	0.000
64.000	7136.000	1582.960	5.000	0.000	1.000	1.000	0.000
64.000	7130.000	1583.090	5.000	0.000	1.000	1.000	0.000
80.000	7137.000	1583.090	5.000	0.000	1.000	1.000	0.000
64.000	7133.000	1582.960	5.000	0.000	1.000	1.000	0.000
63.000	7132.000	1583.090	5.000	0.000	1.000	1.000	0.000
65.000	7130.000	1582.960	5.000	0.000	1.000	1.000	0.000
64.000	7126.000	1583.090	5.000	0.000	1.000	1.000	0.000
63.000	7127.000	1583.090	5.000	0.000	1.000	1.000	0.000
64.000	7130.000	1582.960	5.000	0.000	1.000	1.000	0.000
64.000	7126.000	1583.090	5.000	0.000	1.000	1.000	0.000
65.000	7129.000	1582.960	5.000	0.000	1.000	1.000	0.000
65.000	7135.000	1582.960	5.000	0.000	1.000	1.000	0.000
62.000	7128.000	1583.090	5.000	0.000	1.000	1.000	0.000
65.000	7134.000	1582.960	5.000	0.000	1.000	1.000	0.000
79.000	7127.000	1582.960	5.000	0.000	1.000	1.000	0.000
64.000	7128.000	1583.090	5.000	0.000	1.000	1.000	0.000
64.000	7129.000	1583.090	5.000	0.000	1.000	1.000	0.000
64.000	7138.000	1582.960	5.000	0.000	1.000	1.000	0.000
64.000	7132.000	1583.090	5.000	0.000	1.000	1.000	0.000
63.000	7130.000	1582.960	5.000	0.000	1.000	1.000	0.000
64.000	7128.000	1583.090	5.000	0.000	1.000	1.000	0.000
65.000	7133.000	1583.090	5.000	0.000	1.000	1.000	0.000
64.000	7133.000	1583.090	5.000	0.000	1.000	1.000	0.000
63.000	7132.000	1583.090	5.000	0.000	1.000	1.000	0.000
65.000	7129.000	1582.960	5.000	0.000	1.000	1.000	0.000
