Loop Time (ms)	IR (16 bit)	Force (N)	Force (N)	Color	Speed (mm/s)	Spatial (mm)	Angle (deg)
257.000	7278.000	1584.660	30.000	0.000	1.000	1.000	0.000
69.000	7273.000	1584.660	30.000	0.000	1.000	1.000	0.000
64.000	7268.000	1584.660	30.000	0.000	1.000	1.000	0.000
64.000	7273.000	1584.660	30.000	0.000	1.000	1.000	0.000
80.000	7277.000	1584.660	30.000	0.000	1.000	1.000	0.000
63.000	7273.000	1584.660	30.000	0.000	1.000	1.000	0.000
64.000	7274.000	1584.660	30.000	0.000	1.000	1.000	0.000
64.000	7277.000	1584.660	30.000	0.000	1.000	1.000	0.000
64.000	7278.000	1584.660	30.000	0.000	1.000	1.000	0.000
64.000	7279.000	1584.660	30.000	0.000	1.000	1.000	0.000
64.000	7272.000	1584.660	30.000	0.000	1.000	1.000	0.000
64.000	7271.000	1584.660	30.000	0.000	1.000	1.000	0.000
64.000	7271.000	1584.530	30.000	0.000	1.000	1.000	0.000
63.000	7274.000	1584.530	30.000	0.000	1.000	1.000	0.000
64.000	7272.000	1584.530	30.000	0.000	1.000	1.000	0.000
64.000	7284.000	1584.660	30.000	0.000	1.000	1.000	0.000
80.000	7270.000	1584.660	30.000	0.000	1.000	1.000	0.000
65.000	7278.000	1584.530	30.000	0.000	1.000	1.000	0.000
63.000	7275.000	1584.660	30.000	0.000	1.000	1.000	0.000
64.000	7284.000	1584.660	30.000	0.000	1.000	1.000	0.000
64.000	7276.000	1584.660	30.000	0.000	1.000	1.000	0.000
64.000	7272.000	1584.660	30.000	0.000	1.000	1.000	0.000
64.000	7275.000	1584.660	30.000	0.000	1.000	1.000	0.000
64.000	7282.000	1584.660	30.000	0.000	1.000	1.000	0.000
64.000	7274.000	1584.530	30.000	0.000	1.000	1.000	0.000
64.000	7274.000	1584.660	30.000	0.000	1.000	1.000	0.000
63.000	7273.000	1584.790	30.000	0.000	1.000	1.000	0.000
81.000	7273.000	1584.660	30.000	0.000	1.000	1.000	0.000
63.000	7280.000	1584.530	30.000	0.000	1.000	1.000	0.000
64.000	7276.000	1584.660	30.000	0.000	1.000	1.000	0.000
64.000	7272.000	1584.660	30.000	0.000	1.000	1.000	0.000
64.000	7273.000	1584.660	30.000	0.000	1.000	1.000	0.000
64.000	7274.000	1584.530	30.000	0.000	1.000	1.000	0.000
65.000	7278.000	1584.660	30.000	0.000	1.000	1.000	0.000
63.000	7274.000	1584.660	30.000	0.000	1.000	1.000	0.000
64.000	7267.000	1584.660	30.000	0.000	1.000	1.000	0.000
64.000	7274.000	1584.530	30.000	0.000	1.000	1.000	0.000
64.000	7273.000	1584.530	30.000	0.000	1.000	1.000	0.000
64.000	7275.000	1584.530	30.000	0.000	1.000	1.000	0.000
80.000	7273.000	1584.660	30.000	0.000	1.000	1.000	0.000
63.000	7277.000	1584.530	30.000	0.000	1.000	1.000	0.000
65.000	7275.000	1584.660	30.000	0.000	1.000	1.000	0.000
