Loop Time (ms)	IR (16 bit)	Force (N)	Force (N)	Color	Speed (mm/s)	Spatial (mm)	Angle (deg)
254.000	7273.000	1623.380	50.000	0.000	1.000	4.000	0.000
56.000	7268.000	1623.380	50.000	0.000	1.000	4.000	0.000
64.000	7264.000	1623.380	50.000	0.000	1.000	4.000	0.000
64.000	7251.000	1623.510	50.000	0.000	1.000	4.000	0.000
64.000	7256.000	1623.380	50.000	0.000	1.000	4.000	0.000
64.000	7246.000	1623.380	50.000	0.000	1.000	4.000	0.000
64.000	7238.000	1623.380	50.000	0.000	1.000	4.000	0.000
63.000	7241.000	1623.510	50.000	0.000	1.000	4.000	0.000
81.000	7231.000	1623.380	50.000	0.000	1.000	4.000	0.000
63.000	7227.000	1623.510	50.000	0.000	1.000	4.000	0.000
64.000	7226.000	1623.510	50.000	0.000	1.000	4.000	0.000
65.000	7214.000	1623.380	50.000	0.000	1.000	4.000	0.000
63.000	7211.000	1623.380	50.000	0.000	1.000	4.000	0.000
64.000	7214.000	1623.380	50.000	0.000	1.000	4.000	0.000
64.000	7205.000	1623.380	50.000	0.000	1.000	4.000	0.000
64.000	7199.000	1623.380	50.000	0.000	1.000	4.000	0.000
64.000	7196.000	1623.380	50.000	0.000	1.000	4.000	0.000
64.000	7193.000	1623.380	50.000	0.000	1.000	4.000	0.000
64.000	7193.000	1623.380	50.000	0.000	1.000	4.000	0.000
79.000	7185.000	1623.380	50.000	0.000	1.000	4.000	0.000
65.000	7181.000	1623.380	50.000	0.000	1.000	4.000	0.000
64.000	7178.000	1623.250	50.000	0.000	1.000	4.000	0.000
64.000	7176.000	1623.250	50.000	0.000	1.000	4.000	0.000
63.000	7163.000	1623.380	50.000	0.000	1.000	4.000	0.000
64.000	7160.000	1623.380	50.000	0.000	1.000	4.000	0.000
64.000	7162.000	1623.510	50.000	0.000	1.000	4.000	0.000
64.000	7158.000	1623.250	50.000	0.000	1.000	4.000	0.000
64.000	7141.000	1623.380	50.000	0.000	1.000	4.000	0.000
64.000	7152.000	1623.380	50.000	0.000	1.000	4.000	0.000
64.000	7143.000	1623.380	50.000	0.000	1.000	4.000	0.000
64.000	7144.000	1623.380	50.000	0.000	1.000	4.000	0.000
79.000	7137.000	1623.380	50.000	0.000	1.000	4.000	0.000
65.000	7136.000	1623.510	50.000	0.000	1.000	4.000	0.000
64.000	7137.000	1623.380	50.000	0.000	1.000	4.000	0.000
63.000	7130.000	1623.380	50.000	0.000	1.000	4.000	0.000
64.000	7129.000	1623.380	50.000	0.000	1.000	4.000	0.000
64.000	7124.000	1623.380	50.000	0.000	1.000	4.000	0.000
64.000	7123.000	1623.380	50.000	0.000	1.000	4.000	0.000
64.000	7121.000	1623.380	50.000	0.000	1.000	4.000	0.000
64.000	7115.000	1623.380	50.000	0.000	1.000	4.000	0.000
64.000	7120.000	1623.380	50.000	0.000	1.000	4.000	0.000
64.000	7113.000	1623.250	50.000	0.000	1.000	4.000	0.000
64.000	7109.000	1623.250	50.000	0.000	1.000	4.000	0.000
80.000	7110.000	1623.380	50.000	0.000	1.000	4.000	0.000
63.000	7102.000	1623.380	50.000	0.000	1.000	4.000	0.000
65.000	7100.000	1623.380	50.000	0.000	1.000	4.000	0.000
64.000	7105.000	1623.250	50.000	0.000	1.000	4.000	0.000
64.000	7106.000	1623.250	50.000	0.000	1.000	4.000	0.000
63.000	7103.000	1623.380	50.000	0.000	1.000	4.000	0.000
64.000	7098.000	1623.380	50.000	0.000	1.000	4.000	0.000
64.000	7092.000	1623.250	50.000	0.000	1.000	4.000	0.000
64.000	7087.000	1623.380	50.000	0.000	1.000	4.000	0.000
64.000	7094.000	1623.380	50.000	0.000	1.000	4.000	0.000
64.000	7083.000	1623.250	50.000	0.000	1.000	4.000	0.000
80.000	7083.000	1623.250	50.000	0.000	1.000	4.000	0.000
64.000	7092.000	1623.250	50.000	0.000	1.000	4.000	0.000
64.000	7082.000	1623.380	50.000	0.000	1.000	4.000	0.000
63.000	7084.000	1623.250	50.000	0.000	1.000	4.000	0.000
64.000	7078.000	1623.250	50.000	0.000	1.000	4.000	0.000
64.000	7081.000	1623.250	50.000	0.000	1.000	4.000	0.000
65.000	7075.000	1623.380	50.000	0.000	1.000	4.000	0.000
63.000	7083.000	1623.250	50.000	0.000	1.000	4.000	0.000
64.000	7075.000	1623.250	50.000	0.000	1.000	4.000	0.000
64.000	7072.000	1623.250	50.000	0.000	1.000	4.000	0.000
64.000	7073.000	1623.120	50.000	0.000	1.000	4.000	0.000
64.000	7079.000	1623.120	50.000	0.000	1.000	4.000	0.000
80.000	7070.000	1623.250	50.000	0.000	1.000	4.000	0.000
63.000	7076.000	1623.250	50.000	0.000	1.000	4.000	0.000
64.000	7074.000	1623.380	50.000	0.000	1.000	4.000	0.000
64.000	7072.000	1623.250	50.000	0.000	1.000	4.000	0.000
64.000	7073.000	1623.250	50.000	0.000	1.000	4.000	0.000
64.000	7071.000	1623.250	50.000	0.000	1.000	4.000	0.000
65.000	7073.000	1623.250	50.000	0.000	1.000	4.000	0.000
63.000	7066.000	1623.120	50.000	0.000	1.000	4.000	0.000
64.000	7064.000	1623.120	50.000	0.000	1.000	4.000	0.000
64.000	7073.000	1623.250	50.000	0.000	1.000	4.000	0.000
64.000	7072.000	1623.250	50.000	0.000	1.000	4.000	0.000
64.000	7067.000	1623.250	50.000	0.000	1.000	4.000	0.000
80.000	7074.000	1623.250	50.000	0.000	1.000	4.000	0.000
64.000	7070.000	1623.250	50.000	0.000	1.000	4.000	0.000
63.000	7074.000	1623.120	50.000	0.000	1.000	4.000	0.000
64.000	7071.000	1623.250	50.000	0.000	1.000	4.000	0.000
64.000	7073.000	1623.250	50.000	0.000	1.000	4.000	0.000
65.000	7073.000	1623.120	50.000	0.000	1.000	4.000	0.000
63.000	7069.000	1623.120	50.000	0.000	1.000	4.000	0.000
64.000	7066.000	1623.120	50.000	0.000	1.000	4.000	0.000
64.000	7068.000	1623.250	50.000	0.000	1.000	4.000	0.000
65.000	7075.000	1623.120	50.000	0.000	1.000	4.000	0.000
63.000	7068.000	1623.120	50.000	0.000	1.000	4.000	0.000
80.000	7068.000	1623.120	50.000	0.000	1.000	4.000	0.000
64.000	7065.000	1623.120	50.000	0.000	1.000	4.000	0.000
64.000	7068.000	1623.120	50.000	0.000	1.000	4.000	0.000
64.000	7069.000	1623.120	50.000	0.000	1.000	4.000	0.000
63.000	7068.000	1623.120	50.000	0.000	1.000	4.000	0.000
65.000	7071.000	1622.990	50.000	0.000	1.000	4.000	0.000
64.000	7065.000	1623.120	50.000	0.000	1.000	4.000	0.000
