Loop Time (ms)	IR (16 bit)	Force (N)	Force (N)	Color	Speed (mm/s)	Spatial (mm)	Angle (deg)
275.000	13161.000	1567.040	5.000	4.000	1.000	0.000	0.000
3283.000	13162.000	1567.170	5.000	4.000	1.000	0.000	0.000
67.000	13159.000	1567.040	5.000	4.000	1.000	0.000	0.000
62.000	13159.000	1567.040	5.000	4.000	1.000	0.000	0.000
79.000	13163.000	1567.040	5.000	4.000	1.000	0.000	0.000
64.000	13160.000	1567.170	5.000	4.000	1.000	0.000	0.000
64.000	13164.000	1567.300	5.000	4.000	1.000	0.000	0.000
65.000	13163.000	1567.170	5.000	4.000	1.000	0.000	0.000
63.000	13163.000	1567.170	5.000	4.000	1.000	0.000	0.000
64.000	13163.000	1567.040	5.000	4.000	1.000	0.000	0.000
64.000	13154.000	1567.170	5.000	4.000	1.000	0.000	0.000
64.000	13159.000	1567.170	5.000	4.000	1.000	0.000	0.000
64.000	13160.000	1567.170	5.000	4.000	1.000	0.000	0.000
64.000	13160.000	1567.170	5.000	4.000	1.000	0.000	0.000
64.000	13157.000	1567.170	5.000	4.000	1.000	0.000	0.000
63.000	13164.000	1567.170	5.000	4.000	1.000	0.000	0.000
80.000	13158.000	1567.170	5.000	4.000	1.000	0.000	0.000
64.000	13156.000	1567.170	5.000	4.000	1.000	0.000	0.000
64.000	13161.000	1567.170	5.000	4.000	1.000	0.000	0.000
64.000	13157.000	1567.170	5.000	4.000	1.000	0.000	0.000
65.000	13162.000	1567.170	5.000	4.000	1.000	0.000	0.000
63.000	13158.000	1567.170	5.000	4.000	1.000	0.000	0.000
64.000	13159.000	1567.040	5.000	4.000	1.000	0.000	0.000
64.000	13157.000	1567.170	5.000	4.000	1.000	0.000	0.000
64.000	13159.000	1567.170	5.000	4.000	1.000	0.000	0.000
64.000	13162.000	1567.170	5.000	4.000	1.000	0.000	0.000
64.000	13159.000	1567.170	5.000	4.000	1.000	0.000	0.000
64.000	13161.000	1567.170	5.000	4.000	1.000	0.000	0.000
79.000	13155.000	1567.170	5.000	4.000	1.000	0.000	0.000
65.000	13157.000	1567.300	5.000	4.000	1.000	0.000	0.000
63.000	13163.000	1567.170	5.000	4.000	1.000	0.000	0.000
64.000	13155.000	1567.040	5.000	4.000	1.000	0.000	0.000
64.000	13156.000	1567.040	5.000	4.000	1.000	0.000	0.000
64.000	13162.000	1567.170	5.000	4.000	1.000	0.000	0.000
65.000	13155.000	1567.040	5.000	4.000	1.000	0.000	0.000
63.000	13158.000	1567.300	5.000	4.000	1.000	0.000	0.000
64.000	13160.000	1567.170	5.000	4.000	1.000	0.000	0.000
64.000	13157.000	1567.170	5.000	4.000	1.000	0.000	0.000
64.000	13155.000	1567.040	5.000	4.000	1.000	0.000	0.000
80.000	13158.000	1567.170	5.000	4.000	1.000	0.000	0.000
64.000	13158.000	1567.170	5.000	4.000	1.000	0.000	0.000
63.000	13157.000	1567.170	5.000	4.000	1.000	0.000	0.000
64.000	13157.000	1567.170	5.000	4.000	1.000	0.000	0.000
64.000	13155.000	1567.170	5.000	4.000	1.000	0.000	0.000
