Loop Time (ms)	IR (16 bit)	Force (N)	Force (N)	Color	Speed (mm/s)	Spatial (mm)	Angle (deg)
275.000	14308.000	1543.670	1.000	2.000	1.000	0.000	0.000
3283.000	14410.000	1543.410	1.000	2.000	1.000	0.000	0.000
64.000	14516.000	1543.540	1.000	2.000	1.000	0.000	0.000
63.000	14625.000	1543.540	1.000	2.000	1.000	0.000	0.000
81.000	14733.000	1543.670	1.000	2.000	1.000	0.000	0.000
64.000	14846.000	1543.540	1.000	2.000	1.000	0.000	0.000
64.000	14960.000	1543.540	1.000	2.000	1.000	0.000	0.000
64.000	15078.000	1543.540	1.000	2.000	1.000	0.000	0.000
64.000	15208.000	1543.540	1.000	2.000	1.000	0.000	0.000
63.000	15336.000	1543.540	1.000	2.000	1.000	0.000	0.000
64.000	15470.000	1543.670	1.000	2.000	1.000	0.000	0.000
64.000	15607.000	1543.540	1.000	2.000	1.000	0.000	0.000
64.000	15750.000	1543.540	1.000	2.000	1.000	0.000	0.000
65.000	15898.000	1543.670	1.000	2.000	1.000	0.000	0.000
63.000	16057.000	1543.670	1.000	2.000	1.000	0.000	0.000
64.000	16212.000	1543.540	1.000	2.000	1.000	0.000	0.000
80.000	16375.000	1543.540	1.000	2.000	1.000	0.000	0.000
64.000	16542.000	1543.540	1.000	2.000	1.000	0.000	0.000
63.000	16720.000	1543.670	1.000	2.000	1.000	0.000	0.000
65.000	16908.000	1543.540	1.000	2.000	1.000	0.000	0.000
63.000	17113.000	1543.540	1.000	2.000	1.000	0.000	0.000
64.000	17328.000	1543.540	1.000	2.000	1.000	0.000	0.000
64.000	17544.000	1543.800	1.000	2.000	1.000	0.000	0.000
64.000	17772.000	1543.800	1.000	2.000	1.000	0.000	0.000
64.000	17989.000	1543.930	1.000	2.000	1.000	0.000	0.000
64.000	18220.000	1544.310	1.000	2.000	1.000	0.000	0.000
64.000	18442.000	1544.440	1.000	2.000	1.000	0.000	0.000
64.000	18662.000	1545.080	1.000	2.000	1.000	0.000	0.000
80.000	18896.000	1545.330	1.000	2.000	1.000	0.000	0.000
64.000	19126.000	1545.590	1.000	2.000	1.000	0.000	0.000
64.000	19287.000	1545.840	1.000	2.000	1.000	0.000	0.000
64.000	19136.000	1545.460	1.000	2.000	1.000	0.000	0.000
64.000	18907.000	1545.080	1.000	2.000	1.000	0.000	0.000
63.000	18672.000	1544.950	1.000	2.000	1.000	0.000	0.000
65.000	18450.000	1544.570	1.000	2.000	1.000	0.000	0.000
63.000	18222.000	1544.310	1.000	2.000	1.000	0.000	0.000
64.000	17990.000	1544.180	1.000	2.000	1.000	0.000	0.000
64.000	17765.000	1543.930	1.000	2.000	1.000	0.000	0.000
64.000	17544.000	1543.930	1.000	2.000	1.000	0.000	0.000
80.000	17324.000	1543.930	1.000	2.000	1.000	0.000	0.000
64.000	17111.000	1543.670	1.000	2.000	1.000	0.000	0.000
64.000	16921.000	1543.670	1.000	2.000	1.000	0.000	0.000
64.000	16739.000	1543.670	1.000	2.000	1.000	0.000	0.000
