""
"Test Method","Radhen_Load_Cntrl_Cmprsn_250N_12-7.msm"
"Sample I. D.","Sample1.mss"
"Specimen Number","44"

"TheCycle_Output ()","_Time (s)","_Load (N)","_Extension (mm)","RealTimeDepth (mm)","CycleNumber ()"

1,0.267,0.00,0.0590,0.05897,1.000
1,0.333,0.00,0.1256,0.12560,1.000
1,0.400,0.00,0.1925,0.19250,1.000
1,0.467,0.00,0.2590,0.25903,1.000
1,0.533,0.00,0.3258,0.32580,1.000
1,0.600,0.00,0.3926,0.39260,1.000
1,0.667,0.00,0.4591,0.45913,1.000
1,0.733,0.00,0.5258,0.52583,1.000
1,0.800,0.00,0.5925,0.59250,1.000
1,0.867,0.00,0.6592,0.65920,1.000
1,0.933,0.00,0.7259,0.72587,1.000
1,1.000,0.00,0.7926,0.79260,1.000
1,1.067,0.00,0.8592,0.85920,1.000
1,1.133,-0.01,0.9259,0.92587,1.000
1,1.200,0.00,0.9925,0.99250,1.000
1,1.267,0.00,1.0591,1.05913,1.000
1,1.333,-0.01,1.1260,1.12597,1.000
1,1.400,0.00,1.1927,1.19270,1.000
1,1.467,0.00,1.2593,1.25933,1.000
1,1.533,0.00,1.3260,1.32597,1.000
1,1.600,0.00,1.3926,1.39260,1.000
1,1.667,0.00,1.4591,1.45913,1.000
1,1.733,0.00,1.5259,1.52590,1.000
1,1.800,0.00,1.5926,1.59260,1.000
1,1.867,0.00,1.6592,1.65923,1.000
1,1.933,0.00,1.7259,1.72593,1.000
1,2.000,0.00,1.7926,1.79260,1.000
1,2.067,0.00,1.8592,1.85917,1.000
1,2.133,0.00,1.9259,1.92590,1.000
1,2.200,0.00,1.9928,1.99280,1.000
1,2.267,0.00,2.0593,2.05930,1.000
1,2.333,0.00,2.1260,2.12600,1.000
1,2.400,0.00,2.1927,2.19270,1.000
1,2.467,0.00,2.2593,2.25930,1.000
1,2.533,0.00,2.3260,2.32597,1.000
1,2.600,0.00,2.3927,2.39270,1.000
1,2.667,0.00,2.4593,2.45927,1.000
1,2.733,0.00,2.5260,2.52603,1.000
1,2.800,0.00,2.5926,2.59260,1.000
1,2.867,0.00,2.6592,2.65923,1.000
1,2.933,0.00,2.7260,2.72603,1.000
1,3.000,0.00,2.7928,2.79280,1.000
1,3.067,0.00,2.8593,2.85933,1.000
1,3.133,0.00,2.9260,2.92603,1.000
1,3.200,0.00,2.9928,2.99280,1.000
1,3.267,0.00,3.0593,3.05930,1.000
1,3.333,0.00,3.1261,3.12613,1.000
1,3.400,0.00,3.1928,3.19280,1.000
1,3.467,0.00,3.2593,3.25930,1.000
1,3.533,0.00,3.3261,3.32613,1.000
1,3.600,0.00,3.3927,3.39270,1.000
1,3.667,0.00,3.4594,3.45937,1.000
1,3.733,0.00,3.5260,3.52600,1.000
1,3.800,0.00,3.5927,3.59270,1.000
1,3.867,0.00,3.6594,3.65943,1.000
1,3.933,0.00,3.7263,3.72627,1.000
1,4.000,0.00,3.7928,3.79280,1.000
1,4.067,0.00,3.8592,3.85920,1.000
1,4.133,0.00,3.9261,3.92607,1.000
1,4.200,0.00,3.9927,3.99270,1.000
1,4.267,0.00,4.0593,4.05930,1.000
1,4.333,0.00,4.1261,4.12610,1.000
1,4.400,0.00,4.1928,4.19280,1.000
1,4.467,0.00,4.2594,4.25940,1.000
1,4.533,0.01,4.3261,4.32613,1.000
1,4.600,0.02,4.3927,4.39270,1.000
1,4.667,0.03,4.4594,4.45937,1.000
1,4.733,0.06,4.5262,4.52620,1.000
1,4.800,0.11,4.5929,4.59290,1.000
1,4.867,0.17,4.6594,4.65940,1.000
1,4.933,0.26,4.7261,4.72613,1.000
1,5.000,0.37,4.7928,4.79280,1.000
1,5.067,0.50,4.8594,4.85940,1.000
1,5.133,0.67,4.9263,4.92630,1.000
1,5.200,0.87,4.9929,4.99290,1.000
1,5.267,1.09,5.0595,5.05950,1.000
1,5.333,1.35,5.1263,5.12627,1.000
1,5.400,1.63,5.1929,5.19290,1.000
1,5.467,1.94,5.2595,5.25950,1.000
1,5.533,2.29,5.3262,5.32617,1.000
1,5.600,2.66,5.3928,5.39280,1.000
1,5.667,3.07,5.4594,5.45937,1.000
1,5.733,3.51,5.5262,5.52623,1.000
1,5.800,3.99,5.5930,5.59300,1.000
1,5.867,4.51,5.6596,5.65957,1.000
1,5.933,5.06,5.7263,5.72630,1.000
1,6.000,5.65,5.7927,5.79270,1.000
1,6.067,6.28,5.8593,5.85933,1.000
1,6.133,6.95,5.9261,5.92613,1.000
1,6.200,7.65,5.9928,5.99280,1.000
1,6.267,8.41,6.0594,6.05937,1.000
1,6.333,9.21,6.1262,6.12620,1.000
1,6.400,10.06,6.1927,6.19270,1.000
1,6.467,10.97,6.2594,6.25943,1.000
1,6.533,11.93,6.3262,6.32623,1.000
1,6.600,12.96,6.3928,6.39280,1.000
1,6.667,14.04,6.4595,6.45947,1.000
1,6.733,15.18,6.5263,6.52627,1.000
1,6.800,16.42,6.5928,6.59280,1.000
1,6.867,17.72,6.6595,6.65947,1.000
1,6.933,19.08,6.7262,6.72617,1.000
1,7.000,20.53,6.7928,6.79280,1.000
1,7.067,22.07,6.8595,6.85950,1.000
1,7.133,23.69,6.9264,6.92637,1.000
1,7.200,25.40,6.9929,6.99290,1.000
1,7.267,27.22,7.0595,7.05950,1.000
1,7.333,29.13,7.1262,7.12617,1.000
1,7.400,31.15,7.1927,7.19270,1.000
1,7.467,33.30,7.2594,7.25943,1.000
1,7.533,35.56,7.3262,7.32623,1.000
1,7.600,37.96,7.3927,7.39270,1.000
1,7.667,40.50,7.4595,7.45947,1.000
1,7.733,43.22,7.5262,7.52623,1.000
1,7.800,46.16,7.5928,7.59280,1.000
1,7.867,49.29,7.6594,7.65943,1.000
1,7.933,52.63,7.7263,7.72627,1.000
1,8.000,56.26,7.7928,7.79280,1.000
1,8.067,60.13,7.8596,7.85957,1.000
1,8.133,64.33,7.9263,7.92630,1.000
1,8.200,68.91,7.9927,7.99270,1.000
1,8.267,73.94,8.0594,8.05940,1.000
1,8.333,79.46,8.1263,8.12627,1.000
1,8.400,85.59,8.1929,8.19290,1.000
1,8.467,92.62,8.2595,8.25950,1.000
1,8.533,100.43,8.3261,8.32610,1.000
1,8.600,109.44,8.3928,8.39280,1.000
1,8.667,119.66,8.4594,8.45943,1.000
1,8.733,131.07,8.5263,8.52627,1.000
1,8.800,143.89,8.5927,8.59270,1.000


