""
"Test Method","Radhen_Load_Cntrl_Cmprsn_250N_12-7.msm"
"Sample I. D.","Sample1.mss"
"Specimen Number","24"

"TheCycle_Output ()","_Time (s)","_Load (N)","_Extension (mm)","RealTimeDepth (mm)","CycleNumber ()"

1,0.267,0.01,0.0827,0.08270,1.000
1,0.333,0.02,0.2744,0.27443,1.000
1,0.400,0.01,0.5396,0.53960,1.000
1,0.467,0.02,0.8062,0.80623,1.000
1,0.533,0.01,1.0730,1.07300,1.000
1,0.600,0.02,1.3398,1.33980,1.000
1,0.667,0.02,1.6062,1.60620,1.000
1,0.733,0.01,1.8729,1.87290,1.000
1,0.800,0.02,2.1397,2.13970,1.000
1,0.867,0.02,2.4063,2.40630,1.000
1,0.933,0.02,2.6728,2.67283,1.000
1,1.000,0.02,2.9395,2.93950,1.000
1,1.067,0.02,3.2064,3.20637,1.000
1,1.133,0.01,3.4729,3.47293,1.000
1,1.200,0.02,3.7398,3.73980,1.000
1,1.267,0.02,4.0062,4.00620,1.000
1,1.333,0.03,4.2730,4.27300,1.000
1,1.400,0.06,4.5398,4.53980,1.000
1,1.467,0.38,4.8063,4.80627,1.000
1,1.533,1.12,5.0731,5.07310,1.000
1,1.600,2.36,5.3396,5.33960,1.000
1,1.667,4.12,5.6065,5.60647,1.000
1,1.733,6.50,5.8729,5.87290,1.000
1,1.800,9.59,6.1396,6.13960,1.000
1,1.867,13.57,6.4064,6.40637,1.000
1,1.933,18.64,6.6730,6.67297,1.000
1,2.067,30.74,7.1127,7.11273,1.000
1,2.133,32.74,7.1795,7.17950,1.000
1,2.200,30.21,7.1359,7.13590,1.000
1,2.267,23.75,6.9803,6.98027,1.000
1,2.333,15.91,6.7272,6.72723,1.000
1,2.400,10.28,6.4607,6.46070,1.000
1,2.467,6.60,6.1939,6.19393,1.000
1,2.533,4.20,5.9273,5.92730,1.000
1,2.600,2.57,5.6607,5.66070,1.000
1,2.667,1.41,5.3938,5.39383,1.000
1,2.733,0.65,5.1273,5.12733,1.000
1,2.800,0.18,4.8607,4.86070,1.000
1,2.867,0.02,4.5940,4.59400,1.000
1,2.933,0.02,4.3273,4.32727,1.000
1,3.000,0.02,4.0605,4.06050,1.000
1,3.067,0.02,3.7939,3.79393,1.000
1,3.133,0.02,3.5272,3.52720,1.000
1,3.200,0.01,3.2606,3.26060,1.000
1,3.267,0.02,2.9939,2.99393,1.000
1,3.333,0.02,2.7273,2.72730,1.000
1,3.400,0.01,2.4606,2.46060,1.000
1,3.467,0.01,2.1938,2.19383,1.000
1,3.533,0.01,1.9273,1.92727,1.000
1,3.600,0.02,1.6606,1.66060,1.000
1,3.667,0.01,1.3938,1.39380,1.000
1,3.733,0.02,1.1273,1.12730,1.000
1,3.800,0.02,0.8606,0.86060,1.000
1,3.867,0.02,0.5938,0.59383,1.000
1,3.933,0.02,0.3271,0.32710,1.000
1,4.000,0.01,0.0603,0.06030,1.000
1,4.133,0.02,-0.3643,-0.36433,1.000
1,4.200,0.02,-0.4203,-0.42030,1.000
1,4.267,0.02,-0.3650,-0.36497,1.000
1,4.333,0.03,-0.1987,-0.19870,1.000
1,4.400,0.03,-0.0425,-0.04250,1.000
1,4.467,0.02,0.0019,0.00187,1.000
1,4.533,0.02,-0.0001,-0.00010,1.000
1,4.600,0.00,-0.0001,-0.00010,1.000
1,4.667,0.01,-0.0001,-0.00010,1.000
1,4.733,0.02,-0.0001,-0.00010,1.000
1,4.800,0.03,-0.0001,-0.00010,1.000
1,4.867,0.02,-0.0001,-0.00010,1.000
1,4.933,0.01,-0.0001,-0.00010,1.000
1,5.000,0.02,-0.0001,-0.00010,1.000
1,5.067,0.01,-0.0001,-0.00010,1.000
1,5.133,0.02,-0.0001,-0.00010,1.000
1,5.200,0.02,-0.0001,-0.00010,1.000
1,5.267,0.02,-0.0001,-0.00010,1.000
1,5.333,0.02,-0.0001,-0.00010,1.000
1,5.400,0.01,-0.0001,-0.00010,1.000
1,5.467,0.02,-0.0001,-0.00010,1.000
1,5.533,0.02,-0.0001,-0.00010,1.000
1,5.600,0.02,-0.0001,-0.00010,1.000
1,5.667,0.01,-0.0001,-0.00010,1.000
1,5.733,0.01,-0.0001,-0.00010,1.000
1,5.800,0.03,-0.0001,-0.00010,1.000
1,5.867,0.01,-0.0001,-0.00010,1.000
1,5.933,0.01,-0.0001,-0.00010,1.000
1,6.000,0.02,-0.0001,-0.00010,1.000
1,6.067,0.02,-0.0001,-0.00010,1.000
1,6.133,0.01,-0.0001,-0.00010,1.000
1,6.200,0.02,-0.0001,-0.00010,1.000
1,6.267,0.02,-0.0001,-0.00010,1.000
1,6.333,0.01,-0.0001,-0.00010,1.000
1,6.400,0.02,-0.0001,-0.00010,1.000
1,6.467,0.02,-0.0001,-0.00010,1.000
1,6.533,0.00,-0.0001,-0.00010,1.000
1,6.600,0.02,-0.0001,-0.00010,1.000
1,6.667,0.02,-0.0001,-0.00010,1.000
1,6.733,0.02,-0.0001,-0.00010,1.000
1,6.800,0.02,-0.0001,-0.00010,1.000
1,6.867,0.02,-0.0001,-0.00010,1.000
1,6.933,0.01,-0.0001,-0.00010,1.000
1,7.000,0.02,-0.0001,-0.00010,1.000
1,7.067,0.02,-0.0001,-0.00010,1.000
1,7.200,0.01,-0.0001,-0.00010,1.000
2,7.467,0.00,0.1286,0.12860,2.000
2,7.533,0.00,0.3528,0.35283,2.000
2,7.600,0.00,0.6195,0.61950,2.000
2,7.667,0.00,0.8863,0.88630,2.000
2,7.733,0.00,1.1531,1.15310,2.000
2,7.800,0.01,1.4196,1.41960,2.000
2,7.867,0.00,1.6862,1.68623,2.000
2,7.933,0.00,1.9529,1.95293,2.000
2,8.000,0.01,2.2197,2.21970,2.000
2,8.067,0.00,2.4863,2.48630,2.000
2,8.133,0.00,2.7530,2.75297,2.000
2,8.200,0.00,3.0196,3.01960,2.000
2,8.267,0.00,3.2863,3.28630,2.000
2,8.333,0.00,3.5529,3.55293,2.000
2,8.400,0.00,3.8196,3.81960,2.000
2,8.467,0.01,4.0863,4.08627,2.000
2,8.533,0.02,4.3530,4.35297,2.000
2,8.600,0.09,4.6197,4.61970,2.000
2,8.667,0.49,4.8863,4.88630,2.000
2,8.733,1.36,5.1531,5.15313,2.000
2,8.800,2.72,5.4197,5.41970,2.000
2,8.867,4.65,5.6864,5.68643,2.000
2,8.933,7.24,5.9530,5.95303,2.000
2,9.000,10.59,6.2197,6.21970,2.000
2,9.067,14.87,6.4863,6.48633,2.000
2,9.133,20.33,6.7529,6.75293,2.000
2,9.267,30.80,7.1164,7.11643,2.000
2,9.333,30.84,7.1334,7.13340,2.000
2,9.400,26.56,7.0396,7.03960,2.000
2,9.467,19.39,6.8340,6.83403,2.000
2,9.533,12.54,6.5674,6.56740,2.000
2,9.600,8.05,6.3006,6.30060,2.000
2,9.667,5.13,6.0339,6.03387,2.000
2,9.733,3.18,5.7672,5.76720,2.000
2,9.800,1.82,5.5005,5.50050,2.000
2,9.867,0.89,5.2339,5.23387,2.000
2,9.933,0.31,4.9673,4.96733,2.000
2,10.000,0.03,4.7006,4.70060,2.000
2,10.067,0.00,4.4339,4.43390,2.000
2,10.133,0.00,4.1672,4.16717,2.000
2,10.200,0.00,3.9005,3.90050,2.000
2,10.267,0.00,3.6340,3.63400,2.000
2,10.333,0.00,3.3673,3.36727,2.000
2,10.400,0.00,3.1006,3.10060,2.000
2,10.467,0.00,2.8340,2.83400,2.000
2,10.533,0.00,2.5672,2.56720,2.000
2,10.600,0.00,2.3006,2.30060,2.000
2,10.667,0.00,2.0339,2.03393,2.000
2,10.733,0.00,1.7673,1.76727,2.000
2,10.800,0.00,1.5005,1.50050,2.000
2,10.867,-0.01,1.2339,1.23387,2.000
2,10.933,0.00,0.9672,0.96717,2.000
2,11.000,0.00,0.7004,0.70040,2.000
2,11.067,0.00,0.4338,0.43380,2.000
2,11.133,0.00,0.1671,0.16710,2.000
2,11.333,0.00,-0.4111,-0.41107,2.000
2,11.400,0.00,-0.4006,-0.40060,2.000
2,11.467,0.00,-0.2784,-0.27840,2.000
2,11.533,0.00,-0.0916,-0.09160,2.000
2,11.600,0.00,-0.0024,-0.00240,2.000
2,11.667,0.00,-0.0002,-0.00017,2.000
2,11.733,0.00,-0.0001,-0.00010,2.000
2,11.800,0.00,-0.0001,-0.00010,2.000
2,11.867,0.00,-0.0001,-0.00010,2.000
2,11.933,0.00,-0.0001,-0.00010,2.000
2,12.000,0.00,-0.0001,-0.00010,2.000
2,12.067,0.00,-0.0001,-0.00010,2.000
2,12.133,0.00,-0.0001,-0.00010,2.000
2,12.200,0.00,-0.0001,-0.00010,2.000
2,12.267,0.00,-0.0001,-0.00010,2.000
2,12.333,0.00,-0.0001,-0.00010,2.000
2,12.400,0.00,-0.0001,-0.00010,2.000
2,12.467,0.00,-0.0001,-0.00010,2.000
2,12.533,0.00,-0.0001,-0.00010,2.000
2,12.600,0.00,-0.0001,-0.00010,2.000
2,12.667,0.00,-0.0001,-0.00010,2.000
2,12.733,0.00,-0.0001,-0.00010,2.000
2,12.800,0.00,-0.0001,-0.00010,2.000
2,12.867,0.00,-0.0001,-0.00010,2.000
2,12.933,0.00,-0.0001,-0.00010,2.000
2,13.000,0.01,-0.0001,-0.00010,2.000
2,13.067,0.00,-0.0001,-0.00010,2.000
2,13.133,0.00,-0.0001,-0.00010,2.000
2,13.200,0.00,-0.0001,-0.00010,2.000
2,13.267,0.00,-0.0001,-0.00010,2.000
2,13.333,0.00,-0.0001,-0.00010,2.000
2,13.400,0.01,-0.0001,-0.00010,2.000
2,13.467,0.00,-0.0001,-0.00010,2.000
2,13.533,0.00,-0.0001,-0.00010,2.000
2,13.600,0.00,-0.0001,-0.00010,2.000
2,13.667,0.01,-0.0001,-0.00010,2.000
2,13.733,0.00,-0.0001,-0.00010,2.000
2,13.800,0.00,-0.0001,-0.00010,2.000
2,13.867,0.00,-0.0001,-0.00010,2.000
2,13.933,0.00,-0.0001,-0.00010,2.000
2,14.000,0.00,-0.0001,-0.00010,2.000
2,14.067,0.00,-0.0001,-0.00010,2.000
2,14.133,0.00,-0.0001,-0.00010,2.000
2,14.200,-0.01,-0.0001,-0.00010,2.000
2,14.267,0.00,-0.0001,-0.00010,2.000
3,14.600,0.00,0.1117,0.11170,3.000
3,14.667,-0.01,0.3261,0.32607,3.000
3,14.733,0.00,0.5928,0.59283,3.000
3,14.800,-0.01,0.8596,0.85960,3.000
3,14.867,0.00,1.1263,1.12633,3.000
3,14.933,-0.01,1.3928,1.39283,3.000
3,15.000,0.00,1.6595,1.65950,3.000
3,15.067,-0.01,1.9262,1.92623,3.000
3,15.133,0.00,2.1929,2.19287,3.000
3,15.200,0.00,2.4595,2.45950,3.000
3,15.267,0.00,2.7262,2.72623,3.000
3,15.333,0.00,2.9930,2.99297,3.000
3,15.400,-0.01,3.2597,3.25970,3.000
3,15.467,-0.01,3.5262,3.52623,3.000
3,15.533,-0.01,3.7930,3.79297,3.000
3,15.600,0.00,4.0596,4.05960,3.000
3,15.667,0.01,4.3263,4.32633,3.000
3,15.733,0.07,4.5930,4.59300,3.000
3,15.800,0.42,4.8596,4.85960,3.000
3,15.867,1.23,5.1264,5.12643,3.000
3,15.933,2.54,5.3929,5.39293,3.000
3,16.000,4.40,5.6598,5.65980,3.000
3,16.067,6.92,5.9263,5.92633,3.000
3,16.133,10.19,6.1930,6.19300,3.000
3,16.200,14.36,6.4598,6.45980,3.000
3,16.267,19.70,6.7264,6.72637,3.000
3,16.400,32.27,7.1590,7.15900,3.000
3,16.467,34.10,7.2199,7.21990,3.000
3,16.533,31.24,7.1704,7.17040,3.000
3,16.600,24.34,7.0098,7.00980,3.000
3,16.667,16.22,6.7540,6.75397,3.000
3,16.733,10.49,6.4873,6.48727,3.000
3,16.800,6.73,6.2206,6.22060,3.000
3,16.867,4.29,5.9539,5.95390,3.000
3,16.933,2.62,5.6874,5.68743,3.000
3,17.000,1.44,5.4205,5.42050,3.000
3,17.067,0.65,5.1539,5.15393,3.000
3,17.133,0.17,4.8873,4.88727,3.000
3,17.200,-0.01,4.6206,4.62060,3.000
3,17.267,-0.01,4.3539,4.35387,3.000
3,17.333,-0.01,4.0872,4.08717,3.000
3,17.400,-0.01,3.8205,3.82050,3.000
3,17.467,-0.01,3.5539,3.55387,3.000
3,17.533,0.00,3.2872,3.28723,3.000
3,17.600,-0.01,3.0207,3.02070,3.000
3,17.667,-0.01,2.7539,2.75393,3.000
3,17.733,-0.01,2.4873,2.48727,3.000
3,17.800,0.00,2.2204,2.22040,3.000
3,17.867,-0.01,1.9539,1.95387,3.000
3,17.933,0.00,1.6872,1.68723,3.000
3,18.000,0.00,1.4203,1.42030,3.000
3,18.067,-0.01,1.1539,1.15393,3.000
3,18.133,-0.01,0.8872,0.88720,3.000
3,18.200,-0.01,0.6204,0.62040,3.000
3,18.267,-0.01,0.3538,0.35377,3.000
3,18.333,-0.01,0.0870,0.08697,3.000
3,18.467,0.00,-0.3731,-0.37310,3.000
3,18.533,-0.01,-0.4564,-0.45643,3.000
