""
"Test Method","Radhen_Load_Cntrl_Cmprsn_250N_12-7.msm"
"Sample I. D.","Sample1.mss"
"Specimen Number","6"

"TheCycle_Output ()","_Time (s)","_Load (N)","_Extension (mm)","RealTimeDepth (mm)","CycleNumber ()"

1,0.267,0.01,0.0553,0.05530,1.000
1,0.333,0.00,0.1218,0.12183,1.000
1,0.400,0.01,0.1887,0.18870,1.000
1,0.467,0.01,0.2555,0.25553,1.000
1,0.533,0.00,0.3221,0.32207,1.000
1,0.600,0.01,0.3889,0.38890,1.000
1,0.667,0.00,0.4555,0.45547,1.000
1,0.733,0.00,0.5222,0.52217,1.000
1,0.800,0.01,0.5889,0.58890,1.000
1,0.867,0.00,0.6555,0.65547,1.000
1,0.933,0.01,0.7222,0.72217,1.000
1,1.000,0.00,0.7888,0.78880,1.000
1,1.067,0.00,0.8555,0.85550,1.000
1,1.133,0.00,0.9222,0.92217,1.000
1,1.200,0.01,0.9888,0.98880,1.000
1,1.267,0.01,1.0556,1.05557,1.000
1,1.333,0.00,1.1222,1.12223,1.000
1,1.400,0.01,1.1891,1.18910,1.000
1,1.467,0.00,1.2556,1.25557,1.000
1,1.533,0.00,1.3221,1.32207,1.000
1,1.600,0.01,1.3888,1.38880,1.000
1,1.667,0.00,1.4555,1.45547,1.000
1,1.733,0.00,1.5221,1.52207,1.000
1,1.800,0.00,1.5889,1.58890,1.000
1,1.867,0.01,1.6555,1.65550,1.000
1,1.933,0.03,1.7222,1.72223,1.000
1,2.000,0.06,1.7889,1.78890,1.000
1,2.067,0.10,1.8555,1.85547,1.000
1,2.133,0.17,1.9222,1.92220,1.000
1,2.200,0.28,1.9890,1.98900,1.000
1,2.267,0.42,2.0555,2.05553,1.000
1,2.333,0.60,2.1222,2.12223,1.000
1,2.400,0.79,2.1888,2.18880,1.000
1,2.467,1.02,2.2555,2.25553,1.000
1,2.600,1.04,2.2492,2.24920,1.000
1,2.667,0.77,2.1829,2.18290,1.000
1,2.733,0.55,2.1163,2.11633,1.000
1,2.800,0.37,2.0495,2.04950,1.000
1,2.867,0.23,1.9831,1.98307,1.000
1,2.933,0.13,1.9163,1.91630,1.000
1,3.000,0.07,1.8494,1.84940,1.000
1,3.067,0.04,1.7830,1.78300,1.000
1,3.133,0.02,1.7163,1.71633,1.000
1,3.200,0.01,1.6496,1.64960,1.000
1,3.267,0.00,1.5829,1.58290,1.000
1,3.333,0.00,1.5162,1.51620,1.000
1,3.400,0.00,1.4494,1.44940,1.000
1,3.467,0.00,1.3829,1.38293,1.000
1,3.533,0.00,1.3161,1.31613,1.000
1,3.600,0.00,1.2495,1.24950,1.000
1,3.667,0.00,1.1830,1.18297,1.000
1,3.733,0.00,1.1163,1.11630,1.000
1,3.800,0.00,1.0496,1.04960,1.000
1,3.867,0.00,0.9830,0.98297,1.000
1,3.933,0.00,0.9162,0.91620,1.000
1,4.000,0.00,0.8494,0.84940,1.000
1,4.067,0.00,0.7830,0.78297,1.000
1,4.133,0.00,0.7161,0.71613,1.000
1,4.200,0.00,0.6494,0.64940,1.000
1,4.267,0.00,0.5829,0.58290,1.000
1,4.333,0.00,0.5162,0.51617,1.000
1,4.400,0.00,0.4494,0.44940,1.000
1,4.467,0.01,0.3829,0.38287,1.000
1,4.533,0.00,0.3161,0.31613,1.000
1,4.600,0.00,0.2493,0.24930,1.000
1,4.667,0.00,0.1829,0.18287,1.000
1,4.733,0.00,0.1160,0.11600,1.000
1,4.800,0.00,0.0492,0.04920,1.000
1,5.000,0.01,-0.0002,-0.00020,1.000
1,5.067,0.00,-0.0002,-0.00020,1.000
1,5.133,0.00,-0.0002,-0.00020,1.000
1,5.200,0.00,-0.0002,-0.00020,1.000
1,5.267,0.01,-0.0002,-0.00020,1.000
1,5.333,0.00,-0.0002,-0.00020,1.000
1,5.400,0.00,-0.0002,-0.00020,1.000
1,5.467,0.01,-0.0002,-0.00020,1.000
1,5.533,0.00,-0.0002,-0.00020,1.000
1,5.600,0.00,-0.0002,-0.00020,1.000
1,5.667,0.00,-0.0002,-0.00020,1.000
1,5.733,0.00,-0.0002,-0.00020,1.000
1,5.800,0.01,-0.0002,-0.00020,1.000
1,5.867,0.01,-0.0002,-0.00020,1.000
1,5.933,0.00,-0.0002,-0.00020,1.000
1,6.000,0.00,-0.0002,-0.00020,1.000
1,6.067,0.00,-0.0002,-0.00020,1.000
1,6.133,0.01,-0.0002,-0.00020,1.000
1,6.200,0.00,-0.0002,-0.00020,1.000
1,6.267,0.01,-0.0002,-0.00020,1.000
1,6.333,0.01,-0.0002,-0.00020,1.000
1,6.400,0.01,-0.0001,-0.00010,1.000
1,6.467,0.01,-0.0001,-0.00010,1.000
1,6.533,0.00,-0.0001,-0.00010,1.000
1,6.600,0.01,-0.0001,-0.00010,1.000
1,6.667,0.01,-0.0001,-0.00010,1.000
1,6.733,0.00,-0.0001,-0.00010,1.000
1,6.800,0.01,-0.0001,-0.00010,1.000
1,6.867,0.01,-0.0001,-0.00010,1.000
1,6.933,0.01,-0.0001,-0.00010,1.000
1,7.000,0.00,-0.0001,-0.00010,1.000
1,7.067,0.01,-0.0001,-0.00010,1.000
1,7.133,0.00,-0.0001,-0.00010,1.000
1,7.200,0.01,-0.0001,-0.00010,1.000
1,7.267,0.01,-0.0001,-0.00010,1.000
1,7.333,0.00,-0.0001,-0.00010,1.000
1,7.400,0.01,-0.0001,-0.00010,1.000
1,7.467,0.01,-0.0001,-0.00010,1.000
1,7.533,0.01,-0.0001,-0.00010,1.000
1,7.600,0.01,-0.0001,-0.00010,1.000
1,7.667,0.01,-0.0001,-0.00010,1.000
1,7.733,0.00,-0.0001,-0.00010,1.000
1,7.800,0.01,-0.0001,-0.00010,1.000
1,7.867,0.00,-0.0001,-0.00010,1.000
1,7.933,0.01,-0.0001,-0.00010,1.000
1,8.067,0.00,-0.0001,-0.00010,1.000
1,8.133,0.00,-0.0001,-0.00010,1.000
1,8.200,0.01,-0.0001,-0.00010,1.000
1,8.267,0.00,-0.0001,-0.00010,1.000
1,8.333,0.00,-0.0001,-0.00010,1.000
1,8.400,0.00,-0.0001,-0.00010,1.000
1,8.467,0.00,-0.0001,-0.00010,1.000
1,8.533,0.01,-0.0001,-0.00010,1.000
1,8.600,0.00,-0.0001,-0.00010,1.000
1,8.667,0.00,-0.0001,-0.00010,1.000
1,8.733,0.01,-0.0001,-0.00010,1.000
1,8.800,0.00,-0.0001,-0.00010,1.000
1,8.867,0.01,-0.0001,-0.00010,1.000
1,8.933,0.00,-0.0001,-0.00010,1.000
2,9.200,0.00,0.0896,0.08960,2.000
2,9.267,0.00,0.1562,0.15623,2.000
2,9.333,0.00,0.2231,0.22310,2.000
2,9.400,0.00,0.2896,0.28960,2.000
2,9.467,-0.01,0.3564,0.35643,2.000
2,9.533,-0.01,0.4232,0.42320,2.000
2,9.600,-0.01,0.4897,0.48970,2.000
2,9.667,-0.01,0.5565,0.55647,2.000
2,9.733,-0.01,0.6232,0.62317,2.000
2,9.800,0.00,0.6898,0.68980,2.000
2,9.867,0.00,0.7565,0.75647,2.000
2,9.933,-0.01,0.8231,0.82313,2.000
2,10.000,-0.01,0.8896,0.88960,2.000
2,10.067,0.00,0.9564,0.95643,2.000
2,10.133,0.00,1.0232,1.02317,2.000
2,10.200,0.00,1.0898,1.08980,2.000
2,10.267,-0.01,1.1565,1.15653,2.000
2,10.333,0.00,1.2232,1.22320,2.000
2,10.400,0.00,1.2898,1.28980,2.000
2,10.467,-0.01,1.3564,1.35637,2.000
2,10.533,0.00,1.4231,1.42313,2.000
2,10.600,-0.01,1.4897,1.48970,2.000
2,10.667,0.00,1.5563,1.55633,2.000
2,10.733,0.00,1.6231,1.62313,2.000
2,10.800,0.02,1.6897,1.68970,2.000
2,10.867,0.04,1.7565,1.75650,2.000
2,10.933,0.07,1.8232,1.82323,2.000
2,11.000,0.13,1.8898,1.88980,2.000
2,11.067,0.22,1.9566,1.95660,2.000
2,11.133,0.34,2.0232,2.02323,2.000
2,11.200,0.50,2.0897,2.08970,2.000
2,11.267,0.69,2.1564,2.15643,2.000
2,11.333,0.90,2.2232,2.22317,2.000
2,11.467,1.19,2.2836,2.28363,2.000
2,11.533,0.89,2.2172,2.21717,2.000
2,11.600,0.65,2.1505,2.15050,2.000
2,11.667,0.45,2.0839,2.08387,2.000
2,11.733,0.29,2.0173,2.01727,2.000
2,11.800,0.17,1.9507,1.95070,2.000
2,11.867,0.09,1.8839,1.88387,2.000
2,11.933,0.05,1.8171,1.81713,2.000
2,12.000,0.02,1.7507,1.75070,2.000
2,12.067,0.00,1.6840,1.68397,2.000
2,12.133,0.00,1.6172,1.61723,2.000
2,12.200,0.00,1.5506,1.55060,2.000
2,12.267,-0.01,1.4838,1.48380,2.000
2,12.333,0.00,1.4172,1.41720,2.000
2,12.400,0.00,1.3506,1.35060,2.000
2,12.467,0.00,1.2838,1.28380,2.000
2,12.533,0.00,1.2172,1.21723,2.000
2,12.600,0.00,1.1507,1.15070,2.000
2,12.667,0.00,1.0839,1.08390,2.000
2,12.733,0.00,1.0172,1.01723,2.000
2,12.800,0.00,0.9505,0.95050,2.000
2,12.867,0.00,0.8837,0.88367,2.000
2,12.933,0.00,0.8172,0.81717,2.000
2,13.000,0.00,0.7506,0.75060,2.000
2,13.067,-0.01,0.6838,0.68380,2.000
2,13.133,0.00,0.6171,0.61713,2.000
2,13.200,0.00,0.5505,0.55050,2.000
2,13.267,0.00,0.4837,0.48370,2.000
2,13.333,0.00,0.4171,0.41713,2.000
2,13.400,-0.01,0.3506,0.35060,2.000
2,13.467,0.00,0.2837,0.28370,2.000
2,13.533,0.00,0.2171,0.21707,2.000
2,13.600,0.00,0.1503,0.15030,2.000
2,13.667,0.00,0.0835,0.08353,2.000
2,13.733,0.00,0.0171,0.01707,2.000
2,13.867,0.00,-0.0230,-0.02303,2.000
2,13.933,0.00,-0.0002,-0.00017,2.000
2,14.000,0.00,-0.0002,-0.00020,2.000
2,14.067,0.00,-0.0002,-0.00020,2.000
2,14.133,0.00,-0.0002,-0.00020,2.000
2,14.200,0.00,-0.0002,-0.00020,2.000
2,14.267,-0.01,-0.0002,-0.00020,2.000
2,14.333,0.00,-0.0002,-0.00020,2.000
2,14.400,-0.01,-0.0002,-0.00020,2.000
2,14.467,0.00,-0.0002,-0.00020,2.000
2,14.533,0.00,-0.0002,-0.00020,2.000
2,14.600,0.00,-0.0002,-0.00020,2.000
2,14.667,0.00,-0.0002,-0.00020,2.000
2,14.733,0.00,-0.0002,-0.00020,2.000
2,14.800,0.00,-0.0002,-0.00020,2.000
2,14.867,0.00,-0.0002,-0.00020,2.000
2,14.933,0.00,-0.0002,-0.00020,2.000
