""
"Test Method","Radhen_Load_Cntrl_Cmprsn_250N_12-7.msm"
"Sample I. D.","Sample1.mss"
"Specimen Number","22"

"TheCycle_Output ()","_Time (s)","_Load (N)","_Extension (mm)","RealTimeDepth (mm)","CycleNumber ()"

1,0.333,-0.01,0.1567,0.15670,1.000
1,0.400,-0.01,0.3995,0.39950,1.000
1,0.467,0.00,0.7535,0.75350,1.000
1,0.533,-0.01,1.2058,1.20577,1.000
1,0.600,-0.01,1.6722,1.67220,1.000
1,0.667,-0.01,2.1390,2.13903,1.000
1,0.733,-0.01,2.6055,2.60550,1.000
1,0.800,0.00,3.0724,3.07240,1.000
1,0.867,-0.01,3.5390,3.53900,1.000
1,0.933,0.00,4.0056,4.00563,1.000
1,1.000,0.02,4.4724,4.47240,1.000
1,1.067,0.54,4.9391,4.93907,1.000
1,1.133,2.54,5.4056,5.40560,1.000
1,1.200,6.30,5.8724,5.87240,1.000
1,1.267,12.38,6.3391,6.33907,1.000
1,1.333,21.69,6.8057,6.80573,1.000
1,1.467,51.31,7.5970,7.59697,1.000
1,1.533,64.90,7.8305,7.83047,1.000
1,1.600,72.96,7.9529,7.95290,1.000
1,1.667,71.86,7.9643,7.96427,1.000
1,1.733,59.74,7.8647,7.86470,1.000
1,1.800,41.64,7.6539,7.65390,1.000
1,1.867,25.31,7.3314,7.33140,1.000
1,1.933,12.97,6.9002,6.90023,1.000
1,2.000,6.15,6.4337,6.43370,1.000
1,2.067,3.12,5.9669,5.96687,1.000
1,2.133,1.32,5.5002,5.50017,1.000
1,2.200,0.29,5.0334,5.03340,1.000
1,2.267,-0.01,4.5670,4.56700,1.000
1,2.333,0.00,4.1000,4.10003,1.000
1,2.400,-0.01,3.6336,3.63360,1.000
1,2.467,-0.01,3.1669,3.16687,1.000
1,2.533,-0.01,2.7001,2.70013,1.000
1,2.600,-0.02,2.2334,2.23340,1.000
1,2.667,-0.01,1.7668,1.76680,1.000
1,2.733,-0.01,1.3001,1.30013,1.000
1,2.800,-0.01,0.8336,0.83360,1.000
1,2.867,-0.01,0.3668,0.36680,1.000
1,3.067,-0.01,-0.8328,-0.83280,1.000
1,3.133,-0.01,-1.0330,-1.03303,1.000
1,3.200,-0.01,-1.1222,-1.12220,1.000
1,3.267,0.00,-1.1002,-1.10017,1.000
1,3.333,-0.01,-0.9672,-0.96723,1.000
1,3.400,-0.01,-0.7230,-0.72300,1.000
1,3.467,-0.01,-0.3964,-0.39643,1.000
1,3.533,0.00,-0.1553,-0.15530,1.000
1,3.600,0.00,-0.0250,-0.02500,1.000
1,3.667,0.00,-0.0003,-0.00030,1.000
1,3.733,-0.01,-0.0003,-0.00030,1.000
1,3.800,0.00,-0.0003,-0.00030,1.000
1,3.867,0.00,-0.0003,-0.00030,1.000
1,3.933,-0.01,-0.0003,-0.00030,1.000
1,4.000,-0.01,-0.0003,-0.00030,1.000
1,4.067,-0.01,-0.0003,-0.00030,1.000
1,4.133,0.00,-0.0003,-0.00030,1.000
1,4.200,-0.01,-0.0003,-0.00030,1.000
1,4.267,-0.01,-0.0003,-0.00030,1.000
1,4.333,-0.01,-0.0003,-0.00030,1.000
1,4.400,-0.01,-0.0003,-0.00030,1.000
1,4.467,-0.01,-0.0003,-0.00030,1.000
1,4.533,-0.01,-0.0003,-0.00027,1.000
1,4.600,-0.01,-0.0002,-0.00020,1.000
1,4.667,-0.01,-0.0002,-0.00020,1.000
1,4.733,-0.01,-0.0002,-0.00020,1.000
1,4.800,-0.01,-0.0002,-0.00020,1.000
1,4.867,-0.01,-0.0002,-0.00020,1.000
1,4.933,-0.01,-0.0002,-0.00020,1.000
1,5.000,-0.01,-0.0002,-0.00020,1.000
1,5.067,0.00,-0.0002,-0.00020,1.000
1,5.133,-0.01,-0.0002,-0.00020,1.000
1,5.200,-0.01,-0.0002,-0.00020,1.000
1,5.267,0.00,-0.0002,-0.00020,1.000
1,5.333,-0.01,-0.0002,-0.00020,1.000
1,5.400,0.00,-0.0002,-0.00020,1.000
1,5.467,-0.01,-0.0002,-0.00020,1.000
1,5.533,0.00,-0.0002,-0.00020,1.000
1,5.600,0.00,-0.0002,-0.00020,1.000
1,5.667,-0.01,-0.0002,-0.00020,1.000
1,5.733,0.00,-0.0002,-0.00020,1.000
1,5.800,0.00,-0.0002,-0.00020,1.000
1,5.867,-0.01,-0.0002,-0.00020,1.000
1,5.933,-0.01,-0.0002,-0.00020,1.000
1,6.000,-0.01,-0.0002,-0.00020,1.000
2,6.400,0.01,0.1912,0.19130,2.000
2,6.467,0.01,0.4538,0.45390,2.000
2,6.533,0.01,0.8272,0.82727,2.000
2,6.600,0.01,1.2874,1.28750,2.000
2,6.667,0.01,1.7541,1.75420,2.000
2,6.733,0.01,2.2208,2.22087,2.000
2,6.800,0.01,2.6874,2.68750,2.000
2,6.867,0.01,3.1542,3.15430,2.000
2,6.933,0.01,3.6209,3.62097,2.000
2,7.000,0.01,4.0875,4.08760,2.000
2,7.067,0.05,4.5543,4.55443,2.000
2,7.133,0.76,5.0210,5.02107,2.000
2,7.200,2.97,5.4876,5.48770,2.000
2,7.267,7.02,5.9542,5.95427,2.000
2,7.333,13.48,6.4209,6.42103,2.000
2,7.400,23.44,6.8876,6.88770,2.000
2,7.533,53.28,7.6370,7.63707,2.000
2,7.600,65.96,7.8463,7.84640,2.000
2,7.667,72.29,7.9438,7.94393,2.000
2,7.733,69.03,7.9310,7.93113,2.000
2,7.800,55.23,7.8071,7.80720,2.000
2,7.867,37.45,7.5714,7.57150,2.000
2,7.933,22.09,7.2247,7.22483,2.000
2,8.000,10.89,6.7765,6.77660,2.000
2,8.067,5.26,6.3100,6.31013,2.000
2,8.133,2.62,5.8432,5.84327,2.000
2,8.200,1.02,5.3766,5.37670,2.000
2,8.267,0.16,4.9100,4.91010,2.000
2,8.333,0.01,4.4433,4.44343,2.000
2,8.400,0.01,3.9767,3.97680,2.000
2,8.467,0.01,3.5100,3.51007,2.000
2,8.533,0.01,3.0434,3.04353,2.000
2,8.600,0.01,2.5765,2.57660,2.000
2,8.667,0.01,2.1100,2.11013,2.000
2,8.733,0.01,1.6433,1.64340,2.000
2,8.800,0.01,1.1767,1.17680,2.000
2,8.867,0.01,0.7098,0.70993,2.000
2,8.933,0.01,0.2432,0.24330,2.000
2,9.067,0.01,-0.6168,-0.61670,2.000
