""
"Test Method","Radhen_Load_Cntrl_Cmprsn_250N_12-7.msm"
"Sample I. D.","Sample1.mss"
"Specimen Number","35"

"TheCycle_Output ()","_Time (s)","_Load (N)","_Extension (mm)","RealTimeDepth (mm)","CycleNumber ()"

1,0.333,0.00,0.0916,0.09160,1.000
1,0.400,0.00,0.1584,0.15840,1.000
1,0.467,0.00,0.2252,0.22520,1.000
1,0.533,0.00,0.2917,0.29173,1.000
1,0.600,0.00,0.3585,0.35850,1.000
1,0.667,0.00,0.4252,0.42520,1.000
1,0.733,0.00,0.4918,0.49180,1.000
1,0.800,0.00,0.5586,0.55860,1.000
1,0.867,0.00,0.6253,0.62527,1.000
1,0.933,0.00,0.6918,0.69177,1.000
1,1.000,0.00,0.7585,0.75850,1.000
1,1.067,0.00,0.8254,0.82537,1.000
1,1.133,0.00,0.8919,0.89187,1.000
1,1.200,0.00,0.9585,0.95850,1.000
1,1.267,0.00,1.0252,1.02523,1.000
1,1.333,0.00,1.0918,1.09180,1.000
1,1.400,0.00,1.1588,1.15880,1.000
1,1.467,0.00,1.2253,1.22533,1.000
1,1.533,0.00,1.2919,1.29190,1.000
1,1.600,0.00,1.3585,1.35850,1.000
1,1.667,0.00,1.4252,1.42520,1.000
1,1.733,0.00,1.4918,1.49180,1.000
1,1.800,0.00,1.5586,1.55860,1.000
1,1.867,0.00,1.6253,1.62533,1.000
1,1.933,0.00,1.6919,1.69193,1.000
1,2.000,0.00,1.7585,1.75850,1.000
1,2.067,0.00,1.8253,1.82530,1.000
1,2.133,0.00,1.8918,1.89180,1.000
1,2.200,0.00,1.9587,1.95870,1.000
1,2.267,0.00,2.0254,2.02543,1.000
1,2.333,0.00,2.0920,2.09197,1.000
1,2.400,0.00,2.1588,2.15880,1.000
1,2.467,0.00,2.2253,2.22533,1.000
1,2.533,0.00,2.2919,2.29187,1.000
1,2.600,0.00,2.3586,2.35860,1.000
1,2.667,0.00,2.4254,2.42540,1.000
1,2.733,0.00,2.4919,2.49193,1.000
1,2.800,0.00,2.5587,2.55870,1.000
1,2.867,0.00,2.6253,2.62533,1.000
1,2.933,0.00,2.6919,2.69187,1.000
1,3.000,0.00,2.7588,2.75880,1.000
1,3.067,0.00,2.8254,2.82543,1.000
1,3.133,0.00,2.8919,2.89193,1.000
1,3.200,0.00,2.9588,2.95880,1.000
1,3.267,0.00,3.0254,3.02537,1.000
1,3.333,0.00,3.0920,3.09203,1.000
1,3.400,0.00,3.1588,3.15880,1.000
1,3.467,0.00,3.2254,3.22537,1.000
1,3.533,0.00,3.2920,3.29200,1.000
1,3.600,-0.01,3.3588,3.35880,1.000
1,3.667,0.00,3.4254,3.42543,1.000
1,3.733,0.00,3.4920,3.49197,1.000
1,3.800,0.00,3.5588,3.55880,1.000
1,3.867,0.00,3.6255,3.62550,1.000
1,3.933,0.00,3.6921,3.69213,1.000
1,4.000,0.00,3.7590,3.75900,1.000
1,4.067,0.00,3.8254,3.82537,1.000
1,4.133,0.00,3.8919,3.89193,1.000
1,4.200,0.00,3.9588,3.95880,1.000
1,4.267,0.00,4.0253,4.02533,1.000
1,4.333,0.00,4.0920,4.09200,1.000
1,4.400,0.01,4.1588,4.15880,1.000
1,4.467,0.01,4.2254,4.22543,1.000
1,4.533,0.02,4.2921,4.29207,1.000
1,4.600,0.02,4.3589,4.35890,1.000
1,4.667,0.02,4.4254,4.42540,1.000
1,4.733,0.05,4.4922,4.49220,1.000
1,4.800,0.09,4.5588,4.55880,1.000
1,4.867,0.16,4.6254,4.62537,1.000
1,4.933,0.24,4.6920,4.69203,1.000
1,5.000,0.35,4.7588,4.75880,1.000
1,5.067,0.48,4.8254,4.82543,1.000
1,5.133,0.64,4.8922,4.89217,1.000
1,5.200,0.83,4.9590,4.95900,1.000
1,5.267,1.05,5.0255,5.02553,1.000
1,5.333,1.30,5.0922,5.09223,1.000
1,5.400,1.58,5.1589,5.15890,1.000
1,5.467,1.88,5.2255,5.22553,1.000
1,5.533,2.22,5.2922,5.29217,1.000
1,5.600,2.58,5.3588,5.35880,1.000
1,5.667,2.98,5.4254,5.42540,1.000
1,5.733,3.41,5.4921,5.49210,1.000
1,5.800,3.87,5.5589,5.55890,1.000
1,5.867,4.37,5.6257,5.62570,1.000
