""
"Test Method","Radhen_Load_Cntrl_Cmprsn_250N_12-7.msm"
"Sample I. D.","Sample1.mss"
"Specimen Number","28"

"TheCycle_Output ()","_Time (s)","_Load (N)","_Extension (mm)","RealTimeDepth (mm)","CycleNumber ()"

1,0.333,-0.01,0.0918,0.09177,1.000
1,0.400,-0.01,0.1584,0.15840,1.000
1,0.467,-0.01,0.2253,0.22527,1.000
1,0.533,-0.01,0.2919,0.29187,1.000
1,0.600,-0.01,0.3585,0.35850,1.000
1,0.667,-0.01,0.4254,0.42537,1.000
1,0.733,-0.01,0.4919,0.49190,1.000
1,0.800,-0.01,0.5585,0.55850,1.000
1,0.867,-0.02,0.6253,0.62533,1.000
1,0.933,-0.02,0.6920,0.69197,1.000
1,1.000,-0.01,0.7586,0.75860,1.000
1,1.067,0.00,0.8254,0.82540,1.000
1,1.133,-0.02,0.8919,0.89193,1.000
1,1.200,-0.02,0.9587,0.95870,1.000
1,1.267,-0.01,1.0253,1.02533,1.000
1,1.333,-0.01,1.0920,1.09200,1.000
1,1.400,0.00,1.1587,1.15870,1.000
1,1.467,-0.01,1.2255,1.22547,1.000
1,1.533,-0.01,1.2920,1.29200,1.000
1,1.600,-0.01,1.3586,1.35860,1.000
1,1.667,-0.01,1.4254,1.42537,1.000
1,1.733,-0.01,1.4919,1.49193,1.000
1,1.800,0.00,1.5586,1.55860,1.000
1,1.867,0.00,1.6254,1.62537,1.000
1,1.933,-0.01,1.6920,1.69200,1.000
1,2.000,0.00,1.7587,1.75870,1.000
1,2.067,-0.01,1.8254,1.82543,1.000
1,2.133,-0.02,1.8919,1.89190,1.000
1,2.200,-0.01,1.9587,1.95870,1.000
1,2.267,-0.01,2.0255,2.02547,1.000
1,2.333,-0.01,2.0920,2.09203,1.000
1,2.400,-0.01,2.1587,2.15870,1.000
1,2.467,-0.01,2.2254,2.22540,1.000
1,2.533,-0.01,2.2920,2.29197,1.000
1,2.600,-0.01,2.3586,2.35860,1.000
1,2.667,-0.01,2.4256,2.42557,1.000
1,2.733,-0.01,2.4921,2.49207,1.000
1,2.800,-0.02,2.5586,2.55860,1.000
