""
"Test Method","Radhen_Load_Cntrl_Cmprsn_250N_12-7.msm"
"Sample I. D.","Sample1.mss"
"Specimen Number","40"

"TheCycle_Output ()","_Time (s)","_Load (N)","_Extension (mm)","RealTimeDepth (mm)","CycleNumber ()"

1,0.267,-0.01,0.0609,0.06087,1.000
1,0.333,-0.01,0.1275,0.12750,1.000
1,0.400,-0.01,0.1944,0.19440,1.000
1,0.467,-0.02,0.2611,0.26110,1.000
1,0.533,-0.01,0.3277,0.32773,1.000
1,0.600,-0.02,0.3945,0.39450,1.000
1,0.667,-0.01,0.4611,0.46113,1.000
1,0.733,-0.02,0.5278,0.52777,1.000
1,0.800,0.00,0.5946,0.59460,1.000
1,0.867,-0.01,0.6612,0.66120,1.000
1,0.933,-0.01,0.7278,0.72783,1.000
1,1.000,-0.01,0.7947,0.79470,1.000
1,1.067,-0.01,0.8612,0.86117,1.000
1,1.133,0.00,0.9277,0.92773,1.000
1,1.200,0.00,0.9945,0.99450,1.000
1,1.267,-0.02,1.0612,1.06117,1.000
1,1.333,-0.01,1.1278,1.12783,1.000
1,1.400,-0.01,1.1947,1.19470,1.000
1,1.467,-0.01,1.2612,1.26120,1.000
1,1.533,-0.01,1.3278,1.32783,1.000
1,1.600,-0.01,1.3945,1.39450,1.000
1,1.667,-0.02,1.4611,1.46110,1.000
1,1.733,-0.01,1.5278,1.52783,1.000
1,1.800,-0.02,1.5946,1.59460,1.000
1,1.867,-0.01,1.6612,1.66123,1.000
1,1.933,-0.01,1.7278,1.72783,1.000
1,2.000,-0.01,1.7946,1.79460,1.000
1,2.067,-0.01,1.8612,1.86120,1.000
1,2.133,-0.01,1.9278,1.92783,1.000
1,2.200,-0.01,1.9948,1.99480,1.000
1,2.267,-0.01,2.0613,2.06133,1.000
1,2.333,-0.01,2.1280,2.12797,1.000
1,2.400,-0.01,2.1947,2.19470,1.000
1,2.467,-0.01,2.2613,2.26127,1.000
1,2.533,-0.01,2.3279,2.32787,1.000
1,2.600,0.00,2.3947,2.39470,1.000
1,2.667,-0.01,2.4613,2.46127,1.000
1,2.733,-0.01,2.5280,2.52797,1.000
1,2.800,-0.01,2.5946,2.59460,1.000
1,2.867,-0.02,2.6612,2.66123,1.000
1,2.933,-0.01,2.7279,2.72790,1.000
1,3.000,-0.01,2.7948,2.79480,1.000
1,3.067,-0.01,2.8613,2.86127,1.000
1,3.133,0.00,2.9279,2.92793,1.000
1,3.200,-0.01,2.9947,2.99470,1.000
1,3.267,-0.02,3.0613,3.06127,1.000
1,3.333,-0.01,3.1281,3.12807,1.000
1,3.400,0.00,3.1948,3.19480,1.000
1,3.467,-0.01,3.2614,3.26137,1.000
1,3.533,-0.02,3.3280,3.32803,1.000
1,3.600,-0.01,3.3948,3.39480,1.000
1,3.667,-0.01,3.4613,3.46130,1.000
1,3.733,-0.02,3.5280,3.52800,1.000
1,3.800,-0.01,3.5948,3.59480,1.000
1,3.867,-0.01,3.6614,3.66137,1.000
1,3.933,-0.01,3.7281,3.72810,1.000
1,4.000,-0.02,3.7948,3.79480,1.000
1,4.067,-0.01,3.8613,3.86127,1.000
1,4.133,-0.01,3.9280,3.92800,1.000
1,4.200,-0.01,3.9948,3.99480,1.000
1,4.267,0.00,4.0613,4.06130,1.000
1,4.333,0.00,4.1280,4.12800,1.000
1,4.400,-0.02,4.1948,4.19480,1.000
1,4.467,0.00,4.2614,4.26137,1.000
1,4.533,0.00,4.3281,4.32810,1.000
1,4.600,0.01,4.3948,4.39480,1.000
1,4.667,0.02,4.4614,4.46140,1.000
1,4.733,0.07,4.5282,4.52820,1.000
1,4.800,0.10,4.5949,4.59490,1.000
1,4.867,0.17,4.6613,4.66133,1.000
1,4.933,0.27,4.7282,4.72817,1.000
1,5.000,0.38,4.7948,4.79480,1.000
1,5.067,0.53,4.8614,4.86137,1.000
1,5.133,0.70,4.9282,4.92820,1.000
1,5.200,0.88,4.9950,4.99500,1.000
1,5.267,1.11,5.0614,5.06140,1.000
1,5.333,1.38,5.1282,5.12823,1.000
1,5.400,1.66,5.1949,5.19490,1.000
1,5.467,1.99,5.2614,5.26143,1.000
1,5.533,2.34,5.3281,5.32810,1.000
1,5.600,2.72,5.3947,5.39470,1.000
1,5.667,3.12,5.4614,5.46137,1.000
1,5.733,3.56,5.5281,5.52813,1.000
1,5.800,4.05,5.5950,5.59500,1.000
1,5.867,4.57,5.6615,5.66153,1.000
1,5.933,5.12,5.7283,5.72827,1.000
1,6.000,5.71,5.7947,5.79470,1.000
1,6.067,6.35,5.8613,5.86127,1.000
1,6.133,7.02,5.9282,5.92817,1.000
1,6.200,7.73,5.9948,5.99480,1.000
1,6.267,8.50,6.0614,6.06140,1.000
1,6.333,9.30,6.1281,6.12813,1.000
1,6.400,10.16,6.1948,6.19480,1.000
1,6.467,11.07,6.2614,6.26143,1.000
1,6.533,12.04,6.3282,6.32820,1.000
1,6.600,13.06,6.3948,6.39480,1.000
1,6.667,14.16,6.4615,6.46147,1.000
1,6.733,15.31,6.5282,6.52823,1.000
1,6.800,16.53,6.5949,6.59490,1.000
1,6.867,17.84,6.6615,6.66147,1.000
1,6.933,19.20,6.7281,6.72813,1.000
1,7.000,20.66,6.7948,6.79480,1.000
1,7.067,22.22,6.8615,6.86150,1.000
1,7.133,23.85,6.9284,6.92837,1.000
1,7.200,25.58,6.9948,6.99480,1.000
1,7.267,27.41,7.0614,7.06140,1.000
1,7.333,29.34,7.1282,7.12820,1.000
1,7.400,31.39,7.1948,7.19480,1.000
1,7.467,33.58,7.2614,7.26143,1.000
1,7.533,35.90,7.3282,7.32820,1.000
1,7.600,38.36,7.3949,7.39490,1.000
1,7.667,41.00,7.4614,7.46140,1.000
1,7.733,43.80,7.5282,7.52820,1.000
1,7.800,46.82,7.5948,7.59480,1.000
1,7.867,50.07,7.6614,7.66143,1.000
1,7.933,53.57,7.7282,7.72823,1.000
1,8.000,57.37,7.7949,7.79490,1.000
1,8.067,61.47,7.8616,7.86157,1.000
1,8.133,65.93,7.9283,7.92830,1.000
1,8.200,70.88,7.9948,7.99480,1.000
1,8.267,76.34,8.0614,8.06140,1.000
1,8.400,82.84,8.1449,8.14490,1.000
1,8.467,80.56,8.1449,8.14490,1.000
1,8.533,79.30,8.1449,8.14490,1.000
1,8.600,78.42,8.1449,8.14490,1.000
1,8.667,77.74,8.1449,8.14490,1.000
1,8.733,77.19,8.1449,8.14490,1.000
1,8.800,76.73,8.1449,8.14490,1.000
1,8.867,76.33,8.1449,8.14490,1.000
1,8.933,75.98,8.1449,8.14490,1.000
1,9.000,75.67,8.1449,8.14490,1.000
1,9.067,75.39,8.1449,8.14490,1.000
1,9.133,75.13,8.1449,8.14490,1.000
1,9.200,74.91,8.1449,8.14490,1.000
1,9.267,74.70,8.1449,8.14490,1.000
1,9.333,74.49,8.1449,8.14490,1.000
1,9.400,74.32,8.1449,8.14490,1.000
1,9.467,74.14,8.1450,8.14497,1.000
1,9.533,73.98,8.1450,8.14500,1.000
1,9.600,73.84,8.1450,8.14500,1.000
1,9.667,73.68,8.1450,8.14500,1.000
1,9.733,73.54,8.1450,8.14500,1.000
1,9.800,73.41,8.1450,8.14500,1.000
1,9.867,73.27,8.1450,8.14500,1.000
1,9.933,73.16,8.1450,8.14500,1.000
1,10.000,73.04,8.1450,8.14500,1.000
1,10.067,72.92,8.1450,8.14500,1.000
1,10.133,72.81,8.1450,8.14500,1.000
1,10.200,72.70,8.1450,8.14500,1.000
1,10.267,72.60,8.1450,8.14500,1.000
1,10.333,72.50,8.1450,8.14500,1.000
1,10.400,72.41,8.1450,8.14500,1.000
1,10.467,72.31,8.1450,8.14500,1.000
1,10.533,72.23,8.1450,8.14500,1.000
1,10.600,72.14,8.1450,8.14500,1.000
1,10.667,72.06,8.1450,8.14500,1.000
1,10.733,71.98,8.1450,8.14500,1.000
1,10.800,71.90,8.1450,8.14500,1.000
1,10.867,71.82,8.1450,8.14500,1.000
1,10.933,71.76,8.1450,8.14500,1.000
1,11.000,71.68,8.1450,8.14500,1.000
1,11.067,71.61,8.1450,8.14500,1.000
1,11.133,71.54,8.1450,8.14500,1.000
1,11.200,71.48,8.1450,8.14500,1.000
1,11.267,71.42,8.1450,8.14500,1.000
1,11.333,71.35,8.1450,8.14500,1.000
1,11.400,71.30,8.1450,8.14500,1.000
1,11.467,71.23,8.1450,8.14500,1.000
1,11.533,71.18,8.1450,8.14500,1.000
1,11.600,71.11,8.1450,8.14500,1.000
1,11.667,71.07,8.1450,8.14500,1.000
1,11.733,71.01,8.1450,8.14500,1.000
1,11.800,70.96,8.1450,8.14500,1.000
1,11.867,70.89,8.1450,8.14500,1.000
1,11.933,70.86,8.1450,8.14500,1.000
1,12.000,70.81,8.1450,8.14500,1.000
1,12.067,70.76,8.1450,8.14500,1.000
1,12.133,70.71,8.1450,8.14500,1.000
1,12.200,70.66,8.1450,8.14500,1.000
