""
"Test Method","Radhen_Load_Cntrl_Cmprsn_250N_12-7.msm"
"Sample I. D.","Sample1.mss"
"Specimen Number","30"

"TheCycle_Output ()","_Time (s)","_Load (N)","_Extension (mm)","RealTimeDepth (mm)","CycleNumber ()"

1,0.333,0.00,0.0917,0.09167,1.000
1,0.400,0.00,0.1584,0.15840,1.000
1,0.467,0.01,0.2253,0.22530,1.000
1,0.533,0.00,0.2918,0.29180,1.000
1,0.600,0.01,0.3585,0.35850,1.000
1,0.667,0.00,0.4253,0.42527,1.000
1,0.733,0.01,0.4918,0.49180,1.000
1,0.800,0.01,0.5585,0.55850,1.000
1,0.867,0.00,0.6253,0.62530,1.000
1,0.933,0.01,0.6918,0.69183,1.000
1,1.000,0.00,0.7585,0.75850,1.000
1,1.067,0.00,0.8253,0.82533,1.000
1,1.133,0.00,0.8919,0.89187,1.000
1,1.200,0.01,0.9585,0.95850,1.000
1,1.267,0.00,1.0253,1.02530,1.000
1,1.333,0.00,1.0919,1.09193,1.000
1,1.400,0.00,1.1586,1.15860,1.000
1,1.467,0.00,1.2254,1.22543,1.000
1,1.533,0.00,1.2920,1.29200,1.000
1,1.600,0.00,1.3586,1.35860,1.000
1,1.667,0.00,1.4253,1.42527,1.000
1,1.733,0.00,1.4919,1.49187,1.000
1,1.800,0.01,1.5586,1.55860,1.000
1,1.867,0.00,1.6253,1.62530,1.000
1,1.933,0.00,1.6920,1.69197,1.000
1,2.000,0.00,1.7586,1.75860,1.000
1,2.067,0.00,1.8253,1.82530,1.000
1,2.133,0.00,1.8919,1.89190,1.000
1,2.200,0.00,1.9587,1.95870,1.000
1,2.267,0.00,2.0255,2.02553,1.000
1,2.333,0.00,2.0921,2.09207,1.000
1,2.400,0.00,2.1588,2.15880,1.000
1,2.467,0.01,2.2254,2.22537,1.000
1,2.533,0.01,2.2919,2.29193,1.000
1,2.600,0.00,2.3587,2.35870,1.000
1,2.667,0.00,2.4254,2.42540,1.000
1,2.733,0.00,2.4920,2.49197,1.000
1,2.800,0.00,2.5587,2.55870,1.000
1,2.867,0.00,2.6253,2.62530,1.000
1,2.933,0.00,2.6919,2.69193,1.000
1,3.000,0.00,2.7587,2.75870,1.000
1,3.067,0.00,2.8255,2.82547,1.000
1,3.133,0.00,2.8919,2.89193,1.000
1,3.200,0.01,2.9588,2.95880,1.000
1,3.267,0.00,3.0255,3.02547,1.000
1,3.333,0.00,3.0920,3.09203,1.000
1,3.400,0.00,3.1589,3.15890,1.000
1,3.467,0.00,3.2255,3.22550,1.000
1,3.533,0.00,3.2920,3.29203,1.000
1,3.600,0.00,3.3589,3.35890,1.000
1,3.667,0.00,3.4254,3.42543,1.000
1,3.733,0.00,3.4920,3.49197,1.000
1,3.800,0.00,3.5588,3.55880,1.000
1,3.867,0.00,3.6255,3.62550,1.000
1,3.933,0.00,3.6921,3.69210,1.000
1,4.000,0.00,3.7590,3.75900,1.000
1,4.067,0.00,3.8254,3.82540,1.000
1,4.133,0.01,3.8919,3.89193,1.000
1,4.200,0.01,3.9589,3.95890,1.000
1,4.267,0.01,4.0254,4.02537,1.000
1,4.333,0.01,4.0920,4.09200,1.000
1,4.400,0.01,4.1589,4.15890,1.000
1,4.467,0.01,4.2255,4.22547,1.000
1,4.533,0.02,4.2921,4.29213,1.000
1,4.600,0.02,4.3588,4.35880,1.000
1,4.667,0.03,4.4254,4.42540,1.000
