""
"Test Method","Radhen_Load_Cntrl_Cmprsn_250N_12-7.msm"
"Sample I. D.","Sample1.mss"
"Specimen Number","11"

"TheCycle_Output ()","_Time (s)","_Load (N)","_Extension (mm)","RealTimeDepth (mm)","CycleNumber ()"

1,0.333,-0.01,0.0921,0.09207,1.000
1,0.400,-0.01,0.1586,0.15860,1.000
1,0.467,-0.01,0.2255,0.22550,1.000
1,0.533,0.00,0.2922,0.29223,1.000
1,0.600,-0.01,0.3589,0.35890,1.000
1,0.667,0.00,0.4255,0.42550,1.000
1,0.733,-0.01,0.4923,0.49227,1.000
1,0.800,0.00,0.5589,0.55890,1.000
1,0.867,-0.01,0.6255,0.62553,1.000
1,0.933,0.00,0.6922,0.69220,1.000
1,1.000,0.00,0.7589,0.75890,1.000
1,1.067,-0.01,0.8256,0.82557,1.000
1,1.133,-0.01,0.8922,0.89223,1.000
1,1.200,0.00,0.9589,0.95890,1.000
1,1.267,0.00,1.0255,1.02553,1.000
1,1.333,0.00,1.0923,1.09230,1.000
1,1.400,0.00,1.1589,1.15890,1.000
1,1.467,0.00,1.2256,1.22560,1.000
1,1.533,0.00,1.2922,1.29223,1.000
1,1.600,0.00,1.3587,1.35870,1.000
1,1.667,0.00,1.4255,1.42550,1.000
1,1.733,-0.01,1.4922,1.49220,1.000
1,1.800,0.00,1.5587,1.55870,1.000
1,1.867,0.00,1.6255,1.62553,1.000
1,1.933,0.02,1.6923,1.69230,1.000
1,2.000,0.06,1.7588,1.75880,1.000
1,2.067,0.10,1.8255,1.82553,1.000
1,2.133,0.16,1.8922,1.89220,1.000
1,2.200,0.22,1.9588,1.95880,1.000
1,2.267,0.31,2.0256,2.02563,1.000
1,2.333,0.41,2.0923,2.09233,1.000
1,2.400,0.52,2.1588,2.15880,1.000
1,2.467,0.65,2.2256,2.22560,1.000
1,2.533,0.81,2.2923,2.29230,1.000
1,2.600,1.00,2.3589,2.35890,1.000
1,2.667,1.22,2.4257,2.42573,1.000
1,2.733,1.48,2.4923,2.49230,1.000
1,2.800,1.77,2.5589,2.55890,1.000
1,2.867,2.08,2.6257,2.62570,1.000
1,2.933,2.44,2.6924,2.69237,1.000
1,3.000,2.83,2.7589,2.75890,1.000
1,3.067,3.24,2.8256,2.82557,1.000
1,3.133,3.69,2.8922,2.89220,1.000
1,3.200,4.19,2.9587,2.95870,1.000
1,3.267,4.74,3.0256,3.02560,1.000
1,3.333,5.33,3.0922,3.09220,1.000
1,3.400,5.98,3.1587,3.15870,1.000
1,3.467,6.67,3.2257,3.22567,1.000
1,3.533,7.41,3.2922,3.29223,1.000
1,3.600,8.19,3.3588,3.35880,1.000
1,3.667,9.03,3.4257,3.42567,1.000
1,3.733,9.93,3.4922,3.49220,1.000
1,3.800,10.89,3.5587,3.55870,1.000
1,3.867,11.91,3.6257,3.62570,1.000
1,3.933,13.01,3.6922,3.69217,1.000
1,4.000,14.20,3.7588,3.75880,1.000
1,4.067,15.47,3.8256,3.82563,1.000
1,4.133,16.83,3.8923,3.89227,1.000
1,4.200,18.27,3.9588,3.95880,1.000
1,4.267,19.81,4.0256,4.02563,1.000
1,4.333,21.45,4.0922,4.09223,1.000
1,4.400,23.13,4.1588,4.15880,1.000
1,4.467,24.98,4.2256,4.22563,1.000
1,4.533,26.98,4.2923,4.29227,1.000
1,4.600,29.11,4.3588,4.35880,1.000
1,4.667,31.38,4.4256,4.42563,1.000
1,4.733,33.81,4.4922,4.49220,1.000
1,4.800,36.42,4.5588,4.55880,1.000
1,4.867,39.19,4.6256,4.62557,1.000
1,4.933,42.18,4.6921,4.69213,1.000
1,5.000,45.36,4.7588,4.75880,1.000
1,5.067,48.77,4.8256,4.82563,1.000
1,5.200,50.45,4.8593,4.85930,1.000
1,5.267,44.00,4.7930,4.79297,1.000
1,5.333,38.98,4.7263,4.72627,1.000
1,5.400,34.75,4.6597,4.65970,1.000
1,5.467,31.11,4.5930,4.59300,1.000
1,5.533,27.94,4.5263,4.52630,1.000
1,5.600,25.12,4.4598,4.45980,1.000
1,5.667,22.62,4.3931,4.39310,1.000
1,5.733,20.38,4.3263,4.32633,1.000
1,5.800,18.36,4.2598,4.25980,1.000
1,5.867,16.54,4.1930,4.19300,1.000
1,5.933,14.89,4.1263,4.12633,1.000
1,6.000,13.40,4.0598,4.05980,1.000
1,6.067,12.05,3.9930,3.99300,1.000
1,6.133,10.85,3.9262,3.92623,1.000
1,6.200,9.75,3.8598,3.85980,1.000
1,6.267,8.77,3.7929,3.79293,1.000
1,6.333,7.89,3.7263,3.72627,1.000
1,6.400,7.10,3.6597,3.65970,1.000
1,6.467,6.37,3.5929,3.59290,1.000
1,6.533,5.69,3.5261,3.52613,1.000
1,6.600,5.07,3.4597,3.45970,1.000
1,6.667,4.50,3.3928,3.39283,1.000
1,6.733,3.98,3.3262,3.32617,1.000
1,6.800,3.52,3.2596,3.25960,1.000
1,6.867,3.08,3.1929,3.19287,1.000
1,6.933,2.69,3.1261,3.12613,1.000
1,7.000,2.34,3.0596,3.05960,1.000
1,7.067,2.01,2.9928,2.99280,1.000
1,7.133,1.72,2.9260,2.92603,1.000
1,7.200,1.44,2.8595,2.85950,1.000
1,7.267,1.19,2.7927,2.79267,1.000
1,7.333,0.97,2.7262,2.72617,1.000
1,7.400,0.77,2.6597,2.65970,1.000
1,7.467,0.59,2.5928,2.59283,1.000
1,7.533,0.44,2.5262,2.52620,1.000
1,7.600,0.30,2.4597,2.45970,1.000
1,7.667,0.19,2.3928,2.39283,1.000
1,7.733,0.11,2.3261,2.32610,1.000
1,7.800,0.05,2.2594,2.25940,1.000
1,7.867,0.02,2.1927,2.19267,1.000
1,7.933,0.00,2.1261,2.12610,1.000
1,8.000,-0.01,2.0595,2.05950,1.000
1,8.067,-0.01,1.9927,1.99273,1.000
1,8.133,-0.01,1.9261,1.92607,1.000
1,8.200,0.00,1.8596,1.85960,1.000
1,8.267,-0.01,1.7927,1.79270,1.000
1,8.333,-0.01,1.7262,1.72617,1.000
1,8.400,0.00,1.6595,1.65950,1.000
1,8.467,0.00,1.5927,1.59267,1.000
1,8.533,-0.01,1.5261,1.52607,1.000
1,8.600,-0.01,1.4595,1.45950,1.000
1,8.667,-0.01,1.3926,1.39263,1.000
1,8.733,0.00,1.3260,1.32600,1.000
1,8.800,-0.01,1.2594,1.25940,1.000
1,8.867,-0.01,1.1928,1.19280,1.000
1,8.933,0.00,1.1261,1.12613,1.000
1,9.000,0.00,1.0595,1.05950,1.000
1,9.067,-0.01,0.9927,0.99270,1.000
1,9.133,-0.01,0.9260,0.92600,1.000
1,9.200,-0.01,0.8594,0.85940,1.000
