""
"Test Method","Radhen_Load_Cntrl_Cmprsn_250N_12-7.msm"
"Sample I. D.","Sample1.mss"
"Specimen Number","19"

"TheCycle_Output ()","_Time (s)","_Load (N)","_Extension (mm)","RealTimeDepth (mm)","CycleNumber ()"

1,0.200,0.01,0.0000,0.00010,1.000
1,0.333,-0.01,0.1832,0.18320,1.000
1,0.400,-0.02,0.4411,0.44110,1.000
1,0.467,0.00,0.7730,0.77297,1.000
1,0.533,0.00,1.1063,1.10627,1.000
1,0.600,0.02,1.4396,1.43960,1.000
1,0.667,0.19,1.7729,1.77293,1.000
1,0.733,0.85,2.1064,2.10640,1.000
1,0.800,2.22,2.4396,2.43960,1.000
1,0.867,4.47,2.7730,2.77300,1.000
1,0.933,7.84,3.1063,3.10627,1.000
1,1.000,12.58,3.4396,3.43960,1.000
1,1.067,19.16,3.7729,3.77293,1.000
1,1.200,38.23,4.3388,4.33880,1.000
1,1.267,44.91,4.4665,4.46650,1.000
1,1.333,45.61,4.4834,4.48343,1.000
1,1.400,39.09,4.3898,4.38980,1.000
1,1.467,28.34,4.1841,4.18410,1.000
1,1.533,17.77,3.8741,3.87410,1.000
1,1.600,10.47,3.5407,3.54070,1.000
1,1.667,6.07,3.2073,3.20730,1.000
1,1.733,3.36,2.8739,2.87393,1.000
1,1.800,1.71,2.5407,2.54070,1.000
1,1.867,0.66,2.2074,2.20740,1.000
1,1.933,0.15,1.8740,1.87397,1.000
1,2.000,-0.01,1.5406,1.54060,1.000
1,2.067,-0.02,1.2074,1.20743,1.000
1,2.133,-0.01,0.8740,0.87400,1.000
1,2.200,-0.02,0.5407,0.54070,1.000
1,2.267,-0.01,0.2073,0.20730,1.000
1,2.400,0.00,-0.3986,-0.39860,1.000
1,2.467,-0.01,-0.5596,-0.55963,1.000
1,2.533,-0.01,-0.6098,-0.60977,1.000
1,2.600,-0.01,-0.5494,-0.54940,1.000
1,2.667,-0.02,-0.3770,-0.37703,1.000
1,2.733,-0.01,-0.1490,-0.14897,1.000
1,2.800,-0.03,-0.0221,-0.02210,1.000
1,2.867,0.00,-0.0002,-0.00017,1.000
1,2.933,-0.01,-0.0002,-0.00020,1.000
1,3.000,0.00,-0.0002,-0.00020,1.000
1,3.067,-0.01,-0.0002,-0.00020,1.000
1,3.133,-0.01,-0.0002,-0.00020,1.000
1,3.200,-0.01,-0.0002,-0.00020,1.000
1,3.267,0.00,-0.0002,-0.00020,1.000
1,3.333,-0.01,-0.0002,-0.00020,1.000
1,3.400,-0.01,-0.0002,-0.00020,1.000
1,3.467,-0.02,-0.0002,-0.00020,1.000
1,3.533,-0.01,-0.0002,-0.00020,1.000
1,3.600,-0.02,-0.0002,-0.00020,1.000
1,3.667,-0.02,-0.0002,-0.00020,1.000
1,3.733,-0.01,-0.0001,-0.00010,1.000
1,3.800,0.00,-0.0001,-0.00010,1.000
1,3.867,-0.02,-0.0001,-0.00010,1.000
1,3.933,-0.01,-0.0001,-0.00010,1.000
1,4.000,-0.01,-0.0001,-0.00010,1.000
1,4.067,-0.01,-0.0001,-0.00010,1.000
1,4.133,-0.02,-0.0001,-0.00010,1.000
1,4.200,0.00,-0.0001,-0.00010,1.000
1,4.267,-0.02,-0.0001,-0.00010,1.000
1,4.333,-0.01,-0.0001,-0.00010,1.000
1,4.400,-0.01,-0.0001,-0.00010,1.000
1,4.467,-0.01,-0.0001,-0.00010,1.000
1,4.533,0.00,-0.0001,-0.00010,1.000
1,4.600,-0.01,-0.0001,-0.00010,1.000
1,4.667,-0.02,-0.0001,-0.00010,1.000
1,4.733,-0.01,-0.0001,-0.00010,1.000
1,4.800,-0.02,-0.0001,-0.00010,1.000
1,4.867,-0.02,-0.0001,-0.00010,1.000
1,4.933,-0.01,-0.0001,-0.00010,1.000
1,5.000,-0.01,-0.0001,-0.00010,1.000
1,5.067,-0.01,-0.0001,-0.00010,1.000
1,5.133,-0.01,-0.0001,-0.00010,1.000
1,5.200,-0.01,-0.0001,-0.00010,1.000
1,5.267,-0.01,-0.0001,-0.00010,1.000
1,5.333,-0.01,-0.0001,-0.00010,1.000
1,5.400,-0.01,-0.0001,-0.00010,1.000
1,5.467,-0.01,-0.0001,-0.00010,1.000
2,5.800,0.00,0.2039,0.20390,2.000
2,5.867,0.00,0.4731,0.47310,2.000
2,5.933,0.00,0.8063,0.80630,2.000
2,6.000,0.01,1.1397,1.13970,2.000
2,6.067,0.03,1.4729,1.47290,2.000
2,6.133,0.21,1.8063,1.80630,2.000
2,6.200,0.89,2.1396,2.13960,2.000
2,6.267,2.30,2.4730,2.47303,2.000
2,6.333,4.60,2.8064,2.80643,2.000
2,6.400,8.07,3.1397,3.13970,2.000
2,6.467,12.99,3.4731,3.47307,2.000
2,6.533,19.80,3.8063,3.80627,2.000
2,6.667,37.93,4.3335,4.33353,2.000
2,6.733,43.12,4.4355,4.43547,2.000
2,6.800,42.26,4.4268,4.42680,2.000
2,6.867,34.78,4.3062,4.30623,2.000
2,6.933,24.45,4.0747,4.07467,2.000
2,7.000,14.89,3.7508,3.75080,2.000
