""
"Test Method","Radhen_Load_Cntrl_Cmprsn_250N_12-7.msm"
"Sample I. D.","Sample1.mss"
"Specimen Number","18"

"TheCycle_Output ()","_Time (s)","_Load (N)","_Extension (mm)","RealTimeDepth (mm)","CycleNumber ()"

1,0.333,0.00,0.1443,0.14427,1.000
1,0.400,0.00,0.2775,0.27750,1.000
1,0.467,0.00,0.4110,0.41103,1.000
1,0.533,0.00,0.5444,0.54437,1.000
1,0.600,0.00,0.6776,0.67760,1.000
1,0.667,0.00,0.8111,0.81107,1.000
1,0.733,0.01,0.9445,0.94447,1.000
1,0.800,-0.01,1.0775,1.07750,1.000
1,0.867,0.00,1.2112,1.21117,1.000
1,0.933,0.00,1.3445,1.34450,1.000
1,1.000,0.00,1.4776,1.47760,1.000
1,1.067,0.00,1.6112,1.61117,1.000
1,1.133,0.01,1.7446,1.74457,1.000
1,1.200,0.01,1.8775,1.87750,1.000
1,1.267,0.02,2.0112,2.01123,1.000
1,1.333,0.04,2.1444,2.14440,1.000
1,1.400,0.09,2.2775,2.27750,1.000
1,1.467,0.20,2.4111,2.41110,1.000
1,1.533,0.38,2.5445,2.54450,1.000
1,1.600,0.68,2.6775,2.67750,1.000
1,1.667,1.06,2.8113,2.81127,1.000
1,1.733,1.58,2.9445,2.94450,1.000
1,1.800,2.21,3.0775,3.07750,1.000
1,1.867,2.96,3.2112,3.21123,1.000
1,1.933,3.86,3.3446,3.34457,1.000
1,2.000,4.94,3.4778,3.47780,1.000
1,2.067,6.18,3.6111,3.61113,1.000
1,2.133,7.61,3.7445,3.74453,1.000
1,2.200,9.24,3.8776,3.87760,1.000
1,2.267,11.11,4.0112,4.01120,1.000
1,2.333,13.23,4.1445,4.14453,1.000
1,2.400,15.66,4.2776,4.27760,1.000
1,2.467,18.45,4.4111,4.41110,1.000
1,2.600,24.01,4.6172,4.61720,1.000
1,2.667,22.64,4.5786,4.57860,1.000
1,2.733,18.32,4.4520,4.45197,1.000
1,2.800,14.60,4.3188,4.31880,1.000
1,2.867,11.71,4.1852,4.18523,1.000
1,2.933,9.40,4.0519,4.05187,1.000
1,3.000,7.49,3.9188,3.91880,1.000
1,3.067,5.95,3.7852,3.78520,1.000
1,3.133,4.69,3.6518,3.65177,1.000
1,3.200,3.65,3.5189,3.51890,1.000
1,3.267,2.82,3.3852,3.38523,1.000
1,3.333,2.12,3.2519,3.25193,1.000
1,3.400,1.54,3.1189,3.11890,1.000
1,3.467,1.07,2.9851,2.98510,1.000
1,3.533,0.70,2.8518,2.85180,1.000
1,3.600,0.42,2.7189,2.71890,1.000
1,3.667,0.22,2.5852,2.58517,1.000
1,3.733,0.10,2.4518,2.45183,1.000
1,3.800,0.04,2.3188,2.31880,1.000
1,3.867,0.01,2.1851,2.18507,1.000
1,3.933,0.00,2.0517,2.05170,1.000
1,4.000,-0.01,1.9189,1.91890,1.000
1,4.067,0.00,1.7851,1.78507,1.000
1,4.133,0.00,1.6517,1.65170,1.000
1,4.200,0.00,1.5189,1.51890,1.000
1,4.267,0.00,1.3851,1.38507,1.000
1,4.333,0.00,1.2518,1.25183,1.000
1,4.400,0.00,1.1187,1.11870,1.000
1,4.467,0.00,0.9851,0.98510,1.000
1,4.533,0.00,0.8517,0.85167,1.000
1,4.600,0.00,0.7188,0.71880,1.000
1,4.667,0.00,0.5851,0.58507,1.000
1,4.733,0.00,0.4517,0.45167,1.000
1,4.800,0.01,0.3189,0.31890,1.000
1,4.867,0.00,0.1850,0.18503,1.000
1,4.933,0.00,0.0517,0.05167,1.000
1,5.067,0.00,-0.1319,-0.13190,1.000
1,5.133,0.00,-0.0740,-0.07400,1.000
