""
"Test Method","Radhen_Load_Cntrl_Cmprsn_250N_12-7.msm"
"Sample I. D.","Sample1.mss"
"Specimen Number","43"

"TheCycle_Output ()","_Time (s)","_Load (N)","_Extension (mm)","RealTimeDepth (mm)","CycleNumber ()"

1,0.333,-0.02,0.1036,0.10357,1.000
1,0.400,-0.01,0.1701,0.17010,1.000
1,0.467,-0.01,0.2371,0.23707,1.000
1,0.533,-0.01,0.3037,0.30367,1.000
1,0.600,0.00,0.3704,0.37040,1.000
1,0.667,-0.01,0.4371,0.43710,1.000
1,0.733,-0.01,0.5037,0.50370,1.000
1,0.800,-0.01,0.5703,0.57030,1.000
1,0.867,-0.02,0.6372,0.63717,1.000
1,0.933,-0.01,0.7038,0.70380,1.000
1,1.000,-0.02,0.7703,0.77030,1.000
1,1.067,-0.01,0.8372,0.83720,1.000
1,1.133,-0.01,0.9038,0.90377,1.000
1,1.200,-0.01,0.9703,0.97030,1.000
1,1.267,-0.01,1.0371,1.03710,1.000
1,1.333,-0.01,1.1039,1.10387,1.000
1,1.400,-0.02,1.1705,1.17050,1.000
1,1.467,-0.01,1.2373,1.23727,1.000
1,1.533,-0.01,1.3038,1.30383,1.000
1,1.600,0.00,1.3704,1.37040,1.000
1,1.667,-0.01,1.4372,1.43723,1.000
1,1.733,-0.02,1.5038,1.50383,1.000
1,1.800,-0.01,1.5704,1.57040,1.000
1,1.867,-0.01,1.6373,1.63727,1.000
1,1.933,-0.01,1.7038,1.70383,1.000
1,2.000,-0.02,1.7703,1.77030,1.000
1,2.067,-0.02,1.8373,1.83727,1.000
1,2.133,-0.01,1.9039,1.90387,1.000
1,2.200,-0.01,1.9705,1.97050,1.000
1,2.267,-0.01,2.0374,2.03740,1.000
1,2.333,-0.01,2.1040,2.10397,1.000
1,2.400,-0.01,2.1705,2.17050,1.000
1,2.467,-0.02,2.2373,2.23730,1.000
1,2.533,-0.01,2.3039,2.30390,1.000
1,2.600,-0.01,2.3705,2.37050,1.000
1,2.667,-0.01,2.4374,2.43737,1.000
1,2.733,-0.01,2.5040,2.50397,1.000
1,2.800,-0.01,2.5705,2.57050,1.000
1,2.867,-0.01,2.6373,2.63730,1.000
1,2.933,-0.01,2.7038,2.70383,1.000
1,3.000,-0.02,2.7706,2.77060,1.000
1,3.067,-0.02,2.8374,2.83740,1.000
1,3.133,-0.01,2.9039,2.90387,1.000
1,3.200,-0.02,2.9706,2.97060,1.000
1,3.267,-0.02,3.0374,3.03743,1.000
