""
"Test Method","Radhen_Load_Cntrl_Cmprsn_250N_12-7.msm"
"Sample I. D.","Sample1.mss"
"Specimen Number","5"

"TheCycle_Output ()","_Time (s)","_Load (N)","_Extension (mm)","RealTimeDepth (mm)","CycleNumber ()"

1,0.267,0.01,0.0643,0.06433,1.000
1,0.333,0.01,0.1309,0.13093,1.000
1,0.400,0.01,0.1976,0.19760,1.000
1,0.467,0.01,0.2645,0.26450,1.000
1,0.533,0.01,0.3312,0.33117,1.000
1,0.600,0.01,0.3978,0.39780,1.000
1,0.667,0.01,0.4646,0.46457,1.000
1,0.733,0.01,0.5312,0.53120,1.000
1,0.800,0.01,0.5977,0.59770,1.000
1,0.867,0.01,0.6645,0.66453,1.000
1,0.933,0.01,0.7312,0.73123,1.000
1,1.000,0.01,0.7977,0.79770,1.000
1,1.067,0.01,0.8645,0.86453,1.000
1,1.133,0.01,0.9311,0.93113,1.000
1,1.200,0.01,0.9978,0.99780,1.000
1,1.267,0.01,1.0646,1.06463,1.000
1,1.333,0.01,1.1313,1.13127,1.000
1,1.400,0.01,1.1979,1.19790,1.000
1,1.467,0.01,1.2646,1.26460,1.000
1,1.533,0.01,1.3311,1.33113,1.000
1,1.600,0.01,1.3977,1.39770,1.000
1,1.667,0.01,1.4645,1.46450,1.000
1,1.733,0.01,1.5311,1.53113,1.000
1,1.800,0.01,1.5978,1.59780,1.000
1,1.867,0.02,1.6646,1.66463,1.000
1,1.933,0.04,1.7312,1.73120,1.000
1,2.000,0.06,1.7978,1.79780,1.000
1,2.067,0.11,1.8646,1.86460,1.000
1,2.133,0.18,1.9312,1.93123,1.000
1,2.200,0.28,1.9979,1.99790,1.000
1,2.267,0.43,2.0646,2.06463,1.000
1,2.333,0.60,2.1311,2.13110,1.000
1,2.400,0.80,2.1977,2.19770,1.000
1,2.467,1.03,2.2646,2.26460,1.000
1,2.533,1.29,2.3312,2.33120,1.000
1,2.600,1.57,2.3980,2.39800,1.000
1,2.667,1.88,2.4647,2.46470,1.000
1,2.733,2.23,2.5312,2.53123,1.000
1,2.800,2.61,2.5980,2.59800,1.000
1,2.867,3.02,2.6647,2.66473,1.000
1,2.933,3.47,2.7313,2.73127,1.000
1,3.000,3.96,2.7978,2.79780,1.000
1,3.067,4.49,2.8646,2.86457,1.000
1,3.133,5.06,2.9311,2.93113,1.000
1,3.267,4.92,2.9119,2.91190,1.000
1,3.333,4.19,2.8451,2.84510,1.000
1,3.400,3.58,2.7786,2.77860,1.000
1,3.467,3.05,2.7121,2.71210,1.000
1,3.533,2.58,2.6454,2.64537,1.000
1,3.600,2.16,2.5788,2.57880,1.000
1,3.667,1.79,2.5120,2.51200,1.000
1,3.733,1.45,2.4453,2.44527,1.000
1,3.800,1.16,2.3788,2.37880,1.000
1,3.867,0.91,2.3120,2.31200,1.000
1,3.933,0.69,2.2452,2.24517,1.000
1,4.000,0.51,2.1785,2.17850,1.000
1,4.067,0.35,2.1120,2.11197,1.000
1,4.133,0.22,2.0453,2.04530,1.000
1,4.200,0.13,1.9786,1.97860,1.000
1,4.267,0.07,1.9119,1.91193,1.000
1,4.333,0.04,1.8452,1.84520,1.000
1,4.400,0.02,1.7786,1.77860,1.000
1,4.467,0.01,1.7120,1.71197,1.000
1,4.533,0.01,1.6451,1.64513,1.000
1,4.600,0.00,1.5786,1.57860,1.000
