""
"Test Method","Radhen_Load_Cntrl_Cmprsn_250N_12-7.msm"
"Sample I. D.","Sample1.mss"
"Specimen Number","39"

"TheCycle_Output ()","_Time (s)","_Load (N)","_Extension (mm)","RealTimeDepth (mm)","CycleNumber ()"

1,0.267,0.00,0.0549,0.05490,1.000
1,0.333,-0.01,0.1216,0.12160,1.000
1,0.400,-0.02,0.1885,0.18850,1.000
1,0.467,-0.02,0.2550,0.25500,1.000
1,0.533,-0.01,0.3217,0.32173,1.000
1,0.600,-0.01,0.3885,0.38850,1.000
1,0.667,-0.01,0.4551,0.45513,1.000
1,0.733,-0.01,0.5218,0.52180,1.000
1,0.800,-0.01,0.5886,0.58860,1.000
1,0.867,-0.01,0.6551,0.65513,1.000
1,0.933,-0.01,0.7218,0.72180,1.000
1,1.000,-0.01,0.7885,0.78850,1.000
1,1.067,-0.01,0.8551,0.85507,1.000
1,1.133,-0.01,0.9218,0.92183,1.000
1,1.200,-0.01,0.9885,0.98850,1.000
1,1.267,-0.01,1.0551,1.05513,1.000
1,1.333,-0.01,1.1219,1.12190,1.000
1,1.400,-0.01,1.1886,1.18860,1.000
1,1.467,-0.01,1.2552,1.25523,1.000
1,1.533,-0.01,1.3219,1.32187,1.000
1,1.600,-0.01,1.3885,1.38850,1.000
1,1.667,-0.02,1.4551,1.45513,1.000
1,1.733,-0.01,1.5219,1.52187,1.000
1,1.800,-0.01,1.5886,1.58860,1.000
1,1.867,-0.01,1.6552,1.65520,1.000
1,1.933,-0.01,1.7219,1.72190,1.000
1,2.000,-0.01,1.7886,1.78860,1.000
1,2.067,-0.01,1.8551,1.85510,1.000
1,2.133,-0.01,1.9219,1.92190,1.000
1,2.200,-0.02,1.9888,1.98880,1.000
1,2.267,-0.01,2.0553,2.05533,1.000
1,2.333,-0.01,2.1220,2.12203,1.000
1,2.400,0.00,2.1886,2.18860,1.000
1,2.467,-0.01,2.2552,2.25517,1.000
1,2.533,-0.01,2.3219,2.32190,1.000
1,2.600,-0.01,2.3887,2.38870,1.000
1,2.667,-0.01,2.4552,2.45523,1.000
1,2.733,-0.01,2.5219,2.52193,1.000
1,2.800,-0.01,2.5886,2.58860,1.000
1,2.867,-0.01,2.6552,2.65520,1.000
1,2.933,-0.01,2.7220,2.72200,1.000
1,3.000,-0.01,2.7888,2.78880,1.000
1,3.067,-0.01,2.8552,2.85520,1.000
1,3.133,-0.01,2.9220,2.92200,1.000
1,3.200,-0.01,2.9887,2.98870,1.000
1,3.267,-0.01,3.0553,3.05530,1.000
