""
"Test Method","Radhen_Load_Cntrl_Cmprsn_250N_12-7.msm"
"Sample I. D.","Sample1.mss"
"Specimen Number","15"

"TheCycle_Output ()","_Time (s)","_Load (N)","_Extension (mm)","RealTimeDepth (mm)","CycleNumber ()"

1,0.333,0.01,0.0917,0.09173,1.000
1,0.400,0.01,0.1585,0.15850,1.000
1,0.467,0.02,0.2254,0.22540,1.000
1,0.533,0.02,0.2920,0.29197,1.000
1,0.600,0.03,0.3587,0.35870,1.000
1,0.667,0.04,0.4254,0.42543,1.000
1,0.733,0.07,0.4920,0.49197,1.000
1,0.800,0.11,0.5589,0.55890,1.000
1,0.867,0.19,0.6255,0.62547,1.000
1,0.933,0.28,0.6920,0.69203,1.000
1,1.000,0.39,0.7589,0.75890,1.000
1,1.067,0.52,0.8254,0.82540,1.000
1,1.133,0.67,0.8920,0.89197,1.000
1,1.200,0.85,0.9587,0.95870,1.000
1,1.267,1.04,1.0255,1.02547,1.000
1,1.333,1.26,1.0921,1.09207,1.000
1,1.400,1.50,1.1589,1.15890,1.000
1,1.467,1.77,1.2256,1.22557,1.000
1,1.533,2.06,1.2920,1.29203,1.000
1,1.600,2.39,1.3587,1.35870,1.000
1,1.667,2.75,1.4254,1.42537,1.000
1,1.733,3.13,1.4919,1.49190,1.000
1,1.800,3.56,1.5588,1.55880,1.000
1,1.867,4.01,1.6254,1.62540,1.000
1,1.933,4.52,1.6921,1.69207,1.000
1,2.000,5.07,1.7589,1.75890,1.000
1,2.133,5.15,1.7662,1.76617,1.000
1,2.200,4.41,1.6995,1.69950,1.000
1,2.267,3.80,1.6329,1.63290,1.000
1,2.333,3.28,1.5661,1.56607,1.000
1,2.400,2.81,1.4995,1.49950,1.000
1,2.467,2.40,1.4328,1.43283,1.000
1,2.533,2.04,1.3661,1.36610,1.000
1,2.600,1.71,1.2994,1.29940,1.000
1,2.667,1.43,1.2329,1.23293,1.000
1,2.733,1.17,1.1662,1.16623,1.000
1,2.800,0.95,1.0995,1.09950,1.000
1,2.867,0.76,1.0329,1.03290,1.000
1,2.933,0.59,0.9661,0.96610,1.000
1,3.000,0.45,0.8994,0.89940,1.000
1,3.067,0.33,0.8329,0.83287,1.000
1,3.133,0.23,0.7661,0.76607,1.000
1,3.200,0.15,0.6994,0.69940,1.000
1,3.267,0.09,0.6328,0.63283,1.000
1,3.333,0.04,0.5661,0.56607,1.000
1,3.400,0.02,0.4995,0.49950,1.000
1,3.467,0.01,0.4329,0.43290,1.000
1,3.533,0.01,0.3660,0.36600,1.000
1,3.600,0.01,0.2994,0.29940,1.000
1,3.667,0.01,0.2329,0.23287,1.000
1,3.733,0.01,0.1659,0.16590,1.000
1,3.800,0.00,0.0992,0.09920,1.000
1,3.867,0.00,0.0326,0.03263,1.000
1,4.000,0.01,-0.0292,-0.02920,1.000
1,4.067,0.00,-0.0002,-0.00020,1.000
1,4.133,0.00,-0.0001,-0.00010,1.000
1,4.200,0.01,-0.0001,-0.00010,1.000
1,4.267,0.00,-0.0001,-0.00010,1.000
1,4.333,0.01,-0.0001,-0.00010,1.000
1,4.400,0.00,-0.0001,-0.00010,1.000
1,4.467,0.00,-0.0001,-0.00010,1.000
1,4.533,0.01,-0.0001,-0.00010,1.000
1,4.600,0.00,-0.0001,-0.00010,1.000
1,4.667,0.00,-0.0001,-0.00010,1.000
1,4.733,0.01,-0.0001,-0.00010,1.000
1,4.800,0.00,-0.0001,-0.00010,1.000
1,4.867,0.01,-0.0001,-0.00010,1.000
1,4.933,0.00,-0.0001,-0.00010,1.000
1,5.000,0.01,-0.0001,-0.00010,1.000
1,5.067,0.01,-0.0001,-0.00010,1.000
1,5.133,0.00,-0.0001,-0.00010,1.000
1,5.200,0.01,-0.0001,-0.00010,1.000
1,5.267,0.01,-0.0001,-0.00010,1.000
1,5.333,0.01,-0.0001,-0.00010,1.000
1,5.400,0.01,-0.0001,-0.00010,1.000
1,5.467,0.01,-0.0001,-0.00010,1.000
1,5.533,0.00,-0.0001,-0.00010,1.000
1,5.600,0.00,-0.0001,-0.00010,1.000
1,5.667,0.00,-0.0001,-0.00010,1.000
1,5.733,0.01,-0.0001,-0.00010,1.000
1,5.800,0.01,-0.0001,-0.00010,1.000
1,5.867,0.00,-0.0001,-0.00010,1.000
1,5.933,0.00,-0.0001,-0.00010,1.000
1,6.000,0.01,-0.0001,-0.00010,1.000
1,6.067,0.00,-0.0001,-0.00010,1.000
1,6.133,0.00,-0.0001,-0.00010,1.000
1,6.200,0.00,-0.0001,-0.00010,1.000
1,6.267,0.00,-0.0001,-0.00010,1.000
1,6.333,0.00,-0.0001,-0.00010,1.000
1,6.400,0.01,-0.0001,-0.00010,1.000
1,6.467,0.00,-0.0001,-0.00010,1.000
1,6.533,0.00,-0.0001,-0.00010,1.000
1,6.600,0.00,-0.0001,-0.00010,1.000
1,6.667,0.00,-0.0001,-0.00010,1.000
1,6.733,0.00,-0.0001,-0.00010,1.000
1,6.800,0.01,-0.0001,-0.00010,1.000
1,6.867,0.01,-0.0001,-0.00010,1.000
1,6.933,0.00,-0.0001,-0.00010,1.000
1,7.000,0.01,-0.0001,-0.00010,1.000
1,7.067,0.01,-0.0001,-0.00010,1.000
1,7.133,0.01,-0.0001,-0.00010,1.000
1,7.200,0.01,-0.0001,-0.00010,1.000
1,7.267,0.01,-0.0001,-0.00010,1.000
1,7.333,0.01,-0.0001,-0.00010,1.000
1,7.400,0.00,-0.0001,-0.00010,1.000
1,7.467,0.00,-0.0001,-0.00010,1.000
1,7.533,0.00,-0.0001,-0.00010,1.000
1,7.600,0.00,-0.0001,-0.00010,1.000
1,7.667,0.00,-0.0001,-0.00010,1.000
1,7.733,0.00,-0.0001,-0.00010,1.000
1,7.800,0.01,-0.0001,-0.00010,1.000
1,7.867,0.00,-0.0001,-0.00010,1.000
1,7.933,0.00,-0.0001,-0.00010,1.000
1,8.000,0.00,-0.0001,-0.00010,1.000
2,8.267,0.00,0.0981,0.09810,2.000
2,8.333,0.01,0.1649,0.16487,2.000
2,8.400,0.01,0.2318,0.23180,2.000
2,8.467,0.02,0.2983,0.29833,2.000
2,8.533,0.03,0.3651,0.36507,2.000
2,8.600,0.04,0.4318,0.43180,2.000
2,8.667,0.07,0.4984,0.49840,2.000
2,8.733,0.10,0.5651,0.56507,2.000
2,8.800,0.16,0.6319,0.63190,2.000
2,8.867,0.25,0.6984,0.69840,2.000
2,8.933,0.37,0.7651,0.76510,2.000
2,9.000,0.48,0.8318,0.83180,2.000
2,9.067,0.63,0.8984,0.89840,2.000
2,9.133,0.81,0.9651,0.96507,2.000
2,9.200,0.99,1.0318,1.03180,2.000
2,9.267,1.22,1.0984,1.09843,2.000
2,9.333,1.47,1.1652,1.16517,2.000
2,9.400,1.74,1.2320,1.23200,2.000
2,9.467,2.03,1.2984,1.29843,2.000
2,9.533,2.35,1.3650,1.36500,2.000
2,9.600,2.71,1.4318,1.43180,2.000
2,9.667,3.10,1.4983,1.49833,2.000
2,9.733,3.53,1.5650,1.56500,2.000
2,9.800,3.99,1.6318,1.63180,2.000
2,9.867,4.51,1.6984,1.69837,2.000
2,9.933,5.06,1.7651,1.76513,2.000
2,10.067,5.00,1.7558,1.75580,2.000
2,10.133,4.28,1.6891,1.68913,2.000
2,10.200,3.69,1.6225,1.62250,2.000
2,10.267,3.18,1.5558,1.55583,2.000
2,10.333,2.72,1.4891,1.48910,2.000
2,10.400,2.32,1.4225,1.42250,2.000
2,10.467,1.96,1.3558,1.35577,2.000
2,10.533,1.65,1.2891,1.28910,2.000
2,10.600,1.36,1.2226,1.22260,2.000
2,10.667,1.11,1.1560,1.15600,2.000
2,10.733,0.90,1.0892,1.08917,2.000
2,10.800,0.72,1.0226,1.02260,2.000
2,10.867,0.56,0.9558,0.95583,2.000
2,10.933,0.42,0.8890,0.88903,2.000
2,11.000,0.30,0.8226,0.82260,2.000
2,11.067,0.21,0.7559,0.75587,2.000
2,11.133,0.13,0.6891,0.68907,2.000
2,11.200,0.07,0.6224,0.62240,2.000
2,11.267,0.04,0.5558,0.55583,2.000
2,11.333,0.01,0.4891,0.48910,2.000
2,11.400,0.01,0.4225,0.42250,2.000
2,11.467,0.00,0.3558,0.35583,2.000
2,11.533,0.00,0.2890,0.28903,2.000
2,11.600,0.00,0.2224,0.22240,2.000
2,11.667,0.00,0.1557,0.15570,2.000
2,11.733,0.00,0.0888,0.08880,2.000
