""
"Test Method","Radhen_Load_Cntrl_Cmprsn_250N_12-7.msm"
"Sample I. D.","Sample1.mss"
"Specimen Number","3"

"TheCycle_Output ()","_Time (s)","_Load (N)","_Extension (mm)","RealTimeDepth (mm)","CycleNumber ()"

1,0.200,0.00,0.0000,0.00010,1.000
1,0.333,0.00,0.1008,0.10083,1.000
1,0.400,0.00,0.1676,0.16760,1.000
1,0.467,0.00,0.2343,0.23433,1.000
1,0.533,0.00,0.3010,0.30100,1.000
1,0.600,0.00,0.3677,0.36770,1.000
1,0.667,0.00,0.4344,0.43443,1.000
1,0.733,0.00,0.5010,0.50103,1.000
1,0.800,0.00,0.5678,0.56780,1.000
1,0.867,0.00,0.6344,0.63440,1.000
1,0.933,0.00,0.7010,0.70103,1.000
1,1.000,0.00,0.7679,0.76790,1.000
1,1.067,0.00,0.8344,0.83443,1.000
1,1.133,0.00,0.9011,0.90110,1.000
1,1.200,0.00,0.9678,0.96780,1.000
1,1.267,0.00,1.0345,1.03450,1.000
1,1.333,0.00,1.1012,1.10123,1.000
1,1.400,0.00,1.1680,1.16800,1.000
1,1.467,0.00,1.2345,1.23447,1.000
1,1.533,0.00,1.3011,1.30107,1.000
1,1.600,0.00,1.3678,1.36780,1.000
1,1.667,0.00,1.4343,1.43433,1.000
1,1.733,0.00,1.5011,1.50107,1.000
1,1.800,0.00,1.5679,1.56790,1.000
1,1.867,0.00,1.6344,1.63437,1.000
1,1.933,0.00,1.7012,1.70117,1.000
1,2.000,0.00,1.7678,1.76780,1.000
1,2.067,0.00,1.8344,1.83440,1.000
1,2.133,0.00,1.9011,1.90110,1.000
1,2.200,0.00,1.9679,1.96790,1.000
1,2.267,0.00,2.0344,2.03440,1.000
1,2.333,0.00,2.1012,2.10117,1.000
1,2.400,0.00,2.1679,2.16790,1.000
1,2.467,0.00,2.2344,2.23437,1.000
1,2.533,0.00,2.3012,2.30117,1.000
1,2.600,0.00,2.3678,2.36780,1.000
1,2.667,0.00,2.4344,2.43443,1.000
1,2.733,0.00,2.5012,2.50117,1.000
1,2.800,0.00,2.5678,2.56780,1.000
1,2.867,0.00,2.6344,2.63443,1.000
1,2.933,0.00,2.7012,2.70123,1.000
1,3.000,0.00,2.7678,2.76780,1.000
1,3.067,0.00,2.8345,2.83447,1.000
1,3.133,0.00,2.9012,2.90123,1.000
1,3.200,0.00,2.9679,2.96790,1.000
1,3.267,0.00,3.0344,3.03443,1.000
1,3.333,0.00,3.1011,3.10110,1.000
1,3.400,0.00,3.1677,3.16770,1.000
1,3.467,0.00,3.2344,3.23437,1.000
1,3.533,0.00,3.3012,3.30117,1.000
1,3.600,0.00,3.3679,3.36790,1.000
1,3.667,0.00,3.4344,3.43437,1.000
1,3.733,0.00,3.5011,3.50110,1.000
1,3.800,0.00,3.5678,3.56780,1.000
1,3.867,0.00,3.6344,3.63440,1.000
1,3.933,0.00,3.7012,3.70120,1.000
1,4.000,0.00,3.7679,3.76790,1.000
1,4.067,0.00,3.8345,3.83447,1.000
1,4.133,0.00,3.9012,3.90123,1.000
1,4.200,0.00,3.9679,3.96790,1.000
1,4.267,0.00,4.0344,4.03443,1.000
1,4.333,0.00,4.1012,4.10120,1.000
1,4.400,0.00,4.1679,4.16790,1.000
1,4.467,0.01,4.2344,4.23443,1.000
1,4.533,0.00,4.3011,4.30113,1.000
1,4.600,0.00,4.3679,4.36790,1.000
1,4.667,0.00,4.4345,4.43450,1.000
1,4.733,0.00,4.5013,4.50127,1.000
1,4.800,0.00,4.5679,4.56790,1.000
1,4.867,0.00,4.6345,4.63447,1.000
1,4.933,0.00,4.7012,4.70120,1.000
1,5.000,0.00,4.7679,4.76790,1.000
1,5.067,0.00,4.8345,4.83447,1.000
1,5.133,0.00,4.9012,4.90123,1.000
1,5.200,0.00,4.9680,4.96800,1.000
1,5.267,0.00,5.0345,5.03447,1.000
1,5.333,0.00,5.1013,5.10127,1.000
1,5.400,0.00,5.1679,5.16790,1.000
