""
"Test Method","Radhen_Load_Cntrl_Cmprsn_250N_12-7.msm"
"Sample I. D.","Sample1.mss"
"Specimen Number","31"

"TheCycle_Output ()","_Time (s)","_Load (N)","_Extension (mm)","RealTimeDepth (mm)","CycleNumber ()"

1,0.267,-0.01,0.0550,0.05503,1.000
1,0.333,0.00,0.1216,0.12163,1.000
1,0.400,-0.02,0.1885,0.18850,1.000
1,0.467,0.00,0.2552,0.25517,1.000
1,0.533,0.00,0.3217,0.32173,1.000
1,0.600,0.00,0.3886,0.38860,1.000
1,0.667,0.00,0.4552,0.45520,1.000
1,0.733,-0.01,0.5219,0.52187,1.000
1,0.800,-0.01,0.5887,0.58870,1.000
1,0.867,-0.01,0.6552,0.65520,1.000
1,0.933,0.00,0.7218,0.72183,1.000
1,1.000,-0.01,0.7887,0.78870,1.000
1,1.067,0.00,0.8553,0.85527,1.000
1,1.133,0.00,0.9219,0.92190,1.000
1,1.200,0.00,0.9886,0.98860,1.000
1,1.267,0.00,1.0552,1.05517,1.000
1,1.333,-0.01,1.1220,1.12197,1.000
1,1.400,-0.01,1.1888,1.18880,1.000
1,1.467,0.00,1.2553,1.25527,1.000
1,1.533,0.00,1.3220,1.32197,1.000
1,1.600,-0.01,1.3887,1.38870,1.000
1,1.667,-0.01,1.4552,1.45517,1.000
1,1.733,0.00,1.5218,1.52180,1.000
1,1.800,0.00,1.5887,1.58870,1.000
1,1.867,0.00,1.6553,1.65530,1.000
1,1.933,0.00,1.7219,1.72190,1.000
1,2.000,0.00,1.7887,1.78870,1.000
1,2.067,0.00,1.8551,1.85513,1.000
1,2.133,0.00,1.9219,1.92187,1.000
1,2.200,0.00,1.9888,1.98880,1.000
1,2.267,0.00,2.0553,2.05533,1.000
1,2.333,-0.01,2.1220,2.12203,1.000
1,2.400,-0.01,2.1888,2.18880,1.000
1,2.467,-0.01,2.2553,2.25527,1.000
1,2.533,0.00,2.3220,2.32197,1.000
1,2.600,-0.01,2.3887,2.38870,1.000
1,2.667,0.00,2.4553,2.45533,1.000
1,2.733,-0.01,2.5220,2.52197,1.000
1,2.800,0.00,2.5887,2.58870,1.000
1,2.867,0.00,2.6553,2.65527,1.000
1,2.933,0.00,2.7220,2.72203,1.000
1,3.000,0.00,2.7888,2.78880,1.000
1,3.067,-0.01,2.8553,2.85527,1.000
1,3.133,0.00,2.9220,2.92200,1.000
1,3.200,-0.01,2.9888,2.98880,1.000
1,3.267,0.00,3.0554,3.05537,1.000
1,3.333,-0.01,3.1221,3.12210,1.000
1,3.400,0.00,3.1888,3.18880,1.000
1,3.467,0.00,3.2554,3.25540,1.000
1,3.533,0.00,3.3221,3.32210,1.000
1,3.600,0.00,3.3888,3.38880,1.000
1,3.667,0.00,3.4553,3.45533,1.000
1,3.733,0.00,3.5221,3.52207,1.000
1,3.800,-0.01,3.5887,3.58870,1.000
1,3.867,-0.01,3.6554,3.65540,1.000
1,3.933,0.00,3.7222,3.72220,1.000
1,4.000,-0.01,3.7889,3.78890,1.000
1,4.067,0.00,3.8553,3.85533,1.000
1,4.133,0.00,3.9221,3.92207,1.000
1,4.200,0.01,3.9888,3.98880,1.000
1,4.267,0.00,4.0553,4.05530,1.000
1,4.333,0.01,4.1221,4.12207,1.000
1,4.400,0.01,4.1887,4.18870,1.000
1,4.467,0.01,4.2554,4.25543,1.000
1,4.533,0.01,4.3222,4.32217,1.000
1,4.600,0.03,4.3888,4.38880,1.000
