""
"Test Method","Radhen_Load_Cntrl_Cmprsn_250N_12-7.msm"
"Sample I. D.","Sample1.mss"
"Specimen Number","36"

"TheCycle_Output ()","_Time (s)","_Load (N)","_Extension (mm)","RealTimeDepth (mm)","CycleNumber ()"

1,0.267,0.01,0.0631,0.06307,1.000
1,0.333,0.01,0.1297,0.12967,1.000
1,0.400,0.01,0.1965,0.19650,1.000
1,0.467,0.01,0.2632,0.26320,1.000
1,0.533,0.01,0.3298,0.32983,1.000
1,0.600,0.01,0.3966,0.39660,1.000
1,0.667,0.01,0.4633,0.46330,1.000
1,0.733,0.01,0.5299,0.52987,1.000
1,0.800,0.01,0.5967,0.59670,1.000
1,0.867,0.01,0.6633,0.66330,1.000
1,0.933,0.01,0.7299,0.72987,1.000
1,1.000,0.00,0.7966,0.79660,1.000
1,1.067,0.01,0.8634,0.86337,1.000
1,1.133,0.01,0.9299,0.92993,1.000
1,1.200,0.01,0.9967,0.99670,1.000
1,1.267,0.01,1.0633,1.06330,1.000
1,1.333,0.01,1.1300,1.12997,1.000
1,1.400,0.01,1.1969,1.19690,1.000
1,1.467,0.00,1.2634,1.26343,1.000
1,1.533,0.01,1.3299,1.32990,1.000
1,1.600,0.01,1.3967,1.39670,1.000
1,1.667,0.01,1.4633,1.46330,1.000
1,1.733,0.01,1.5299,1.52987,1.000
1,1.800,0.01,1.5967,1.59670,1.000
1,1.867,0.01,1.6633,1.66333,1.000
1,1.933,0.01,1.7299,1.72993,1.000
1,2.000,0.01,1.7967,1.79670,1.000
1,2.067,0.01,1.8633,1.86333,1.000
1,2.133,0.01,1.9300,1.92997,1.000
1,2.200,0.01,1.9969,1.99690,1.000
1,2.267,0.01,2.0634,2.06340,1.000
1,2.333,0.01,2.1300,2.12997,1.000
1,2.400,0.01,2.1968,2.19680,1.000
1,2.467,0.01,2.2633,2.26333,1.000
1,2.533,0.01,2.3299,2.32993,1.000
1,2.600,0.01,2.3968,2.39680,1.000
1,2.667,0.00,2.4634,2.46340,1.000
1,2.733,0.01,2.5299,2.52993,1.000
1,2.800,0.01,2.5968,2.59680,1.000
1,2.867,0.01,2.6633,2.66330,1.000
1,2.933,0.01,2.7300,2.73000,1.000
1,3.000,0.01,2.7968,2.79680,1.000
1,3.067,0.00,2.8634,2.86337,1.000
1,3.133,0.01,2.9299,2.92993,1.000
1,3.200,0.01,2.9969,2.99690,1.000
1,3.267,0.01,3.0634,3.06343,1.000
1,3.333,0.01,3.1301,3.13007,1.000
1,3.400,0.01,3.1968,3.19680,1.000
1,3.467,0.01,3.2635,3.26350,1.000
1,3.533,0.01,3.3301,3.33007,1.000
1,3.600,0.01,3.3969,3.39690,1.000
1,3.667,0.01,3.4634,3.46343,1.000
1,3.733,0.01,3.5300,3.53003,1.000
1,3.800,0.01,3.5969,3.59690,1.000
1,3.867,0.01,3.6635,3.66350,1.000
1,3.933,0.01,3.7302,3.73020,1.000
1,4.000,0.02,3.7970,3.79700,1.000
1,4.067,0.01,3.8633,3.86333,1.000
1,4.133,0.01,3.9300,3.93000,1.000
1,4.200,0.02,3.9968,3.99680,1.000
1,4.267,0.01,4.0633,4.06333,1.000
1,4.333,0.01,4.1301,4.13010,1.000
1,4.400,0.02,4.1969,4.19690,1.000
1,4.467,0.02,4.2634,4.26343,1.000
1,4.533,0.03,4.3302,4.33017,1.000
1,4.600,0.03,4.3969,4.39690,1.000
1,4.667,0.05,4.4634,4.46343,1.000
1,4.733,0.08,4.5302,4.53020,1.000
1,4.800,0.13,4.5970,4.59700,1.000
1,4.867,0.20,4.6634,4.66343,1.000
1,4.933,0.30,4.7302,4.73017,1.000
1,5.000,0.41,4.7968,4.79680,1.000
1,5.067,0.56,4.8634,4.86343,1.000
1,5.133,0.74,4.9302,4.93023,1.000
1,5.200,0.94,4.9971,4.99710,1.000
1,5.267,1.17,5.0635,5.06353,1.000
1,5.333,1.43,5.1303,5.13027,1.000
1,5.400,1.72,5.1970,5.19700,1.000
1,5.467,2.04,5.2635,5.26353,1.000
1,5.533,2.39,5.3302,5.33020,1.000
1,5.600,2.77,5.3969,5.39690,1.000
1,5.667,3.19,5.4634,5.46343,1.000
1,5.733,3.64,5.5302,5.53020,1.000
1,5.800,4.12,5.5970,5.59700,1.000
1,5.867,4.65,5.6636,5.66363,1.000
1,5.933,5.20,5.7302,5.73023,1.000
1,6.000,5.79,5.7967,5.79670,1.000
1,6.067,6.43,5.8633,5.86333,1.000
1,6.133,7.09,5.9302,5.93017,1.000
1,6.200,7.80,5.9969,5.99690,1.000
1,6.267,8.56,6.0634,6.06343,1.000
1,6.333,9.36,6.1302,6.13023,1.000
1,6.400,10.21,6.1969,6.19690,1.000
1,6.467,11.12,6.2635,6.26347,1.000
1,6.533,12.09,6.3302,6.33023,1.000
1,6.600,13.10,6.3969,6.39690,1.000
1,6.667,14.18,6.4635,6.46347,1.000
1,6.733,15.32,6.5303,6.53027,1.000
1,6.800,16.53,6.5970,6.59700,1.000
1,6.867,17.82,6.6635,6.66353,1.000
1,6.933,19.18,6.7303,6.73027,1.000
1,7.000,20.62,6.7968,6.79680,1.000
1,7.067,22.18,6.8635,6.86350,1.000
1,7.133,23.81,6.9304,6.93037,1.000
1,7.200,25.54,6.9970,6.99700,1.000
1,7.267,27.38,7.0635,7.06353,1.000
1,7.333,29.34,7.1302,7.13020,1.000
1,7.400,31.42,7.1968,7.19680,1.000
1,7.467,33.66,7.2635,7.26347,1.000
1,7.533,36.02,7.3302,7.33020,1.000
1,7.600,38.50,7.3968,7.39680,1.000
1,7.733,41.36,7.4781,7.47810,1.000
1,7.800,40.36,7.4781,7.47810,1.000
1,7.867,39.78,7.4781,7.47810,1.000
1,7.933,39.37,7.4781,7.47810,1.000
1,8.000,39.04,7.4781,7.47810,1.000
1,8.067,38.78,7.4781,7.47810,1.000
1,8.133,38.57,7.4781,7.47810,1.000
1,8.200,38.38,7.4781,7.47810,1.000
1,8.267,38.22,7.4781,7.47810,1.000
1,8.333,38.07,7.4781,7.47810,1.000
1,8.400,37.95,7.4781,7.47810,1.000
1,8.467,37.83,7.4781,7.47810,1.000
1,8.533,37.72,7.4781,7.47810,1.000
1,8.600,37.63,7.4781,7.47810,1.000
1,8.667,37.54,7.4781,7.47810,1.000
1,8.733,37.46,7.4781,7.47810,1.000
1,8.800,37.38,7.4781,7.47810,1.000
1,8.867,37.31,7.4781,7.47810,1.000
1,8.933,37.24,7.4781,7.47810,1.000
1,9.000,37.18,7.4781,7.47810,1.000
1,9.067,37.12,7.4781,7.47810,1.000
1,9.133,37.06,7.4781,7.47810,1.000
1,9.200,37.01,7.4781,7.47810,1.000
1,9.267,36.96,7.4781,7.47810,1.000
1,9.333,36.91,7.4781,7.47810,1.000
1,9.400,36.86,7.4781,7.47810,1.000
