""
"Test Method","Radhen_Load_Cntrl_Cmprsn_250N_12-7.msm"
"Sample I. D.","Sample1.mss"
"Specimen Number","25"

"TheCycle_Output ()","_Time (s)","_Load (N)","_Extension (mm)","RealTimeDepth (mm)","CycleNumber ()"

1,0.267,-0.01,0.0827,0.08267,1.000
1,0.333,0.00,0.2745,0.27450,1.000
1,0.400,0.00,0.5770,0.57700,1.000
1,0.467,0.00,0.9696,0.96957,1.000
1,0.533,0.00,1.3696,1.36963,1.000
1,0.600,-0.01,1.7696,1.76960,1.000
1,0.667,0.00,2.1696,2.16960,1.000
1,0.733,0.00,2.5696,2.56957,1.000
1,0.800,-0.01,2.9696,2.96960,1.000
1,0.867,0.00,3.3696,3.36963,1.000
1,0.933,0.00,3.7697,3.76973,1.000
1,1.000,0.00,4.1696,4.16960,1.000
1,1.067,0.05,4.5697,4.56967,1.000
1,1.133,0.67,4.9698,4.96980,1.000
1,1.200,2.36,5.3696,5.36960,1.000
1,1.267,5.30,5.7696,5.76957,1.000
1,1.333,9.77,6.1697,6.16970,1.000
1,1.400,16.29,6.5696,6.56960,1.000
1,1.533,37.45,7.3027,7.30267,1.000
1,1.600,47.26,7.5252,7.52520,1.000
1,1.667,52.46,7.6361,7.63613,1.000
1,1.733,51.00,7.6365,7.63653,1.000
1,1.800,42.32,7.5260,7.52600,1.000
1,1.867,29.83,7.3036,7.30363,1.000
1,1.933,17.98,6.9704,6.97037,1.000
1,2.000,9.45,6.5710,6.57100,1.000
1,2.067,4.99,6.1707,6.17070,1.000
1,2.133,2.60,5.7706,5.77060,1.000
1,2.200,1.10,5.3705,5.37050,1.000
1,2.267,0.24,4.9708,4.97080,1.000
1,2.333,-0.02,4.5708,4.57080,1.000
1,2.400,-0.01,4.1705,4.17050,1.000
1,2.467,0.00,3.7707,3.77067,1.000
1,2.533,-0.01,3.3707,3.37073,1.000
1,2.600,-0.01,2.9706,2.97060,1.000
1,2.667,0.00,2.5705,2.57053,1.000
1,2.733,-0.01,2.1706,2.17063,1.000
1,2.800,0.00,1.7707,1.77070,1.000
1,2.867,-0.01,1.3706,1.37057,1.000
1,2.933,-0.01,0.9706,0.97063,1.000
1,3.000,-0.01,0.5707,0.57070,1.000
1,3.067,-0.01,0.1705,0.17053,1.000
1,3.200,-0.01,-0.5498,-0.54980,1.000
1,3.267,-0.01,-0.7607,-0.76070,1.000
1,3.333,0.00,-0.8608,-0.86080,1.000
1,3.400,0.00,-0.8505,-0.85050,1.000
1,3.467,0.00,-0.7282,-0.72823,1.000
1,3.533,-0.01,-0.4950,-0.49500,1.000
1,3.600,0.00,-0.2203,-0.22030,1.000
1,3.667,0.00,-0.0525,-0.05247,1.000
1,3.733,0.00,0.0042,0.00423,1.000
1,3.800,0.00,-0.0001,-0.00010,1.000
1,3.867,0.00,-0.0001,-0.00010,1.000
1,3.933,-0.01,-0.0001,-0.00010,1.000
1,4.000,0.00,-0.0001,-0.00010,1.000
1,4.067,-0.01,-0.0001,-0.00010,1.000
1,4.133,0.00,-0.0001,-0.00010,1.000
1,4.200,0.00,-0.0001,-0.00010,1.000
1,4.267,0.00,-0.0001,-0.00010,1.000
1,4.333,0.00,-0.0001,-0.00010,1.000
1,4.400,-0.01,-0.0001,-0.00010,1.000
1,4.467,0.00,-0.0001,-0.00010,1.000
1,4.533,-0.01,-0.0001,-0.00010,1.000
1,4.600,-0.01,-0.0001,-0.00010,1.000
1,4.667,0.00,-0.0001,-0.00010,1.000
1,4.733,-0.01,-0.0001,-0.00010,1.000
1,4.800,0.00,-0.0001,-0.00010,1.000
1,4.867,0.00,-0.0001,-0.00010,1.000
1,4.933,0.00,-0.0001,-0.00010,1.000
1,5.000,0.00,-0.0001,-0.00010,1.000
1,5.067,0.00,-0.0001,-0.00010,1.000
1,5.133,0.00,-0.0001,-0.00010,1.000
1,5.200,-0.01,-0.0001,-0.00010,1.000
1,5.267,0.00,-0.0001,-0.00010,1.000
1,5.333,0.00,-0.0001,-0.00010,1.000
1,5.400,0.00,-0.0001,-0.00010,1.000
1,5.467,0.00,-0.0001,-0.00010,1.000
1,5.533,0.00,-0.0001,-0.00010,1.000
1,5.600,0.00,-0.0001,-0.00010,1.000
1,5.667,0.00,-0.0001,-0.00010,1.000
1,5.733,0.00,-0.0001,-0.00010,1.000
1,5.800,-0.01,-0.0001,-0.00010,1.000
1,5.867,0.00,-0.0001,-0.00010,1.000
1,5.933,-0.01,-0.0001,-0.00010,1.000
1,6.000,-0.01,-0.0001,-0.00010,1.000
1,6.067,0.00,-0.0001,-0.00010,1.000
1,6.133,-0.01,-0.0001,-0.00010,1.000
1,6.267,0.00,-0.0001,-0.00010,1.000
2,6.400,-0.01,0.0001,0.00010,2.000
2,6.467,0.00,0.0637,0.06367,2.000
2,6.533,-0.01,0.2386,0.23863,2.000
2,6.600,-0.01,0.5246,0.52460,2.000
2,6.667,-0.01,0.9097,0.90967,2.000
2,6.733,-0.01,1.3097,1.30967,2.000
2,6.800,0.00,1.7097,1.70970,2.000
2,6.867,-0.01,2.1097,2.10970,2.000
2,6.933,-0.01,2.5096,2.50957,2.000
2,7.000,-0.01,2.9097,2.90970,2.000
2,7.067,-0.01,3.3096,3.30963,2.000
2,7.133,-0.01,3.7098,3.70977,2.000
2,7.200,0.00,4.1096,4.10960,2.000
2,7.267,0.02,4.5097,4.50973,2.000
2,7.333,0.48,4.9096,4.90963,2.000
2,7.400,1.95,5.3097,5.30970,2.000
2,7.467,4.64,5.7099,5.70987,2.000
2,7.533,8.84,6.1096,6.10963,2.000
2,7.600,15.00,6.5096,6.50960,2.000
2,7.800,45.88,7.4989,7.49890,2.000
2,7.867,51.96,7.6264,7.62643,2.000
2,7.933,51.63,7.6435,7.64350,2.000
2,8.000,43.96,7.5499,7.54990,2.000
2,8.067,31.70,7.3440,7.34403,2.000
2,8.133,19.62,7.0274,7.02737,2.000
2,8.200,10.42,6.6307,6.63070,2.000
2,8.267,5.48,6.2307,6.23070,2.000
2,8.333,2.88,5.8305,5.83053,2.000
2,8.400,1.26,5.4306,5.43060,2.000
2,8.467,0.34,5.0307,5.03073,2.000
2,8.533,-0.02,4.6307,4.63070,2.000
2,8.600,-0.01,4.2308,4.23080,2.000
2,8.667,-0.01,3.8306,3.83057,2.000
2,8.733,-0.01,3.4306,3.43063,2.000
2,8.800,-0.01,3.0307,3.03070,2.000
2,8.867,0.00,2.6306,2.63057,2.000
2,8.933,-0.01,2.2306,2.23060,2.000
2,9.000,-0.01,1.8305,1.83050,2.000
2,9.067,-0.01,1.4305,1.43050,2.000
2,9.133,-0.01,1.0305,1.03053,2.000
2,9.200,-0.01,0.6306,0.63060,2.000
2,9.267,-0.01,0.2305,0.23053,2.000
2,9.400,0.00,-0.5086,-0.50860,2.000
