""
"Test Method","Radhen_Load_Cntrl_Cmprsn_250N_12-7.msm"
"Sample I. D.","Sample1.mss"
"Specimen Number","42"

"TheCycle_Output ()","_Time (s)","_Load (N)","_Extension (mm)","RealTimeDepth (mm)","CycleNumber ()"

1,0.333,0.00,0.0916,0.09163,1.000
1,0.400,0.00,0.1585,0.15850,1.000
1,0.467,0.00,0.2252,0.22520,1.000
1,0.533,0.00,0.2918,0.29180,1.000
1,0.600,0.00,0.3587,0.35870,1.000
1,0.667,0.00,0.4253,0.42527,1.000
1,0.733,-0.01,0.4919,0.49187,1.000
1,0.800,-0.01,0.5586,0.55860,1.000
1,0.867,0.00,0.6252,0.62520,1.000
1,0.933,0.00,0.6919,0.69187,1.000
1,1.000,0.00,0.7586,0.75860,1.000
1,1.067,0.00,0.8253,0.82530,1.000
1,1.133,0.00,0.8918,0.89183,1.000
1,1.200,0.00,0.9586,0.95860,1.000
1,1.267,0.00,1.0253,1.02530,1.000
1,1.333,0.00,1.0919,1.09187,1.000
1,1.400,0.00,1.1587,1.15870,1.000
1,1.467,0.00,1.2254,1.22537,1.000
1,1.533,0.00,1.2919,1.29193,1.000
1,1.600,0.00,1.3587,1.35870,1.000
1,1.667,-0.01,1.4252,1.42520,1.000
1,1.733,0.00,1.4919,1.49187,1.000
1,1.800,0.00,1.5586,1.55860,1.000
1,1.867,-0.01,1.6253,1.62530,1.000
1,1.933,0.00,1.6919,1.69187,1.000
1,2.000,0.00,1.7587,1.75870,1.000
1,2.067,0.00,1.8253,1.82530,1.000
1,2.133,0.00,1.8918,1.89183,1.000
1,2.200,0.00,1.9588,1.95880,1.000
1,2.267,0.00,2.0254,2.02543,1.000
1,2.333,0.00,2.0920,2.09203,1.000
1,2.400,0.00,2.1587,2.15870,1.000
1,2.467,0.00,2.2253,2.22530,1.000
1,2.533,0.00,2.2920,2.29197,1.000
1,2.600,0.00,2.3588,2.35880,1.000
1,2.667,0.00,2.4254,2.42543,1.000
1,2.733,0.00,2.4920,2.49203,1.000
1,2.800,0.00,2.5587,2.55870,1.000
1,2.867,0.00,2.6253,2.62527,1.000
1,2.933,0.00,2.6919,2.69187,1.000
1,3.000,-0.01,2.7589,2.75890,1.000
1,3.067,0.00,2.8254,2.82543,1.000
1,3.133,0.00,2.8919,2.89193,1.000
