""
"Test Method","Radhen_Load_Cntrl_Cmprsn_250N_12-7.msm"
"Sample I. D.","Sample1.mss"
"Specimen Number","33"

"TheCycle_Output ()","_Time (s)","_Load (N)","_Extension (mm)","RealTimeDepth (mm)","CycleNumber ()"

1,0.267,0.00,0.0560,0.05600,1.000
1,0.333,0.00,0.1226,0.12263,1.000
1,0.400,0.00,0.1894,0.18940,1.000
1,0.467,0.01,0.2561,0.25613,1.000
1,0.533,0.00,0.3228,0.32280,1.000
1,0.600,0.00,0.3896,0.38960,1.000
1,0.667,0.00,0.4562,0.45620,1.000
1,0.733,0.00,0.5228,0.52283,1.000
1,0.800,-0.01,0.5896,0.58960,1.000
1,0.867,0.00,0.6562,0.65620,1.000
1,0.933,0.00,0.7228,0.72283,1.000
1,1.000,0.00,0.7896,0.78960,1.000
1,1.067,0.00,0.8563,0.85627,1.000
1,1.133,0.00,0.9229,0.92287,1.000
1,1.200,0.00,0.9897,0.98970,1.000
1,1.267,0.00,1.0562,1.05617,1.000
1,1.333,0.00,1.1229,1.12293,1.000
1,1.400,-0.01,1.1898,1.18980,1.000
1,1.467,-0.01,1.2563,1.25630,1.000
1,1.533,0.00,1.3229,1.32290,1.000
1,1.600,0.00,1.3896,1.38960,1.000
1,1.667,0.00,1.4561,1.45613,1.000
1,1.733,-0.01,1.5228,1.52283,1.000
1,1.800,0.00,1.5896,1.58960,1.000
1,1.867,0.00,1.6562,1.65623,1.000
1,1.933,0.00,1.7230,1.72297,1.000
1,2.000,0.00,1.7898,1.78980,1.000
1,2.067,0.00,1.8562,1.85617,1.000
1,2.133,0.00,1.9230,1.92297,1.000
1,2.200,0.00,1.9898,1.98980,1.000
1,2.267,-0.01,2.0564,2.05637,1.000
1,2.333,0.00,2.1231,2.12307,1.000
1,2.400,0.00,2.1898,2.18980,1.000
1,2.467,0.00,2.2563,2.25627,1.000
1,2.533,0.00,2.3230,2.32297,1.000
1,2.600,-0.01,2.3898,2.38980,1.000
1,2.667,0.00,2.4564,2.45637,1.000
1,2.733,0.00,2.5230,2.52303,1.000
1,2.800,0.00,2.5897,2.58970,1.000
1,2.867,0.00,2.6562,2.65623,1.000
1,2.933,0.00,2.7230,2.72303,1.000
1,3.000,0.00,2.7898,2.78980,1.000
1,3.067,0.00,2.8564,2.85637,1.000
1,3.133,0.00,2.9230,2.92303,1.000
1,3.200,0.00,2.9898,2.98980,1.000
1,3.267,0.00,3.0564,3.05637,1.000
1,3.333,0.00,3.1231,3.12310,1.000
1,3.400,0.00,3.1898,3.18980,1.000
1,3.467,0.00,3.2564,3.25640,1.000
1,3.533,0.00,3.3231,3.32310,1.000
1,3.600,-0.01,3.3897,3.38970,1.000
1,3.667,0.00,3.4563,3.45633,1.000
1,3.733,0.00,3.5231,3.52307,1.000
1,3.800,0.00,3.5898,3.58980,1.000
1,3.867,0.00,3.6564,3.65643,1.000
1,3.933,0.00,3.7232,3.72320,1.000
1,4.000,0.00,3.7899,3.78990,1.000
1,4.067,0.00,3.8563,3.85633,1.000
1,4.133,0.00,3.9231,3.92307,1.000
1,4.200,0.00,3.9898,3.98980,1.000
1,4.267,0.01,4.0563,4.05630,1.000
1,4.333,0.01,4.1231,4.12307,1.000
1,4.400,0.01,4.1898,4.18980,1.000
1,4.467,0.01,4.2564,4.25637,1.000
1,4.533,0.01,4.3231,4.32313,1.000
1,4.600,0.02,4.3898,4.38980,1.000
1,4.667,0.04,4.4564,4.45640,1.000
1,4.733,0.06,4.5233,4.52327,1.000
1,4.800,0.12,4.5898,4.58980,1.000
1,4.867,0.18,4.6564,4.65643,1.000
1,4.933,0.28,4.7231,4.72310,1.000
1,5.000,0.40,4.7899,4.78990,1.000
1,5.067,0.54,4.8565,4.85647,1.000
1,5.133,0.72,4.9233,4.92327,1.000
1,5.200,0.92,4.9900,4.99000,1.000
1,5.267,1.16,5.0565,5.05650,1.000
1,5.333,1.42,5.1233,5.12330,1.000
1,5.400,1.71,5.1899,5.18990,1.000
1,5.467,2.03,5.2565,5.25650,1.000
1,5.533,2.38,5.3232,5.32320,1.000
1,5.600,2.77,5.3897,5.38970,1.000
1,5.667,3.18,5.4563,5.45633,1.000
1,5.733,3.63,5.5232,5.52317,1.000
1,5.800,4.11,5.5899,5.58990,1.000
1,5.867,4.62,5.6566,5.65663,1.000
1,5.933,5.17,5.7234,5.72337,1.000
1,6.000,5.76,5.7897,5.78970,1.000
1,6.067,6.38,5.8564,5.85637,1.000
1,6.133,7.05,5.9232,5.92320,1.000
1,6.200,7.75,5.9898,5.98980,1.000
