""
"Test Method","Radhen_Load_Cntrl_Cmprsn_250N_12-7.msm"
"Sample I. D.","Sample1.mss"
"Specimen Number","41"

"TheCycle_Output ()","_Time (s)","_Load (N)","_Extension (mm)","RealTimeDepth (mm)","CycleNumber ()"

1,0.267,0.01,0.0600,0.06000,1.000
1,0.333,0.01,0.1267,0.12667,1.000
1,0.400,0.01,0.1935,0.19350,1.000
1,0.467,0.00,0.2601,0.26013,1.000
1,0.533,0.00,0.3267,0.32670,1.000
1,0.600,0.01,0.3935,0.39350,1.000
1,0.667,0.01,0.4602,0.46020,1.000
1,0.733,0.01,0.5269,0.52687,1.000
1,0.800,0.01,0.5935,0.59350,1.000
1,0.867,0.01,0.6602,0.66017,1.000
1,0.933,0.01,0.7268,0.72683,1.000
1,1.000,0.01,0.7936,0.79360,1.000
1,1.067,0.01,0.8602,0.86017,1.000
1,1.133,0.01,0.9268,0.92680,1.000
1,1.200,0.01,0.9935,0.99350,1.000
1,1.267,0.01,1.0602,1.06023,1.000
1,1.333,0.01,1.1269,1.12693,1.000
1,1.400,0.01,1.1938,1.19380,1.000
1,1.467,0.01,1.2603,1.26030,1.000
1,1.533,0.01,1.3270,1.32697,1.000
1,1.600,0.01,1.3936,1.39360,1.000
1,1.667,0.01,1.4602,1.46020,1.000
1,1.733,0.01,1.5268,1.52683,1.000
1,1.800,0.01,1.5937,1.59370,1.000
1,1.867,0.01,1.6602,1.66017,1.000
1,1.933,0.01,1.7269,1.72690,1.000
1,2.000,0.01,1.7936,1.79360,1.000
1,2.067,0.01,1.8602,1.86020,1.000
1,2.133,0.00,1.9270,1.92697,1.000
1,2.200,0.01,1.9937,1.99370,1.000
1,2.267,0.01,2.0603,2.06030,1.000
1,2.333,0.01,2.1270,2.12703,1.000
1,2.400,0.01,2.1937,2.19370,1.000
1,2.467,0.01,2.2603,2.26030,1.000
1,2.533,0.01,2.3269,2.32693,1.000
1,2.600,0.01,2.3937,2.39370,1.000
1,2.667,0.01,2.4603,2.46033,1.000
1,2.733,0.01,2.5270,2.52700,1.000
1,2.800,0.02,2.5937,2.59370,1.000
1,2.867,0.01,2.6603,2.66030,1.000
1,2.933,0.01,2.7270,2.72700,1.000
1,3.000,0.01,2.7938,2.79380,1.000
1,3.067,0.02,2.8603,2.86033,1.000
1,3.133,0.02,2.9270,2.92697,1.000
1,3.200,0.01,2.9938,2.99380,1.000
1,3.267,0.01,3.0604,3.06040,1.000
1,3.333,0.01,3.1271,3.12707,1.000
1,3.400,0.01,3.1937,3.19370,1.000
1,3.467,0.01,3.2604,3.26040,1.000
1,3.533,0.01,3.3271,3.32707,1.000
1,3.600,0.01,3.3937,3.39370,1.000
1,3.667,0.01,3.4603,3.46033,1.000
1,3.733,0.01,3.5271,3.52707,1.000
1,3.800,0.01,3.5937,3.59370,1.000
1,3.867,0.01,3.6605,3.66050,1.000
1,3.933,0.01,3.7272,3.72720,1.000
1,4.000,0.01,3.7939,3.79390,1.000
1,4.067,0.01,3.8603,3.86030,1.000
1,4.133,0.01,3.9270,3.92700,1.000
1,4.200,0.02,3.9937,3.99370,1.000
1,4.267,0.01,4.0603,4.06027,1.000
1,4.333,0.02,4.1271,4.12707,1.000
1,4.400,0.02,4.1938,4.19380,1.000
1,4.467,0.02,4.2604,4.26043,1.000
1,4.533,0.03,4.3271,4.32710,1.000
1,4.600,0.03,4.3939,4.39390,1.000
1,4.667,0.04,4.4604,4.46043,1.000
1,4.733,0.07,4.5272,4.52720,1.000
1,4.800,0.12,4.5938,4.59380,1.000
1,4.867,0.19,4.6604,4.66040,1.000
1,4.933,0.28,4.7271,4.72710,1.000
1,5.000,0.39,4.7937,4.79370,1.000
1,5.067,0.53,4.8604,4.86043,1.000
1,5.133,0.70,4.9273,4.92727,1.000
1,5.200,0.91,4.9939,4.99390,1.000
1,5.267,1.13,5.0605,5.06050,1.000
1,5.333,1.39,5.1273,5.12730,1.000
1,5.400,1.68,5.1939,5.19390,1.000
1,5.467,1.98,5.2604,5.26043,1.000
1,5.533,2.32,5.3272,5.32720,1.000
1,5.600,2.70,5.3938,5.39380,1.000
1,5.667,3.12,5.4604,5.46040,1.000
1,5.733,3.55,5.5272,5.52720,1.000
1,5.800,4.04,5.5939,5.59390,1.000
1,5.867,4.55,5.6606,5.66060,1.000
1,5.933,5.11,5.7273,5.72733,1.000
1,6.000,5.70,5.7938,5.79380,1.000
1,6.067,6.33,5.8603,5.86030,1.000
1,6.133,6.99,5.9272,5.92720,1.000
1,6.200,7.71,5.9937,5.99370,1.000
1,6.267,8.47,6.0604,6.06040,1.000
1,6.333,9.28,6.1272,6.12720,1.000
1,6.400,10.13,6.1938,6.19380,1.000
1,6.467,11.04,6.2604,6.26040,1.000
1,6.533,12.01,6.3272,6.32723,1.000
1,6.600,13.03,6.3938,6.39380,1.000
1,6.667,14.12,6.4604,6.46043,1.000
1,6.733,15.27,6.5272,6.52717,1.000
1,6.800,16.51,6.5938,6.59380,1.000
1,6.867,17.81,6.6605,6.66050,1.000
1,6.933,19.18,6.7272,6.72717,1.000
1,7.000,20.64,6.7938,6.79380,1.000
1,7.067,22.20,6.8606,6.86057,1.000
1,7.133,23.83,6.9274,6.92737,1.000
1,7.200,25.55,6.9938,6.99380,1.000
1,7.267,27.38,7.0605,7.06050,1.000
1,7.333,29.32,7.1272,7.12720,1.000
1,7.400,31.38,7.1937,7.19370,1.000
1,7.467,33.55,7.2604,7.26043,1.000
1,7.533,35.85,7.3272,7.32717,1.000
1,7.600,38.30,7.3938,7.39380,1.000
1,7.667,40.92,7.4605,7.46050,1.000
1,7.733,43.71,7.5272,7.52723,1.000
1,7.800,46.73,7.5938,7.59380,1.000
1,7.867,49.96,7.6604,7.66043,1.000
1,7.933,53.42,7.7273,7.72730,1.000
1,8.000,57.16,7.7939,7.79390,1.000
1,8.067,61.21,7.8605,7.86053,1.000
1,8.133,65.62,7.9272,7.92723,1.000
1,8.200,70.48,7.9938,7.99380,1.000
1,8.267,75.86,8.0604,8.06043,1.000
1,8.333,81.78,8.1273,8.12727,1.000
1,8.400,88.45,8.1939,8.19390,1.000
1,8.533,92.82,8.2540,8.25400,1.000
1,8.600,90.75,8.2540,8.25400,1.000
1,8.667,89.49,8.2540,8.25400,1.000
1,8.733,88.56,8.2540,8.25400,1.000
1,8.800,87.85,8.2540,8.25400,1.000
1,8.867,87.24,8.2540,8.25400,1.000
1,8.933,86.73,8.2540,8.25400,1.000
1,9.000,86.29,8.2540,8.25400,1.000
1,9.067,85.85,8.2540,8.25400,1.000
1,9.133,85.46,8.2540,8.25400,1.000
1,9.200,85.12,8.2540,8.25400,1.000
1,9.267,84.83,8.2540,8.25400,1.000
1,9.333,84.55,8.2540,8.25400,1.000
1,9.400,84.30,8.2540,8.25400,1.000
1,9.467,84.06,8.2540,8.25400,1.000
1,9.533,83.84,8.2540,8.25400,1.000
1,9.600,83.63,8.2540,8.25400,1.000
