-1.5344377038,1.570637142,5.5787187072,-0.1916265861,0.5462266463,-0.1698536379,35510,6028272
-1.9420941987,1.5153696812,5.498954314,-0.2567765753,0.5884826567,-0.2057867679,35514,6027760
-4.8409528057,2.4762154062,11.6898269574,-0.8801553774,0.9649249633,-0.3538012888,35509,6028784
-1.7196204384,1.9503327819,7.3711174482,-0.6278927758,0.6296409314,-0.2655846289,35523,6028784
-1.9873853033,2.05006548,6.287574702,-0.1903300436,0.5920963804,-0.187578426,35523,6028272
0.7773280664,-1.8629134488,2.2474152905,-0.5849188464,0.1629954453,-0.0981601941,35544,6028272
-3.0803141053,3.4666492629,4.3547933983,0.4730324048,0.6108079029,-0.107704383,35556,6028272
-2.4517801507,3.2101576867,4.2476265938,0.4295379472,0.5416759428,-0.1324870523,35556,6028272
-2.8858266605,3.133896083,5.5216302081,0.2529586666,0.6120551103,-0.1671269537,35567,6030832
-2.0485579488,2.0349693152,5.1434418433,-0.1363058978,0.5081764925,-0.2408800748,35563,6028784
-1.1527480245,0.4810151742,4.5255864624,-0.5001866942,0.4517481134,-0.2530963119,35561,6028272
-1.754108067,2.1024283251,4.9915547019,-0.0047325922,0.4945922754,-0.1826056633,35574,6028784
-2.1696221342,1.9180661171,4.9992309186,-0.0803003303,0.5356661746,-0.201054872,35594,6027760
-1.8047904264,1.652132207,4.9784936214,-0.2207485311,0.505175349,-0.2291960084,35594,6028784
-1.5880911611,0.5243256097,5.1113604755,-0.5381054364,0.4816949549,-0.2647636873,35590,6028784
-2.0061557148,0.5555997806,5.3513530684,-0.3974680062,0.5135663197,-0.2314897495,35590,6027760
-1.4949205341,3.2758767677,24.6380394709,1.6271445483,0.4001134101,-0.5347415561,35590,10484208
6.0526320039,5.7000738439,30.5451316288,4.1630157138,-0.3910120802,1.0609213932,35590,13202928
-3.0774341893,2.1405535941,28.93421244,0.0797623003,0.6794885816,-0.4553089133,35604,11511280
-3.5623392723,0.1317292933,23.780755678,-0.6153001378,0.8098460862,-0.3639663867,35663,11527152
-3.3860973934,0.6808196654,26.8912634023,0.2403800622,1.0146356092,-0.3226531097,35650,13849584
-1.8906179547,-0.2863513377,27.6073032006,-0.1116295999,0.9705067537,-0.3637678423,35632,13634544
-1.2451133899,-0.1912106183,27.5149633813,0.1517293386,0.903788606,-0.3072934566,35638,13793264
-1.934825836,-0.0887401237,27.4898290361,-0.0281244371,1.0124612761,-0.3892868942,35638,13542384
-1.3133878395,-0.3412851288,27.4056454774,-0.0854021887,0.9419200396,-0.3600549003,35637,13718000
-1.9333288857,-0.3432754509,27.3089831987,-0.0450977449,1.0109701194,-0.4051395436,35637,13767664
-1.0458628745,-0.1455354895,21.6237025442,-0.133890723,0.834734908,-0.3975785075,35669,11609584
-1.5843266235,0.50553786,14.3460555207,-0.0275714734,0.7234307253,-0.325682535,35764,9309680
-1.6612292295,0.632514873,11.6929767365,-0.0160120857,0.6567493318,-0.3107839655,35807,7986160
-1.4836057211,0.6464747011,10.9740402648,-0.2583962431,0.6665544469,-0.3042777899,35807,7758320
-2.0645888754,1.0228791671,5.9468419648,-0.3330082932,0.5913733793,-0.2783795458,35846,6153200
-0.7969488688,1.4502820488,-0.8967469755,0.7107633787,0.3470901152,-0.0644005569,35829,5885424
-1.3177726063,2.7071904899,3.4738749746,0.4597118487,0.5317388051,-0.1123447209,35612,5900272
-0.9994506971,1.8235170557,5.154146955,0.0978062881,0.4969787658,-0.0766660365,35566,5908464
-1.6999543134,2.0629288289,5.3087270487,0.158816902,0.6401973239,-0.1157488554,35566,5910000
