Loop Time (ms)	IR (16 bit)	Force (N)	Force (N)	Color	Speed (mm/s)	Spatial (mm)	Angle (deg)
239.000	7074.000	1571.250	40.000	0.000	1.000	0.000	0.000
3285.000	7081.000	1571.370	40.000	0.000	1.000	0.000	0.000
64.000	7077.000	1571.250	40.000	0.000	1.000	0.000	0.000
63.000	7078.000	1571.250	40.000	0.000	1.000	0.000	0.000
64.000	7073.000	1571.370	40.000	0.000	1.000	0.000	0.000
80.000	7078.000	1571.370	40.000	0.000	1.000	0.000	0.000
64.000	7079.000	1571.250	40.000	0.000	1.000	0.000	0.000
64.000	7077.000	1571.250	40.000	0.000	1.000	0.000	0.000
64.000	7075.000	1571.250	40.000	0.000	1.000	0.000	0.000
63.000	7076.000	1571.370	40.000	0.000	1.000	0.000	0.000
65.000	7078.000	1571.250	40.000	0.000	1.000	0.000	0.000
64.000	7078.000	1571.250	40.000	0.000	1.000	0.000	0.000
64.000	7075.000	1571.250	40.000	0.000	1.000	0.000	0.000
63.000	7079.000	1571.370	40.000	0.000	1.000	0.000	0.000
64.000	7080.000	1571.250	40.000	0.000	1.000	0.000	0.000
64.000	7077.000	1571.250	40.000	0.000	1.000	0.000	0.000
65.000	7076.000	1571.370	40.000	0.000	1.000	0.000	0.000
79.000	7077.000	1571.370	40.000	0.000	1.000	0.000	0.000
65.000	7083.000	1571.250	40.000	0.000	1.000	0.000	0.000
63.000	7082.000	1571.250	40.000	0.000	1.000	0.000	0.000
64.000	7078.000	1571.370	40.000	0.000	1.000	0.000	0.000
64.000	7078.000	1571.370	40.000	0.000	1.000	0.000	0.000
64.000	7078.000	1571.370	40.000	0.000	1.000	0.000	0.000
63.000	7082.000	1571.250	40.000	0.000	1.000	0.000	0.000
64.000	7083.000	1571.370	40.000	0.000	1.000	0.000	0.000
65.000	7077.000	1571.370	40.000	0.000	1.000	0.000	0.000
63.000	7080.000	1571.370	40.000	0.000	1.000	0.000	0.000
64.000	7081.000	1571.250	40.000	0.000	1.000	0.000	0.000
64.000	7081.000	1571.250	40.000	0.000	1.000	0.000	0.000
80.000	7082.000	1571.370	40.000	0.000	1.000	0.000	0.000
64.000	7088.000	1571.370	40.000	0.000	1.000	0.000	0.000
64.000	7082.000	1571.250	40.000	0.000	1.000	0.000	0.000
64.000	7076.000	1571.370	40.000	0.000	1.000	0.000	0.000
64.000	7087.000	1571.370	40.000	0.000	1.000	0.000	0.000
64.000	7077.000	1571.370	40.000	0.000	1.000	0.000	0.000
64.000	7084.000	1571.250	40.000	0.000	1.000	0.000	0.000
64.000	7090.000	1571.370	40.000	0.000	1.000	0.000	0.000
64.000	7086.000	1571.370	40.000	0.000	1.000	0.000	0.000
63.000	7079.000	1571.250	40.000	0.000	1.000	0.000	0.000
64.000	7086.000	1571.250	40.000	0.000	1.000	0.000	0.000
80.000	7088.000	1571.250	40.000	0.000	1.000	0.000	0.000
65.000	7090.000	1571.250	40.000	0.000	1.000	0.000	0.000
64.000	7086.000	1571.250	40.000	0.000	1.000	0.000	0.000
63.000	7086.000	1571.370	40.000	0.000	1.000	0.000	0.000
64.000	7086.000	1571.250	40.000	0.000	1.000	0.000	0.000
64.000	7093.000	1571.250	40.000	0.000	1.000	0.000	0.000
64.000	7085.000	1571.250	40.000	0.000	1.000	0.000	0.000
64.000	7088.000	1571.250	40.000	0.000	1.000	0.000	0.000
64.000	7086.000	1571.250	40.000	0.000	1.000	0.000	0.000
64.000	7084.000	1571.370	40.000	0.000	1.000	0.000	0.000
63.000	7086.000	1571.370	40.000	0.000	1.000	0.000	0.000
64.000	7086.000	1571.250	40.000	0.000	1.000	0.000	0.000
81.000	7093.000	1571.370	40.000	0.000	1.000	0.000	0.000
64.000	7088.000	1571.370	40.000	0.000	1.000	0.000	0.000
63.000	7090.000	1571.250	40.000	0.000	1.000	0.000	0.000
64.000	7091.000	1571.370	40.000	0.000	1.000	0.000	0.000
64.000	7094.000	1571.250	40.000	0.000	1.000	0.000	0.000
64.000	7087.000	1571.250	40.000	0.000	1.000	0.000	0.000
63.000	7086.000	1571.250	40.000	0.000	1.000	0.000	0.000
65.000	7087.000	1571.250	40.000	0.000	1.000	0.000	0.000
64.000	7089.000	1571.250	40.000	0.000	1.000	0.000	0.000
64.000	7088.000	1571.370	40.000	0.000	1.000	0.000	0.000
64.000	7093.000	1571.120	40.000	0.000	1.000	0.000	0.000
64.000	7086.000	1571.250	40.000	0.000	1.000	0.000	0.000
80.000	7093.000	1571.250	40.000	0.000	1.000	0.000	0.000
63.000	7095.000	1571.370	40.000	0.000	1.000	0.000	0.000
64.000	7093.000	1571.370	40.000	0.000	1.000	0.000	0.000
64.000	7089.000	1571.250	40.000	0.000	1.000	0.000	0.000
64.000	7091.000	1571.250	40.000	0.000	1.000	0.000	0.000
64.000	7095.000	1571.250	40.000	0.000	1.000	0.000	0.000
64.000	7092.000	1571.250	40.000	0.000	1.000	0.000	0.000
63.000	7091.000	1571.370	40.000	0.000	1.000	0.000	0.000
65.000	7093.000	1571.250	40.000	0.000	1.000	0.000	0.000
64.000	7089.000	1571.370	40.000	0.000	1.000	0.000	0.000
63.000	7089.000	1571.370	40.000	0.000	1.000	0.000	0.000
80.000	7092.000	1571.250	40.000	0.000	1.000	0.000	0.000
64.000	7095.000	1571.370	40.000	0.000	1.000	0.000	0.000
65.000	7089.000	1571.370	40.000	0.000	1.000	0.000	0.000
63.000	7092.000	1571.250	40.000	0.000	1.000	0.000	0.000
64.000	7089.000	1571.250	40.000	0.000	1.000	0.000	0.000
64.000	7088.000	1571.370	40.000	0.000	1.000	0.000	0.000
64.000	7094.000	1571.370	40.000	0.000	1.000	0.000	0.000
64.000	7091.000	1571.370	40.000	0.000	1.000	0.000	0.000
64.000	7093.000	1571.370	40.000	0.000	1.000	0.000	0.000
64.000	7097.000	1571.250	40.000	0.000	1.000	0.000	0.000
64.000	7091.000	1571.250	40.000	0.000	1.000	0.000	0.000
63.000	7093.000	1571.250	40.000	0.000	1.000	0.000	0.000
80.000	7094.000	1571.250	40.000	0.000	1.000	0.000	0.000
64.000	7096.000	1571.250	40.000	0.000	1.000	0.000	0.000
64.000	7092.000	1571.370	40.000	0.000	1.000	0.000	0.000
64.000	7098.000	1571.250	40.000	0.000	1.000	0.000	0.000
64.000	7099.000	1571.370	40.000	0.000	1.000	0.000	0.000
64.000	7101.000	1571.250	40.000	0.000	1.000	0.000	0.000
64.000	7098.000	1571.370	40.000	0.000	1.000	0.000	0.000
64.000	7100.000	1571.370	40.000	0.000	1.000	0.000	0.000
64.000	7101.000	1571.250	40.000	0.000	1.000	0.000	0.000
64.000	7101.000	1571.250	40.000	0.000	1.000	0.000	0.000
64.000	7102.000	1571.250	40.000	0.000	1.000	0.000	0.000
63.000	7096.000	1571.250	40.000	0.000	1.000	0.000	0.000
81.000	7098.000	1571.250	40.000	0.000	1.000	0.000	0.000
64.000	7103.000	1571.370	40.000	0.000	1.000	0.000	0.000
63.000	7097.000	1571.250	40.000	0.000	1.000	0.000	0.000
65.000	7105.000	1571.250	40.000	0.000	1.000	0.000	0.000
63.000	7095.000	1571.370	40.000	0.000	1.000	0.000	0.000
64.000	7095.000	1571.370	40.000	0.000	1.000	0.000	0.000
64.000	7100.000	1571.370	40.000	0.000	1.000	0.000	0.000
64.000	7100.000	1571.370	40.000	0.000	1.000	0.000	0.000
64.000	7105.000	1571.250	40.000	0.000	1.000	0.000	0.000
65.000	7098.000	1571.370	40.000	0.000	1.000	0.000	0.000
63.000	7100.000	1571.250	40.000	0.000	1.000	0.000	0.000
80.000	7105.000	1571.370	40.000	0.000	1.000	0.000	0.000
64.000	7103.000	1571.250	40.000	0.000	1.000	0.000	0.000
64.000	7096.000	1571.250	40.000	0.000	1.000	0.000	0.000
64.000	7103.000	1571.370	40.000	0.000	1.000	0.000	0.000
64.000	7100.000	1571.370	40.000	0.000	1.000	0.000	0.000
64.000	7100.000	1571.370	40.000	0.000	1.000	0.000	0.000
64.000	7104.000	1571.250	40.000	0.000	1.000	0.000	0.000
64.000	7106.000	1571.370	40.000	0.000	1.000	0.000	0.000
63.000	7101.000	1571.250	40.000	0.000	1.000	0.000	0.000
64.000	7097.000	1571.120	40.000	0.000	1.000	0.000	0.000
64.000	7101.000	1571.370	40.000	0.000	1.000	0.000	0.000
64.000	7102.000	1571.370	40.000	0.000	1.000	0.000	0.000
80.000	7109.000	1571.250	40.000	0.000	1.000	0.000	0.000
64.000	7105.000	1571.250	40.000	0.000	1.000	0.000	0.000
64.000	7105.000	1571.370	40.000	0.000	1.000	0.000	0.000
64.000	7106.000	1571.370	40.000	0.000	1.000	0.000	0.000
63.000	7109.000	1571.250	40.000	0.000	1.000	0.000	0.000
65.000	7107.000	1571.370	40.000	0.000	1.000	0.000	0.000
64.000	7111.000	1571.370	40.000	0.000	1.000	0.000	0.000
63.000	7107.000	1571.370	40.000	0.000	1.000	0.000	0.000
64.000	7110.000	1571.120	40.000	0.000	1.000	0.000	0.000
64.000	7106.000	1571.250	40.000	0.000	1.000	0.000	0.000
64.000	7108.000	1571.370	40.000	0.000	1.000	0.000	0.000
64.000	7102.000	1571.370	40.000	0.000	1.000	0.000	0.000
80.000	7103.000	1571.250	40.000	0.000	1.000	0.000	0.000
64.000	7106.000	1571.250	40.000	0.000	1.000	0.000	0.000
63.000	7108.000	1571.370	40.000	0.000	1.000	0.000	0.000
65.000	7101.000	1571.250	40.000	0.000	1.000	0.000	0.000
63.000	7105.000	1571.370	40.000	0.000	1.000	0.000	0.000
65.000	7108.000	1571.370	40.000	0.000	1.000	0.000	0.000
63.000	7111.000	1571.370	40.000	0.000	1.000	0.000	0.000
64.000	7108.000	1571.370	40.000	0.000	1.000	0.000	0.000
65.000	7104.000	1571.370	40.000	0.000	1.000	0.000	0.000
64.000	7111.000	1571.370	40.000	0.000	1.000	0.000	0.000
63.000	7104.000	1571.370	40.000	0.000	1.000	0.000	0.000
80.000	7114.000	1571.250	40.000	0.000	1.000	0.000	0.000
64.000	7110.000	1571.370	40.000	0.000	1.000	0.000	0.000
64.000	7114.000	1571.250	40.000	0.000	1.000	0.000	0.000
64.000	7108.000	1571.250	40.000	0.000	1.000	0.000	0.000
63.000	7111.000	1571.250	40.000	0.000	1.000	0.000	0.000
64.000	7112.000	1571.370	40.000	0.000	1.000	0.000	0.000
65.000	7111.000	1571.370	40.000	0.000	1.000	0.000	0.000
63.000	7112.000	1571.250	40.000	0.000	1.000	0.000	0.000
65.000	7111.000	1571.250	40.000	0.000	1.000	0.000	0.000
63.000	7112.000	1571.370	40.000	0.000	1.000	0.000	0.000
65.000	7106.000	1571.250	40.000	0.000	1.000	0.000	0.000
64.000	7112.000	1571.250	40.000	0.000	1.000	0.000	0.000
