Loop Time (ms)	IR (16 bit)	Force (N)	Force (N)	Color	Speed (mm/s)	Spatial (mm)	Angle (deg)
250.000	6439.000	1568.320	80.000	0.000	1.000	0.000	0.000
3283.000	6434.000	1568.320	80.000	0.000	1.000	0.000	0.000
64.000	6437.000	1568.320	80.000	0.000	1.000	0.000	0.000
64.000	6431.000	1568.320	80.000	0.000	1.000	0.000	0.000
80.000	6434.000	1568.320	80.000	0.000	1.000	0.000	0.000
63.000	6432.000	1568.190	80.000	0.000	1.000	0.000	0.000
64.000	6436.000	1568.320	80.000	0.000	1.000	0.000	0.000
64.000	6434.000	1568.320	80.000	0.000	1.000	0.000	0.000
64.000	6436.000	1568.320	80.000	0.000	1.000	0.000	0.000
64.000	6436.000	1568.320	80.000	0.000	1.000	0.000	0.000
64.000	6440.000	1568.320	80.000	0.000	1.000	0.000	0.000
64.000	6435.000	1568.320	80.000	0.000	1.000	0.000	0.000
65.000	6440.000	1568.320	80.000	0.000	1.000	0.000	0.000
64.000	6442.000	1568.440	80.000	0.000	1.000	0.000	0.000
63.000	6436.000	1568.190	80.000	0.000	1.000	0.000	0.000
64.000	6443.000	1568.320	80.000	0.000	1.000	0.000	0.000
80.000	6438.000	1568.320	80.000	0.000	1.000	0.000	0.000
64.000	6443.000	1568.320	80.000	0.000	1.000	0.000	0.000
63.000	6438.000	1568.320	80.000	0.000	1.000	0.000	0.000
64.000	6450.000	1568.440	80.000	0.000	1.000	0.000	0.000
65.000	6440.000	1568.190	80.000	0.000	1.000	0.000	0.000
64.000	6446.000	1568.320	80.000	0.000	1.000	0.000	0.000
63.000	6443.000	1568.190	80.000	0.000	1.000	0.000	0.000
64.000	6439.000	1568.440	80.000	0.000	1.000	0.000	0.000
64.000	6436.000	1568.320	80.000	0.000	1.000	0.000	0.000
64.000	6445.000	1568.320	80.000	0.000	1.000	0.000	0.000
64.000	6443.000	1568.190	80.000	0.000	1.000	0.000	0.000
64.000	6445.000	1568.190	80.000	0.000	1.000	0.000	0.000
80.000	6444.000	1568.190	80.000	0.000	1.000	0.000	0.000
64.000	6445.000	1568.320	80.000	0.000	1.000	0.000	0.000
64.000	6448.000	1568.320	80.000	0.000	1.000	0.000	0.000
64.000	6447.000	1568.190	80.000	0.000	1.000	0.000	0.000
63.000	6451.000	1568.190	80.000	0.000	1.000	0.000	0.000
64.000	6449.000	1568.320	80.000	0.000	1.000	0.000	0.000
64.000	6443.000	1568.320	80.000	0.000	1.000	0.000	0.000
64.000	6454.000	1568.320	80.000	0.000	1.000	0.000	0.000
64.000	6450.000	1568.320	80.000	0.000	1.000	0.000	0.000
64.000	6444.000	1568.190	80.000	0.000	1.000	0.000	0.000
65.000	6459.000	1568.320	80.000	0.000	1.000	0.000	0.000
79.000	6451.000	1568.320	80.000	0.000	1.000	0.000	0.000
64.000	6453.000	1568.320	80.000	0.000	1.000	0.000	0.000
64.000	6445.000	1568.320	80.000	0.000	1.000	0.000	0.000
64.000	6447.000	1568.320	80.000	0.000	1.000	0.000	0.000
64.000	6446.000	1568.190	80.000	0.000	1.000	0.000	0.000
64.000	6450.000	1568.320	80.000	0.000	1.000	0.000	0.000
64.000	6450.000	1568.190	80.000	0.000	1.000	0.000	0.000
63.000	6455.000	1568.320	80.000	0.000	1.000	0.000	0.000
65.000	6453.000	1568.190	80.000	0.000	1.000	0.000	0.000
64.000	6452.000	1568.320	80.000	0.000	1.000	0.000	0.000
63.000	6452.000	1568.320	80.000	0.000	1.000	0.000	0.000
64.000	6456.000	1568.190	80.000	0.000	1.000	0.000	0.000
80.000	6445.000	1568.320	80.000	0.000	1.000	0.000	0.000
64.000	6453.000	1568.320	80.000	0.000	1.000	0.000	0.000
64.000	6451.000	1568.190	80.000	0.000	1.000	0.000	0.000
64.000	6447.000	1568.190	80.000	0.000	1.000	0.000	0.000
64.000	6450.000	1568.320	80.000	0.000	1.000	0.000	0.000
64.000	6459.000	1568.320	80.000	0.000	1.000	0.000	0.000
64.000	6456.000	1568.440	80.000	0.000	1.000	0.000	0.000
63.000	6452.000	1568.320	80.000	0.000	1.000	0.000	0.000
65.000	6455.000	1568.320	80.000	0.000	1.000	0.000	0.000
