Loop Time (ms)	IR (16 bit)	Force (N)	Force (N)	Color	Speed (mm/s)	Spatial (mm)	Angle (deg)
286.000	10512.000	1542.520	50.000	1.000	1.000	0.000	0.000
3285.000	10512.000	1542.520	50.000	1.000	1.000	0.000	0.000
65.000	10526.000	1542.520	50.000	1.000	1.000	0.000	0.000
61.000	10527.000	1542.520	50.000	1.000	1.000	0.000	0.000
64.000	10529.000	1542.520	50.000	1.000	1.000	0.000	0.000
80.000	10539.000	1542.520	50.000	1.000	1.000	0.000	0.000
64.000	10539.000	1542.650	50.000	1.000	1.000	0.000	0.000
64.000	10543.000	1542.520	50.000	1.000	1.000	0.000	0.000
64.000	10551.000	1542.520	50.000	1.000	1.000	0.000	0.000
64.000	10556.000	1542.520	50.000	1.000	1.000	0.000	0.000
64.000	10567.000	1542.520	50.000	1.000	1.000	0.000	0.000
64.000	10565.000	1542.520	50.000	1.000	1.000	0.000	0.000
64.000	10576.000	1542.520	50.000	1.000	1.000	0.000	0.000
63.000	10584.000	1542.520	50.000	1.000	1.000	0.000	0.000
64.000	10589.000	1542.520	50.000	1.000	1.000	0.000	0.000
64.000	10595.000	1542.520	50.000	1.000	1.000	0.000	0.000
64.000	10600.000	1542.390	50.000	1.000	1.000	0.000	0.000
80.000	10608.000	1542.520	50.000	1.000	1.000	0.000	0.000
64.000	10615.000	1542.390	50.000	1.000	1.000	0.000	0.000
64.000	10618.000	1542.520	50.000	1.000	1.000	0.000	0.000
64.000	10629.000	1542.520	50.000	1.000	1.000	0.000	0.000
63.000	10636.000	1542.520	50.000	1.000	1.000	0.000	0.000
64.000	10646.000	1542.520	50.000	1.000	1.000	0.000	0.000
65.000	10657.000	1542.520	50.000	1.000	1.000	0.000	0.000
64.000	10664.000	1542.520	50.000	1.000	1.000	0.000	0.000
63.000	10672.000	1542.520	50.000	1.000	1.000	0.000	0.000
65.000	10684.000	1542.520	50.000	1.000	1.000	0.000	0.000
64.000	10692.000	1542.520	50.000	1.000	1.000	0.000	0.000
80.000	10705.000	1542.390	50.000	1.000	1.000	0.000	0.000
64.000	10715.000	1542.520	50.000	1.000	1.000	0.000	0.000
63.000	10728.000	1542.520	50.000	1.000	1.000	0.000	0.000
64.000	10738.000	1542.520	50.000	1.000	1.000	0.000	0.000
64.000	10751.000	1542.520	50.000	1.000	1.000	0.000	0.000
64.000	10768.000	1542.520	50.000	1.000	1.000	0.000	0.000
64.000	10784.000	1542.520	50.000	1.000	1.000	0.000	0.000
64.000	10793.000	1542.520	50.000	1.000	1.000	0.000	0.000
64.000	10805.000	1542.520	50.000	1.000	1.000	0.000	0.000
64.000	10823.000	1542.520	50.000	1.000	1.000	0.000	0.000
64.000	10835.000	1542.650	50.000	1.000	1.000	0.000	0.000
64.000	10842.000	1542.780	50.000	1.000	1.000	0.000	0.000
80.000	10845.000	1543.030	50.000	1.000	1.000	0.000	0.000
63.000	10835.000	1543.030	50.000	1.000	1.000	0.000	0.000
65.000	10803.000	1543.410	50.000	1.000	1.000	0.000	0.000
63.000	10758.000	1543.800	50.000	1.000	1.000	0.000	0.000
64.000	10704.000	1543.930	50.000	1.000	1.000	0.000	0.000
64.000	10647.000	1544.310	50.000	1.000	1.000	0.000	0.000
64.000	10585.000	1544.570	50.000	1.000	1.000	0.000	0.000
64.000	10516.000	1544.690	50.000	1.000	1.000	0.000	0.000
64.000	10430.000	1544.820	50.000	1.000	1.000	0.000	0.000
64.000	10332.000	1544.820	50.000	1.000	1.000	0.000	0.000
64.000	10217.000	1544.570	50.000	1.000	1.000	0.000	0.000
63.000	10114.000	1544.440	50.000	1.000	1.000	0.000	0.000
81.000	10003.000	1544.310	50.000	1.000	1.000	0.000	0.000
63.000	9884.000	1543.930	50.000	1.000	1.000	0.000	0.000
65.000	9755.000	1543.800	50.000	1.000	1.000	0.000	0.000
63.000	9629.000	1543.670	50.000	1.000	1.000	0.000	0.000
64.000	9524.000	1543.540	50.000	1.000	1.000	0.000	0.000
64.000	9433.000	1543.540	50.000	1.000	1.000	0.000	0.000
64.000	9351.000	1543.670	50.000	1.000	1.000	0.000	0.000
64.000	9292.000	1543.670	50.000	1.000	1.000	0.000	0.000
66.000	9261.000	1543.930	50.000	1.000	1.000	0.000	0.000
62.000	9249.000	1544.310	50.000	1.000	1.000	0.000	0.000
64.000	9250.000	1545.200	50.000	1.000	1.000	0.000	0.000
80.000	9277.000	1546.100	50.000	1.000	1.000	0.000	0.000
64.000	9341.000	1547.380	50.000	1.000	1.000	0.000	0.000
63.000	9297.000	1549.170	50.000	1.000	1.000	0.000	0.000
64.000	9088.000	1551.470	50.000	1.000	1.000	0.000	0.000
64.000	8800.000	1554.280	50.000	1.000	1.000	0.000	0.000
64.000	8478.000	1557.470	50.000	1.000	1.000	0.000	0.000
64.000	8134.000	1561.050	50.000	1.000	1.000	0.000	0.000
64.000	7797.000	1565.020	50.000	1.000	1.000	0.000	0.000
64.000	7493.000	1569.230	50.000	1.000	1.000	0.000	0.000
