Loop Time (ms)	IR (16 bit)	Force (N)	Force (N)	Color	Speed (mm/s)	Spatial (mm)	Angle (deg)
262.000	13324.000	1567.170	1.000	4.000	1.000	0.000	0.000
3282.000	13320.000	1567.040	1.000	4.000	1.000	0.000	0.000
64.000	13324.000	1567.170	1.000	4.000	1.000	0.000	0.000
64.000	13326.000	1567.040	1.000	4.000	1.000	0.000	0.000
80.000	13322.000	1567.170	1.000	4.000	1.000	0.000	0.000
63.000	13322.000	1567.040	1.000	4.000	1.000	0.000	0.000
64.000	13322.000	1566.920	1.000	4.000	1.000	0.000	0.000
64.000	13323.000	1567.170	1.000	4.000	1.000	0.000	0.000
64.000	13320.000	1567.040	1.000	4.000	1.000	0.000	0.000
64.000	13322.000	1567.040	1.000	4.000	1.000	0.000	0.000
64.000	13322.000	1567.170	1.000	4.000	1.000	0.000	0.000
64.000	13320.000	1567.040	1.000	4.000	1.000	0.000	0.000
64.000	13321.000	1567.170	1.000	4.000	1.000	0.000	0.000
64.000	13319.000	1567.040	1.000	4.000	1.000	0.000	0.000
64.000	13323.000	1567.040	1.000	4.000	1.000	0.000	0.000
80.000	13323.000	1567.170	1.000	4.000	1.000	0.000	0.000
64.000	13321.000	1567.040	1.000	4.000	1.000	0.000	0.000
63.000	13327.000	1567.040	1.000	4.000	1.000	0.000	0.000
64.000	13320.000	1567.170	1.000	4.000	1.000	0.000	0.000
64.000	13318.000	1567.170	1.000	4.000	1.000	0.000	0.000
64.000	13319.000	1567.040	1.000	4.000	1.000	0.000	0.000
64.000	13323.000	1567.170	1.000	4.000	1.000	0.000	0.000
64.000	13322.000	1567.170	1.000	4.000	1.000	0.000	0.000
64.000	13318.000	1567.040	1.000	4.000	1.000	0.000	0.000
64.000	13320.000	1567.170	1.000	4.000	1.000	0.000	0.000
64.000	13322.000	1567.170	1.000	4.000	1.000	0.000	0.000
64.000	13321.000	1567.040	1.000	4.000	1.000	0.000	0.000
80.000	13322.000	1567.170	1.000	4.000	1.000	0.000	0.000
64.000	13319.000	1567.170	1.000	4.000	1.000	0.000	0.000
63.000	13319.000	1567.170	1.000	4.000	1.000	0.000	0.000
65.000	13323.000	1567.170	1.000	4.000	1.000	0.000	0.000
63.000	13321.000	1567.040	1.000	4.000	1.000	0.000	0.000
64.000	13317.000	1567.170	1.000	4.000	1.000	0.000	0.000
64.000	13319.000	1567.170	1.000	4.000	1.000	0.000	0.000
64.000	13318.000	1567.040	1.000	4.000	1.000	0.000	0.000
64.000	13319.000	1567.170	1.000	4.000	1.000	0.000	0.000
64.000	13317.000	1567.170	1.000	4.000	1.000	0.000	0.000
63.000	13317.000	1567.170	1.000	4.000	1.000	0.000	0.000
65.000	13319.000	1567.040	1.000	4.000	1.000	0.000	0.000
79.000	13318.000	1567.170	1.000	4.000	1.000	0.000	0.000
