Loop Time (ms)	IR (16 bit)	Force (N)	Force (N)	Color	Speed (mm/s)	Spatial (mm)	Angle (deg)
269.000	13708.000	1552.870	1.000	4.000	1.000	0.000	0.000
3284.000	13710.000	1552.870	1.000	4.000	1.000	0.000	0.000
64.000	13702.000	1552.870	1.000	4.000	1.000	0.000	0.000
64.000	13704.000	1552.870	1.000	4.000	1.000	0.000	0.000
64.000	13707.000	1552.750	1.000	4.000	1.000	0.000	0.000
80.000	13708.000	1552.870	1.000	4.000	1.000	0.000	0.000
63.000	13701.000	1552.750	1.000	4.000	1.000	0.000	0.000
64.000	13704.000	1552.750	1.000	4.000	1.000	0.000	0.000
64.000	13707.000	1552.750	1.000	4.000	1.000	0.000	0.000
65.000	13709.000	1552.750	1.000	4.000	1.000	0.000	0.000
64.000	13700.000	1552.750	1.000	4.000	1.000	0.000	0.000
64.000	13705.000	1552.750	1.000	4.000	1.000	0.000	0.000
63.000	13700.000	1552.870	1.000	4.000	1.000	0.000	0.000
64.000	13703.000	1552.750	1.000	4.000	1.000	0.000	0.000
64.000	13704.000	1552.750	1.000	4.000	1.000	0.000	0.000
64.000	13697.000	1552.750	1.000	4.000	1.000	0.000	0.000
64.000	13704.000	1552.750	1.000	4.000	1.000	0.000	0.000
80.000	13705.000	1552.750	1.000	4.000	1.000	0.000	0.000
64.000	13698.000	1552.620	1.000	4.000	1.000	0.000	0.000
64.000	13699.000	1552.750	1.000	4.000	1.000	0.000	0.000
63.000	13697.000	1552.750	1.000	4.000	1.000	0.000	0.000
64.000	13705.000	1552.750	1.000	4.000	1.000	0.000	0.000
64.000	13697.000	1552.750	1.000	4.000	1.000	0.000	0.000
64.000	13699.000	1552.620	1.000	4.000	1.000	0.000	0.000
64.000	13701.000	1552.750	1.000	4.000	1.000	0.000	0.000
64.000	13703.000	1552.750	1.000	4.000	1.000	0.000	0.000
64.000	13702.000	1552.620	1.000	4.000	1.000	0.000	0.000
64.000	13700.000	1552.750	1.000	4.000	1.000	0.000	0.000
80.000	13697.000	1552.620	1.000	4.000	1.000	0.000	0.000
64.000	13697.000	1552.620	1.000	4.000	1.000	0.000	0.000
64.000	13697.000	1552.750	1.000	4.000	1.000	0.000	0.000
64.000	13687.000	1552.620	1.000	4.000	1.000	0.000	0.000
64.000	13693.000	1552.750	1.000	4.000	1.000	0.000	0.000
64.000	13698.000	1552.750	1.000	4.000	1.000	0.000	0.000
63.000	13699.000	1552.620	1.000	4.000	1.000	0.000	0.000
65.000	13697.000	1552.750	1.000	4.000	1.000	0.000	0.000
63.000	13695.000	1552.620	1.000	4.000	1.000	0.000	0.000
64.000	13694.000	1552.750	1.000	4.000	1.000	0.000	0.000
64.000	13691.000	1552.620	1.000	4.000	1.000	0.000	0.000
65.000	13700.000	1552.750	1.000	4.000	1.000	0.000	0.000
79.000	13694.000	1552.750	1.000	4.000	1.000	0.000	0.000
64.000	13697.000	1552.750	1.000	4.000	1.000	0.000	0.000
64.000	13693.000	1552.490	1.000	4.000	1.000	0.000	0.000
64.000	13694.000	1552.620	1.000	4.000	1.000	0.000	0.000
64.000	13695.000	1552.620	1.000	4.000	1.000	0.000	0.000
64.000	13688.000	1552.620	1.000	4.000	1.000	0.000	0.000
64.000	13696.000	1552.750	1.000	4.000	1.000	0.000	0.000
64.000	13693.000	1552.620	1.000	4.000	1.000	0.000	0.000
64.000	13696.000	1552.750	1.000	4.000	1.000	0.000	0.000
63.000	13697.000	1552.620	1.000	4.000	1.000	0.000	0.000
64.000	13692.000	1552.620	1.000	4.000	1.000	0.000	0.000
64.000	13689.000	1552.750	1.000	4.000	1.000	0.000	0.000
80.000	13690.000	1552.750	1.000	4.000	1.000	0.000	0.000
65.000	13693.000	1552.620	1.000	4.000	1.000	0.000	0.000
63.000	13691.000	1552.750	1.000	4.000	1.000	0.000	0.000
64.000	13694.000	1552.750	1.000	4.000	1.000	0.000	0.000
64.000	13691.000	1552.620	1.000	4.000	1.000	0.000	0.000
64.000	13717.000	1552.620	1.000	4.000	1.000	0.000	0.000
64.000	13801.000	1552.620	1.000	4.000	1.000	0.000	0.000
64.000	13897.000	1552.620	1.000	4.000	1.000	0.000	0.000
64.000	13986.000	1552.620	1.000	4.000	1.000	0.000	0.000
64.000	14085.000	1552.620	1.000	4.000	1.000	0.000	0.000
64.000	14184.000	1552.620	1.000	4.000	1.000	0.000	0.000
80.000	14289.000	1552.620	1.000	4.000	1.000	0.000	0.000
63.000	14387.000	1552.750	1.000	4.000	1.000	0.000	0.000
64.000	14496.000	1552.490	1.000	4.000	1.000	0.000	0.000
64.000	14604.000	1552.620	1.000	4.000	1.000	0.000	0.000
64.000	14722.000	1552.620	1.000	4.000	1.000	0.000	0.000
64.000	14840.000	1552.620	1.000	4.000	1.000	0.000	0.000
64.000	14964.000	1552.620	1.000	4.000	1.000	0.000	0.000
64.000	15089.000	1552.490	1.000	4.000	1.000	0.000	0.000
63.000	15217.000	1552.620	1.000	4.000	1.000	0.000	0.000
65.000	15358.000	1552.620	1.000	4.000	1.000	0.000	0.000
63.000	15504.000	1552.620	1.000	4.000	1.000	0.000	0.000
65.000	15646.000	1552.620	1.000	4.000	1.000	0.000	0.000
79.000	15800.000	1552.620	1.000	4.000	1.000	0.000	0.000
65.000	15952.000	1552.620	1.000	4.000	1.000	0.000	0.000
63.000	16125.000	1552.620	1.000	4.000	1.000	0.000	0.000
64.000	16292.000	1552.490	1.000	4.000	1.000	0.000	0.000
64.000	16464.000	1552.490	1.000	4.000	1.000	0.000	0.000
64.000	16652.000	1552.620	1.000	4.000	1.000	0.000	0.000
64.000	16840.000	1552.620	1.000	4.000	1.000	0.000	0.000
64.000	17040.000	1552.620	1.000	4.000	1.000	0.000	0.000
64.000	17243.000	1552.620	1.000	4.000	1.000	0.000	0.000
63.000	17462.000	1552.620	1.000	4.000	1.000	0.000	0.000
64.000	17683.000	1552.620	1.000	4.000	1.000	0.000	0.000
65.000	17926.000	1552.620	1.000	4.000	1.000	0.000	0.000
79.000	18182.000	1552.750	1.000	4.000	1.000	0.000	0.000
64.000	18442.000	1552.870	1.000	4.000	1.000	0.000	0.000
64.000	18731.000	1553.260	1.000	4.000	1.000	0.000	0.000
64.000	19387.000	1553.770	1.000	4.000	1.000	0.000	0.000
64.000	19839.000	1554.150	1.000	4.000	1.000	0.000	0.000
64.000	20388.000	1554.920	1.000	4.000	1.000	0.000	0.000
64.000	21018.000	1555.560	1.000	4.000	1.000	0.000	0.000
64.000	21419.000	1556.070	1.000	4.000	1.000	0.000	0.000
63.000	21788.000	1556.200	1.000	4.000	1.000	0.000	0.000
65.000	21934.000	1556.320	1.000	4.000	1.000	0.000	0.000
64.000	21642.000	1556.320	1.000	4.000	1.000	0.000	0.000
79.000	21292.000	1556.320	1.000	4.000	1.000	0.000	0.000
65.000	20945.000	1556.320	1.000	4.000	1.000	0.000	0.000
64.000	20614.000	1556.200	1.000	4.000	1.000	0.000	0.000
64.000	20277.000	1556.320	1.000	4.000	1.000	0.000	0.000
64.000	19966.000	1556.070	1.000	4.000	1.000	0.000	0.000
63.000	19656.000	1555.940	1.000	4.000	1.000	0.000	0.000
64.000	19259.000	1555.810	1.000	4.000	1.000	0.000	0.000
64.000	18847.000	1555.560	1.000	4.000	1.000	0.000	0.000
64.000	18501.000	1555.430	1.000	4.000	1.000	0.000	0.000
64.000	18219.000	1555.170	1.000	4.000	1.000	0.000	0.000
64.000	17956.000	1555.050	1.000	4.000	1.000	0.000	0.000
64.000	17721.000	1554.920	1.000	4.000	1.000	0.000	0.000
80.000	17500.000	1554.790	1.000	4.000	1.000	0.000	0.000
64.000	17292.000	1554.530	1.000	4.000	1.000	0.000	0.000
64.000	17082.000	1554.280	1.000	4.000	1.000	0.000	0.000
63.000	16898.000	1554.150	1.000	4.000	1.000	0.000	0.000
65.000	16711.000	1553.900	1.000	4.000	1.000	0.000	0.000
63.000	16533.000	1553.260	1.000	4.000	1.000	0.000	0.000
65.000	16365.000	1553.260	1.000	4.000	1.000	0.000	0.000
63.000	16196.000	1553.000	1.000	4.000	1.000	0.000	0.000
64.000	16038.000	1553.000	1.000	4.000	1.000	0.000	0.000
64.000	15879.000	1553.130	1.000	4.000	1.000	0.000	0.000
64.000	15733.000	1552.870	1.000	4.000	1.000	0.000	0.000
64.000	15583.000	1552.750	1.000	4.000	1.000	0.000	0.000
79.000	15446.000	1552.870	1.000	4.000	1.000	0.000	0.000
65.000	15318.000	1553.000	1.000	4.000	1.000	0.000	0.000
64.000	15185.000	1552.870	1.000	4.000	1.000	0.000	0.000
64.000	15056.000	1552.870	1.000	4.000	1.000	0.000	0.000
64.000	14937.000	1552.750	1.000	4.000	1.000	0.000	0.000
63.000	14814.000	1552.870	1.000	4.000	1.000	0.000	0.000
65.000	14709.000	1552.870	1.000	4.000	1.000	0.000	0.000
64.000	14593.000	1552.750	1.000	4.000	1.000	0.000	0.000
63.000	14485.000	1552.870	1.000	4.000	1.000	0.000	0.000
65.000	14385.000	1552.870	1.000	4.000	1.000	0.000	0.000
63.000	14289.000	1552.750	1.000	4.000	1.000	0.000	0.000
80.000	14192.000	1552.870	1.000	4.000	1.000	0.000	0.000
64.000	14098.000	1552.750	1.000	4.000	1.000	0.000	0.000
64.000	14002.000	1552.750	1.000	4.000	1.000	0.000	0.000
64.000	13953.000	1552.750	1.000	4.000	1.000	0.000	0.000
64.000	14014.000	1552.750	1.000	4.000	1.000	0.000	0.000
64.000	14006.000	1552.750	1.000	4.000	1.000	0.000	0.000
63.000	14006.000	1552.750	1.000	4.000	1.000	0.000	0.000
64.000	14006.000	1552.620	1.000	4.000	1.000	0.000	0.000
64.000	14004.000	1552.620	1.000	4.000	1.000	0.000	0.000
64.000	13999.000	1552.620	1.000	4.000	1.000	0.000	0.000
64.000	13997.000	1552.750	1.000	4.000	1.000	0.000	0.000
64.000	13995.000	1552.620	1.000	4.000	1.000	0.000	0.000
80.000	13993.000	1552.750	1.000	4.000	1.000	0.000	0.000
64.000	13997.000	1552.750	1.000	4.000	1.000	0.000	0.000
64.000	13988.000	1552.750	1.000	4.000	1.000	0.000	0.000
64.000	13987.000	1552.620	1.000	4.000	1.000	0.000	0.000
64.000	13986.000	1552.620	1.000	4.000	1.000	0.000	0.000
63.000	13990.000	1552.750	1.000	4.000	1.000	0.000	0.000
64.000	13984.000	1552.750	1.000	4.000	1.000	0.000	0.000
65.000	13979.000	1552.620	1.000	4.000	1.000	0.000	0.000
64.000	13985.000	1552.750	1.000	4.000	1.000	0.000	0.000
63.000	13975.000	1552.750	1.000	4.000	1.000	0.000	0.000
65.000	13978.000	1552.750	1.000	4.000	1.000	0.000	0.000
63.000	13974.000	1552.750	1.000	4.000	1.000	0.000	0.000
80.000	13973.000	1552.620	1.000	4.000	1.000	0.000	0.000
64.000	13973.000	1552.750	1.000	4.000	1.000	0.000	0.000
64.000	13961.000	1552.750	1.000	4.000	1.000	0.000	0.000
63.000	13969.000	1552.750	1.000	4.000	1.000	0.000	0.000
64.000	13971.000	1552.620	1.000	4.000	1.000	0.000	0.000
64.000	13969.000	1552.620	1.000	4.000	1.000	0.000	0.000
64.000	13968.000	1552.620	1.000	4.000	1.000	0.000	0.000
64.000	13964.000	1552.750	1.000	4.000	1.000	0.000	0.000
64.000	13963.000	1552.620	1.000	4.000	1.000	0.000	0.000
64.000	13962.000	1552.620	1.000	4.000	1.000	0.000	0.000
65.000	13958.000	1552.620	1.000	4.000	1.000	0.000	0.000
79.000	13959.000	1552.490	1.000	4.000	1.000	0.000	0.000
64.000	13955.000	1552.620	1.000	4.000	1.000	0.000	0.000
64.000	13954.000	1552.620	1.000	4.000	1.000	0.000	0.000
64.000	13954.000	1552.620	1.000	4.000	1.000	0.000	0.000
64.000	13951.000	1552.490	1.000	4.000	1.000	0.000	0.000
64.000	13953.000	1552.620	1.000	4.000	1.000	0.000	0.000
64.000	13952.000	1552.620	1.000	4.000	1.000	0.000	0.000
63.000	13951.000	1552.620	1.000	4.000	1.000	0.000	0.000
64.000	13951.000	1552.620	1.000	4.000	1.000	0.000	0.000
65.000	13944.000	1552.750	1.000	4.000	1.000	0.000	0.000
63.000	13951.000	1552.750	1.000	4.000	1.000	0.000	0.000
64.000	13948.000	1552.490	1.000	4.000	1.000	0.000	0.000
80.000	13951.000	1552.490	1.000	4.000	1.000	0.000	0.000
65.000	13946.000	1552.620	1.000	4.000	1.000	0.000	0.000
