""
"Test Method","Radhen_Load_Cntrl_Cmprsn_250N_12-7.msm"
"Sample I. D.","Sample1.mss"
"Specimen Number","4"

"TheCycle_Output ()","_Time (s)","_Load (N)","_Extension (mm)","RealTimeDepth (mm)","CycleNumber ()"

1,0.312,0.01,0.0711,0.07115,1.000
1,0.375,0.01,0.1336,0.13360,1.000
1,0.438,0.01,0.1962,0.19615,1.000
1,0.500,0.01,0.2589,0.25890,1.000
1,0.562,0.01,0.3212,0.32120,1.000
1,0.625,0.01,0.3838,0.38385,1.000
1,0.688,0.00,0.4462,0.44618,1.000
1,0.750,0.01,0.5088,0.50880,1.000
1,0.812,0.01,0.5712,0.57125,1.000
1,0.875,0.01,0.6338,0.63385,1.000
1,0.938,0.01,0.6964,0.69640,1.000
1,1.000,0.01,0.7587,0.75870,1.000
1,1.062,0.01,0.8213,0.82132,1.000
1,1.125,0.00,0.8836,0.88365,1.000
1,1.188,0.01,0.9464,0.94638,1.000
1,1.250,0.01,1.0087,1.00870,1.000
1,1.312,0.01,1.0714,1.07138,1.000
1,1.375,0.01,1.1338,1.13380,1.000
1,1.438,0.01,1.1963,1.19630,1.000
1,1.500,0.01,1.2588,1.25880,1.000
1,1.562,0.01,1.3213,1.32130,1.000
1,1.625,0.01,1.3840,1.38400,1.000
1,1.688,0.01,1.4463,1.44630,1.000
1,1.750,0.01,1.5090,1.50900,1.000
1,1.812,0.01,1.5714,1.57138,1.000
1,1.875,0.01,1.6340,1.63405,1.000
1,1.938,0.01,1.6965,1.69648,1.000
1,2.000,0.00,1.7587,1.75870,1.000
1,2.062,0.00,1.8212,1.82125,1.000
1,2.125,0.01,1.8838,1.88375,1.000
1,2.188,0.01,1.9463,1.94632,1.000
1,2.250,0.00,2.0088,2.00880,1.000
1,2.312,0.00,2.0714,2.07138,1.000
1,2.375,0.01,2.1339,2.13385,1.000
1,2.438,0.01,2.1964,2.19640,1.000
1,2.500,0.01,2.2590,2.25900,1.000
1,2.562,0.00,2.3214,2.32140,1.000
1,2.625,0.01,2.3840,2.38395,1.000
1,2.688,0.00,2.4463,2.44630,1.000
1,2.750,0.01,2.5089,2.50890,1.000
1,2.812,0.01,2.5712,2.57122,1.000
1,2.875,0.01,2.6340,2.63395,1.000
1,2.938,0.01,2.6964,2.69635,1.000
1,3.000,0.01,2.7589,2.75890,1.000
1,3.062,0.00,2.8214,2.82142,1.000
1,3.125,0.01,2.8838,2.88385,1.000
1,3.188,0.01,2.9465,2.94648,1.000
1,3.250,0.01,3.0089,3.00890,1.000
1,3.312,0.02,3.0715,3.07152,1.000
1,3.375,0.02,3.1339,3.13390,1.000
1,3.438,0.03,3.1965,3.19648,1.000
1,3.500,0.04,3.2589,3.25890,1.000
1,3.562,0.04,3.3214,3.32145,1.000
1,3.625,0.06,3.3840,3.38395,1.000
1,3.688,0.08,3.4462,3.44625,1.000
1,3.750,0.11,3.5089,3.50890,1.000
1,3.812,0.15,3.5715,3.57148,1.000
1,3.875,0.22,3.6340,3.63405,1.000
1,3.938,0.29,3.6965,3.69645,1.000
1,4.000,0.39,3.7591,3.75910,1.000
1,4.062,0.52,3.8214,3.82142,1.000
1,4.125,0.65,3.8839,3.88390,1.000
1,4.188,0.82,3.9465,3.94648,1.000
1,4.250,1.01,4.0088,4.00880,1.000
1,4.375,1.04,4.0046,4.00455,1.000
