""
"Test Method","Radhen_Load_Cntrl_Cmprsn_250N_12-7.msm"
"Sample I. D.","Sample1.mss"
"Specimen Number","18"

"TheCycle_Output ()","_Time (s)","_Load (N)","_Extension (mm)","RealTimeDepth (mm)","CycleNumber ()"

1,0.312,0.00,0.0941,0.09408,1.000
1,0.375,0.00,0.1566,0.15660,1.000
1,0.438,0.01,0.2193,0.21932,1.000
1,0.500,0.00,0.2818,0.28180,1.000
1,0.562,0.01,0.3442,0.34425,1.000
1,0.625,0.01,0.4068,0.40680,1.000
1,0.688,0.00,0.4692,0.46920,1.000
1,0.750,0.00,0.5319,0.53190,1.000
1,0.812,0.01,0.5942,0.59418,1.000
1,0.875,0.00,0.6568,0.65680,1.000
1,0.938,0.01,0.7192,0.71920,1.000
1,1.000,0.01,0.7818,0.78180,1.000
1,1.062,0.00,0.8443,0.84432,1.000
1,1.125,0.00,0.9068,0.90675,1.000
1,1.188,0.01,0.9694,0.96940,1.000
1,1.250,0.01,1.0317,1.03170,1.000
1,1.312,0.01,1.0943,1.09432,1.000
1,1.375,0.00,1.1568,1.15680,1.000
1,1.438,0.01,1.2194,1.21942,1.000
1,1.500,0.00,1.2819,1.28190,1.000
1,1.562,0.01,1.3444,1.34435,1.000
1,1.625,0.00,1.4068,1.40680,1.000
1,1.688,0.00,1.4693,1.46930,1.000
1,1.750,0.01,1.5318,1.53180,1.000
1,1.812,0.00,1.5942,1.59415,1.000
1,1.875,0.01,1.6569,1.65690,1.000
1,1.938,0.00,1.7193,1.71928,1.000
1,2.000,0.00,1.7820,1.78200,1.000
1,2.062,0.00,1.8444,1.84440,1.000
1,2.125,0.01,1.9069,1.90690,1.000
1,2.188,0.03,1.9694,1.96937,1.000
1,2.250,0.04,2.0317,2.03170,1.000
1,2.312,0.05,2.0944,2.09440,1.000
1,2.375,0.07,2.1567,2.15675,1.000
1,2.438,0.09,2.2194,2.21938,1.000
1,2.500,0.12,2.2818,2.28180,1.000
1,2.562,0.16,2.3444,2.34442,1.000
1,2.625,0.21,2.4069,2.40690,1.000
1,2.688,0.27,2.4693,2.46932,1.000
1,2.750,0.36,2.5319,2.53190,1.000
1,2.812,0.47,2.5942,2.59422,1.000
1,2.875,0.59,2.6570,2.65695,1.000
1,2.938,0.75,2.7194,2.71940,1.000
1,3.000,0.93,2.7821,2.78210,1.000
1,3.062,1.14,2.8443,2.84432,1.000
1,3.125,1.37,2.9069,2.90690,1.000
1,3.188,1.63,2.9694,2.96940,1.000
1,3.250,1.92,3.0318,3.03180,1.000
1,3.312,2.25,3.0944,3.09442,1.000
1,3.375,2.61,3.1569,3.15685,1.000
1,3.438,3.01,3.2194,3.21942,1.000
1,3.500,3.46,3.2818,3.28180,1.000
1,3.562,3.94,3.3445,3.34453,1.000
1,3.625,4.48,3.4069,3.40690,1.000
1,3.688,5.06,3.4694,3.46940,1.000
1,3.750,5.68,3.5319,3.53190,1.000
1,3.812,6.36,3.5943,3.59432,1.000
1,3.875,7.10,3.6570,3.65695,1.000
1,3.938,7.90,3.7193,3.71930,1.000
1,4.000,8.76,3.7819,3.78190,1.000
1,4.062,9.68,3.8443,3.84432,1.000
1,4.125,10.67,3.9069,3.90690,1.000
1,4.188,11.72,3.9694,3.96945,1.000
1,4.250,12.82,4.0320,4.03200,1.000
1,4.312,14.00,4.0944,4.09442,1.000
1,4.375,15.25,4.1569,4.15685,1.000
1,4.438,16.59,4.2194,4.21940,1.000
1,4.500,18.01,4.2818,4.28180,1.000
1,4.562,19.52,4.3444,4.34437,1.000
1,4.625,21.11,4.4068,4.40680,1.000
1,4.688,22.80,4.4693,4.46930,1.000
1,4.750,24.60,4.5319,4.53190,1.000
1,4.812,26.52,4.5943,4.59430,1.000
1,4.875,28.56,4.6569,4.65690,1.000
1,5.062,27.72,4.6801,4.68008,1.000
1,5.125,24.21,4.6178,4.61775,1.000
1,5.188,21.36,4.5551,4.55510,1.000
1,5.250,18.92,4.4927,4.49270,1.000
1,5.312,16.80,4.4301,4.43005,1.000
1,5.375,14.94,4.3676,4.36765,1.000
1,5.438,13.29,4.3052,4.30518,1.000
1,5.500,11.86,4.2425,4.24250,1.000
1,5.562,10.58,4.1802,4.18020,1.000
1,5.625,9.44,4.1176,4.11755,1.000
1,5.688,8.42,4.0552,4.05520,1.000
1,5.750,7.52,3.9926,3.99260,1.000
1,5.812,6.69,3.9301,3.93010,1.000
1,5.875,5.96,3.8676,3.86755,1.000
1,5.938,5.31,3.8050,3.80500,1.000
1,6.000,4.73,3.7425,3.74250,1.000
1,6.062,4.22,3.6799,3.67993,1.000
