""
"Test Method","Radhen_Load_Cntrl_Cmprsn_250N_12-7.msm"
"Sample I. D.","Sample1.mss"
"Specimen Number","20"

"TheCycle_Output ()","_Time (s)","_Load (N)","_Extension (mm)","RealTimeDepth (mm)","CycleNumber ()"

1,0.312,0.00,0.0800,0.07998,1.000
1,0.375,0.00,0.1427,0.14270,1.000
1,0.438,0.00,0.2052,0.20525,1.000
1,0.500,0.00,0.2679,0.26790,1.000
1,0.562,-0.01,0.3302,0.33025,1.000
1,0.625,0.00,0.3928,0.39285,1.000
1,0.688,-0.01,0.4553,0.45528,1.000
1,0.750,0.00,0.5179,0.51790,1.000
1,0.812,0.00,0.5802,0.58025,1.000
1,0.875,0.00,0.6428,0.64275,1.000
1,0.938,0.00,0.7053,0.70530,1.000
1,1.000,0.01,0.7676,0.76760,1.000
1,1.062,0.00,0.8303,0.83032,1.000
1,1.125,0.00,0.8928,0.89275,1.000
1,1.188,0.00,0.9555,0.95545,1.000
1,1.250,0.00,1.0179,1.01790,1.000
1,1.312,0.00,1.0804,1.08042,1.000
1,1.375,0.00,1.1429,1.14290,1.000
1,1.438,0.00,1.2054,1.20538,1.000
1,1.500,0.01,1.2679,1.26790,1.000
1,1.562,0.00,1.3303,1.33032,1.000
1,1.625,0.00,1.3928,1.39285,1.000
1,1.688,0.00,1.4552,1.45522,1.000
1,1.750,0.00,1.5179,1.51790,1.000
1,1.812,0.00,1.5804,1.58038,1.000
1,1.875,0.00,1.6428,1.64285,1.000
1,1.938,0.01,1.7054,1.70540,1.000
1,2.000,-0.01,1.7677,1.76770,1.000
1,2.062,0.00,1.8304,1.83042,1.000
1,2.125,0.00,1.8928,1.89280,1.000
1,2.188,0.02,1.9554,1.95540,1.000
1,2.250,0.03,2.0178,2.01780,1.000
1,2.312,0.05,2.0804,2.08038,1.000
1,2.375,0.06,2.1428,2.14285,1.000
1,2.438,0.08,2.2054,2.20538,1.000
1,2.500,0.11,2.2679,2.26790,1.000
1,2.562,0.14,2.3304,2.33035,1.000
1,2.625,0.18,2.3930,2.39300,1.000
1,2.688,0.25,2.4553,2.45532,1.000
1,2.750,0.32,2.5180,2.51800,1.000
1,2.812,0.43,2.5803,2.58025,1.000
1,2.875,0.56,2.6429,2.64290,1.000
1,2.938,0.71,2.7054,2.70542,1.000
1,3.000,0.88,2.7679,2.76790,1.000
1,3.125,1.14,2.8322,2.83220,1.000
1,3.188,0.89,2.7711,2.77110,1.000
1,3.250,0.69,2.7087,2.70870,1.000
1,3.312,0.52,2.6461,2.64612,1.000
1,3.375,0.39,2.5836,2.58355,1.000
1,3.438,0.29,2.5212,2.52115,1.000
1,3.500,0.21,2.4587,2.45870,1.000
1,3.562,0.15,2.3962,2.39620,1.000
1,3.625,0.10,2.3336,2.33355,1.000
1,3.688,0.07,2.2711,2.27112,1.000
1,3.750,0.06,2.2085,2.20850,1.000
1,3.812,0.04,2.1462,2.14615,1.000
1,3.875,0.03,2.0836,2.08355,1.000
1,3.938,0.02,2.0210,2.02095,1.000
1,4.000,0.00,1.9586,1.95860,1.000
1,4.062,0.01,1.8960,1.89603,1.000
1,4.125,0.00,1.8337,1.83370,1.000
1,4.188,0.00,1.7710,1.77100,1.000
1,4.250,-0.01,1.7086,1.70860,1.000
1,4.312,0.00,1.6460,1.64603,1.000
1,4.375,0.00,1.5836,1.58360,1.000
1,4.438,0.00,1.5210,1.52100,1.000
1,4.500,0.00,1.4584,1.45840,1.000
1,4.562,0.00,1.3961,1.39608,1.000
1,4.625,0.00,1.3334,1.33345,1.000
1,4.688,0.00,1.2711,1.27110,1.000
1,4.750,0.01,1.2085,1.20850,1.000
1,4.812,-0.02,1.1461,1.14608,1.000
1,4.875,0.01,1.0835,1.08350,1.000
1,4.938,0.00,1.0211,1.02110,1.000
1,5.000,-0.01,0.9586,0.95860,1.000
1,5.062,0.00,0.8960,0.89600,1.000
1,5.125,0.00,0.8336,0.83355,1.000
1,5.188,0.00,0.7709,0.77093,1.000
1,5.250,0.00,0.7085,0.70850,1.000
1,5.312,0.00,0.6459,0.64593,1.000
1,5.375,0.00,0.5834,0.58345,1.000
1,5.438,0.00,0.5209,0.52090,1.000
1,5.500,-0.01,0.4584,0.45840,1.000
1,5.562,0.00,0.3960,0.39595,1.000
1,5.625,0.00,0.3334,0.33335,1.000
1,5.688,0.00,0.2711,0.27110,1.000
1,5.750,0.00,0.2084,0.20840,1.000
1,5.812,0.00,0.1459,0.14590,1.000
1,5.875,0.00,0.0832,0.08320,1.000
1,5.938,0.01,0.0208,0.02075,1.000
1,6.062,0.00,-0.0107,-0.01073,1.000
1,6.125,0.00,-0.0002,-0.00020,1.000
1,6.188,0.00,-0.0002,-0.00020,1.000
1,6.250,0.00,-0.0002,-0.00020,1.000
1,6.312,0.00,-0.0002,-0.00020,1.000
1,6.375,0.00,-0.0002,-0.00020,1.000
1,6.438,0.00,-0.0002,-0.00020,1.000
1,6.500,0.00,-0.0002,-0.00020,1.000
1,6.562,0.00,-0.0002,-0.00020,1.000
1,6.625,0.00,-0.0002,-0.00020,1.000
1,6.688,0.00,-0.0002,-0.00020,1.000
1,6.750,0.00,-0.0002,-0.00020,1.000
1,6.812,0.00,-0.0002,-0.00020,1.000
1,6.875,0.00,-0.0002,-0.00020,1.000
1,6.938,0.00,-0.0002,-0.00020,1.000
1,7.000,0.00,-0.0002,-0.00020,1.000
1,7.062,0.00,-0.0002,-0.00020,1.000
1,7.125,0.00,-0.0002,-0.00020,1.000
1,7.188,0.00,-0.0002,-0.00020,1.000
1,7.250,0.00,-0.0002,-0.00020,1.000
1,7.312,0.00,-0.0002,-0.00020,1.000
1,7.375,0.00,-0.0002,-0.00020,1.000
1,7.438,0.00,-0.0002,-0.00020,1.000
1,7.500,0.00,-0.0002,-0.00020,1.000
1,7.562,0.00,-0.0002,-0.00020,1.000
1,7.625,0.00,-0.0002,-0.00020,1.000
1,7.688,0.00,-0.0002,-0.00020,1.000
1,7.750,-0.01,-0.0002,-0.00020,1.000
1,7.812,-0.01,-0.0001,-0.00010,1.000
1,7.875,0.00,-0.0001,-0.00010,1.000
1,7.938,0.00,-0.0001,-0.00010,1.000
1,8.000,0.00,-0.0001,-0.00010,1.000
1,8.062,0.00,-0.0001,-0.00010,1.000
1,8.125,0.00,-0.0001,-0.00010,1.000
1,8.188,-0.01,-0.0001,-0.00010,1.000
1,8.250,-0.01,-0.0001,-0.00010,1.000
1,8.312,0.00,-0.0001,-0.00010,1.000
1,8.375,0.01,-0.0001,-0.00010,1.000
1,8.438,0.00,-0.0001,-0.00010,1.000
1,8.500,-0.01,-0.0001,-0.00010,1.000
1,8.562,0.01,-0.0001,-0.00010,1.000
1,8.625,0.00,-0.0001,-0.00010,1.000
