""
"Test Method","Radhen_Load_Cntrl_Cmprsn_250N_12-7.msm"
"Sample I. D.","Sample1.mss"
"Specimen Number","21"

"TheCycle_Output ()","_Time (s)","_Load (N)","_Extension (mm)","RealTimeDepth (mm)","CycleNumber ()"

1,0.312,0.01,0.0811,0.08108,1.000
1,0.375,0.01,0.1437,0.14370,1.000
1,0.438,0.02,0.2062,0.20618,1.000
1,0.500,0.01,0.2687,0.26870,1.000
1,0.562,0.02,0.3314,0.33135,1.000
1,0.625,0.01,0.3938,0.39375,1.000
1,0.688,0.01,0.4565,0.45647,1.000
1,0.750,0.01,0.5188,0.51880,1.000
1,0.812,0.01,0.5813,0.58132,1.000
1,0.875,0.02,0.6436,0.64360,1.000
1,0.938,0.00,0.7062,0.70625,1.000
1,1.000,0.02,0.7689,0.76890,1.000
1,1.062,0.01,0.8314,0.83138,1.000
1,1.125,0.01,0.8939,0.89395,1.000
1,1.188,0.02,0.9563,0.95630,1.000
1,1.250,0.00,1.0189,1.01890,1.000
1,1.312,0.01,1.0813,1.08130,1.000
1,1.375,0.01,1.1438,1.14385,1.000
1,1.438,0.02,1.2063,1.20630,1.000
1,1.500,0.01,1.2688,1.26880,1.000
1,1.562,0.01,1.3313,1.33135,1.000
1,1.625,0.01,1.3938,1.39380,1.000
1,1.688,0.01,1.4565,1.45645,1.000
1,1.750,0.01,1.5189,1.51890,1.000
1,1.812,0.01,1.5815,1.58150,1.000
1,1.875,0.00,1.6439,1.64390,1.000
1,1.938,0.01,1.7064,1.70642,1.000
1,2.000,0.02,1.7689,1.76890,1.000
1,2.062,0.01,1.8314,1.83143,1.000
1,2.125,0.02,1.8939,1.89390,1.000
1,2.188,0.02,1.9563,1.95630,1.000
1,2.250,0.03,2.0190,2.01900,1.000
1,2.312,0.05,2.0813,2.08132,1.000
1,2.375,0.07,2.1439,2.14390,1.000
1,2.438,0.08,2.2064,2.20635,1.000
1,2.500,0.11,2.2689,2.26890,1.000
1,2.562,0.15,2.3314,2.33142,1.000
1,2.625,0.20,2.3939,2.39390,1.000
1,2.688,0.25,2.4566,2.45662,1.000
1,2.750,0.35,2.5188,2.51880,1.000
1,2.812,0.45,2.5814,2.58138,1.000
1,2.875,0.60,2.6438,2.64375,1.000
1,2.938,0.73,2.7064,2.70640,1.000
1,3.000,0.91,2.7688,2.76880,1.000
1,3.062,1.09,2.8314,2.83145,1.000
1,3.125,1.30,2.8940,2.89395,1.000
1,3.188,1.54,2.9564,2.95635,1.000
1,3.250,1.81,3.0191,3.01910,1.000
1,3.312,2.07,3.0814,3.08138,1.000
1,3.375,2.36,3.1439,3.14390,1.000
1,3.438,2.70,3.2063,3.20630,1.000
1,3.500,3.05,3.2691,3.26910,1.000
1,3.562,3.38,3.3315,3.33152,1.000
1,3.625,3.79,3.3939,3.39390,1.000
1,3.688,4.20,3.4564,3.45645,1.000
1,3.750,4.65,3.5188,3.51880,1.000
1,3.812,5.10,3.5815,3.58148,1.000
1,3.875,5.61,3.6439,3.64390,1.000
1,3.938,6.12,3.7066,3.70655,1.000
1,4.000,6.66,3.7689,3.76890,1.000
1,4.062,7.21,3.8316,3.83155,1.000
1,4.125,7.79,3.8939,3.89390,1.000
1,4.188,8.46,3.9564,3.95645,1.000
1,4.250,9.24,4.0189,4.01890,1.000
1,4.312,10.06,4.0813,4.08132,1.000
1,4.375,10.95,4.1440,4.14395,1.000
1,4.438,11.89,4.2063,4.20632,1.000
1,4.500,12.86,4.2690,4.26900,1.000
1,4.562,13.89,4.3312,4.33125,1.000
1,4.625,14.95,4.3939,4.39385,1.000
1,4.688,16.06,4.4564,4.45637,1.000
1,4.750,17.21,4.5188,4.51880,1.000
1,4.812,18.37,4.5815,4.58150,1.000
1,4.875,19.56,4.6439,4.64390,1.000
1,4.938,20.74,4.7065,4.70650,1.000
1,5.000,21.86,4.7688,4.76880,1.000
1,5.062,22.70,4.8314,4.83145,1.000
1,5.125,21.94,4.8939,4.89385,1.000
1,5.188,23.11,4.9563,4.95632,1.000
1,5.250,24.39,5.0188,5.01880,1.000
1,5.312,25.72,5.0813,5.08132,1.000
1,5.375,27.24,5.1440,5.14395,1.000
1,5.438,28.83,5.2063,5.20632,1.000
1,5.500,30.51,5.2691,5.26910,1.000
1,5.562,32.27,5.3314,5.33140,1.000
1,5.625,34.09,5.3940,5.39400,1.000
1,5.688,36.02,5.4564,5.45640,1.000
1,5.750,38.05,5.5188,5.51880,1.000
1,5.812,40.23,5.5815,5.58150,1.000
1,5.875,42.54,5.6440,5.64400,1.000
1,5.938,44.92,5.7066,5.70655,1.000
1,6.000,47.50,5.7688,5.76880,1.000
1,6.062,50.21,5.8314,5.83140,1.000
1,6.188,46.93,5.8221,5.82205,1.000
