""
"Test Method","Radhen_Load_Cntrl_Cmprsn_250N_12-7.msm"
"Sample I. D.","Sample1.mss"
"Specimen Number","23"

"TheCycle_Output ()","_Time (s)","_Load (N)","_Extension (mm)","RealTimeDepth (mm)","CycleNumber ()"

1,0.312,-0.01,0.1070,0.10703,1.000
1,0.375,-0.01,0.1695,0.16950,1.000
1,0.438,-0.02,0.2322,0.23218,1.000
1,0.500,-0.01,0.2946,0.29460,1.000
1,0.562,-0.02,0.3573,0.35727,1.000
1,0.625,-0.02,0.4197,0.41970,1.000
1,0.688,-0.02,0.4823,0.48230,1.000
1,0.750,-0.02,0.5448,0.54480,1.000
1,0.812,-0.01,0.6070,0.60705,1.000
1,0.875,-0.01,0.6696,0.66960,1.000
1,0.938,-0.02,0.7322,0.73217,1.000
1,1.000,-0.01,0.7949,0.79490,1.000
1,1.062,-0.01,0.8572,0.85720,1.000
1,1.125,-0.02,0.9198,0.91980,1.000
1,1.188,-0.01,0.9822,0.98225,1.000
1,1.250,-0.02,1.0448,1.04480,1.000
1,1.312,-0.01,1.1072,1.10722,1.000
1,1.375,-0.02,1.1697,1.16965,1.000
1,1.438,-0.02,1.2323,1.23230,1.000
1,1.500,-0.01,1.2946,1.29460,1.000
1,1.562,-0.01,1.3572,1.35722,1.000
1,1.625,-0.03,1.4197,1.41975,1.000
1,1.688,-0.02,1.4822,1.48223,1.000
1,1.750,-0.02,1.5449,1.54490,1.000
1,1.812,-0.02,1.6073,1.60728,1.000
1,1.875,-0.01,1.6698,1.66980,1.000
1,1.938,-0.02,1.7322,1.73225,1.000
1,2.000,-0.01,1.7950,1.79500,1.000
1,2.062,-0.01,1.8572,1.85723,1.000
1,2.125,-0.01,1.9198,1.91980,1.000
1,2.188,-0.01,1.9822,1.98225,1.000
1,2.250,-0.01,2.0449,2.04490,1.000
1,2.312,-0.01,2.1072,2.10725,1.000
1,2.375,-0.01,2.1698,2.16975,1.000
1,2.438,-0.02,2.2323,2.23230,1.000
1,2.500,-0.01,2.2947,2.29470,1.000
1,2.562,-0.01,2.3574,2.35740,1.000
1,2.625,0.00,2.4198,2.41980,1.000
1,2.688,0.01,2.4824,2.48238,1.000
1,2.750,0.02,2.5448,2.54480,1.000
1,2.812,0.04,2.6072,2.60725,1.000
1,2.875,0.06,2.6698,2.66975,1.000
1,2.938,0.11,2.7323,2.73230,1.000
1,3.000,0.15,2.7948,2.79480,1.000
1,3.062,0.21,2.8572,2.85720,1.000
1,3.125,0.30,2.9199,2.91990,1.000
1,3.188,0.41,2.9823,2.98230,1.000
1,3.250,0.53,3.0450,3.04500,1.000
1,3.312,0.68,3.1072,3.10725,1.000
1,3.375,0.85,3.1698,3.16980,1.000
1,3.438,1.04,3.2324,3.23238,1.000
1,3.500,1.25,3.2948,3.29480,1.000
1,3.562,1.49,3.3574,3.35745,1.000
1,3.625,1.76,3.4198,3.41975,1.000
1,3.688,2.05,3.4824,3.48245,1.000
1,3.750,2.37,3.5449,3.54490,1.000
1,3.812,2.71,3.6074,3.60745,1.000
1,3.875,3.08,3.6698,3.66985,1.000
1,3.938,3.49,3.7324,3.73238,1.000
1,4.000,3.92,3.7949,3.79490,1.000
1,4.062,4.39,3.8573,3.85730,1.000
1,4.125,4.88,3.9200,3.92000,1.000
1,4.250,5.19,3.9451,3.94510,1.000
1,4.312,4.47,3.8831,3.88305,1.000
1,4.375,3.89,3.8205,3.82050,1.000
1,4.438,3.37,3.7582,3.75818,1.000
1,4.500,2.91,3.6956,3.69560,1.000
1,4.562,2.51,3.6332,3.63315,1.000
1,4.625,2.13,3.5706,3.57060,1.000
1,4.688,1.82,3.5080,3.50803,1.000
1,4.750,1.53,3.4455,3.44550,1.000
1,4.812,1.28,3.3830,3.38303,1.000
1,4.875,1.05,3.3207,3.32070,1.000
1,4.938,0.86,3.2580,3.25803,1.000
1,5.000,0.69,3.1956,3.19560,1.000
1,5.062,0.53,3.1329,3.13288,1.000
1,5.125,0.40,3.0706,3.07055,1.000
1,5.188,0.30,3.0081,3.00808,1.000
1,5.250,0.21,2.9456,2.94560,1.000
1,5.312,0.13,2.8831,2.88308,1.000
1,5.375,0.08,2.8204,2.82045,1.000
1,5.438,0.05,2.7581,2.75810,1.000
1,5.500,0.02,2.6954,2.69540,1.000
1,5.562,0.01,2.6330,2.63303,1.000
1,5.625,0.00,2.5704,2.57040,1.000
1,5.688,-0.02,2.5080,2.50800,1.000
1,5.750,0.00,2.4456,2.44560,1.000
1,5.812,-0.01,2.3830,2.38300,1.000
1,5.875,-0.02,2.3205,2.32050,1.000
1,5.938,-0.01,2.2580,2.25798,1.000
1,6.000,-0.02,2.1956,2.19560,1.000
1,6.062,-0.02,2.1329,2.13290,1.000
1,6.125,-0.02,2.0705,2.07050,1.000
1,6.188,-0.01,2.0079,2.00788,1.000
1,6.250,-0.02,1.9454,1.94540,1.000
1,6.312,-0.02,1.8830,1.88300,1.000
1,6.375,-0.01,1.8205,1.82050,1.000
1,6.438,-0.02,1.7580,1.75800,1.000
1,6.500,-0.01,1.6954,1.69540,1.000
1,6.562,-0.03,1.6330,1.63300,1.000
1,6.625,-0.01,1.5704,1.57045,1.000
1,6.688,-0.01,1.5080,1.50800,1.000
1,6.750,-0.01,1.4455,1.44550,1.000
1,6.812,-0.02,1.3829,1.38293,1.000
1,6.875,-0.02,1.3204,1.32040,1.000
1,6.938,-0.01,1.2578,1.25780,1.000
1,7.000,-0.01,1.1954,1.19540,1.000
1,7.062,-0.01,1.1328,1.13283,1.000
1,7.125,-0.02,1.0705,1.07045,1.000
1,7.188,-0.02,1.0078,1.00780,1.000
1,7.250,-0.03,0.9454,0.94540,1.000
1,7.312,-0.02,0.8829,0.88293,1.000
1,7.375,-0.02,0.8204,0.82045,1.000
1,7.438,-0.02,0.7580,0.75800,1.000
1,7.500,-0.01,0.6952,0.69520,1.000
1,7.562,-0.02,0.6327,0.63273,1.000
1,7.625,-0.02,0.5702,0.57020,1.000
1,7.688,-0.02,0.5080,0.50798,1.000
1,7.750,-0.02,0.4453,0.44530,1.000
1,7.812,-0.01,0.3829,0.38285,1.000
1,7.875,-0.02,0.3204,0.32035,1.000
1,7.938,-0.02,0.2577,0.25765,1.000
1,8.000,-0.02,0.1952,0.19520,1.000
1,8.062,-0.02,0.1326,0.13263,1.000
1,8.125,-0.02,0.0703,0.07025,1.000
1,8.188,-0.03,0.0077,0.00775,1.000
1,8.312,-0.01,-0.0129,-0.01293,1.000
1,8.375,-0.02,-0.0002,-0.00020,1.000
1,8.438,-0.01,-0.0002,-0.00020,1.000
1,8.500,-0.02,-0.0002,-0.00020,1.000
1,8.562,-0.01,-0.0002,-0.00020,1.000
1,8.625,-0.01,-0.0002,-0.00020,1.000
1,8.688,-0.01,-0.0002,-0.00020,1.000
1,8.750,-0.03,-0.0002,-0.00020,1.000
1,8.812,0.00,-0.0002,-0.00020,1.000
1,8.875,-0.01,-0.0002,-0.00020,1.000
1,8.938,-0.01,-0.0002,-0.00020,1.000
1,9.000,-0.02,-0.0002,-0.00020,1.000
1,9.062,-0.02,-0.0002,-0.00020,1.000
1,9.125,-0.02,-0.0002,-0.00020,1.000
1,9.188,-0.01,-0.0002,-0.00020,1.000
1,9.250,-0.01,-0.0002,-0.00020,1.000
1,9.312,-0.01,-0.0002,-0.00020,1.000
1,9.375,-0.02,-0.0002,-0.00020,1.000
1,9.438,-0.02,-0.0002,-0.00020,1.000
1,9.500,-0.02,-0.0002,-0.00020,1.000
1,9.562,-0.02,-0.0002,-0.00020,1.000
1,9.625,-0.03,-0.0002,-0.00020,1.000
1,9.688,-0.01,-0.0002,-0.00020,1.000
1,9.750,-0.02,-0.0002,-0.00020,1.000
1,9.812,-0.01,-0.0002,-0.00020,1.000
1,9.875,-0.02,-0.0002,-0.00020,1.000
1,9.938,-0.01,-0.0002,-0.00020,1.000
1,10.000,-0.01,-0.0001,-0.00010,1.000
1,10.062,0.00,-0.0001,-0.00010,1.000
1,10.125,-0.02,-0.0001,-0.00010,1.000
1,10.188,-0.01,-0.0001,-0.00010,1.000
1,10.250,-0.01,-0.0001,-0.00010,1.000
1,10.312,-0.01,-0.0001,-0.00010,1.000
1,10.375,-0.02,-0.0001,-0.00010,1.000
1,10.438,-0.02,-0.0001,-0.00010,1.000
1,10.500,-0.02,-0.0001,-0.00010,1.000
1,10.562,-0.02,-0.0001,-0.00010,1.000
1,10.625,-0.02,-0.0001,-0.00010,1.000
1,10.688,-0.02,-0.0001,-0.00010,1.000
1,10.750,-0.02,-0.0001,-0.00010,1.000
1,10.812,-0.01,-0.0001,-0.00010,1.000
1,10.875,0.00,-0.0001,-0.00010,1.000
1,10.938,0.00,-0.0001,-0.00010,1.000
1,11.000,0.00,-0.0001,-0.00010,1.000
1,11.062,-0.01,-0.0001,-0.00010,1.000
1,11.125,-0.02,-0.0001,-0.00010,1.000
1,11.188,-0.02,-0.0001,-0.00010,1.000
