""
"Test Method","Radhen_Load_Cntrl_Cmprsn_250N_12-7.msm"
"Sample I. D.","Sample1.mss"
"Specimen Number","7"

"TheCycle_Output ()","_Time (s)","_Load (N)","_Extension (mm)","RealTimeDepth (mm)","CycleNumber ()"

1,0.312,0.00,0.0697,0.06970,1.000
1,0.375,0.00,0.1322,0.13225,1.000
1,0.438,0.00,0.1947,0.19470,1.000
1,0.500,0.00,0.2573,0.25730,1.000
1,0.562,0.00,0.3198,0.31980,1.000
1,0.625,0.00,0.3824,0.38240,1.000
1,0.688,0.00,0.4450,0.44497,1.000
1,0.750,0.00,0.5074,0.50740,1.000
1,0.812,0.00,0.5700,0.56998,1.000
1,0.875,0.00,0.6324,0.63235,1.000
1,0.938,0.00,0.6951,0.69507,1.000
1,1.000,0.00,0.7574,0.75740,1.000
1,1.062,0.00,0.8200,0.81998,1.000
1,1.125,0.00,0.8825,0.88250,1.000
1,1.188,0.00,0.9450,0.94505,1.000
1,1.250,0.01,1.0076,1.00760,1.000
1,1.312,0.00,1.0699,1.06990,1.000
1,1.375,0.00,1.1324,1.13245,1.000
1,1.438,0.00,1.1949,1.19488,1.000
1,1.500,0.00,1.2576,1.25760,1.000
1,1.562,0.00,1.3200,1.32000,1.000
1,1.625,0.00,1.3824,1.38245,1.000
1,1.688,0.00,1.4450,1.44500,1.000
1,1.750,0.00,1.5074,1.50740,1.000
1,1.812,0.00,1.5701,1.57010,1.000
1,1.875,0.00,1.6326,1.63255,1.000
1,1.938,0.00,1.6952,1.69518,1.000
1,2.000,0.00,1.7575,1.75750,1.000
1,2.062,0.00,1.8200,1.82000,1.000
1,2.125,0.00,1.8826,1.88255,1.000
1,2.188,0.00,1.9450,1.94498,1.000
1,2.250,0.00,2.0076,2.00760,1.000
1,2.312,0.00,2.0701,2.07008,1.000
1,2.375,0.00,2.1326,2.13265,1.000
1,2.438,0.00,2.1951,2.19508,1.000
1,2.500,0.01,2.2577,2.25770,1.000
1,2.562,0.02,2.3200,2.32002,1.000
1,2.625,0.04,2.3827,2.38270,1.000
1,2.688,0.07,2.4452,2.44515,1.000
1,2.750,0.10,2.5077,2.50770,1.000
1,2.812,0.14,2.5702,2.57015,1.000
1,2.875,0.21,2.6326,2.63255,1.000
1,2.938,0.29,2.6952,2.69522,1.000
1,3.000,0.39,2.7576,2.75760,1.000
1,3.062,0.51,2.8202,2.82015,1.000
1,3.125,0.66,2.8826,2.88265,1.000
1,3.188,0.81,2.9453,2.94530,1.000
1,3.250,1.00,3.0077,3.00770,1.000
1,3.312,1.22,3.0702,3.07018,1.000
1,3.375,1.46,3.1328,3.13275,1.000
1,3.438,1.72,3.1951,3.19512,1.000
1,3.500,2.01,3.2578,3.25780,1.000
1,3.562,2.34,3.3200,3.32005,1.000
1,3.625,2.70,3.3827,3.38270,1.000
1,3.688,3.09,3.4452,3.44518,1.000
1,3.750,3.52,3.5076,3.50760,1.000
1,3.812,3.98,3.5702,3.57020,1.000
1,3.875,4.48,3.6327,3.63270,1.000
1,3.938,5.01,3.6952,3.69520,1.000
1,4.000,5.58,3.7576,3.75760,1.000
1,4.062,6.19,3.8203,3.82027,1.000
1,4.125,6.85,3.8827,3.88270,1.000
1,4.188,7.55,3.9452,3.94515,1.000
1,4.250,8.30,4.0077,4.00770,1.000
1,4.312,9.10,4.0702,4.07015,1.000
1,4.375,9.96,4.1326,4.13265,1.000
1,4.438,10.87,4.1951,4.19510,1.000
1,4.500,11.83,4.2579,4.25790,1.000
1,4.562,12.86,4.3202,4.32020,1.000
1,4.625,13.93,4.3827,4.38275,1.000
1,4.688,15.09,4.4452,4.44518,1.000
1,4.750,16.32,4.5078,4.50780,1.000
1,4.812,17.61,4.5702,4.57022,1.000
1,4.875,19.00,4.6327,4.63270,1.000
1,4.938,20.46,4.6952,4.69520,1.000
1,5.000,22.03,4.7576,4.75760,1.000
1,5.062,23.69,4.8203,4.82032,1.000
1,5.125,25.46,4.8827,4.88275,1.000
1,5.188,27.34,4.9454,4.94538,1.000
1,5.250,29.38,5.0078,5.00780,1.000
1,5.312,31.57,5.0702,5.07018,1.000
1,5.375,33.90,5.1327,5.13275,1.000
1,5.438,36.47,5.1952,5.19520,1.000
1,5.500,39.24,5.2578,5.25780,1.000
1,5.562,42.29,5.3202,5.32022,1.000
1,5.625,45.53,5.3828,5.38280,1.000
1,5.688,49.09,5.4452,5.44518,1.000
1,5.812,50.00,5.4860,5.48603,1.000
1,5.875,41.30,5.4236,5.42355,1.000
1,5.938,35.26,5.3610,5.36098,1.000
1,6.000,30.62,5.2986,5.29860,1.000
1,6.062,26.88,5.2360,5.23603,1.000
1,6.125,23.72,5.1736,5.17355,1.000
1,6.188,21.02,5.1110,5.11098,1.000
1,6.250,18.69,5.0486,5.04860,1.000
1,6.312,16.65,4.9861,4.98608,1.000
1,6.375,14.86,4.9236,4.92360,1.000
1,6.438,13.27,4.8611,4.86112,1.000
1,6.500,11.87,4.7985,4.79850,1.000
1,6.562,10.65,4.7362,4.73615,1.000
1,6.625,9.57,4.6735,4.67350,1.000
1,6.688,8.60,4.6111,4.61112,1.000
1,6.750,7.77,4.5486,4.54860,1.000
1,6.812,7.03,4.4861,4.48605,1.000
1,6.875,6.38,4.4236,4.42360,1.000
1,6.938,5.80,4.3610,4.36095,1.000
1,7.000,5.29,4.2986,4.29860,1.000
1,7.062,4.84,4.2359,4.23593,1.000
1,7.125,4.43,4.1735,4.17350,1.000
1,7.188,4.07,4.1109,4.11090,1.000
1,7.250,3.74,4.0485,4.04850,1.000
1,7.312,3.43,3.9860,3.98603,1.000
1,7.375,3.14,3.9234,3.92340,1.000
1,7.438,2.86,3.8610,3.86100,1.000
1,7.500,2.59,3.7983,3.79830,1.000
1,7.562,2.33,3.7360,3.73600,1.000
1,7.625,2.09,3.6735,3.67345,1.000
1,7.688,1.86,3.6111,3.61110,1.000
1,7.750,1.66,3.5485,3.54850,1.000
1,7.812,1.45,3.4859,3.48585,1.000
1,7.875,1.27,3.4234,3.42340,1.000
1,7.938,1.10,3.3609,3.36085,1.000
1,8.000,0.93,3.2984,3.29840,1.000
1,8.062,0.78,3.2357,3.23573,1.000
