""
"Test Method","Radhen_Load_Cntrl_Cmprsn_250N_12-7.msm"
"Sample I. D.","Sample1.mss"
"Specimen Number","10"

"TheCycle_Output ()","_Time (s)","_Load (N)","_Extension (mm)","RealTimeDepth (mm)","CycleNumber ()"

1,0.312,0.00,0.0709,0.07090,1.000
1,0.375,0.00,0.1333,0.13330,1.000
1,0.438,0.00,0.1960,0.19605,1.000
1,0.500,0.00,0.2583,0.25830,1.000
1,0.562,0.00,0.3211,0.32107,1.000
1,0.625,0.00,0.3836,0.38355,1.000
1,0.688,0.00,0.4461,0.44610,1.000
1,0.750,0.00,0.5085,0.50850,1.000
1,0.812,0.00,0.5710,0.57100,1.000
1,0.875,0.00,0.6336,0.63360,1.000
1,0.938,0.00,0.6961,0.69610,1.000
1,1.000,0.00,0.7587,0.75870,1.000
1,1.062,0.00,0.8211,0.82108,1.000
1,1.125,0.00,0.8836,0.88365,1.000
1,1.188,0.00,0.9463,0.94625,1.000
1,1.250,0.00,1.0088,1.00880,1.000
1,1.312,0.01,1.0712,1.07120,1.000
1,1.375,0.01,1.1336,1.13360,1.000
1,1.438,0.00,1.1961,1.19610,1.000
1,1.500,0.00,1.2584,1.25840,1.000
1,1.562,0.00,1.3211,1.32112,1.000
1,1.625,0.00,1.3835,1.38355,1.000
1,1.688,0.00,1.4462,1.44615,1.000
1,1.750,0.00,1.5085,1.50850,1.000
1,1.812,0.00,1.5712,1.57115,1.000
1,1.875,0.00,1.6337,1.63375,1.000
1,1.938,0.00,1.6961,1.69608,1.000
1,2.000,0.00,1.7586,1.75860,1.000
1,2.062,0.00,1.8210,1.82098,1.000
1,2.125,0.00,1.8837,1.88370,1.000
1,2.188,0.00,1.9462,1.94615,1.000
1,2.250,0.00,2.0088,2.00880,1.000
1,2.312,0.00,2.0712,2.07115,1.000
1,2.375,0.00,2.1337,2.13370,1.000
1,2.438,0.00,2.1962,2.19625,1.000
1,2.500,0.00,2.2586,2.25860,1.000
1,2.562,0.02,2.3212,2.32122,1.000
1,2.625,0.03,2.3837,2.38365,1.000
1,2.688,0.05,2.4464,2.44640,1.000
1,2.750,0.07,2.5087,2.50870,1.000
1,2.812,0.11,2.5713,2.57133,1.000
1,2.875,0.16,2.6337,2.63370,1.000
1,2.938,0.23,2.6962,2.69622,1.000
1,3.000,0.32,2.7588,2.75880,1.000
1,3.062,0.43,2.8211,2.82112,1.000
1,3.125,0.57,2.8838,2.88380,1.000
1,3.188,0.72,2.9462,2.94620,1.000
1,3.250,0.90,3.0089,3.00890,1.000
1,3.375,1.20,3.0814,3.08145,1.000
1,3.438,0.96,3.0219,3.02192,1.000
1,3.500,0.73,2.9595,2.95950,1.000
1,3.562,0.55,2.8970,2.89698,1.000
1,3.625,0.40,2.8345,2.83445,1.000
1,3.688,0.28,2.7720,2.77205,1.000
1,3.750,0.19,2.7095,2.70950,1.000
1,3.812,0.12,2.6470,2.64702,1.000
1,3.875,0.08,2.5844,2.58445,1.000
1,3.938,0.04,2.5221,2.52208,1.000
1,4.000,0.03,2.4595,2.45950,1.000
1,4.062,0.02,2.3972,2.39715,1.000
1,4.125,0.01,2.3345,2.33450,1.000
1,4.188,0.00,2.2719,2.27193,1.000
1,4.250,0.00,2.2095,2.20950,1.000
1,4.312,0.00,2.1469,2.14690,1.000
1,4.375,0.00,2.0846,2.08455,1.000
1,4.438,0.00,2.0219,2.02190,1.000
1,4.500,0.00,1.9596,1.95960,1.000
1,4.562,0.00,1.8968,1.89683,1.000
1,4.625,0.00,1.8344,1.83440,1.000
1,4.688,0.00,1.7719,1.77188,1.000
1,4.750,0.00,1.7095,1.70950,1.000
1,4.812,0.00,1.6470,1.64700,1.000
1,4.875,0.00,1.5844,1.58440,1.000
1,4.938,0.00,1.5219,1.52190,1.000
1,5.000,0.00,1.4593,1.45930,1.000
1,5.062,0.00,1.3971,1.39705,1.000
1,5.125,0.00,1.3344,1.33435,1.000
1,5.188,0.00,1.2719,1.27185,1.000
1,5.250,0.00,1.2094,1.20940,1.000
1,5.312,0.00,1.1469,1.14688,1.000
1,5.375,0.00,1.0845,1.08445,1.000
1,5.438,0.00,1.0219,1.02190,1.000
1,5.500,0.00,0.9595,0.95950,1.000
1,5.562,0.00,0.8968,0.89678,1.000
1,5.625,0.00,0.8344,0.83445,1.000
1,5.688,0.00,0.7719,0.77190,1.000
1,5.750,0.00,0.7095,0.70950,1.000
1,5.812,0.00,0.6469,0.64690,1.000
1,5.875,0.00,0.5843,0.58430,1.000
1,5.938,0.00,0.5219,0.52190,1.000
1,6.000,0.00,0.4593,0.45930,1.000
1,6.062,0.00,0.3970,0.39698,1.000
1,6.125,0.00,0.3342,0.33420,1.000
1,6.188,0.00,0.2718,0.27175,1.000
1,6.250,0.00,0.2093,0.20930,1.000
1,6.312,0.00,0.1468,0.14678,1.000
1,6.375,0.00,0.0842,0.08425,1.000
1,6.438,0.00,0.0218,0.02175,1.000
1,6.562,0.00,-0.0190,-0.01903,1.000
1,6.625,0.00,-0.0001,-0.00010,1.000
1,6.688,0.00,-0.0001,-0.00010,1.000
1,6.750,0.00,-0.0001,-0.00010,1.000
1,6.812,0.00,-0.0001,-0.00010,1.000
1,6.875,0.00,-0.0001,-0.00010,1.000
1,6.938,0.00,-0.0001,-0.00010,1.000
1,7.000,0.00,-0.0001,-0.00010,1.000
1,7.062,0.00,-0.0001,-0.00010,1.000
1,7.125,0.00,-0.0001,-0.00010,1.000
1,7.188,0.00,-0.0001,-0.00010,1.000
1,7.250,0.00,-0.0001,-0.00010,1.000
1,7.312,0.00,-0.0001,-0.00010,1.000
1,7.375,0.00,-0.0001,-0.00010,1.000
1,7.438,0.00,-0.0001,-0.00010,1.000
1,7.500,0.00,-0.0001,-0.00010,1.000
1,7.562,0.00,-0.0001,-0.00010,1.000
1,7.625,0.00,-0.0001,-0.00010,1.000
1,7.688,0.00,-0.0001,-0.00010,1.000
1,7.750,0.00,-0.0001,-0.00010,1.000
1,7.812,0.00,-0.0001,-0.00010,1.000
1,7.875,0.00,-0.0001,-0.00010,1.000
1,7.938,0.00,-0.0001,-0.00010,1.000
1,8.000,0.00,-0.0001,-0.00010,1.000
1,8.062,0.00,-0.0001,-0.00010,1.000
1,8.125,0.00,-0.0001,-0.00010,1.000
1,8.188,0.00,-0.0001,-0.00010,1.000
1,8.250,0.00,-0.0001,-0.00010,1.000
1,8.312,0.00,-0.0001,-0.00010,1.000
1,8.375,0.00,-0.0001,-0.00010,1.000
1,8.438,0.00,-0.0001,-0.00010,1.000
1,8.500,0.00,-0.0001,-0.00010,1.000
1,8.562,0.00,-0.0001,-0.00010,1.000
1,8.625,0.00,-0.0001,-0.00010,1.000
1,8.688,0.00,-0.0001,-0.00010,1.000
1,8.750,0.00,-0.0001,-0.00010,1.000
1,8.812,0.00,-0.0001,-0.00010,1.000
1,8.875,0.00,-0.0001,-0.00010,1.000
1,8.938,0.00,-0.0001,-0.00010,1.000
1,9.000,0.00,-0.0001,-0.00010,1.000
1,9.062,0.00,-0.0001,-0.00010,1.000
1,9.125,0.00,-0.0001,-0.00010,1.000
1,9.188,0.00,-0.0001,-0.00010,1.000
1,9.250,0.01,-0.0001,-0.00010,1.000
1,9.312,0.00,-0.0001,-0.00010,1.000
1,9.375,0.00,-0.0001,-0.00010,1.000
1,9.438,0.00,-0.0001,-0.00010,1.000
1,9.500,0.00,-0.0001,-0.00010,1.000
2,9.812,-0.01,0.0659,0.06592,2.000
