Loop Time (ms)	IR (16 bit)	Force (N)	Force (N)	Color	Speed (mm/s)	Spatial (mm)	Angle (deg)
255.000	7873.000	1567.300	20.000	0.000	2.000	0.000	0.000
3284.000	7879.000	1567.300	20.000	0.000	2.000	0.000	0.000
64.000	7872.000	1567.170	20.000	0.000	2.000	0.000	0.000
64.000	7877.000	1567.300	20.000	0.000	2.000	0.000	0.000
64.000	7874.000	1567.300	20.000	0.000	2.000	0.000	0.000
80.000	7880.000	1567.300	20.000	0.000	2.000	0.000	0.000
64.000	7879.000	1567.300	20.000	0.000	2.000	0.000	0.000
64.000	7879.000	1567.170	20.000	0.000	2.000	0.000	0.000
64.000	7880.000	1567.170	20.000	0.000	2.000	0.000	0.000
64.000	7876.000	1567.170	20.000	0.000	2.000	0.000	0.000
64.000	7879.000	1567.300	20.000	0.000	2.000	0.000	0.000
65.000	7878.000	1567.040	20.000	0.000	2.000	0.000	0.000
63.000	7881.000	1567.170	20.000	0.000	2.000	0.000	0.000
64.000	7878.000	1567.170	20.000	0.000	2.000	0.000	0.000
63.000	7886.000	1567.170	20.000	0.000	2.000	0.000	0.000
65.000	7884.000	1567.300	20.000	0.000	2.000	0.000	0.000
63.000	7876.000	1567.300	20.000	0.000	2.000	0.000	0.000
80.000	7873.000	1567.170	20.000	0.000	2.000	0.000	0.000
64.000	7880.000	1567.300	20.000	0.000	2.000	0.000	0.000
64.000	7879.000	1567.170	20.000	0.000	2.000	0.000	0.000
64.000	7880.000	1567.170	20.000	0.000	2.000	0.000	0.000
64.000	7876.000	1567.170	20.000	0.000	2.000	0.000	0.000
64.000	7875.000	1567.300	20.000	0.000	2.000	0.000	0.000
63.000	7873.000	1567.300	20.000	0.000	2.000	0.000	0.000
64.000	7875.000	1567.170	20.000	0.000	2.000	0.000	0.000
65.000	7882.000	1567.300	20.000	0.000	2.000	0.000	0.000
63.000	7879.000	1567.300	20.000	0.000	2.000	0.000	0.000
64.000	7875.000	1567.300	20.000	0.000	2.000	0.000	0.000
64.000	7879.000	1567.170	20.000	0.000	2.000	0.000	0.000
80.000	7881.000	1567.170	20.000	0.000	2.000	0.000	0.000
64.000	7876.000	1567.300	20.000	0.000	2.000	0.000	0.000
64.000	7883.000	1567.300	20.000	0.000	2.000	0.000	0.000
64.000	7876.000	1567.170	20.000	0.000	2.000	0.000	0.000
64.000	7878.000	1567.300	20.000	0.000	2.000	0.000	0.000
63.000	7876.000	1567.300	20.000	0.000	2.000	0.000	0.000
65.000	7877.000	1567.170	20.000	0.000	2.000	0.000	0.000
64.000	7880.000	1567.300	20.000	0.000	2.000	0.000	0.000
64.000	7874.000	1567.300	20.000	0.000	2.000	0.000	0.000
64.000	7880.000	1567.300	20.000	0.000	2.000	0.000	0.000
64.000	7876.000	1567.170	20.000	0.000	2.000	0.000	0.000
80.000	7881.000	1567.300	20.000	0.000	2.000	0.000	0.000
63.000	7881.000	1567.300	20.000	0.000	2.000	0.000	0.000
64.000	7882.000	1567.300	20.000	0.000	2.000	0.000	0.000
64.000	7879.000	1567.300	20.000	0.000	2.000	0.000	0.000
63.000	7880.000	1567.170	20.000	0.000	2.000	0.000	0.000
65.000	7877.000	1567.170	20.000	0.000	2.000	0.000	0.000
63.000	7879.000	1567.300	20.000	0.000	2.000	0.000	0.000
64.000	7878.000	1567.300	20.000	0.000	2.000	0.000	0.000
64.000	7879.000	1567.300	20.000	0.000	2.000	0.000	0.000
64.000	7877.000	1567.300	20.000	0.000	2.000	0.000	0.000
65.000	7876.000	1567.300	20.000	0.000	2.000	0.000	0.000
64.000	7882.000	1567.300	20.000	0.000	2.000	0.000	0.000
80.000	7884.000	1567.300	20.000	0.000	2.000	0.000	0.000
