Loop Time (ms)	IR (16 bit)	Force (N)
64	11147	1533.32
65	11175	1533.32
64	11202	1533.32
63	11240	1533.19
65	11266	1533.32
63	11299	1533.32
64	11333	1533.32
65	11365	1533.32
63	11402	1533.19
80	11435	1533.32
64	11472	1533.19
64	11515	1533.32
64	11554	1533.32
64	11595	1533.32
65	11638	1533.32
63	11685	1533.19
63	11735	1533.32
65	11773	1533.19
64	11824	1533.32
64	11878	1533.32
64	11932	1533.32
80	11978	1533.45
64	12026	1533.57
64	12077	1533.96
64	12135	1534.47
64	12191	1534.98
64	12249	1535.49
64	12318	1536.26
64	12394	1537.15
64	12483	1538.05
64	12578	1539.07
65	12684	1540.22
63	12800	1541.63
64	12921	1543.16
80	13026	1544.57
64	13120	1546.1
64	13144	1547.12
64	13133	1545.72
63	13053	1544.05
65	12890	1542.52
64	12759	1541.24
63	12645	1539.84
64	12551	1538.69
65	12454	1537.79
63	12377	1536.77
65	12307	1535.87
80	12235	1535.23
64	12178	1534.6
63	12121	1534.08
64	12071	1533.7
64	12025	1533.57
64	11965	1533.19
64	11925	1533.32
64	11876	1533.32
64	11826	1533.32
63	11769	1533.32
65	11724	1533.32
64	11680	1533.32
80	11641	1533.19
64	11587	1533.32
63	11541	1533.19
64	11509	1533.06
64	11471	1533.32
65	11433	1533.32
64	11402	1533.32
64	11365	1533.19
64	11329	1533.32
64	11300	1533.32
64	11269	1533.32
64	11233	1533.32
80	11206	1533.32
63	11177	1533.32
65	11147	1533.19
64	11124	1533.32
63	11092	1533.32
64	11068	1533.32
64	11034	1533.19
64	11019	1533.32
64	10999	1533.19
64	10967	1533.32
65	10947	1533.32
63	10919	1533.19
80	10902	1533.32
64	10878	1533.32
64	10853	1533.32
64	10836	1533.32
64	10818	1533.32
64	10795	1533.19
64	10778	1533.32
64	10763	1533.19
63	10743	1533.19
65	10730	1533.32
64	10712	1533.32
64	10697	1533.32
80	10683	1533.32
64	10670	1533.32
64	10651	1533.32
64	10643	1533.19
63	10627	1533.32
65	10616	1533.19
64	10611	1533.32
63	10617	1533.45
64	10619	1533.32
64	10623	1533.19
64	10615	1533.45
64	10621	1533.32
81	10617	1533.32
63	10618	1533.32
64	10618	1533.32
64	10620	1533.32
64	10619	1533.19
64	10621	1533.32
64	10618	1533.32
64	10622	1533.19
64	10620	1533.19
65	10622	1533.45
63	10624	1533.19
64	10620	1533.32
80	10619	1533.32
64	10622	1533.19
63	10623	1533.32
65	10621	1533.19
64	10621	1533.32
64	10624	1533.32
64	10621	1533.32
63	10620	1533.45
65	10623	1533.32
63	10621	1533.32
65	10618	1533.32
64	10624	1533.32
80	10621	1533.32
64	10622	1533.19
64	10623	1533.32
63	10624	1533.19
64	10622	1533.32
64	10623	1533.32
64	10623	1533.32
64	10625	1533.19
64	10623	1533.32
64	10623	1533.32
64	10623	1533.32
64	10624	1533.19
80	10624	1533.45
64	10622	1533.32
64	10624	1533.19
64	10625	1533.32
63	10620	1533.32
65	10623	1533.32
63	10624	1533.32
65	10623	1533.32
63	10624	1533.19
65	10627	1533.45
63	10622	1533.32
65	10624	1533.32
80	10623	1533.19
64	10626	1533.32
64	10623	1533.19
63	10624	1533.32
65	10623	1533.32
64	10623	1533.32
63	10623	1533.19
65	10624	1533.32
64	10624	1533.32
64	10624	1533.32
63	10627	1533.19
64	10628	1533.32
81	10626	1533.32
64	10625	1533.32
63	10621	1533.45
64	10627	1533.32
65	10626	1533.32
63	10627	1533.32
64	10624	1533.32
64	10626	1533.45
64	10626	1533.32
64	10625	1533.32
64	10626	1533.32
64	10629	1533.32
80	10628	1533.32
64	10624	1533.45
64	10628	1533.32
64	10627	1533.32
64	10628	1533.45
64	10628	1533.32
64	10623	1533.45
63	10627	1533.32
64	10624	1533.32
64	10623	1533.32
65	10627	1533.45
64	10630	1533.32
64	10628	1533.32
79	10625	1533.32
64	10629	1533.19
65	10624	1533.45
63	10629	1533.32
64	10631	1533.32
64	10643	1533.45
64	10661	1533.32
64	10675	1533.32
64	10688	1533.32
64	10703	1533.32
65	10716	1533.45
63	10729	1533.32
80	10751	1533.32
64	10768	1533.45
64	10789	1533.32
64	10804	1533.45
64	10821	1533.32
64	10845	1533.45
64	10860	1533.32
64	10885	1533.32
64	10899	1533.32
64	10926	1533.32
63	10952	1533.32
65	10973	1533.32
79	10990	1533.45
64	11026	1533.32
65	11039	1533.45
64	11069	1533.45
64	11097	1533.45
63	11122	1533.32
64	11157	1533.45
64	11178	1533.45
64	11210	1533.32
65	11242	1533.32
64	11273	1533.32
63	11301	1533.32
81	11338	1533.32
63	11367	1533.32
65	11401	1533.32
63	11442	1533.32
64	11475	1533.45
64	11511	1533.45
64	11549	1533.32
64	11596	1533.45
64	11636	1533.32
64	11680	1533.45
64	11724	1533.45
64	11772	1533.32
80	11825	1533.45
64	11868	1533.45
64	11921	1533.45
64	11975	1533.45
64	12018	1533.7
64	12069	1533.83
63	12124	1534.47
65	12183	1534.72
64	12242	1535.23
63	12302	1535.87
65	12376	1536.77
63	12458	1537.66
80	12552	1538.69
64	12653	1539.84
64	12766	1541.11
64	12886	1542.39
65	12998	1543.8
63	13099	1545.46
65	13167	1547.12
64	13169	1546.61
63	13131	1544.95
64	12992	1543.41
64	12843	1541.88
64	12717	1540.6
80	12616	1539.32
64	12522	1538.17
64	12435	1537.41
64	12359	1536.39
64	12287	1535.62
63	12223	1534.98
64	12164	1534.47
65	12112	1533.96
64	12060	1533.7
64	12015	1533.45
64	11962	1533.45
64	11916	1533.32
79	11859	1533.45
66	11815	1533.45
62	11766	1533.32
65	11717	1533.45
64	11674	1533.45
63	11636	1533.19
64	11585	1533.45
65	11544	1533.45
63	11505	1533.45
64	11466	1533.32
64	11433	1533.45
64	11401	1533.32
81	11362	1533.32
63	11328	1533.45
65	11299	1533.32
63	11277	1533.45
64	11243	1533.45
65	11206	1533.32
63	11181	1533.45
64	11153	1533.32
64	11125	1533.32
64	11092	1533.32
64	11069	1533.45
64	11035	1533.32
79	11017	1533.32
65	10995	1533.45
64	10964	1533.45
64	10948	1533.45
63	10923	1533.57
64	10903	1533.32
65	10893	1533.32
64	10861	1533.45
64	10849	1533.45
64	10818	1533.32
64	10807	1533.45
64	10790	1533.32
79	10774	1533.32
64	10752	1533.32
64	10737	1533.32
64	10722	1533.45
64	10703	1533.32
64	10690	1533.32
64	10677	1533.32
64	10662	1533.45
64	10651	1533.45
64	10639	1533.32
64	10624	1533.45
64	10630	1533.32
81	10634	1533.32
63	10631	1533.45
63	10634	1533.45
65	10631	1533.45
64	10634	1533.45
63	10630	1533.45
65	10635	1533.45
64	10634	1533.32
64	10630	1533.32
64	10632	1533.32
64	10638	1533.45
64	10632	1533.32
79	10637	1533.45
65	10633	1533.32
64	10639	1533.45
64	10634	1533.32
64	10634	1533.32
64	10636	1533.32
64	10631	1533.45
64	10638	1533.32
64	10637	1533.32
63	10636	1533.45
64	10633	1533.32
64	10637	1533.32
80	10638	1533.45
64	10635	1533.45
64	10634	1533.32
64	10636	1533.45
63	10637	1533.45
65	10629	1533.45
64	10637	1533.45
65	10635	1533.32
63	10638	1533.45
64	10638	1533.45
64	10639	1533.32
64	10637	1533.45
64	10636	1533.32
80	10641	1533.32
64	10636	1533.45
63	10632	1533.32
64	10640	1533.45
64	10640	1533.45
65	10639	1533.32
63	10634	1533.57
65	10638	1533.45
63	10637	1533.32
64	10631	1533.45
65	10636	1533.45
79	10637	1533.45
64	10637	1533.45
64	10633	1533.45
64	10638	1533.45
65	10637	1533.45
63	10636	1533.45
64	10636	1533.45
65	10637	1533.45
64	10641	1533.45
63	10637	1533.45
64	10639	1533.45
64	10641	1533.45
64	10638	1533.45
80	10634	1533.45
64	10640	1533.45
64	10638	1533.57
64	10639	1533.32
64	10641	1533.57
64	10640	1533.45
64	10637	1533.45
63	10639	1533.45
65	10641	1533.32
64	10643	1533.45
63	10640	1533.45
65	10639	1533.45
79	10641	1533.45
64	10639	1533.45
64	10640	1533.32
64	10640	1533.32
64	10639	1533.32
64	10635	1533.45
64	10639	1533.45
65	10637	1533.45
63	10640	1533.45
65	10640	1533.32
63	10640	1533.45
64	10641	1533.32
80	10642	1533.32
64	10643	1533.32
64	10637	1533.45
64	10639	1533.32
64	10642	1533.45
64	10640	1533.45
64	10643	1533.45
64	10637	1533.45
63	10640	1533.57
65	10652	1533.45
64	10665	1533.32
63	10685	1533.32
81	10692	1533.45
64	10708	1533.45
64	10728	1533.57
63	10736	1533.45
65	10754	1533.45
64	10772	1533.45
63	10786	1533.45
65	10810	1533.45
64	10832	1533.57
63	10848	1533.45
65	10864	1533.57
64	10887	1533.45
79	10912	1533.32
64	10927	1533.45
64	10950	1533.32
64	10978	1533.45
64	10999	1533.45
65	11023	1533.45
63	11041	1533.45
64	11070	1533.45
64	11105	1533.45
64	11126	1533.32
64	11151	1533.45
64	11185	1533.45
80	11213	1533.32
64	11244	1533.45
64	11271	1533.45
64	11300	1533.45
64	11335	1533.45
64	11367	1533.57
64	11400	1533.45
63	11436	1533.45
65	11475	1533.45
64	11507	1533.45
63	11548	1533.45
64	11588	1533.45
81	11631	1533.45
64	11676	1533.45
63	11724	1533.45
64	11765	1533.57
64	11814	1533.45
65	11862	1533.45
63	11916	1533.57
64	11965	1533.45
64	12015	1533.7
64	12062	1533.83
65	12118	1534.21
63	12176	1534.6
80	12226	1535.23
65	12289	1535.75
63	12358	1536.39
64	12432	1537.41
64	12521	1538.17
64	12616	1539.45
64	12726	1540.6
64	12845	1542.01
63	12964	1543.16
64	13069	1544.82
64	13159	1546.48
64	13188	1547.38
81	13167	1545.84
63	13078	1544.18
64	12922	1542.65
65	12790	1541.24
64	12679	1540.09
64	12577	1538.94
64	12489	1537.92
64	12407	1536.9
64	12335	1536
63	12267	1535.36
64	12209	1534.72
64	12153	1534.21
80	12099	1533.96
64	12055	1533.83
64	12004	1533.45
64	11949	1533.45
64	11901	1533.57
64	11850	1533.45
63	11801	1533.45
65	11758	1533.57
64	11719	1533.57
64	11664	1533.45
64	11622	1533.57
63	11576	1533.57
81	11539	1533.45
64	11503	1533.45
64	11466	1533.45
64	11428	1533.45
63	11396	1533.45
64	11357	1533.45
65	11325	1533.45
63	11291	1533.32
65	11263	1533.57
64	11236	1533.45
63	11205	1533.45
64	11177	1533.45
80	11147	1533.45
64	11124	1533.45
64	11094	1533.45
64	11069	1533.32
64	11043	1533.45
64	11020	1533.32
64	10995	1533.57
64	10972	1533.57
64	10950	1533.57
64	10931	1533.45
64	10908	1533.45
64	10885	1533.45
80	10868	1533.32
64	10842	1533.45
64	10824	1533.45
64	10810	1533.45
64	10787	1533.45
64	10774	1533.45
63	10755	1533.45
64	10739	1533.45
64	10727	1533.45
64	10711	1533.32
65	10697	1533.45
64	10681	1533.45
80	10664	1533.45
63	10656	1533.45
64	10639	1533.45
65	10635	1533.57
64	10645	1533.45
63	10646	1533.45
64	10646	1533.57
64	10645	1533.57
64	10647	1533.57
65	10646	1533.45
64	10644	1533.45
63	10644	1533.45
80	10643	1533.57
64	10644	1533.45
64	10646	1533.45
64	10645	1533.45
63	10647	1533.45
65	10648	1533.45
64	10649	1533.57
64	10648	1533.45
63	10644	1533.45
65	10649	1533.45
63	10648	1533.57
65	10652	1533.57
64	10648	1533.45
79	10653	1533.45
64	10645	1533.45
65	10648	1533.45
64	10647	1533.45
64	10645	1533.57
64	10645	1533.57
64	10650	1533.45
63	10649	1533.45
64	10647	1533.57
65	10645	1533.45
63	10648	1533.7
64	10648	1533.57
81	10647	1533.45
63	10649	1533.45
64	10649	1533.45
64	10649	1533.45
65	10651	1533.45
63	10648	1533.45
64	10648	1533.32
65	10651	1533.45
63	10644	1533.57
64	10649	1533.57
64	10649	1533.45
64	10649	1533.45
80	10647	1533.45
64	10647	1533.57
64	10650	1533.45
63	10648	1533.57
65	10650	1533.45
63	10649	1533.57
64	10646	1533.57
64	10651	1533.57
65	10653	1533.57
64	10653	1533.45
63	10652	1533.45
65	10648	1533.45
80	10646	1533.45
64	10651	1533.45
63	10649	1533.57
65	10650	1533.57
63	10652	1533.45
65	10650	1533.57
63	10650	1533.57
64	10652	1533.57
64	10650	1533.7
64	10653	1533.45
64	10647	1533.45
65	10649	1533.57
80	10652	1533.57
63	10650	1533.57
64	10651	1533.57
64	10651	1533.57
64	10652	1533.45
64	10652	1533.57
64	10650	1533.57
64	10653	1533.45
64	10651	1533.57
64	10650	1533.45
64	10656	1533.57
63	10648	1533.57
81	10656	1533.57
64	10648	1533.57
63	10652	1533.57
64	10650	1533.57
64	10651	1533.57
65	10653	1533.45
63	10652	1533.57
65	10655	1533.45
63	10649	1533.45
64	10649	1533.45
65	10656	1533.45
63	10651	1533.57
80	10659	1533.45
64	10653	1533.57
65	10672	1533.45
63	10687	1533.57
64	10696	1533.45
64	10713	1533.57
64	10728	1533.57
64	10744	1533.57
64	10760	1533.57
64	10776	1533.45
64	10797	1533.45
64	10813	1533.57
81	10831	1533.57
63	10849	1533.57
64	10872	1533.57
63	10889	1533.57
64	10913	1533.57
64	10935	1533.45
65	10952	1533.57
64	10975	1533.57
63	11002	1533.57
65	11022	1533.57
63	11046	1533.57
64	11073	1533.57
81	11103	1533.57
64	11130	1533.57
63	11155	1533.57
65	11181	1533.45
64	11212	1533.57
63	11241	1533.57
64	11266	1533.57
64	11301	1533.57
64	11334	1533.57
64	11364	1533.57
64	11396	1533.57
65	11427	1533.57
79	11466	1533.57
64	11503	1533.57
65	11538	1533.57
63	11583	1533.45
64	11626	1533.57
64	11670	1533.57
64	11716	1533.57
64	11761	1533.45
64	11806	1533.57
64	11853	1533.57
64	11902	1533.57
63	11953	1533.45
81	12001	1533.7
64	12049	1533.96
63	12103	1534.08
65	12160	1534.47
63	12214	1535.11
64	12271	1535.62
64	12340	1536.26
65	12415	1536.9
64	12491	1537.92
63	12587	1538.81
64	12692	1540.09
64	12796	1541.24
81	12926	1542.78
63	13037	1544.18
65	13138	1545.72
63	13202	1547.38
65	13197	1546.87
63	13158	1544.95
64	13007	1543.41
64	12859	1542.01
64	12743	1540.6
64	12639	1539.32
65	12546	1538.43
63	12457	1537.54
80	12380	1536.51
64	12311	1535.75
64	12249	1535.11
64	12190	1534.6
64	12137	1534.21
64	12085	1533.83
63	12043	1533.7
65	11987	1533.57
64	11946	1533.57
64	11883	1533.57
64	11835	1533.45
64	11787	1533.57
79	11743	1533.57
64	11699	1533.45
65	11651	1533.45
64	11603	1533.57
64	11571	1533.57
63	11528	1533.57
65	11491	1533.45
63	11456	1533.57
64	11423	1533.7
65	11386	1533.57
63	11350	1533.45
64	11321	1533.45
64	11295	1533.57
80	11265	1533.7
64	11226	1533.57
64	11208	1533.57
64	11173	1533.45
64	11144	1533.57
64	11117	1533.57
64	11095	1533.45
64	11067	1533.7
64	11043	1533.45
65	11011	1533.57
63	10997	1533.57
64	10970	1533.45
79	10949	1533.57
65	10921	1533.57
63	10905	1533.57
66	10887	1533.57
63	10864	1533.57
63	10846	1533.7
65	10830	1533.57
63	10811	1533.45
65	10793	1533.45
63	10768	1533.57
64	10762	1533.57
65	10739	1533.57
79	10727	1533.57
65	10709	1533.57
64	10696	1533.7
63	10682	1533.57
64	10668	1533.57
64	10655	1533.57
64	10644	1533.45
64	10652	1533.45
64	10653	1533.57
64	10656	1533.57
64	10656	1533.45
64	10656	1533.45
80	10657	1533.45
64	10651	1533.7
64	10657	1533.57
64	10655	1533.45
64	10653	1533.57
64	10656	1533.45
64	10656	1533.57
64	10658	1533.57
64	10657	1533.57
63	10658	1533.57
64	10653	1533.57
64	10655	1533.57
81	10661	1533.57
63	10653	1533.57
65	10658	1533.57
63	10658	1533.57
65	10656	1533.57
64	10658	1533.57
63	10656	1533.57
64	10656	1533.57
65	10656	1533.45
64	10654	1533.7
63	10660	1533.57
64	10658	1533.57
80	10655	1533.57
64	10659	1533.57
64	10657	1533.57
64	10658	1533.45
64	10660	1533.57
64	10660	1533.57
64	10658	1533.7
64	10657	1533.57
63	10660	1533.57
65	10659	1533.57
64	10659	1533.57
64	10661	1533.45
80	10659	1533.57
64	10657	1533.57
64	10655	1533.57
64	10657	1533.57
64	10660	1533.57
64	10659	1533.57
64	10658	1533.57
63	10656	1533.57
64	10657	1533.7
65	10657	1533.57
64	10659	1533.7
63	10659	1533.57
80	10663	1533.57
65	10659	1533.57
63	10659	1533.57
64	10662	1533.57
65	10659	1533.7
63	10660	1533.57
64	10661	1533.45
64	10660	1533.57
64	10658	1533.57
64	10659	1533.57
64	10660	1533.57
64	10661	1533.7
80	10663	1533.57
64	10657	1533.57
64	10660	1533.57
63	10660	1533.7
65	10659	1533.57
64	10661	1533.57
64	10659	1533.57
64	10665	1533.7
63	10663	1533.7
64	10658	1533.57
64	10660	1533.57
64	10662	1533.57
80	10656	1533.57
65	10664	1533.57
64	10660	1533.57
63	10662	1533.57
65	10659	1533.57
64	10658	1533.7
64	10659	1533.7
63	10663	1533.57
64	10661	1533.57
64	10664	1533.7
65	10660	1533.57
63	10664	1533.57
80	10658	1533.57
64	10661	1533.57
64	10662	1533.57
64	10660	1533.7
64	10662	1533.57
64	10662	1533.57
64	10662	1533.57
64	10660	1533.45
64	10661	1533.7
64	10664	1533.57
64	10663	1533.7
64	10666	1533.57
80	10660	1533.57
63	10661	1533.57
65	10663	1533.7
64	10664	1533.57
64	10664	1533.7
63	10660	1533.57
65	10662	1533.57
63	10660	1533.7
64	10659	1533.57
64	10664	1533.57
64	10664	1533.7
65	10661	1533.57
80	10660	1533.57
64	10669	1533.7
63	10665	1533.57
64	10658	1533.57
65	10661	1533.7
63	10659	1533.7
65	10662	1533.7
63	10662	1533.57
64	10662	1533.45
64	10663	1533.45
64	10663	1533.57
64	10664	1533.7
79	10667	1533.7
65	10665	1533.7
63	10666	1533.57
65	10661	1533.7
64	10660	1533.7
63	10662	1533.57
65	10667	1533.7
64	10663	1533.57
64	10664	1533.57
63	10665	1533.7
65	10667	1533.7
64	10665	1533.57
80	10665	1533.57
64	10666	1533.7
63	10666	1533.7
64	10663	1533.57
64	10667	1533.57
64	10665	1533.83
65	10663	1533.7
64	10664	1533.7
63	10666	1533.57
65	10663	1533.7
63	10665	1533.57
64	10661	1533.7
64	10664	1533.57
80	10666	1533.57
64	10664	1533.7
64	10664	1533.57
64	10668	1533.57
64	10664	1533.57
64	10663	1533.83
64	10665	1533.57
64	10663	1533.57
64	10664	1533.57
64	10666	1533.7
63	10668	1533.7
64	10664	1533.57
81	10664	1533.7
63	10668	1533.7
65	10665	1533.7
63	10664	1533.7
64	10665	1533.7
65	10667	1533.57
63	10667	1533.7
64	10662	1533.7
64	10666	1533.57
64	10668	1533.57
64	10664	1533.7
64	10668	1533.7
80	10669	1533.57
64	10665	1533.7
65	10669	1533.7
63	10667	1533.57
65	10661	1533.57
63	10665	1533.57
66	10669	1533.7
62	10667	1533.57
64	10670	1533.7
66	10666	1533.7
62	10666	1533.7
64	10667	1533.7
80	10666	1533.7
68	10668	1533.7
