Loop Time (ms)	IR (16 bit)	Force (N)
64	9727	1530.76
64	9720	1530.89
64	9720	1530.89
80	9713	1530.89
64	9708	1530.89
64	9704	1530.89
63	9701	1530.76
64	9703	1530.89
64	9725	1531.02
65	9738	1530.76
63	9747	1530.89
65	9753	1530.89
63	9762	1531.02
65	9769	1530.89
63	9772	1530.89
81	9788	1530.89
63	9793	1530.89
64	9799	1530.89
64	9810	1530.89
65	9816	1530.76
63	9828	1530.89
64	9833	1530.89
64	9837	1531.02
64	9846	1530.89
64	9851	1530.89
64	9855	1530.89
64	9859	1531.02
80	9875	1531.02
64	9875	1530.89
64	9878	1531.02
64	9880	1530.89
64	9891	1530.89
64	9895	1530.89
64	9896	1531.02
64	9908	1531.14
64	9911	1531.02
64	9911	1531.02
64	9914	1531.14
64	9922	1531.02
80	9924	1531.02
64	9935	1531.02
64	9949	1531.02
64	9952	1531.14
63	9957	1531.02
65	9959	1530.89
63	9962	1531.14
65	9969	1531.02
63	9970	1531.14
64	9979	1531.14
64	9977	1531.02
64	9979	1531.02
81	9982	1531.02
63	9989	1531.02
64	9991	1531.02
64	9995	1531.14
64	9997	1531.02
64	10001	1531.14
64	10004	1531.02
64	10014	1531.02
64	10015	1531.02
64	10018	1531.14
64	10023	1531.14
64	10026	1531.02
80	10030	1531.14
64	10028	1531.02
64	10036	1531.14
64	10039	1531.14
63	10037	1531.02
64	10044	1531.02
65	10047	1531.02
64	10046	1531.02
63	10054	1531.14
65	10055	1531.02
64	10059	1531.14
64	10064	1531.02
79	10063	1531.14
65	10067	1531.27
64	10072	1531.14
64	10074	1531.14
64	10072	1531.02
63	10076	1531.14
64	10075	1531.27
64	10074	1531.14
64	10081	1531.14
64	10081	1531.14
64	10084	1531.27
64	10084	1531.27
81	10087	1531.02
63	10083	1531.14
64	10088	1531.14
64	10086	1531.14
64	10089	1531.27
64	10092	1531.14
64	10092	1531.14
64	10094	1531.14
64	10095	1531.14
63	10095	1531.14
64	10096	1531.14
65	10098	1531.14
64	10105	1531.14
80	10103	1531.27
64	10103	1531.27
64	10112	1531.14
64	10123	1531.14
63	10134	1531.14
64	10150	1531.02
65	10165	1531.27
64	10181	1531.14
63	10197	1531.27
65	10214	1531.14
63	10226	1531.14
65	10242	1531.27
80	10261	1531.14
63	10277	1531.27
64	10296	1531.27
64	10313	1531.27
64	10332	1531.4
64	10351	1531.27
64	10374	1531.14
64	10396	1531.27
64	10416	1531.14
64	10435	1531.27
64	10457	1531.27
64	10484	1531.14
80	10506	1531.14
64	10528	1531.14
64	10553	1531.27
63	10581	1531.27
65	10603	1531.27
64	10629	1531.27
64	10656	1531.27
64	10685	1531.4
64	10712	1531.27
63	10743	1531.27
65	10776	1531.4
63	10801	1531.27
80	10837	1531.27
64	10880	1531.27
65	10916	1531.27
63	10946	1531.14
64	10988	1531.27
64	11028	1531.4
64	11064	1531.27
64	11112	1531.4
64	11148	1531.27
64	11194	1531.27
64	11238	1531.27
64	11280	1531.27
80	11332	1531.27
63	11377	1531.53
65	11420	1531.66
64	11467	1531.91
64	11508	1532.3
64	11564	1532.68
64	11622	1533.32
64	11678	1534.08
63	11749	1534.72
65	11828	1535.49
64	11910	1536.51
63	12006	1537.66
80	12109	1538.94
64	12213	1540.22
64	12309	1541.75
64	12391	1543.29
65	12454	1544.95
64	12452	1546.74
64	12429	1548.66
63	12428	1550.57
64	12445	1552.87
64	12465	1555.17
64	12524	1557.73
64	12614	1560.41
81	12728	1563.1
63	12857	1565.78
64	12976	1568.59
63	13132	1571.41
65	13263	1574.09
64	13442	1576.65
64	13675	1579.2
64	14335	1581.63
64	14585	1584.06
64	14932	1586.36
63	15225	1588.28
64	15433	1590.19
81	15709	1591.86
64	15861	1593.39
64	15925	1594.54
63	15945	1594.16
65	15957	1591.73
63	16021	1589.04
65	16083	1585.72
63	16078	1582.27
65	16030	1578.82
64	15936	1574.73
64	15836	1570.64
64	15720	1566.8
79	15575	1562.84
65	15315	1559.14
63	14961	1555.81
64	14447	1552.87
65	13722	1549.93
64	12738	1547.5
63	11848	1545.33
64	11229	1543.29
64	10795	1541.75
64	10483	1540.35
64	10240	1538.94
64	10056	1537.79
80	9877	1536.13
64	9797	1535.11
63	9794	1534.47
64	9794	1533.45
64	9808	1532.81
65	9831	1532.3
63	9860	1531.66
65	9883	1531.27
64	9913	1530.89
64	9941	1530.63
64	9966	1530.38
63	9987	1530.25
80	10004	1530.12
65	10016	1530.12
64	10022	1529.99
63	10030	1530.12
64	10005	1530.12
64	10004	1530.25
65	9992	1530.38
64	9987	1530.38
63	9980	1530.38
65	9989	1530.38
63	9988	1530.38
64	9997	1530.51
80	10005	1530.51
64	9997	1530.51
64	9990	1530.38
64	9981	1530.51
64	9971	1530.51
64	9954	1530.63
64	9936	1530.63
63	9923	1530.63
65	9909	1530.63
64	9895	1530.76
63	9881	1530.76
65	9870	1530.63
80	9861	1530.76
64	9844	1530.63
63	9832	1530.63
65	9822	1530.63
63	9811	1530.63
64	9804	1530.76
65	9793	1530.89
63	9791	1530.76
65	9787	1530.89
63	9783	1530.76
64	9780	1530.76
64	9772	1530.89
81	9767	1530.89
64	9764	1530.89
63	9759	1530.89
64	9759	1530.89
65	9749	1530.89
63	9741	1530.89
64	9738	1530.89
64	9737	1530.89
64	9733	1530.76
64	9724	1530.89
64	9717	1530.89
64	9717	1530.89
80	9715	1530.89
64	9709	1530.89
64	9704	1530.89
64	9703	1530.89
64	9697	1530.89
64	9701	1530.89
64	9721	1530.76
64	9728	1530.76
64	9740	1530.89
63	9747	1530.76
64	9757	1530.89
64	9766	1530.89
64	9773	1530.89
80	9781	1531.02
65	9790	1531.02
63	9796	1531.02
65	9805	1530.89
63	9812	1531.02
65	9822	1530.89
64	9829	1530.89
63	9835	1531.02
64	9841	1530.89
64	9847	1531.02
64	9856	1531.02
64	9862	1531.02
80	9869	1530.89
64	9871	1531.02
64	9877	1531.02
63	9884	1531.02
66	9887	1531.02
63	9893	1531.02
64	9901	1531.02
64	9901	1531.02
64	9909	1531.02
63	9913	1531.02
65	9915	1531.02
64	9923	1531.14
80	9936	1531.02
64	9939	1531.14
64	9945	1531.14
63	9951	1531.02
65	9955	1531.02
63	9957	1531.02
65	9964	1531.14
63	9969	1531.14
65	9974	1531.02
63	9977	1531.02
64	9981	1531.02
65	9983	1531.14
79	9988	1531.14
64	9991	1531.14
64	9995	1531.14
64	9997	1531.14
64	10003	1531.14
64	10008	1531.14
64	10012	1531.14
63	10013	1531.14
65	10021	1531.27
64	10019	1531.14
63	10026	1531.14
65	10028	1531.14
80	10031	1531.14
64	10036	1531.14
64	10037	1531.14
64	10039	1531.14
63	10044	1531.14
64	10042	1531.14
65	10047	1531.14
63	10044	1531.14
65	10053	1531.14
63	10055	1531.14
65	10054	1531.14
63	10057	1531.14
80	10057	1531.14
65	10058	1531.27
64	10058	1531.14
63	10061	1531.14
64	10066	1531.14
64	10065	1531.14
64	10069	1531.14
64	10067	1531.27
64	10074	1531.14
64	10070	1531.14
64	10071	1531.14
64	10072	1531.27
80	10071	1531.27
64	10078	1531.14
63	10079	1531.27
65	10078	1531.02
64	10082	1531.14
64	10080	1531.14
63	10083	1531.27
65	10083	1531.27
64	10084	1531.14
64	10084	1531.27
63	10087	1531.27
64	10090	1531.14
80	10087	1531.27
65	10089	1531.27
63	10092	1531.14
65	10095	1531.27
63	10106	1531.27
64	10123	1531.27
64	10135	1531.14
64	10150	1531.27
64	10164	1531.27
64	10179	1531.27
65	10197	1531.27
63	10208	1531.14
80	10226	1531.27
64	10247	1531.27
64	10262	1531.27
64	10280	1531.27
64	10297	1531.27
64	10312	1531.27
63	10333	1531.27
65	10352	1531.27
64	10370	1531.27
64	10397	1531.27
64	10420	1531.27
64	10439	1531.27
80	10466	1531.27
64	10486	1531.27
64	10510	1531.4
64	10535	1531.27
63	10561	1531.27
64	10584	1531.27
64	10613	1531.4
65	10638	1531.27
63	10667	1531.4
64	10695	1531.4
65	10726	1531.27
63	10751	1531.27
80	10789	1531.27
65	10814	1531.27
63	10847	1531.27
64	10883	1531.27
64	10924	1531.4
64	10958	1531.27
64	10997	1531.4
64	11033	1531.27
64	11077	1531.27
64	11123	1531.4
64	11167	1531.27
64	11210	1531.4
80	11256	1531.27
64	11299	1531.27
64	11342	1531.4
64	11390	1531.53
63	11434	1531.78
65	11480	1532.3
63	11527	1532.55
64	11580	1533.19
64	11643	1533.7
65	11710	1534.47
64	11779	1535.23
64	11857	1536.26
80	11950	1537.28
63	12046	1538.56
65	12152	1539.84
63	12251	1541.24
64	12340	1542.78
64	12413	1544.44
65	12434	1546.1
63	12414	1547.89
64	12411	1549.93
65	12415	1552.11
63	12434	1554.41
64	12478	1556.84
80	12554	1559.52
64	12661	1562.2
64	12792	1564.89
64	12915	1567.57
65	13056	1570.51
63	13175	1573.2
64	13332	1575.88
64	13546	1578.44
64	13954	1580.86
64	14468	1583.29
64	14783	1585.59
64	15103	1587.77
79	15340	1589.68
64	15610	1591.47
65	15837	1592.88
64	15890	1594.28
63	15915	1594.67
65	15930	1592.62
63	15991	1590.07
64	16049	1586.87
64	16070	1583.55
64	16023	1579.97
65	15958	1576.01
64	15872	1571.92
79	15754	1567.95
64	15620	1564.25
64	15400	1560.29
64	15076	1556.96
65	14609	1553.77
63	13963	1550.83
64	13052	1548.14
64	12035	1545.97
64	11345	1543.8
64	10867	1542.14
64	10525	1540.86
64	10275	1539.32
80	10073	1538.05
64	9897	1536.9
64	9794	1535.36
64	9777	1534.47
64	9783	1533.83
63	9798	1533.19
65	9823	1532.55
64	9841	1531.91
64	9873	1531.53
63	9901	1531.02
65	9931	1530.76
64	9958	1530.51
64	9975	1530.51
79	9994	1530.25
64	10007	1530.12
64	10018	1530.12
64	10025	1530.12
64	10017	1530.25
64	10002	1530.38
65	9997	1530.38
63	9990	1530.38
65	9979	1530.38
64	9975	1530.51
63	9971	1530.51
64	9976	1530.63
80	9982	1530.51
64	9985	1530.63
64	9987	1530.63
64	9975	1530.51
64	9966	1530.63
63	9957	1530.51
65	9940	1530.63
64	9927	1530.63
63	9915	1530.63
65	9899	1530.63
64	9891	1530.76
64	9878	1530.76
79	9860	1530.89
65	9851	1530.76
64	9833	1530.76
64	9824	1530.89
63	9811	1530.76
65	9799	1530.76
64	9791	1530.76
64	9780	1530.89
63	9771	1530.89
65	9771	1530.89
64	9766	1530.89
64	9763	1530.89
79	9761	1530.76
64	9760	1530.89
64	9753	1531.02
64	9753	1531.02
64	9750	1530.89
64	9740	1530.89
64	9737	1531.14
64	9727	1531.02
64	9725	1530.89
64	9720	1531.02
64	9719	1531.02
64	9710	1530.89
80	9707	1531.02
64	9702	1531.02
63	9700	1531.02
65	9695	1531.02
64	9685	1531.14
64	9691	1531.02
64	9705	1531.02
63	9711	1531.02
64	9720	1531.02
65	9727	1531.02
64	9737	1530.89
63	9741	1531.02
80	9752	1531.02
64	9765	1531.02
64	9766	1531.02
64	9779	1531.14
64	9787	1531.02
65	9792	1531.14
64	9801	1531.14
63	9808	1531.02
64	9814	1531.02
64	9821	1531.14
64	9836	1531.02
64	9841	1531.14
80	9847	1531.02
64	9854	1531.14
64	9861	1531.02
64	9865	1531.14
64	9874	1531.14
64	9880	1531.14
64	9885	1531.14
63	9891	1531.02
65	9893	1531.14
64	9897	1531.14
63	9901	1531.14
64	9909	1531.14
80	9910	1531.14
64	9916	1531.14
65	9922	1531.14
63	9922	1531.14
65	9930	1531.27
63	9935	1531.02
64	9933	1531.14
64	9945	1531.14
64	9956	1531.14
66	9961	1531.14
62	9966	1531.27
64	9968	1531.27
80	9974	1531.14
64	9977	1531.14
64	9979	1531.27
64	9983	1531.14
64	9990	1531.14
64	9995	1531.27
64	9994	1531.27
64	10002	1531.14
64	10005	1531.14
65	10008	1531.27
63	10008	1531.27
64	10010	1531.27
80	10025	1531.27
64	10024	1531.27
63	10028	1531.14
65	10028	1531.27
63	10033	1531.27
65	10036	1531.27
64	10038	1531.27
64	10042	1531.14
63	10043	1531.14
64	10049	1531.27
65	10054	1531.14
64	10054	1531.14
79	10054	1531.27
65	10057	1531.14
64	10059	1531.27
63	10063	1531.27
64	10064	1531.27
64	10064	1531.27
64	10070	1531.27
64	10064	1531.27
64	10072	1531.27
64	10069	1531.27
64	10076	1531.27
64	10077	1531.27
80	10077	1531.27
64	10078	1531.27
64	10078	1531.27
64	10082	1531.27
63	10086	1531.27
65	10079	1531.27
64	10088	1531.14
64	10085	1531.27
64	10087	1531.27
64	10089	1531.27
64	10089	1531.4
64	10088	1531.27
80	10090	1531.27
64	10093	1531.4
64	10090	1531.27
64	10095	1531.27
63	10097	1531.27
64	10108	1531.27
64	10120	1531.27
64	10133	1531.4
64	10148	1531.27
65	10158	1531.4
63	10176	1531.4
64	10190	1531.4
80	10205	1531.4
64	10226	1531.27
64	10242	1531.4
64	10258	1531.4
64	10274	1531.4
64	10293	1531.27
64	10313	1531.4
64	10329	1531.4
64	10354	1531.27
64	10370	1531.27
64	10393	1531.27
64	10413	1531.4
64	10434	1531.4
80	10459	1531.27
63	10485	1531.4
64	10508	1531.4
65	10530	1531.27
64	10553	1531.53
64	10582	1531.4
64	10608	1531.4
63	10630	1531.4
65	10663	1531.4
63	10689	1531.4
65	10720	1531.27
63	10745	1531.4
80	10779	1531.27
64	10809	1531.27
65	10848	1531.4
63	10886	1531.4
64	10918	1531.4
64	10954	1531.53
64	10996	1531.4
64	11037	1531.4
64	11076	1531.4
64	11117	1531.27
64	11161	1531.4
64	11201	1531.4
80	11244	1531.53
64	11291	1531.27
64	11339	1531.4
64	11382	1531.53
63	11423	1531.78
64	11473	1532.04
64	11520	1532.42
65	11570	1532.93
64	11630	1533.57
64	11688	1534.21
64	11760	1534.98
63	11839	1535.87
81	11921	1536.77
64	12017	1538.05
64	12124	1539.32
63	12230	1540.6
64	12323	1542.14
64	12408	1543.8
64	12452	1545.46
64	12436	1547.25
65	12426	1549.29
63	12428	1551.34
64	12443	1553.64
64	12471	1555.94
81	12538	1558.5
64	12638	1561.18
63	12765	1563.99
64	12896	1566.68
64	13016	1569.49
64	13192	1572.3
64	13326	1575.11
64	13494	1577.41
63	13726	1580.22
65	14400	1582.53
64	14673	1584.83
64	15008	1587
79	15301	1589.04
65	15515	1590.83
64	15766	1592.49
64	15887	1593.9
63	15906	1594.92
64	15938	1593.39
65	15977	1591.09
64	16034	1588.02
64	16083	1584.7
64	16044	1581.25
63	15986	1577.41
65	15893	1573.32
79	15783	1569.36
64	15671	1565.4
65	15478	1561.69
63	15180	1558.24
64	14774	1554.92
64	14213	1551.72
64	13361	1549.04
64	12338	1546.74
65	11544	1544.44
63	11011	1542.78
64	10628	1541.24
64	10347	1539.96
80	10131	1538.69
64	9961	1537.41
64	9819	1535.75
64	9780	1534.85
64	9782	1534.21
64	9794	1533.45
64	9810	1532.93
64	9840	1532.04
64	9864	1531.66
64	9887	1531.14
64	9917	1530.76
63	9948	1530.63
80	9968	1530.51
65	9988	1530.38
63	9999	1530.12
65	10009	1530.12
64	10022	1530.12
63	10028	1530.25
64	10003	1530.25
64	9995	1530.38
64	9986	1530.38
64	9975	1530.51
64	9969	1530.51
64	9969	1530.51
80	9978	1530.51
64	9983	1530.63
64	9989	1530.51
64	9987	1530.63
64	9985	1530.63
63	9971	1530.76
65	9960	1530.76
64	9943	1530.63
64	9932	1530.76
64	9921	1530.76
64	9909	1530.63
64	9893	1530.76
80	9879	1530.63
64	9865	1530.89
63	9849	1530.89
64	9841	1530.76
64	9825	1530.89
65	9818	1530.89
64	9808	1530.76
64	9794	1530.89
63	9786	1530.89
64	9787	1530.76
64	9786	1530.89
65	9779	1530.89
79	9776	1530.89
64	9773	1530.89
64	9772	1531.02
64	9766	1531.02
64	9757	1530.89
64	9757	1530.89
64	9751	1531.02
64	9744	1530.89
64	9739	1531.02
64	9737	1531.02
64	9732	1531.02
64	9722	1531.02
80	9722	1531.02
64	9722	1531.02
63	9710	1531.14
65	9708	1530.89
64	9701	1530.89
64	9702	1531.02
64	9690	1531.02
63	9708	1531.02
64	9714	1531.02
65	9725	1531.14
64	9733	1531.14
64	9739	1531.02
79	9747	1531.02
65	9756	1531.14
64	9767	1531.14
63	9774	1531.14
64	9782	1531.02
65	9789	1531.02
63	9802	1531.02
64	9808	1531.14
64	9813	1531.02
64	9821	1531.02
64	9825	1531.14
64	9836	1531.14
80	9845	1531.14
64	9853	1531.02
64	9862	1531.02
64	9866	1531.14
64	9869	1531.14
64	9877	1531.14
64	9886	1531.14
63	9890	1531.14
65	9894	1531.14
64	9898	1531.14
64	9903	1531.14
64	9909	1531.14
80	9914	1531.14
64	9916	1531.14
64	9922	1531.14
63	9923	1531.14
64	9933	1531.14
64	9933	1531.27
64	9940	1531.27
64	9948	1531.14
64	9958	1531.14
64	9967	1531.27
64	9968	1531.14
64	9978	1531.27
65	9974	1531.27
79	9988	1531.27
64	9985	1531.27
64	9989	1531.27
65	9992	1531.27
63	9997	1531.27
64	9998	1531.27
64	10009	1531.27
64	10005	1531.27
64	10016	1531.14
64	10017	1531.27
64	10019	1531.27
63	10022	1531.27
80	10031	1531.27
64	10032	1531.27
64	10036	1531.27
65	10045	1531.27
63	10043	1531.27
64	10049	1531.27
65	10048	1531.27
63	10051	1531.14
64	10053	1531.27
64	10053	1531.27
64	10057	1531.4
64	10058	1531.27
80	10061	1531.4
65	10066	1531.27
63	10067	1531.4
64	10069	1531.27
64	10068	1531.27
64	10066	1531.27
64	10069	1531.27
64	10069	1531.27
64	10072	1531.27
64	10073	1531.27
64	10074	1531.14
64	10080	1531.27
80	10078	1531.27
64	10079	1531.4
64	10082	1531.27
64	10083	1531.27
64	10079	1531.27
63	10083	1531.27
65	10085	1531.27
64	10085	1531.4
63	10087	1531.27
65	10088	1531.4
64	10087	1531.27
63	10094	1531.27
81	10091	1531.4
64	10093	1531.27
63	10092	1531.4
64	10092	1531.27
65	10092	1531.4
64	10106	1531.4
63	10113	1531.27
64	10131	1531.4
64	10147	1531.27
64	10155	1531.27
64	10173	1531.4
64	10190	1531.27
80	10207	1531.27
64	10225	1531.4
64	10240	1531.4
64	10258	1531.4
64	10270	1531.4
64	10291	1531.4
64	10307	1531.4
64	10327	1531.4
63	10349	1531.4
65	10365	1531.53
64	10391	1531.4
64	10413	1531.4
80	10431	1531.4
64	10456	1531.4
64	10480	1531.4
63	10497	1531.27
65	10527	1531.4
64	10551	1531.4
63	10574	1531.4
65	10604	1531.4
63	10629	1531.4
64	10655	1531.4
64	10682	1531.4
64	10712	1531.4
80	10745	1531.4
64	10773	1531.53
64	10807	1531.4
64	10838	1531.4
64	10878	1531.4
64	10906	1531.4
64	10945	1531.4
64	10985	1531.53
64	11023	1531.4
64	11062	1531.27
64	11109	1531.53
64	11148	1531.53
80	11194	1531.4
63	11234	1531.4
65	11280	1531.53
64	11327	1531.4
64	11372	1531.66
64	11410	1531.66
64	11464	1531.91
63	11507	1532.55
65	11556	1532.93
64	11621	1533.45
64	11683	1534.34
63	11748	1534.98
80	11822	1535.87
64	11910	1536.77
64	12002	1537.92
65	12108	1539.07
64	12209	1540.6
63	12306	1542.01
65	12392	1543.54
63	12448	1545.08
65	12443	1546.74
63	12423	1548.66
64	12425	1550.7
64	12441	1553
80	12460	1555.43
64	12523	1557.99
64	12614	1560.54
64	12742	1563.35
63	12877	1566.17
65	12996	1568.98
64	13162	1571.66
64	13321	1574.35
64	13483	1577.03
64	13671	1579.59
64	14353	1582.14
63	14589	1584.44
80	14950	1586.62
64	15243	1588.66
64	15451	1590.58
65	15703	1592.24
63	15829	1593.77
65	15875	1594.92
64	15891	1594.03
64	15929	1591.73
63	15993	1588.66
64	16068	1585.47
64	16055	1581.89
65	15998	1578.31
80	15904	1574.22
63	15799	1570.13
64	15677	1566.17
64	15504	1562.46
64	15242	1558.88
65	14862	1555.43
63	14341	1552.36
64	13553	1549.55
64	12531	1547.12
64	11698	1545.08
64	11123	1543.16
64	10714	1541.63
79	10408	1540.22
65	10180	1538.94
64	10005	1537.66
64	9841	1536.39
64	9779	1535.11
64	9779	1534.34
63	9781	1533.83
64	9795	1533.06
65	9820	1532.42
64	9851	1531.78
63	9881	1531.4
65	9907	1531.02
79	9937	1530.89
65	9956	1530.63
63	9976	1530.51
64	9990	1530.38
64	10006	1530.25
64	10013	1530.12
64	10021	1530.25
65	9995	1530.38
64	9991	1530.38
63	9979	1530.51
64	9972	1530.51
64	9959	1530.51
79	9954	1530.63
65	9951	1530.63
64	9961	1530.76
64	9963	1530.76
64	9969	1530.63
64	9975	1530.76
64	9965	1530.63
64	9953	1530.76
64	9940	1530.89
63	9926	1530.89
64	9915	1530.76
64	9902	1530.76
65	9890	1530.89
79	9875	1530.89
64	9863	1530.89
64	9851	1530.89
64	9834	1530.89
64	9830	1531.02
65	9813	1530.89
63	9807	1531.02
64	9794	1531.02
65	9781	1531.02
63	9773	1531.02
65	9765	1530.89
63	9771	1531.14
80	9768	1531.02
65	9762	1531.02
63	9758	1531.14
64	9765	1531.02
64	9758	1531.02
64	9756	1531.14
64	9741	1531.14
63	9744	1531.14
65	9737	1531.14
64	9725	1531.14
64	9727	1531.14
64	9716	1531.02
80	9717	1531.14
64	9713	1531.14
63	9704	1531.14
65	9706	1531.14
63	9699	1531.14
64	9701	1531.14
64	9689	1531.27
64	9694	1531.02
64	9712	1531.14
64	9716	1531.14
64	9722	1531.14
65	9730	1531.14
80	9739	1531.14
63	9746	1531.14
64	9753	1531.27
64	9766	1531.27
64	9772	1531.14
64	9781	1531.27
64	9785	1531.27
64	9794	1531.27
64	9805	1531.27
64	9814	1531.14
64	9816	1531.27
64	9824	1531.14
80	9838	1531.27
63	9843	1531.14
65	9847	1531.27
64	9861	1531.27
64	9867	1531.27
63	9870	1531.27
64	9878	1531.27
65	9884	1531.27
63	9895	1531.27
64	9894	1531.27
64	9899	1531.27
65	9904	1531.14
80	9910	1531.14
64	9911	1531.4
63	9921	1531.14
64	9921	1531.27
64	9924	1531.4
64	9933	1531.27
64	9931	1531.4
64	9942	1531.27
64	9941	1531.14
64	9959	1531.27
64	9967	1531.27
64	9970	1531.4
80	9979	1531.4
64	9978	1531.27
64	9982	1531.27
64	9982	1531.4
64	9987	1531.4
64	9990	1531.4
64	10001	1531.4
63	10006	1531.27
65	10009	1531.27
63	10009	1531.27
65	10012	1531.4
64	10020	1531.27
80	10028	1531.27
64	10025	1531.27
63	10029	1531.4
64	10033	1531.27
64	10040	1531.27
65	10045	1531.27
64	10047	1531.27
63	10044	1531.4
64	10049	1531.4
64	10051	1531.27
64	10053	1531.4
65	10058	1531.4
80	10059	1531.4
62	10063	1531.27
64	10062	1531.4
65	10066	1531.53
64	10067	1531.4
64	10069	1531.4
64	10073	1531.4
64	10072	1531.53
64	10073	1531.4
63	10074	1531.27
64	10076	1531.53
64	10080	1531.4
81	10078	1531.4
64	10079	1531.4
63	10081	1531.53
64	10084	1531.4
66	10083	1531.53
62	10085	1531.4
64	10088	1531.4
64	10086	1531.53
64	10090	1531.4
64	10092	1531.53
65	10092	1531.53
63	10090	1531.4
80	10096	1531.53
65	10094	1531.4
63	10094	1531.4
64	10097	1531.4
64	10096	1531.53
63	10100	1531.4
65	10101	1531.4
64	10114	1531.4
64	10129	1531.4
64	10143	1531.4
64	10157	1531.4
64	10178	1531.4
80	10190	1531.4
64	10206	1531.53
64	10224	1531.4
64	10241	1531.4
64	10256	1531.4
64	10277	1531.4
63	10292	1531.4
64	10311	1531.53
64	10325	1531.4
65	10350	1531.53
64	10374	1531.53
64	10383	1531.53
79	10409	1531.4
65	10432	1531.4
63	10458	1531.66
64	10479	1531.4
64	10501	1531.53
64	10525	1531.4
65	10553	1531.4
63	10575	1531.53
64	10605	1531.66
64	10631	1531.4
64	10654	1531.53
64	10684	1531.4
80	10713	1531.53
64	10743	1531.53
64	10772	1531.53
64	10806	1531.53
64	10836	1531.53
63	10875	1531.53
64	10906	1531.4
64	10953	1531.53
65	10987	1531.53
64	11018	1531.53
64	11066	1531.53
63	11105	1531.4
81	11152	1531.53
63	11190	1531.53
65	11238	1531.53
64	11282	1531.53
64	11330	1531.53
63	11370	1531.66
64	11415	1531.78
64	11462	1532.04
65	11509	1532.42
63	11558	1532.93
65	11624	1533.57
64	11679	1534.08
79	11744	1534.85
64	11823	1535.62
64	11898	1536.64
65	11988	1537.54
63	12094	1538.94
64	12204	1540.35
64	12297	1541.75
64	12384	1543.29
64	12456	1545.08
64	12457	1546.74
64	12438	1548.53
64	12435	1550.7
80	12448	1552.87
64	12472	1555.3
64	12524	1557.86
64	12616	1560.41
64	12734	1563.1
63	12868	1565.91
65	13002	1568.72
63	13146	1571.41
65	13327	1574.22
63	13475	1576.77
65	13644	1579.46
64	14169	1581.89
80	14514	1584.31
64	14892	1586.49
63	15200	1588.66
65	15422	1590.32
63	15665	1592.11
64	15795	1593.65
64	15877	1594.92
64	15890	1594.54
64	15904	1592.37
64	15974	1589.43
64	16044	1586.36
65	16065	1582.91
63	16007	1579.2
80	15919	1575.11
64	15825	1571.28
64	15695	1567.19
64	15554	1563.23
63	15303	1559.52
65	14956	1556.2
64	14472	1553
64	13749	1550.32
64	12739	1547.63
64	11849	1545.46
64	11233	1543.54
64	10792	1541.88
79	10462	1540.6
65	10224	1539.07
63	10041	1537.92
65	9852	1536.77
64	9775	1535.36
63	9770	1534.72
65	9776	1533.96
63	9789	1533.32
65	9820	1532.68
64	9846	1532.17
64	9868	1531.66
63	9899	1531.27
80	9925	1531.02
64	9953	1530.76
64	9972	1530.63
64	9986	1530.51
64	9999	1530.25
64	10003	1530.25
64	10016	1530.38
64	9991	1530.38
64	9985	1530.51
64	9979	1530.51
64	9966	1530.51
64	9959	1530.51
79	9948	1530.63
65	9944	1530.63
64	9943	1530.63
63	9948	1530.63
64	9949	1530.63
64	9958	1530.63
64	9957	1530.89
64	9943	1530.76
65	9935	1530.89
64	9927	1530.89
64	9910	1530.89
64	9898	1531.02
79	9887	1530.89
64	9873	1531.02
64	9863	1531.02
64	9849	1531.02
64	9834	1531.02
64	9823	1531.02
64	9807	1531.02
64	9802	1531.02
64	9793	1531.02
64	9780	1531.02
64	9771	1531.02
64	9762	1531.02
80	9757	1531.02
64	9757	1531.02
64	9760	1531.02
63	9755	1531.14
65	9750	1531.02
64	9745	1531.02
64	9750	1530.89
64	9742	1531.14
64	9738	1531.02
64	9729	1531.02
64	9720	1531.02
64	9717	1531.14
79	9711	1531.02
65	9707	1531.14
64	9698	1531.14
63	9694	1531.14
65	9695	1531.27
63	9692	1531.14
64	9683	1531.14
64	9683	1531.27
64	9684	1531.14
65	9697	1531.14
64	9706	1531.27
64	9711	1531.14
80	9724	1531.14
63	9731	1531.14
64	9736	1531.27
64	9743	1531.27
64	9751	1531.27
64	9757	1531.14
64	9761	1531.27
64	9773	1531.27
64	9779	1531.27
64	9788	1531.27
64	9792	1531.27
63	9803	1531.27
81	9811	1531.27
63	9820	1531.14
64	9829	1531.27
64	9837	1531.27
65	9844	1531.27
64	9850	1531.27
63	9861	1531.27
65	9864	1531.27
63	9877	1531.4
65	9879	1531.27
63	9886	1531.27
64	9890	1531.27
80	9898	1531.14
65	9899	1531.27
63	9905	1531.27
65	9912	1531.27
63	9916	1531.27
65	9925	1531.27
63	9918	1531.27
64	9926	1531.27
64	9931	1531.27
64	9933	1531.27
64	9943	1531.27
64	9945	1531.4
80	9954	1531.4
63	9967	1531.27
65	9967	1531.4
64	9975	1531.4
64	9983	1531.4
63	9987	1531.27
64	9990	1531.27
64	9992	1531.4
65	9996	1531.4
63	10000	1531.4
64	10007	1531.4
64	10007	1531.4
80	10010	1531.4
65	10018	1531.4
64	10024	1531.4
63	10025	1531.4
65	10032	1531.4
63	10035	1531.4
64	10039	1531.4
64	10040	1531.27
