""
"Test Method","Radhen_Load_Cntrl_Cmprsn_250N_12-7.msm"
"Sample I. D.","Sample1.mss"
"Specimen Number","9"

"TheCycle_Output ()","_Time (s)","_Load (N)","_Extension (mm)","RealTimeDepth (mm)","CycleNumber ()"

1,0.312,0.00,0.0929,0.09293,1.000
1,0.375,0.00,0.1556,0.15560,1.000
1,0.438,0.00,0.2181,0.21808,1.000
1,0.500,0.00,0.2805,0.28050,1.000
1,0.562,0.00,0.3432,0.34320,1.000
1,0.625,0.00,0.4056,0.40560,1.000
1,0.688,0.00,0.4682,0.46820,1.000
1,0.750,0.01,0.5306,0.53060,1.000
1,0.812,0.01,0.5932,0.59320,1.000
1,0.875,0.00,0.6556,0.65565,1.000
1,0.938,0.00,0.7182,0.71822,1.000
1,1.000,0.00,0.7808,0.78080,1.000
1,1.062,0.00,0.8432,0.84322,1.000
1,1.125,0.00,0.9058,0.90575,1.000
1,1.188,0.00,0.9682,0.96818,1.000
1,1.250,0.00,1.0309,1.03090,1.000
1,1.312,0.00,1.0931,1.09315,1.000
1,1.375,0.00,1.1557,1.15570,1.000
1,1.438,0.00,1.2182,1.21818,1.000
1,1.500,0.01,1.2806,1.28060,1.000
1,1.562,0.00,1.3431,1.34315,1.000
1,1.625,0.00,1.4057,1.40570,1.000
1,1.688,0.00,1.4683,1.46832,1.000
1,1.750,0.00,1.5306,1.53060,1.000
1,1.812,0.00,1.5933,1.59330,1.000
1,1.875,0.00,1.6557,1.65570,1.000
1,1.938,0.00,1.7184,1.71838,1.000
1,2.000,0.00,1.7807,1.78070,1.000
1,2.062,0.00,1.8432,1.84325,1.000
1,2.125,0.00,1.9057,1.90570,1.000
1,2.188,0.00,1.9682,1.96815,1.000
1,2.250,0.00,2.0308,2.03080,1.000
1,2.312,0.00,2.0932,2.09322,1.000
1,2.375,0.00,2.1558,2.15585,1.000
1,2.438,0.01,2.2182,2.21818,1.000
1,2.500,0.01,2.2809,2.28090,1.000
1,2.562,0.02,2.3433,2.34328,1.000
1,2.625,0.04,2.4058,2.40585,1.000
1,2.688,0.05,2.4684,2.46840,1.000
1,2.750,0.08,2.5307,2.53070,1.000
1,2.812,0.12,2.5934,2.59340,1.000
1,2.875,0.18,2.6558,2.65575,1.000
1,2.938,0.26,2.7184,2.71845,1.000
1,3.000,0.35,2.7808,2.78080,1.000
1,3.062,0.47,2.8434,2.84338,1.000
1,3.125,0.61,2.9058,2.90580,1.000
1,3.188,0.77,2.9684,2.96840,1.000
1,3.250,0.96,3.0310,3.03100,1.000
1,3.312,1.17,3.0934,3.09340,1.000
1,3.375,1.41,3.1559,3.15590,1.000
1,3.438,1.68,3.2183,3.21828,1.000
1,3.500,1.97,3.2808,3.28080,1.000
1,3.562,2.31,3.3433,3.34330,1.000
1,3.625,2.67,3.4058,3.40580,1.000
1,3.688,3.07,3.4683,3.46828,1.000
1,3.750,3.51,3.5308,3.53080,1.000
1,3.812,3.98,3.5933,3.59332,1.000
1,3.875,4.49,3.6558,3.65580,1.000
1,3.938,5.03,3.7184,3.71840,1.000
1,4.062,5.10,3.7212,3.72115,1.000
1,4.125,4.36,3.6586,3.65860,1.000
1,4.188,3.74,3.5962,3.59620,1.000
1,4.250,3.21,3.5335,3.53350,1.000
1,4.312,2.74,3.4711,3.47113,1.000
1,4.375,2.32,3.4086,3.40855,1.000
1,4.438,1.97,3.3461,3.34605,1.000
1,4.500,1.64,3.2835,3.28350,1.000
1,4.562,1.36,3.2210,3.22100,1.000
1,4.625,1.12,3.1586,3.15860,1.000
1,4.688,0.90,3.0961,3.09610,1.000
1,4.750,0.71,3.0337,3.03370,1.000
1,4.812,0.55,2.9710,2.97103,1.000
1,4.875,0.41,2.9086,2.90860,1.000
1,4.938,0.30,2.8461,2.84605,1.000
1,5.000,0.21,2.7835,2.78350,1.000
1,5.062,0.14,2.7211,2.72110,1.000
1,5.125,0.08,2.6584,2.65845,1.000
1,5.188,0.05,2.5961,2.59608,1.000
1,5.250,0.04,2.5333,2.53330,1.000
1,5.312,0.02,2.4712,2.47115,1.000
1,5.375,0.02,2.4086,2.40860,1.000
1,5.438,0.01,2.3461,2.34605,1.000
1,5.500,0.00,2.2835,2.28350,1.000
1,5.562,0.00,2.2209,2.22090,1.000
1,5.625,0.00,2.1586,2.15860,1.000
1,5.688,0.00,2.0959,2.09588,1.000
1,5.750,0.00,2.0336,2.03360,1.000
1,5.812,0.01,1.9708,1.97083,1.000
1,5.875,0.00,1.9084,1.90840,1.000
1,5.938,0.00,1.8459,1.84588,1.000
1,6.000,0.00,1.7835,1.78350,1.000
1,6.062,0.00,1.7210,1.72100,1.000
1,6.125,0.00,1.6584,1.65845,1.000
1,6.188,0.00,1.5960,1.59595,1.000
1,6.250,0.00,1.5333,1.53330,1.000
1,6.312,0.00,1.4710,1.47100,1.000
1,6.375,0.00,1.4084,1.40840,1.000
1,6.438,0.00,1.3460,1.34600,1.000
1,6.500,0.00,1.2835,1.28350,1.000
1,6.562,0.00,1.2209,1.22093,1.000
1,6.625,0.00,1.1584,1.15840,1.000
1,6.688,0.00,1.0958,1.09578,1.000
1,6.750,0.00,1.0335,1.03350,1.000
1,6.812,0.00,0.9710,0.97098,1.000
1,6.875,0.00,0.9085,0.90845,1.000
1,6.938,0.00,0.8458,0.84583,1.000
1,7.000,0.01,0.7836,0.78360,1.000
1,7.062,0.00,0.7209,0.72093,1.000
1,7.125,0.00,0.6584,0.65840,1.000
1,7.188,0.00,0.5959,0.59588,1.000
1,7.250,0.00,0.5332,0.53320,1.000
1,7.312,0.00,0.4709,0.47093,1.000
1,7.375,0.00,0.4083,0.40830,1.000
1,7.438,0.00,0.3459,0.34585,1.000
1,7.500,0.00,0.2832,0.28320,1.000
1,7.562,0.00,0.2208,0.22080,1.000
1,7.625,0.00,0.1583,0.15830,1.000
1,7.688,0.00,0.0957,0.09573,1.000
1,7.750,0.00,0.0333,0.03330,1.000
1,7.875,0.00,-0.0392,-0.03920,1.000
1,7.938,0.00,0.0000,-0.00003,1.000
1,8.000,0.00,-0.0002,-0.00020,1.000
1,8.062,0.00,-0.0002,-0.00020,1.000
1,8.125,0.00,-0.0002,-0.00020,1.000
1,8.188,0.00,-0.0002,-0.00020,1.000
1,8.250,0.00,-0.0002,-0.00020,1.000
1,8.312,0.00,-0.0002,-0.00020,1.000
1,8.375,0.00,-0.0002,-0.00020,1.000
1,8.438,0.00,-0.0002,-0.00020,1.000
1,8.500,0.00,-0.0002,-0.00020,1.000
1,8.562,0.00,-0.0002,-0.00020,1.000
1,8.625,0.00,-0.0002,-0.00020,1.000
1,8.688,0.00,-0.0002,-0.00020,1.000
1,8.750,0.01,-0.0002,-0.00020,1.000
1,8.812,0.01,-0.0002,-0.00020,1.000
1,8.875,0.00,-0.0002,-0.00020,1.000
1,8.938,0.01,-0.0002,-0.00020,1.000
1,9.000,0.00,-0.0002,-0.00020,1.000
1,9.062,0.00,-0.0002,-0.00020,1.000
1,9.125,0.00,-0.0002,-0.00020,1.000
1,9.188,0.00,-0.0002,-0.00020,1.000
1,9.250,0.00,-0.0002,-0.00020,1.000
1,9.312,0.01,-0.0002,-0.00020,1.000
1,9.375,0.00,-0.0002,-0.00020,1.000
1,9.438,0.01,-0.0002,-0.00020,1.000
1,9.500,0.00,-0.0001,-0.00010,1.000
1,9.562,0.00,-0.0001,-0.00010,1.000
1,9.625,0.00,-0.0001,-0.00010,1.000
1,9.688,0.00,-0.0001,-0.00010,1.000
1,9.750,0.00,-0.0001,-0.00010,1.000
1,9.812,0.00,-0.0001,-0.00010,1.000
1,9.875,0.00,-0.0001,-0.00010,1.000
1,9.938,0.00,-0.0001,-0.00010,1.000
1,10.000,0.00,-0.0001,-0.00010,1.000
1,10.062,0.00,-0.0001,-0.00010,1.000
1,10.125,0.00,-0.0001,-0.00010,1.000
1,10.188,0.00,-0.0001,-0.00010,1.000
1,10.250,0.00,-0.0001,-0.00010,1.000
1,10.312,0.00,-0.0001,-0.00010,1.000
1,10.375,0.00,-0.0001,-0.00010,1.000
1,10.438,0.00,-0.0001,-0.00010,1.000
1,10.500,0.00,-0.0001,-0.00010,1.000
1,10.562,0.00,-0.0001,-0.00010,1.000
1,10.625,0.00,-0.0001,-0.00010,1.000
1,10.688,0.01,-0.0001,-0.00010,1.000
1,10.750,0.00,-0.0001,-0.00010,1.000
1,10.812,0.00,-0.0001,-0.00010,1.000
1,10.875,0.00,-0.0001,-0.00010,1.000
2,11.125,0.01,0.0445,0.04460,2.000
2,11.188,0.00,0.1071,0.10718,2.000
