""
"Test Method","Radhen_Load_Cntrl_Cmprsn_250N_12-7.msm"
"Sample I. D.","Sample1.mss"
"Specimen Number","3"

"TheCycle_Output ()","_Time (s)","_Load (N)","_Extension (mm)","RealTimeDepth (mm)","CycleNumber ()"

1,0.312,0.00,0.0972,0.09718,1.000
1,0.375,0.00,0.1597,0.15965,1.000
1,0.438,0.00,0.2222,0.22220,1.000
1,0.500,0.00,0.2848,0.28480,1.000
1,0.562,0.00,0.3472,0.34717,1.000
1,0.625,0.00,0.4098,0.40975,1.000
1,0.688,0.00,0.4721,0.47215,1.000
1,0.750,0.00,0.5349,0.53490,1.000
1,0.812,0.00,0.5973,0.59732,1.000
1,0.875,0.00,0.6599,0.65990,1.000
1,0.938,0.00,0.7223,0.72230,1.000
1,1.000,-0.01,0.7849,0.78490,1.000
1,1.062,0.00,0.8473,0.84732,1.000
1,1.125,0.00,0.9097,0.90970,1.000
1,1.188,0.00,0.9724,0.97238,1.000
1,1.250,-0.01,1.0347,1.03470,1.000
1,1.312,0.00,1.0973,1.09732,1.000
1,1.375,0.00,1.1597,1.15975,1.000
1,1.438,0.00,1.2224,1.22235,1.000
1,1.500,0.00,1.2848,1.28480,1.000
1,1.562,0.00,1.3474,1.34740,1.000
1,1.625,0.00,1.4099,1.40995,1.000
1,1.688,0.00,1.4723,1.47230,1.000
1,1.750,0.00,1.5350,1.53500,1.000
1,1.812,0.00,1.5975,1.59750,1.000
1,1.875,0.00,1.6600,1.66005,1.000
1,1.938,0.00,1.7223,1.72230,1.000
1,2.000,0.00,1.7848,1.78480,1.000
1,2.062,0.00,1.8472,1.84722,1.000
1,2.125,-0.01,1.9098,1.90980,1.000
1,2.188,0.00,1.9724,1.97238,1.000
1,2.250,0.00,2.0348,2.03480,1.000
1,2.312,0.00,2.0974,2.09740,1.000
1,2.375,0.00,2.1598,2.15975,1.000
1,2.438,0.00,2.2224,2.22240,1.000
1,2.500,0.00,2.2849,2.28490,1.000
1,2.562,0.00,2.3475,2.34745,1.000
1,2.625,0.00,2.4098,2.40980,1.000
1,2.688,0.00,2.4723,2.47228,1.000
1,2.750,0.00,2.5348,2.53480,1.000
1,2.812,0.00,2.5972,2.59722,1.000
1,2.875,0.00,2.6600,2.65995,1.000
1,2.938,0.00,2.7224,2.72235,1.000
1,3.000,0.00,2.7850,2.78500,1.000
1,3.062,0.00,2.8474,2.84740,1.000
1,3.125,0.00,2.9099,2.90990,1.000
1,3.188,0.00,2.9724,2.97240,1.000
1,3.250,0.00,3.0348,3.03480,1.000
1,3.312,0.00,3.0975,3.09750,1.000
1,3.375,0.01,3.1599,3.15990,1.000
1,3.438,0.02,3.2225,3.22250,1.000
1,3.500,0.03,3.2847,3.28470,1.000
1,3.562,0.04,3.3474,3.34745,1.000
1,3.625,0.06,3.4098,3.40980,1.000
1,3.688,0.09,3.4724,3.47235,1.000
1,3.750,0.12,3.5349,3.53490,1.000
1,3.812,0.17,3.5974,3.59740,1.000
1,3.875,0.24,3.6600,3.66000,1.000
1,3.938,0.33,3.7224,3.72240,1.000
1,4.000,0.44,3.7851,3.78510,1.000
1,4.062,0.56,3.8473,3.84735,1.000
1,4.125,0.72,3.9099,3.90990,1.000
1,4.188,0.89,3.9724,3.97240,1.000
1,4.250,1.10,4.0348,4.03480,1.000
1,4.312,1.32,4.0973,4.09735,1.000
1,4.375,1.60,4.1598,4.15975,1.000
1,4.438,1.89,4.2225,4.22248,1.000
1,4.500,2.22,4.2849,4.28490,1.000
1,4.562,2.58,4.3474,4.34745,1.000
1,4.625,2.97,4.4099,4.40990,1.000
1,4.688,3.40,4.4724,4.47242,1.000
1,4.750,3.88,4.5349,4.53490,1.000
1,4.812,4.39,4.5973,4.59730,1.000
1,4.875,4.95,4.6599,4.65985,1.000
1,5.000,5.30,4.6851,4.68510,1.000
1,5.062,4.48,4.6232,4.62320,1.000
1,5.125,3.82,4.5606,4.56065,1.000
1,5.188,3.26,4.4983,4.49830,1.000
1,5.250,2.77,4.4358,4.43580,1.000
1,5.312,2.35,4.3732,4.37320,1.000
1,5.375,1.98,4.3108,4.31075,1.000
1,5.438,1.65,4.2483,4.24825,1.000
1,5.500,1.36,4.1858,4.18580,1.000
1,5.562,1.11,4.1231,4.12310,1.000
1,5.625,0.89,4.0607,4.06070,1.000
1,5.688,0.71,3.9981,3.99805,1.000
1,5.750,0.55,3.9357,3.93570,1.000
1,5.812,0.42,3.8731,3.87305,1.000
1,5.875,0.31,3.8106,3.81060,1.000
1,5.938,0.22,3.7482,3.74815,1.000
1,6.000,0.14,3.6856,3.68560,1.000
1,6.062,0.09,3.6232,3.62323,1.000
1,6.125,0.05,3.5606,3.56060,1.000
1,6.188,0.03,3.4982,3.49818,1.000
1,6.250,0.02,3.4355,3.43550,1.000
1,6.312,0.02,3.3731,3.37313,1.000
1,6.375,0.01,3.3106,3.31055,1.000
