""
"Test Method","Radhen_Load_Cntrl_Cmprsn_250N_12-7.msm"
"Sample I. D.","Sample1.mss"
"Specimen Number","8"

"TheCycle_Output ()","_Time (s)","_Load (N)","_Extension (mm)","RealTimeDepth (mm)","CycleNumber ()"

1,0.312,0.00,0.0711,0.07108,1.000
1,0.375,0.00,0.1336,0.13360,1.000
1,0.438,0.00,0.1960,0.19605,1.000
1,0.500,0.00,0.2586,0.25860,1.000
1,0.562,0.00,0.3211,0.32112,1.000
1,0.625,0.00,0.3838,0.38380,1.000
1,0.688,0.00,0.4462,0.44618,1.000
1,0.750,0.00,0.5088,0.50880,1.000
1,0.812,0.00,0.5712,0.57120,1.000
1,0.875,0.00,0.6337,0.63370,1.000
1,0.938,0.00,0.6963,0.69628,1.000
1,1.000,0.00,0.7587,0.75870,1.000
1,1.062,0.00,0.8214,0.82135,1.000
1,1.125,0.00,0.8837,0.88370,1.000
1,1.188,0.00,0.9464,0.94640,1.000
1,1.250,0.00,1.0090,1.00900,1.000
1,1.312,0.00,1.0714,1.07135,1.000
1,1.375,0.00,1.1337,1.13370,1.000
1,1.438,0.01,1.1962,1.19615,1.000
1,1.500,0.00,1.2587,1.25870,1.000
1,1.562,0.00,1.3211,1.32115,1.000
1,1.625,0.00,1.3838,1.38380,1.000
1,1.688,0.00,1.4462,1.44620,1.000
1,1.750,0.01,1.5088,1.50880,1.000
1,1.812,0.00,1.5712,1.57125,1.000
1,1.875,0.00,1.6338,1.63380,1.000
1,1.938,0.00,1.6963,1.69630,1.000
1,2.000,0.00,1.7587,1.75870,1.000
1,2.062,0.00,1.8213,1.82130,1.000
1,2.125,0.00,1.8837,1.88370,1.000
1,2.188,0.00,1.9463,1.94630,1.000
1,2.250,0.00,2.0087,2.00870,1.000
1,2.312,0.00,2.0714,2.07135,1.000
1,2.375,0.00,2.1338,2.13380,1.000
1,2.438,0.00,2.1962,2.19625,1.000
1,2.500,0.00,2.2588,2.25880,1.000
1,2.562,0.02,2.3212,2.32122,1.000
1,2.625,0.03,2.3839,2.38390,1.000
1,2.688,0.05,2.4464,2.44638,1.000
1,2.750,0.08,2.5090,2.50900,1.000
1,2.812,0.12,2.5713,2.57130,1.000
1,2.875,0.17,2.6338,2.63385,1.000
1,2.938,0.24,2.6963,2.69630,1.000
1,3.000,0.33,2.7588,2.75880,1.000
1,3.062,0.45,2.8213,2.82132,1.000
1,3.125,0.58,2.8838,2.88385,1.000
1,3.188,0.74,2.9464,2.94640,1.000
1,3.250,0.91,3.0089,3.00890,1.000
1,3.312,1.13,3.0715,3.07150,1.000
1,3.375,1.36,3.1338,3.13385,1.000
1,3.438,1.61,3.1964,3.19635,1.000
1,3.500,1.90,3.2588,3.25880,1.000
1,3.562,2.23,3.3213,3.32130,1.000
1,3.625,2.58,3.3839,3.38390,1.000
1,3.688,2.98,3.4462,3.44620,1.000
1,3.750,3.40,3.5089,3.50890,1.000
1,3.812,3.86,3.5713,3.57130,1.000
1,3.875,4.35,3.6339,3.63390,1.000
1,3.938,4.88,3.6964,3.69638,1.000
1,4.000,5.45,3.7589,3.75890,1.000
1,4.062,6.06,3.8213,3.82135,1.000
1,4.125,6.70,3.8838,3.88385,1.000
1,4.188,7.40,3.9464,3.94637,1.000
1,4.250,8.14,4.0088,4.00880,1.000
1,4.312,8.93,4.0714,4.07137,1.000
1,4.375,9.78,4.1338,4.13380,1.000
1,4.438,10.67,4.1964,4.19635,1.000
1,4.500,11.61,4.2588,4.25880,1.000
1,4.562,12.61,4.3214,4.32138,1.000
1,4.625,13.66,4.3838,4.38385,1.000
1,4.688,14.78,4.4462,4.44625,1.000
1,4.750,15.95,4.5089,4.50890,1.000
1,4.812,17.18,4.5712,4.57122,1.000
1,4.875,18.50,4.6339,4.63390,1.000
1,4.938,19.88,4.6963,4.69630,1.000
1,5.000,21.34,4.7589,4.75890,1.000
1,5.062,22.91,4.8214,4.82142,1.000
1,5.125,24.56,4.8839,4.88390,1.000
1,5.188,26.32,4.9465,4.94650,1.000
1,5.250,28.23,5.0088,5.00880,1.000
1,5.312,30.24,5.0714,5.07140,1.000
1,5.438,28.37,5.0619,5.06192,1.000
1,5.500,24.60,4.9997,4.99970,1.000
1,5.562,21.66,4.9373,4.93725,1.000
1,5.625,19.17,4.8748,4.87475,1.000
1,5.688,17.05,4.8121,4.81208,1.000
1,5.750,15.18,4.7497,4.74970,1.000
1,5.812,13.56,4.6871,4.68713,1.000
1,5.875,12.12,4.6248,4.62475,1.000
1,5.938,10.84,4.5622,4.56218,1.000
1,6.000,9.70,4.4998,4.49980,1.000
1,6.062,8.67,4.4372,4.43715,1.000
1,6.125,7.77,4.3747,4.37465,1.000
1,6.188,6.96,4.3123,4.31228,1.000
1,6.250,6.24,4.2496,4.24960,1.000
1,6.312,5.59,4.1872,4.18715,1.000
1,6.375,5.03,4.1246,4.12455,1.000
1,6.438,4.52,4.0622,4.06218,1.000
1,6.500,4.08,3.9996,3.99960,1.000
1,6.562,3.67,3.9372,3.93715,1.000
1,6.625,3.30,3.8747,3.87465,1.000
1,6.688,2.96,3.8121,3.81205,1.000
1,6.750,2.64,3.7496,3.74960,1.000
1,6.812,2.36,3.6870,3.68700,1.000
1,6.875,2.10,3.6247,3.62465,1.000
1,6.938,1.85,3.5620,3.56198,1.000
1,7.000,1.62,3.4995,3.49950,1.000
1,7.062,1.40,3.4370,3.43700,1.000
1,7.125,1.21,3.3746,3.37455,1.000
1,7.188,1.03,3.3120,3.31200,1.000
1,7.250,0.87,3.2494,3.24940,1.000
1,7.312,0.71,3.1870,3.18700,1.000
1,7.375,0.58,3.1244,3.12445,1.000
1,7.438,0.46,3.0621,3.06210,1.000
1,7.500,0.35,2.9996,2.99960,1.000
1,7.562,0.27,2.9371,2.93705,1.000
1,7.625,0.20,2.8745,2.87450,1.000
1,7.688,0.13,2.8119,2.81188,1.000
1,7.750,0.09,2.7495,2.74950,1.000
1,7.812,0.05,2.6869,2.68690,1.000
1,7.875,0.03,2.6244,2.62445,1.000
1,7.938,0.02,2.5619,2.56188,1.000
1,8.000,0.01,2.4996,2.49960,1.000
1,8.062,0.01,2.4370,2.43703,1.000
1,8.125,0.01,2.3745,2.37450,1.000
1,8.188,0.00,2.3120,2.31198,1.000
1,8.250,0.00,2.2493,2.24930,1.000
1,8.312,0.00,2.1870,2.18698,1.000
1,8.375,0.00,2.1244,2.12440,1.000
1,8.438,0.00,2.0620,2.06197,1.000
1,8.500,0.00,1.9994,1.99940,1.000
1,8.562,0.00,1.9370,1.93695,1.000
1,8.625,0.00,1.8743,1.87430,1.000
1,8.688,0.00,1.8118,1.81177,1.000
1,8.750,0.00,1.7495,1.74950,1.000
1,8.812,0.00,1.6868,1.68683,1.000
1,8.875,0.00,1.6244,1.62440,1.000
1,8.938,0.00,1.5618,1.56180,1.000
1,9.000,0.00,1.4994,1.49940,1.000
1,9.062,0.00,1.4368,1.43678,1.000
1,9.125,0.00,1.3744,1.37440,1.000
1,9.188,0.00,1.3119,1.31187,1.000
1,9.250,0.00,1.2494,1.24940,1.000
1,9.312,0.00,1.1868,1.18683,1.000
1,9.375,0.00,1.1243,1.12425,1.000
1,9.438,0.00,1.0620,1.06197,1.000
1,9.500,-0.01,0.9993,0.99930,1.000
1,9.562,0.00,0.9370,0.93698,1.000
1,9.625,0.00,0.8743,0.87430,1.000
1,9.688,0.00,0.8119,0.81190,1.000
1,9.750,0.00,0.7494,0.74940,1.000
