""
"Test Method","Radhen_Load_Cntrl_Cmprsn_250N_12-7.msm"
"Sample I. D.","Sample1.mss"
"Specimen Number","13"

"TheCycle_Output ()","_Time (s)","_Load (N)","_Extension (mm)","RealTimeDepth (mm)","CycleNumber ()"

1,0.312,0.01,0.0711,0.07115,1.000
1,0.375,0.00,0.1337,0.13370,1.000
1,0.438,0.01,0.1961,0.19612,1.000
1,0.500,0.00,0.2589,0.25890,1.000
1,0.562,0.01,0.3213,0.32130,1.000
1,0.625,0.01,0.3838,0.38385,1.000
1,0.688,0.01,0.4463,0.44628,1.000
1,0.750,0.00,0.5087,0.50870,1.000
1,0.812,0.00,0.5713,0.57130,1.000
1,0.875,0.01,0.6337,0.63370,1.000
1,0.938,0.00,0.6964,0.69638,1.000
1,1.000,0.00,0.7587,0.75870,1.000
1,1.062,0.00,0.8214,0.82135,1.000
1,1.125,0.01,0.8837,0.88375,1.000
1,1.188,0.01,0.9463,0.94625,1.000
1,1.250,0.00,1.0088,1.00880,1.000
1,1.312,0.01,1.0712,1.07122,1.000
1,1.375,0.00,1.1338,1.13385,1.000
1,1.438,0.01,1.1962,1.19620,1.000
1,1.500,0.01,1.2588,1.25880,1.000
1,1.562,0.01,1.3213,1.32130,1.000
1,1.625,0.01,1.3838,1.38385,1.000
1,1.688,0.00,1.4463,1.44628,1.000
1,1.750,0.00,1.5088,1.50880,1.000
1,1.812,0.00,1.5713,1.57132,1.000
1,1.875,0.01,1.6336,1.63365,1.000
1,1.938,0.02,1.6964,1.69638,1.000
1,2.000,0.03,1.7587,1.75870,1.000
1,2.062,0.05,1.8215,1.82148,1.000
1,2.125,0.07,1.8838,1.88385,1.000
1,2.188,0.10,1.9464,1.94640,1.000
1,2.250,0.14,2.0089,2.00890,1.000
1,2.312,0.21,2.0713,2.07128,1.000
1,2.375,0.30,2.1339,2.13390,1.000
1,2.438,0.41,2.1962,2.19625,1.000
1,2.500,0.54,2.2589,2.25890,1.000
1,2.562,0.69,2.3212,2.32125,1.000
1,2.625,0.86,2.3840,2.38400,1.000
1,2.688,1.07,2.4464,2.44638,1.000
1,2.750,1.29,2.5090,2.50900,1.000
1,2.812,1.54,2.5714,2.57140,1.000
1,2.875,1.83,2.6338,2.63385,1.000
1,2.938,2.14,2.6964,2.69638,1.000
1,3.000,2.49,2.7587,2.75870,1.000
1,3.062,2.87,2.8214,2.82138,1.000
1,3.125,3.31,2.8838,2.88375,1.000
1,3.188,3.79,2.9464,2.94638,1.000
1,3.250,4.30,3.0088,3.00880,1.000
1,3.312,4.87,3.0714,3.07140,1.000
1,3.375,5.49,3.1339,3.13390,1.000
1,3.438,6.15,3.1964,3.19640,1.000
1,3.500,6.87,3.2589,3.25890,1.000
1,3.562,7.64,3.3212,3.32122,1.000
1,3.625,8.46,3.3839,3.38390,1.000
1,3.688,9.34,3.4463,3.44628,1.000
1,3.750,10.27,3.5089,3.50890,1.000
1,3.812,11.27,3.5713,3.57132,1.000
1,3.875,12.31,3.6338,3.63385,1.000
1,3.938,13.41,3.6964,3.69640,1.000
1,4.000,14.57,3.7587,3.75870,1.000
1,4.062,15.79,3.8214,3.82142,1.000
1,4.125,17.08,3.8838,3.88380,1.000
1,4.188,18.43,3.9465,3.94648,1.000
1,4.250,19.87,4.0088,4.00880,1.000
1,4.312,21.39,4.0714,4.07142,1.000
