""
"Test Method","Radhen_Load_Cntrl_Cmprsn_250N_12-7.msm"
"Sample I. D.","Sample1.mss"
"Specimen Number","19"

"TheCycle_Output ()","_Time (s)","_Load (N)","_Extension (mm)","RealTimeDepth (mm)","CycleNumber ()"

1,0.312,0.00,0.0651,0.06508,1.000
1,0.375,0.01,0.1276,0.12760,1.000
1,0.438,0.01,0.1903,0.19032,1.000
1,0.500,0.01,0.2529,0.25290,1.000
1,0.562,0.01,0.3153,0.31530,1.000
1,0.625,0.01,0.3779,0.37790,1.000
1,0.688,0.00,0.4403,0.44028,1.000
1,0.750,0.01,0.5029,0.50290,1.000
1,0.812,0.01,0.5652,0.56525,1.000
1,0.875,0.01,0.6278,0.62785,1.000
1,0.938,0.01,0.6904,0.69035,1.000
1,1.000,0.01,0.7528,0.75280,1.000
1,1.062,0.01,0.8154,0.81535,1.000
1,1.125,0.01,0.8778,0.87780,1.000
1,1.188,0.00,0.9405,0.94045,1.000
1,1.250,0.01,1.0029,1.00290,1.000
1,1.312,0.00,1.0654,1.06542,1.000
1,1.375,0.01,1.1279,1.12790,1.000
1,1.438,0.01,1.1904,1.19045,1.000
1,1.500,0.01,1.2530,1.25300,1.000
1,1.562,0.00,1.3154,1.31545,1.000
1,1.625,0.01,1.3779,1.37790,1.000
1,1.688,0.00,1.4403,1.44030,1.000
1,1.750,0.00,1.5030,1.50300,1.000
1,1.812,0.00,1.5652,1.56525,1.000
1,1.875,0.00,1.6280,1.62795,1.000
1,1.938,0.01,1.6904,1.69042,1.000
1,2.000,0.01,1.7530,1.75300,1.000
1,2.062,0.01,1.8154,1.81543,1.000
1,2.125,0.01,1.8778,1.87785,1.000
1,2.188,0.02,1.9405,1.94048,1.000
1,2.250,0.03,2.0028,2.00280,1.000
1,2.312,0.04,2.0655,2.06548,1.000
1,2.375,0.06,2.1278,2.12780,1.000
1,2.438,0.08,2.1904,2.19043,1.000
1,2.500,0.10,2.2528,2.25280,1.000
1,2.562,0.14,2.3154,2.31538,1.000
1,2.625,0.18,2.3780,2.37795,1.000
1,2.688,0.24,2.4404,2.44040,1.000
1,2.750,0.31,2.5030,2.50300,1.000
1,2.812,0.41,2.5653,2.56532,1.000
1,2.875,0.53,2.6279,2.62790,1.000
1,2.938,0.67,2.6904,2.69040,1.000
1,3.000,0.84,2.7531,2.75310,1.000
1,3.062,1.03,2.8154,2.81542,1.000
1,3.125,1.25,2.8779,2.87790,1.000
1,3.188,1.50,2.9404,2.94040,1.000
1,3.250,1.78,3.0028,3.00280,1.000
1,3.312,2.09,3.0654,3.06545,1.000
1,3.375,2.43,3.1279,3.12785,1.000
1,3.438,2.82,3.1905,3.19048,1.000
1,3.500,3.24,3.2530,3.25300,1.000
1,3.562,3.71,3.3155,3.31552,1.000
1,3.625,4.22,3.3780,3.37800,1.000
1,3.688,4.78,3.4404,3.44040,1.000
1,3.812,5.51,3.5003,3.50030,1.000
1,3.875,4.71,3.4386,3.43855,1.000
1,3.938,4.01,3.3762,3.37623,1.000
1,4.000,3.42,3.3137,3.31370,1.000
1,4.062,2.91,3.2511,3.25110,1.000
1,4.125,2.46,3.1887,3.18870,1.000
1,4.188,2.08,3.1261,3.12608,1.000
1,4.250,1.74,3.0638,3.06380,1.000
1,4.312,1.45,3.0011,3.00110,1.000
1,4.375,1.19,2.9386,2.93860,1.000
1,4.438,0.97,2.8762,2.87615,1.000
1,4.500,0.77,2.8136,2.81360,1.000
1,4.562,0.61,2.7512,2.75123,1.000
1,4.625,0.47,2.6886,2.68855,1.000
1,4.688,0.36,2.6261,2.62613,1.000
1,4.750,0.27,2.5634,2.56340,1.000
1,4.812,0.19,2.5012,2.50115,1.000
1,4.875,0.14,2.4386,2.43855,1.000
1,4.938,0.10,2.3761,2.37613,1.000
1,5.000,0.07,2.3136,2.31360,1.000
1,5.062,0.05,2.2510,2.25098,1.000
1,5.125,0.04,2.1886,2.18865,1.000
1,5.188,0.03,2.1260,2.12600,1.000
1,5.250,0.03,2.0636,2.06360,1.000
1,5.312,0.02,2.0009,2.00093,1.000
1,5.375,0.01,1.9386,1.93855,1.000
1,5.438,0.01,1.8760,1.87603,1.000
1,5.500,0.01,1.8136,1.81360,1.000
1,5.562,0.01,1.7510,1.75103,1.000
1,5.625,0.01,1.6884,1.68845,1.000
1,5.688,0.01,1.6261,1.62605,1.000
1,5.750,0.01,1.5633,1.56330,1.000
1,5.812,0.01,1.5010,1.50100,1.000
1,5.875,0.01,1.4384,1.43840,1.000
1,5.938,0.01,1.3760,1.37595,1.000
1,6.000,0.00,1.3135,1.31350,1.000
1,6.062,0.01,1.2511,1.25105,1.000
1,6.125,0.01,1.1886,1.18860,1.000
1,6.188,0.01,1.1259,1.12588,1.000
1,6.250,0.00,1.0636,1.06360,1.000
1,6.312,0.01,1.0009,1.00093,1.000
1,6.375,0.01,0.9385,0.93850,1.000
1,6.438,0.01,0.8760,0.87595,1.000
1,6.500,0.01,0.8135,0.81350,1.000
1,6.562,0.01,0.7510,0.75100,1.000
1,6.625,0.01,0.6884,0.68840,1.000
1,6.688,0.01,0.6259,0.62590,1.000
1,6.750,0.00,0.5633,0.56330,1.000
1,6.812,0.00,0.5010,0.50098,1.000
1,6.875,0.01,0.4384,0.43835,1.000
1,6.938,0.01,0.3759,0.37593,1.000
1,7.000,0.00,0.3133,0.31330,1.000
1,7.062,0.01,0.2510,0.25098,1.000
1,7.125,0.01,0.1884,0.18845,1.000
1,7.188,0.01,0.1258,0.12575,1.000
1,7.250,0.01,0.0633,0.06330,1.000
1,7.312,0.00,0.0007,0.00070,1.000
1,7.438,0.01,-0.0119,-0.01193,1.000
1,7.500,0.01,-0.0004,-0.00040,1.000
1,7.562,0.01,-0.0002,-0.00020,1.000
1,7.625,0.00,-0.0003,-0.00030,1.000
1,7.688,0.00,-0.0002,-0.00020,1.000
1,7.750,0.01,-0.0002,-0.00020,1.000
1,7.812,0.00,-0.0002,-0.00020,1.000
1,7.875,0.00,-0.0002,-0.00020,1.000
1,7.938,0.01,-0.0002,-0.00020,1.000
1,8.000,0.01,-0.0002,-0.00020,1.000
1,8.062,0.00,-0.0002,-0.00020,1.000
1,8.125,0.01,-0.0002,-0.00020,1.000
1,8.188,0.00,-0.0002,-0.00020,1.000
1,8.250,0.00,-0.0002,-0.00020,1.000
1,8.312,0.01,-0.0002,-0.00020,1.000
1,8.375,0.01,-0.0002,-0.00020,1.000
1,8.438,0.00,-0.0002,-0.00020,1.000
1,8.500,0.01,-0.0002,-0.00020,1.000
1,8.562,0.00,-0.0002,-0.00020,1.000
1,8.625,0.00,-0.0002,-0.00020,1.000
1,8.688,0.01,-0.0002,-0.00020,1.000
1,8.750,0.01,-0.0002,-0.00020,1.000
1,8.812,0.01,-0.0002,-0.00020,1.000
1,8.875,0.01,-0.0002,-0.00020,1.000
1,8.938,0.00,-0.0002,-0.00020,1.000
1,9.000,0.00,-0.0002,-0.00020,1.000
1,9.062,0.01,-0.0002,-0.00020,1.000
1,9.125,0.01,-0.0002,-0.00020,1.000
1,9.188,0.01,-0.0002,-0.00020,1.000
1,9.250,0.01,-0.0002,-0.00020,1.000
1,9.312,0.01,-0.0002,-0.00020,1.000
1,9.375,0.01,-0.0002,-0.00020,1.000
1,9.438,0.01,-0.0002,-0.00020,1.000
1,9.500,0.01,-0.0002,-0.00020,1.000
1,9.562,0.01,-0.0002,-0.00020,1.000
1,9.625,0.01,-0.0002,-0.00020,1.000
1,9.688,0.01,-0.0002,-0.00020,1.000
1,9.750,0.00,-0.0002,-0.00020,1.000
1,9.812,0.00,-0.0002,-0.00020,1.000
1,9.875,0.00,-0.0002,-0.00020,1.000
1,9.938,0.01,-0.0002,-0.00020,1.000
1,10.000,0.00,-0.0002,-0.00020,1.000
1,10.062,0.01,-0.0002,-0.00020,1.000
1,10.125,0.01,-0.0002,-0.00020,1.000
1,10.188,0.00,-0.0002,-0.00020,1.000
1,10.250,0.01,-0.0002,-0.00020,1.000
1,10.312,0.00,-0.0002,-0.00020,1.000
1,10.375,0.01,-0.0002,-0.00020,1.000
2,10.688,0.00,0.0800,0.08005,2.000
2,10.750,0.00,0.1426,0.14270,2.000
2,10.812,0.00,0.2051,0.20522,2.000
2,10.875,0.00,0.2678,0.26790,2.000
2,10.938,-0.01,0.3302,0.33030,2.000
2,11.000,0.00,0.3927,0.39280,2.000
2,11.062,0.00,0.4553,0.45537,2.000
2,11.125,0.00,0.5176,0.51770,2.000
2,11.188,0.00,0.5803,0.58035,2.000
2,11.250,0.00,0.6426,0.64270,2.000
2,11.312,0.00,0.7052,0.70532,2.000
2,11.375,0.00,0.7676,0.76775,2.000
2,11.438,0.00,0.8303,0.83043,2.000
2,11.500,0.00,0.8928,0.89290,2.000
2,11.562,0.00,0.9553,0.95542,2.000
2,11.625,0.00,1.0178,1.01790,2.000
2,11.688,0.00,1.0802,1.08033,2.000
2,11.750,0.00,1.1429,1.14300,2.000
2,11.812,0.00,1.2052,1.20532,2.000
2,11.875,0.00,1.2679,1.26800,2.000
2,11.938,0.00,1.3303,1.33035,2.000
2,12.000,0.00,1.3929,1.39300,2.000
2,12.062,-0.01,1.4553,1.45540,2.000
2,12.125,-0.01,1.5176,1.51775,2.000
2,12.188,0.00,1.5803,1.58040,2.000
2,12.250,0.00,1.6427,1.64280,2.000
2,12.312,-0.01,1.7054,1.70547,2.000
2,12.375,-0.01,1.7677,1.76785,2.000
2,12.438,0.00,1.8304,1.83048,2.000
2,12.500,0.00,1.8927,1.89280,2.000
2,12.562,0.01,1.9553,1.95537,2.000
2,12.625,0.02,2.0178,2.01790,2.000
2,12.688,0.04,2.0802,2.08033,2.000
2,12.750,0.05,2.1429,2.14300,2.000
2,12.812,0.08,2.2052,2.20530,2.000
2,12.875,0.10,2.2678,2.26795,2.000
2,12.938,0.13,2.3303,2.33038,2.000
2,13.000,0.18,2.3929,2.39300,2.000
2,13.062,0.24,2.4553,2.45542,2.000
2,13.125,0.31,2.5178,2.51790,2.000
2,13.188,0.41,2.5803,2.58040,2.000
2,13.250,0.54,2.6427,2.64280,2.000
2,13.312,0.69,2.7055,2.70560,2.000
2,13.375,0.86,2.7679,2.76800,2.000
2,13.438,1.05,2.8305,2.83055,2.000
2,13.500,1.28,2.8928,2.89290,2.000
2,13.562,1.54,2.9554,2.95548,2.000
2,13.625,1.83,3.0178,3.01790,2.000
2,13.688,2.14,3.0803,3.08043,2.000
2,13.750,2.50,3.1428,3.14290,2.000
2,13.812,2.89,3.2053,3.20540,2.000
2,13.875,3.32,3.2679,3.26805,2.000
2,13.938,3.81,3.3304,3.33048,2.000
2,14.000,4.34,3.3929,3.39300,2.000
2,14.062,4.90,3.4553,3.45540,2.000
2,14.188,5.33,3.4857,3.48578,2.000
2,14.250,4.51,3.4236,3.42370,2.000
2,14.312,3.85,3.3611,3.36123,2.000
2,14.375,3.27,3.2986,3.29870,2.000
2,14.438,2.78,3.2362,3.23625,2.000
2,14.500,2.36,3.1735,3.17360,2.000
2,14.562,1.97,3.1112,3.11128,2.000
2,14.625,1.66,3.0485,3.04860,2.000
2,14.688,1.37,2.9861,2.98620,2.000
2,14.750,1.12,2.9234,2.92350,2.000
2,14.812,0.91,2.8611,2.86118,2.000
2,14.875,0.72,2.7986,2.79870,2.000
2,14.938,0.56,2.7361,2.73625,2.000
2,15.000,0.42,2.6737,2.67380,2.000
2,15.062,0.33,2.6109,2.61103,2.000
2,15.125,0.23,2.5486,2.54865,2.000
2,15.188,0.17,2.4859,2.48600,2.000
2,15.250,0.12,2.4237,2.42380,2.000
2,15.312,0.09,2.3609,2.36098,2.000
2,15.375,0.06,2.2985,2.29860,2.000
2,15.438,0.04,2.2360,2.23608,2.000
2,15.500,0.03,2.1734,2.17350,2.000
2,15.562,0.02,2.1110,2.11105,2.000
2,15.625,0.02,2.0484,2.04850,2.000
2,15.688,0.01,1.9860,1.98610,2.000
2,15.750,0.00,1.9233,1.92340,2.000
2,15.812,0.00,1.8611,1.86115,2.000
2,15.875,0.00,1.7984,1.79850,2.000
2,15.938,0.00,1.7359,1.73605,2.000
2,16.000,0.00,1.6735,1.67360,2.000
2,16.062,0.00,1.6109,1.61105,2.000
2,16.125,0.00,1.5486,1.54865,2.000
2,16.188,-0.01,1.4859,1.48595,2.000
2,16.250,0.00,1.4235,1.42360,2.000
2,16.312,0.00,1.3608,1.36087,2.000
2,16.375,0.00,1.2985,1.29860,2.000
2,16.438,0.00,1.2360,1.23608,2.000
2,16.500,0.00,1.1736,1.17370,2.000
2,16.562,0.00,1.1110,1.11110,2.000
2,16.625,0.00,1.0484,1.04845,2.000
2,16.688,0.00,0.9861,0.98618,2.000
2,16.750,0.00,0.9234,0.92350,2.000
2,16.812,0.00,0.8610,0.86107,2.000
2,16.875,0.00,0.7984,0.79845,2.000
2,16.938,0.00,0.7359,0.73603,2.000
2,17.000,0.00,0.6733,0.67340,2.000
2,17.062,0.00,0.6108,0.61090,2.000
2,17.125,0.00,0.5484,0.54845,2.000
2,17.188,0.00,0.4858,0.48593,2.000
2,17.250,0.00,0.4234,0.42350,2.000
2,17.312,0.00,0.3609,0.36097,2.000
2,17.375,0.00,0.2984,0.29855,2.000
2,17.438,0.00,0.2359,0.23600,2.000
2,17.500,-0.01,0.1735,0.17360,2.000
2,17.562,0.00,0.1107,0.11082,2.000
2,17.625,0.00,0.0482,0.04825,2.000
2,17.688,0.00,-0.0142,-0.01410,2.000
2,17.812,0.00,-0.0132,-0.01312,2.000
2,17.875,0.00,-0.0002,-0.00010,2.000
2,17.938,-0.01,-0.0003,-0.00020,2.000
2,18.000,0.00,-0.0003,-0.00020,2.000
2,18.062,0.00,-0.0003,-0.00020,2.000
2,18.125,0.00,-0.0003,-0.00020,2.000
2,18.188,0.00,-0.0003,-0.00020,2.000
2,18.250,0.00,-0.0003,-0.00020,2.000
2,18.312,0.00,-0.0003,-0.00020,2.000
2,18.375,0.00,-0.0003,-0.00020,2.000
2,18.438,0.00,-0.0003,-0.00020,2.000
2,18.500,0.00,-0.0003,-0.00020,2.000
2,18.562,0.00,-0.0003,-0.00020,2.000
2,18.625,0.00,-0.0003,-0.00020,2.000
2,18.688,0.00,-0.0003,-0.00020,2.000
2,18.750,0.00,-0.0003,-0.00020,2.000
2,18.812,0.00,-0.0003,-0.00020,2.000
2,18.875,0.00,-0.0003,-0.00020,2.000
2,18.938,0.00,-0.0003,-0.00020,2.000
2,19.000,0.00,-0.0003,-0.00020,2.000
2,19.062,-0.01,-0.0003,-0.00020,2.000
2,19.125,0.00,-0.0003,-0.00020,2.000
2,19.188,0.00,-0.0003,-0.00020,2.000
